ticker,merkmal,ziel,n_mit_bis2022,n_ohne_bis2022,q_mit_bis2022,q_ohne_bis2022,diff_bis2022,n_mit_ab2023,n_ohne_ab2023,q_mit_ab2023,q_ohne_ab2023,diff_ab2023
JPM,rsi_unter_50,gut_b,114,160,18.4,19.4,-1.0,76,178,39.5,38.2,1.3
JPM,rsi_unter_50,haelt2,114,160,48.2,50.6,-2.4,76,178,68.4,61.2,7.2
JPM,divergenz,gut_a,14,69,14.3,18.8,-4.5,6,46,33.3,34.8,
JPM,divergenz,gut_b,14,69,7.1,15.9,-8.8,6,46,33.3,37.0,
JPM,divergenz,haelt2,14,69,85.7,47.8,37.9,6,46,66.7,58.7,
JPM,ausverkauf,gut_a,18,256,27.8,20.7,7.1,17,237,52.9,32.9,20.0
JPM,ausverkauf,gut_b,18,256,22.2,18.8,3.4,17,237,52.9,37.6,15.3
JPM,ausverkauf,haelt2,18,256,66.7,48.4,18.3,17,237,76.5,62.4,14.1
JPM,erschoepfung,gut_a,24,59,16.7,18.6,-1.9,11,41,27.3,36.6,-9.3
JPM,erschoepfung,gut_b,24,59,12.5,15.3,-2.8,11,41,18.2,41.5,-23.3
JPM,erschoepfung,haelt2,24,59,66.7,49.2,17.5,11,41,54.5,61.0,-6.5
JPM,erholung_vol,gut_a,12,262,33.3,20.6,12.7,10,244,40.0,34.0,6.0
JPM,erholung_vol,gut_b,12,262,33.3,18.3,15.0,10,244,40.0,38.5,1.5
JPM,erholung_vol,haelt2,12,262,50.0,49.6,0.4,10,244,70.0,63.1,6.9
JPM,zweig_a,gut_a,129,145,18.6,23.4,-4.8,127,127,31.5,37.0,-5.5
JPM,zweig_a,gut_b,129,145,18.6,19.3,-0.7,127,127,34.6,42.5,-7.9
JPM,zweig_a,haelt2,129,145,43.4,55.2,-11.8,127,127,58.3,68.5,-10.2
JPM,zweig_b,gut_a,157,117,26.8,13.7,13.1,142,112,36.6,31.2,5.4
JPM,zweig_b,gut_b,157,117,22.9,13.7,9.2,142,112,43.0,33.0,10.0
JPM,zweig_b,haelt2,157,117,55.4,41.9,13.5,142,112,69.0,56.2,12.8
JPM,hammer,gut_a,11,263,0.0,22.1,-22.1,6,248,33.3,34.3,
JPM,hammer,gut_b,11,263,0.0,19.8,-19.8,6,248,33.3,38.7,
JPM,hammer,haelt2,11,263,54.5,49.4,5.1,6,248,66.7,63.3,
JPM,doppelboden,gut_a,26,248,19.2,21.4,-2.2,9,245,22.2,34.7,
JPM,doppelboden,gut_b,26,248,11.5,19.8,-8.3,9,245,22.2,39.2,
JPM,doppelboden,haelt2,26,248,53.8,49.2,4.6,9,245,66.7,63.3,
JPM,schluss_ueber_vortageshoch,gut_a,88,186,31.8,16.1,15.7,101,153,36.6,32.7,3.9
JPM,schluss_ueber_vortageshoch,gut_b,88,186,27.3,15.1,12.2,101,153,44.6,34.6,10.0
JPM,schluss_ueber_vortageshoch,haelt2,88,186,64.8,42.5,22.3,101,153,70.3,58.8,11.5
JPM,kein_neues_tief,gut_a,147,127,29.3,11.8,17.5,154,100,39.0,27.0,12.0
JPM,kein_neues_tief,gut_b,147,127,25.2,11.8,13.4,154,100,45.5,28.0,17.5
JPM,kein_neues_tief,haelt2,147,127,58.5,39.4,19.1,154,100,70.8,52.0,18.8
JPM,ueber_ema200,gut_a,123,86,26.8,12.8,14.0,236,18,32.6,55.6,-23.0
JPM,ueber_ema200,gut_b,123,86,26.0,9.3,16.7,236,18,37.7,50.0,-12.3
JPM,ueber_ema200,haelt2,123,86,56.9,38.4,18.5,236,18,61.0,94.4,-33.4
JPM,tief_ab_2,gut_a,96,178,26.0,18.5,7.5,87,167,26.4,38.3,-11.9
JPM,tief_ab_2,gut_b,96,178,19.8,18.5,1.3,87,167,29.9,43.1,-13.2
JPM,tief_ab_2,haelt2,96,178,55.2,46.6,8.6,87,167,55.2,67.7,-12.5
KDP,reif,gut_a,116,130,26.7,36.9,-10.2,142,101,31.0,23.8,7.2
KDP,reif,gut_b,116,130,25.9,36.2,-10.3,142,101,30.3,27.7,2.6
KDP,reif,haelt2,116,130,39.7,49.2,-9.5,142,101,45.8,33.7,12.1
KDP,korr_tief_rang,gut_a,20,214,65.0,30.8,34.2,67,176,35.8,25.0,10.8
KDP,korr_tief_rang,gut_b,20,214,65.0,29.9,35.1,67,176,35.8,26.7,9.1
KDP,korr_tief_rang,haelt2,20,214,75.0,44.4,30.6,67,176,58.2,34.1,24.1
KDP,korr_lang_rang,gut_a,41,193,43.9,31.6,12.3,56,187,37.5,25.1,12.4
KDP,korr_lang_rang,gut_b,41,193,41.5,31.1,10.4,56,187,39.3,26.2,13.1
KDP,korr_lang_rang,haelt2,41,193,65.9,43.0,22.9,56,187,66.1,33.2,32.9
KDP,rsi_tief_rang,gut_a,34,200,67.6,28.0,39.6,63,180,42.9,22.8,20.1
KDP,rsi_tief_rang,gut_b,34,200,64.7,27.5,37.2,63,180,44.4,23.9,20.5
KDP,rsi_tief_rang,haelt2,34,200,88.2,40.0,48.2,63,180,71.4,30.0,41.4
KDP,rsi_unter_50,gut_a,89,157,32.6,31.8,0.8,120,123,31.7,24.4,7.3
KDP,rsi_unter_50,gut_b,89,157,31.5,31.2,0.3,120,123,30.8,27.6,3.2
KDP,rsi_unter_50,haelt2,89,157,48.3,42.7,5.6,120,123,49.2,32.5,16.7
KDP,divergenz,gut_a,9,56,22.2,30.4,,23,66,52.2,31.8,20.4
KDP,divergenz,gut_b,9,56,22.2,28.6,,23,66,52.2,30.3,21.9
KDP,divergenz,haelt2,9,56,44.4,50.0,,23,66,69.6,51.5,18.1
KDP,ausverkauf,gut_a,21,225,47.6,30.7,16.9,21,222,38.1,27.0,11.1
KDP,ausverkauf,gut_b,21,225,47.6,29.8,17.8,21,222,52.4,27.0,25.4
KDP,ausverkauf,haelt2,21,225,76.2,41.8,34.4,21,222,57.1,39.2,17.9
KDP,erschoepfung,gut_a,13,52,15.4,32.7,-17.3,29,60,34.5,38.3,-3.8
KDP,erschoepfung,gut_b,13,52,15.4,30.8,-15.4,29,60,34.5,36.7,-2.2
KDP,erschoepfung,haelt2,13,52,46.2,50.0,-3.8,29,60,69.0,50.0,19.0
KDP,erholung_vol,gut_a,6,240,16.7,32.5,,10,233,30.0,27.9,2.1
KDP,erholung_vol,gut_b,6,240,16.7,31.7,,10,233,50.0,28.3,21.7
KDP,erholung_vol,haelt2,6,240,50.0,44.6,,10,233,60.0,39.9,20.1
KDP,zweig_a,gut_a,134,112,29.1,35.7,-6.6,125,118,35.2,20.3,14.9
KDP,zweig_a,gut_b,134,112,27.6,35.7,-8.1,125,118,34.4,23.7,10.7
KDP,zweig_a,haelt2,134,112,39.6,50.9,-11.3,125,118,44.8,36.4,8.4
KDP,zweig_b,gut_a,129,117,34.9,29.1,5.8,138,105,21.7,36.2,-14.5
KDP,zweig_b,gut_b,129,117,33.3,29.1,4.2,138,105,24.6,35.2,-10.6
KDP,zweig_b,haelt2,129,117,46.5,42.7,3.8,138,105,36.2,46.7,-10.5
KDP,hammer,gut_a,10,236,20.0,32.6,-12.6,14,229,14.3,28.8,-14.5
KDP,hammer,gut_b,10,236,20.0,31.8,-11.8,14,229,14.3,30.1,-15.8
KDP,hammer,haelt2,10,236,60.0,44.1,15.9,14,229,42.9,40.6,2.3
KDP,doppelboden,gut_a,10,236,10.0,33.1,-23.1,18,225,16.7,28.9,-12.2
KDP,doppelboden,gut_b,10,236,10.0,32.2,-22.2,18,225,16.7,30.2,-13.5
KDP,doppelboden,haelt2,10,236,50.0,44.5,5.5,18,225,38.9,40.9,-2.0
KDP,schluss_ueber_vortageshoch,gut_a,71,175,42.3,28.0,14.3,79,164,24.1,29.9,-5.8
KDP,schluss_ueber_vortageshoch,gut_b,71,175,36.6,29.1,7.5,79,164,27.8,29.9,-2.1
KDP,schluss_ueber_vortageshoch,haelt2,71,175,54.9,40.6,14.3,79,164,39.2,41.5,-2.3
KDP,kein_neues_tief,gut_a,125,121,32.8,31.4,1.4,137,106,26.3,30.2,-3.9
KDP,kein_neues_tief,gut_b,125,121,32.0,30.6,1.4,137,106,29.2,29.2,0.0
KDP,kein_neues_tief,haelt2,125,121,47.2,42.1,5.1,137,106,40.1,41.5,-1.4
KDP,ueber_ema200,gut_a,178,22,25.3,77.3,-52.0,83,160,24.1,30.0,-5.9
KDP,ueber_ema200,gut_b,178,22,24.2,77.3,-53.1,83,160,25.3,31.2,-5.9
KDP,ueber_ema200,haelt2,178,22,38.8,86.4,-47.6,83,160,38.6,41.9,-3.3
KDP,tief_ab_2,gut_a,134,112,34.3,29.5,4.8,121,122,36.4,19.7,16.7
KDP,tief_ab_2,gut_b,134,112,32.8,29.5,3.3,121,122,36.4,22.1,14.3
KDP,tief_ab_2,haelt2,134,112,48.5,40.2,8.3,121,122,52.1,29.5,22.6
KHC,reif,gut_a,121,116,36.4,29.3,7.1,137,103,23.4,15.5,7.9
KHC,reif,gut_b,121,116,37.2,33.6,3.6,137,103,26.3,20.4,5.9
KHC,reif,haelt2,121,116,46.3,41.4,4.9,137,103,32.1,27.2,4.9
KHC,korr_tief_rang,gut_a,21,189,42.9,36.5,6.4,42,198,16.7,20.7,-4.0
KHC,korr_tief_rang,gut_b,21,189,47.6,39.2,8.4,42,198,19.0,24.7,-5.7
KHC,korr_tief_rang,haelt2,21,189,66.7,47.6,19.1,42,198,26.2,30.8,-4.6
KHC,korr_lang_rang,gut_a,19,191,36.8,37.2,-0.4,43,197,25.6,18.8,6.8
KHC,korr_lang_rang,gut_b,19,191,36.8,40.3,-3.5,43,197,27.9,22.8,5.1
KHC,korr_lang_rang,haelt2,19,191,57.9,48.7,9.2,43,197,34.9,28.9,6.0
KHC,rsi_tief_rang,gut_a,42,168,42.9,35.7,7.2,45,195,31.1,17.4,13.7
KHC,rsi_tief_rang,gut_b,42,168,38.1,40.5,-2.4,45,195,40.0,20.0,20.0
KHC,rsi_tief_rang,haelt2,42,168,59.5,47.0,12.5,45,195,40.0,27.7,12.3
KHC,rsi_unter_50,gut_a,84,153,34.5,32.0,2.5,141,99,20.6,19.2,1.4
KHC,rsi_unter_50,gut_b,84,153,35.7,35.3,0.4,141,99,27.7,18.2,9.5
KHC,rsi_unter_50,haelt2,84,153,48.8,41.2,7.6,141,99,35.5,22.2,13.3
KHC,divergenz,gut_a,12,54,41.7,24.1,17.6,16,69,31.2,21.7,9.5
KHC,divergenz,gut_b,12,54,41.7,22.2,19.5,16,69,43.8,26.1,17.7
KHC,divergenz,haelt2,12,54,50.0,35.2,14.8,16,69,43.8,33.3,10.5
KHC,ausverkauf,gut_a,14,223,28.6,33.2,-4.6,12,228,25.0,19.7,5.3
KHC,ausverkauf,gut_b,14,223,28.6,35.9,-7.3,12,228,25.0,23.7,1.3
KHC,ausverkauf,haelt2,14,223,64.3,42.6,21.7,12,228,25.0,30.3,-5.3
KHC,erschoepfung,gut_a,18,48,61.1,14.6,46.5,24,61,16.7,26.2,-9.5
KHC,erschoepfung,gut_b,18,48,66.7,10.4,56.3,24,61,25.0,31.1,-6.1
KHC,erschoepfung,haelt2,18,48,66.7,27.1,39.6,24,61,33.3,36.1,-2.8
KHC,erholung_vol,gut_a,7,230,42.9,32.6,,10,230,30.0,19.6,10.4
KHC,erholung_vol,gut_b,7,230,42.9,35.2,,10,230,30.0,23.5,6.5
KHC,erholung_vol,haelt2,7,230,42.9,43.9,,10,230,30.0,30.0,0.0
KHC,zweig_a,gut_a,113,124,29.2,36.3,-7.1,123,117,23.6,16.2,7.4
KHC,zweig_a,gut_b,113,124,32.7,37.9,-5.2,123,117,26.0,21.4,4.6
KHC,zweig_a,haelt2,113,124,41.6,46.0,-4.4,123,117,31.7,28.2,3.5
KHC,zweig_b,gut_a,128,109,35.2,30.3,4.9,133,107,16.5,24.3,-7.8
KHC,zweig_b,gut_b,128,109,37.5,33.0,4.5,133,107,21.8,26.2,-4.4
KHC,zweig_b,haelt2,128,109,46.1,41.3,4.8,133,107,28.6,31.8,-3.2
KHC,hammer,gut_a,15,222,13.3,34.2,-20.9,12,228,25.0,19.7,5.3
KHC,hammer,gut_b,15,222,13.3,36.9,-23.6,12,228,33.3,23.2,10.1
KHC,hammer,haelt2,15,222,33.3,44.6,-11.3,12,228,50.0,28.9,21.1
KHC,doppelboden,gut_a,6,231,33.3,32.9,,19,221,52.6,17.2,35.4
KHC,doppelboden,gut_b,6,231,33.3,35.5,,19,221,52.6,21.3,31.3
KHC,doppelboden,haelt2,6,231,33.3,44.2,,19,221,57.9,27.6,30.3
KHC,schluss_ueber_vortageshoch,gut_a,68,169,38.2,30.8,7.4,85,155,14.1,23.2,-9.1
KHC,schluss_ueber_vortageshoch,gut_b,68,169,38.2,34.3,3.9,85,155,21.2,25.2,-4.0
KHC,schluss_ueber_vortageshoch,haelt2,68,169,45.6,43.2,2.4,85,155,27.1,31.6,-4.5
KHC,kein_neues_tief,gut_a,132,105,32.6,33.3,-0.7,136,104,16.2,25.0,-8.8
KHC,kein_neues_tief,gut_b,132,105,35.6,35.2,0.4,136,104,19.9,28.8,-8.9
KHC,kein_neues_tief,haelt2,132,105,43.2,44.8,-1.6,136,104,24.3,37.5,-13.2
KHC,ueber_ema200,gut_a,123,57,23.6,47.4,-23.8,82,158,11.0,24.7,-13.7
KHC,ueber_ema200,gut_b,123,57,26.0,47.4,-21.4,82,158,8.5,31.6,-23.1
KHC,ueber_ema200,haelt2,123,57,34.1,64.9,-30.8,82,158,20.7,34.8,-14.1
KHC,tief_ab_2,gut_a,100,137,31.0,34.3,-3.3,148,92,25.7,10.9,14.8
KHC,tief_ab_2,gut_b,100,137,31.0,38.7,-7.7,148,92,33.1,8.7,24.4
KHC,tief_ab_2,haelt2,100,137,43.0,44.5,-1.5,148,92,39.9,14.1,25.8
KLAC,reif,gut_a,128,130,30.5,31.5,-1.0,139,142,35.3,19.0,16.3
KLAC,reif,gut_b,128,130,24.2,29.2,-5.0,139,142,34.5,26.1,8.4
KLAC,reif,haelt2,128,130,53.1,51.5,1.6,139,142,65.5,54.9,10.6
KLAC,korr_tief_rang,gut_a,49,194,46.9,29.4,17.5,40,241,47.5,23.7,23.8
KLAC,korr_tief_rang,gut_b,49,194,40.8,25.3,15.5,40,241,45.0,27.8,17.2
KLAC,korr_tief_rang,haelt2,49,194,67.3,52.6,14.7,40,241,72.5,58.1,14.4
KLAC,korr_lang_rang,gut_a,33,210,51.5,30.0,21.5,32,249,34.4,26.1,8.3
KLAC,korr_lang_rang,gut_b,33,210,42.4,26.2,16.2,32,249,31.2,30.1,1.1
KLAC,korr_lang_rang,haelt2,33,210,72.7,52.9,19.8,32,249,62.5,59.8,2.7
KLAC,rsi_tief_rang,gut_a,41,202,48.8,29.7,19.1,43,238,62.8,20.6,42.2
KLAC,rsi_tief_rang,gut_b,41,202,41.5,25.7,15.8,43,238,58.1,25.2,32.9
KLAC,rsi_tief_rang,haelt2,41,202,73.2,52.0,21.2,43,238,86.0,55.5,30.5
KLAC,rsi_unter_50,gut_a,98,160,28.6,32.5,-3.9,88,193,31.8,24.9,6.9
KLAC,rsi_unter_50,gut_b,98,160,24.5,28.1,-3.6,88,193,31.8,29.5,2.3
KLAC,rsi_unter_50,haelt2,98,160,54.1,51.2,2.9,88,193,70.5,55.4,15.1
KLAC,divergenz,gut_a,6,78,33.3,34.6,,8,84,25.0,27.4,
KLAC,divergenz,gut_b,6,78,33.3,24.4,,8,84,25.0,27.4,
KLAC,divergenz,haelt2,6,78,83.3,57.7,,8,84,37.5,54.8,
KLAC,ausverkauf,gut_a,18,240,33.3,30.8,2.5,24,257,58.3,24.1,34.2
KLAC,ausverkauf,gut_b,18,240,33.3,26.2,7.1,24,257,58.3,27.6,30.7
KLAC,ausverkauf,haelt2,18,240,44.4,52.9,-8.5,24,257,79.2,58.4,20.8
KLAC,erschoepfung,gut_a,24,60,12.5,43.3,-30.8,26,66,26.9,27.3,-0.4
KLAC,erschoepfung,gut_b,24,60,8.3,31.7,-23.4,26,66,26.9,27.3,-0.4
KLAC,erschoepfung,haelt2,24,60,45.8,65.0,-19.2,26,66,50.0,54.5,-4.5
KLAC,erholung_vol,gut_a,7,251,14.3,31.5,,12,269,58.3,25.7,32.6
KLAC,erholung_vol,gut_b,7,251,14.3,27.1,,12,269,50.0,29.4,20.6
KLAC,erholung_vol,haelt2,7,251,42.9,52.6,,12,269,83.3,59.1,24.2
KLAC,zweig_a,gut_a,125,133,28.8,33.1,-4.3,138,143,26.1,28.0,-1.9
KLAC,zweig_a,gut_b,125,133,23.2,30.1,-6.9,138,143,27.5,32.9,-5.4
KLAC,zweig_a,haelt2,125,133,49.6,54.9,-5.3,138,143,60.9,59.4,1.5
KLAC,zweig_b,gut_a,145,113,35.9,24.8,11.1,155,126,29.7,23.8,5.9
KLAC,zweig_b,gut_b,145,113,31.7,20.4,11.3,155,126,34.8,24.6,10.2
KLAC,zweig_b,haelt2,145,113,55.9,47.8,8.1,155,126,60.6,59.5,1.1
KLAC,hammer,gut_a,11,247,9.1,32.0,-22.9,7,274,28.6,27.0,
KLAC,hammer,gut_b,11,247,9.1,27.5,-18.4,7,274,28.6,30.3,
KLAC,hammer,haelt2,11,247,36.4,53.0,-16.6,7,274,28.6,60.9,
KLAC,doppelboden,gut_a,18,240,27.8,31.2,-3.4,14,267,14.3,27.7,-13.4
KLAC,doppelboden,gut_b,18,240,27.8,26.7,1.1,14,267,14.3,31.1,-16.8
KLAC,doppelboden,haelt2,18,240,44.4,52.9,-8.5,14,267,35.7,61.4,-25.7
KLAC,schluss_ueber_vortageshoch,gut_a,101,157,36.6,27.4,9.2,94,187,37.2,21.9,15.3
KLAC,schluss_ueber_vortageshoch,gut_b,101,157,29.7,24.8,4.9,94,187,40.4,25.1,15.3
KLAC,schluss_ueber_vortageshoch,haelt2,101,157,57.4,49.0,8.4,94,187,67.0,56.7,10.3
KLAC,kein_neues_tief,gut_a,140,118,35.7,25.4,10.3,158,123,32.3,20.3,12.0
KLAC,kein_neues_tief,gut_b,140,118,32.1,20.3,11.8,158,123,38.0,20.3,17.7
KLAC,kein_neues_tief,haelt2,140,118,55.0,49.2,5.8,158,123,64.6,54.5,10.1
KLAC,ueber_ema200,gut_a,162,43,32.7,25.6,7.1,254,27,26.0,37.0,-11.0
KLAC,ueber_ema200,gut_b,162,43,28.4,23.3,5.1,254,27,29.5,37.0,-7.5
KLAC,ueber_ema200,haelt2,162,43,54.9,48.8,6.1,254,27,59.4,66.7,-7.3
KLAC,tief_ab_2,gut_a,110,148,37.3,26.4,10.9,94,187,34.0,23.5,10.5
KLAC,tief_ab_2,gut_b,110,148,28.2,25.7,2.5,94,187,34.0,28.3,5.7
KLAC,tief_ab_2,haelt2,110,148,68.2,40.5,27.7,94,187,62.8,58.8,4.0
KO,reif,gut_a,112,138,31.2,20.3,10.9,121,129,28.9,32.6,-3.7
KO,reif,gut_b,112,138,29.5,23.2,6.3,121,129,30.6,32.6,-2.0
KO,reif,haelt2,112,138,57.1,52.9,4.2,121,129,61.2,64.3,-3.1
KO,korr_tief_rang,gut_a,19,197,42.1,23.9,18.2,39,211,28.2,31.3,-3.1
KO,korr_tief_rang,gut_b,19,197,42.1,24.9,17.2,39,211,28.2,32.2,-4.0
KO,korr_tief_rang,haelt2,19,197,84.2,56.3,27.9,39,211,61.5,63.0,-1.5
KO,korr_lang_rang,gut_a,30,186,36.7,23.7,13.0,37,213,35.1,30.0,5.1
KO,korr_lang_rang,gut_b,30,186,36.7,24.7,12.0,37,213,35.1,31.0,4.1
KO,korr_lang_rang,haelt2,30,186,66.7,57.5,9.2,37,213,51.4,64.8,-13.4
KO,rsi_tief_rang,gut_a,35,181,48.6,21.0,27.6,36,214,38.9,29.4,9.5
KO,rsi_tief_rang,gut_b,35,181,54.3,21.0,33.3,36,214,44.4,29.4,15.0
KO,rsi_tief_rang,haelt2,35,181,88.6,53.0,35.6,36,214,69.4,61.7,7.7
KO,rsi_unter_50,gut_a,74,176,40.5,18.8,21.7,105,145,29.5,31.7,-2.2
KO,rsi_unter_50,gut_b,74,176,39.2,20.5,18.7,105,145,31.4,31.7,-0.3
KO,rsi_unter_50,haelt2,74,176,70.3,48.3,22.0,105,145,64.8,61.4,3.4
KO,divergenz,gut_a,8,58,37.5,29.3,,8,67,0.0,31.3,
KO,divergenz,gut_b,8,58,37.5,27.6,,8,67,0.0,31.3,
KO,divergenz,haelt2,8,58,87.5,55.2,,8,67,62.5,62.7,
KO,ausverkauf,gut_a,10,240,10.0,25.8,-15.8,9,241,22.2,31.1,
KO,ausverkauf,gut_b,10,240,10.0,26.7,-16.7,9,241,22.2,32.0,
KO,ausverkauf,haelt2,10,240,40.0,55.4,-15.4,9,241,55.6,63.1,
KO,erschoepfung,gut_a,17,49,52.9,22.4,30.5,15,60,13.3,31.7,-18.4
KO,erschoepfung,gut_b,17,49,47.1,22.4,24.7,15,60,13.3,31.7,-18.4
KO,erschoepfung,haelt2,17,49,82.4,51.0,31.4,15,60,60.0,63.3,-3.3
KO,erholung_vol,gut_a,9,241,0.0,26.1,,5,245,80.0,29.8,
KO,erholung_vol,gut_b,9,241,0.0,27.0,,5,245,100.0,30.2,
KO,erholung_vol,haelt2,9,241,55.6,54.8,,5,245,100.0,62.0,
KO,zweig_a,gut_a,125,125,24.8,25.6,-0.8,130,120,26.2,35.8,-9.6
KO,zweig_a,gut_b,125,125,24.8,27.2,-2.4,130,120,26.2,37.5,-11.3
KO,zweig_a,haelt2,125,125,50.4,59.2,-8.8,130,120,56.2,70.0,-13.8
KO,zweig_b,gut_a,142,108,28.9,20.4,8.5,139,111,36.0,24.3,11.7
KO,zweig_b,gut_b,142,108,29.6,21.3,8.3,139,111,36.0,26.1,9.9
KO,zweig_b,haelt2,142,108,60.6,47.2,13.4,139,111,69.1,55.0,14.1
KO,hammer,gut_a,6,244,0.0,25.8,,15,235,33.3,30.6,2.7
KO,hammer,gut_b,6,244,0.0,26.6,,15,235,40.0,31.1,8.9
KO,hammer,haelt2,6,244,33.3,55.3,,15,235,66.7,62.6,4.1
KO,doppelboden,gut_a,16,234,25.0,25.2,-0.2,10,240,10.0,31.7,-21.7
KO,doppelboden,gut_b,16,234,25.0,26.1,-1.1,10,240,10.0,32.5,-22.5
KO,doppelboden,haelt2,16,234,68.8,53.8,15.0,10,240,40.0,63.7,-23.7
KO,schluss_ueber_vortageshoch,gut_a,86,164,36.0,19.5,16.5,71,179,38.0,27.9,10.1
KO,schluss_ueber_vortageshoch,gut_b,86,164,36.0,20.7,15.3,71,179,38.0,29.1,8.9
KO,schluss_ueber_vortageshoch,haelt2,86,164,64.0,50.0,14.0,71,179,67.6,60.9,6.7
KO,kein_neues_tief,gut_a,148,102,29.7,18.6,11.1,130,120,38.5,22.5,16.0
KO,kein_neues_tief,gut_b,148,102,31.8,17.6,14.2,130,120,38.5,24.2,14.3
KO,kein_neues_tief,haelt2,148,102,60.1,47.1,13.0,130,120,68.5,56.7,11.8
KO,ueber_ema200,gut_a,163,32,17.8,62.5,-44.7,191,59,25.7,47.5,-21.8
KO,ueber_ema200,gut_b,163,32,17.8,75.0,-57.2,191,59,26.2,49.2,-23.0
KO,ueber_ema200,haelt2,163,32,46.6,96.9,-50.3,191,59,56.5,83.1,-26.6
KO,tief_ab_2,gut_a,88,162,36.4,19.1,17.3,116,134,37.9,24.6,13.3
KO,tief_ab_2,gut_b,88,162,34.1,21.6,12.5,116,134,44.8,20.1,24.7
KO,tief_ab_2,haelt2,88,162,73.9,44.4,29.5,116,134,69.8,56.7,13.1
LIN,reif,gut_a,122,162,18.0,31.5,-13.5,137,158,27.7,32.9,-5.2
LIN,reif,gut_b,122,162,18.9,26.5,-7.6,137,158,27.0,28.5,-1.5
LIN,reif,haelt2,122,162,41.0,51.2,-10.2,137,158,51.1,58.9,-7.8
LIN,korr_tief_rang,gut_a,32,226,37.5,26.1,11.4,33,262,18.2,32.1,-13.9
LIN,korr_tief_rang,gut_b,32,226,34.4,23.0,11.4,33,262,18.2,29.0,-10.8
LIN,korr_tief_rang,haelt2,32,226,62.5,48.7,13.8,33,262,48.5,56.1,-7.6
LIN,korr_lang_rang,gut_a,16,242,25.0,27.7,-2.7,40,255,17.5,32.5,-15.0
LIN,korr_lang_rang,gut_b,16,242,25.0,24.4,0.6,40,255,17.5,29.4,-11.9
LIN,korr_lang_rang,haelt2,16,242,62.5,49.6,12.9,40,255,35.0,58.4,-23.4
LIN,rsi_tief_rang,gut_a,56,202,39.3,24.3,15.0,42,253,38.1,29.2,8.9
LIN,rsi_tief_rang,gut_b,56,202,32.1,22.3,9.8,42,253,33.3,26.9,6.4
LIN,rsi_tief_rang,haelt2,56,202,55.4,49.0,6.4,42,253,52.4,55.7,-3.3
LIN,rsi_unter_50,gut_a,96,188,29.2,23.9,5.3,93,202,35.5,28.2,7.3
LIN,rsi_unter_50,gut_b,96,188,28.1,20.7,7.4,93,202,30.1,26.7,3.4
LIN,rsi_unter_50,haelt2,96,188,49.0,45.7,3.3,93,202,54.8,55.4,-0.6
LIN,divergenz,gut_a,6,54,50.0,14.8,,7,74,57.1,24.3,
LIN,divergenz,gut_b,6,54,50.0,14.8,,7,74,57.1,23.0,
LIN,divergenz,haelt2,6,54,66.7,44.4,,7,74,71.4,47.3,
LIN,ausverkauf,gut_a,17,267,23.5,25.8,-2.3,16,279,25.0,30.8,-5.8
LIN,ausverkauf,gut_b,17,267,29.4,22.8,6.6,16,279,25.0,28.0,-3.0
LIN,ausverkauf,haelt2,17,267,41.2,47.2,-6.0,16,279,62.5,54.8,7.7
LIN,erschoepfung,gut_a,12,48,16.7,18.8,-2.1,20,61,15.0,31.1,-16.1
LIN,erschoepfung,gut_b,12,48,16.7,18.8,-2.1,20,61,15.0,29.5,-14.5
LIN,erschoepfung,haelt2,12,48,58.3,43.8,14.5,20,61,50.0,49.2,0.8
LIN,erholung_vol,gut_a,8,276,12.5,26.1,,5,290,60.0,30.0,
LIN,erholung_vol,gut_b,8,276,25.0,23.2,,5,290,20.0,27.9,
LIN,erholung_vol,haelt2,8,276,50.0,46.7,,5,290,80.0,54.8,
LIN,zweig_a,gut_a,151,133,21.9,30.1,-8.2,156,139,28.8,32.4,-3.6
LIN,zweig_a,gut_b,151,133,21.9,24.8,-2.9,156,139,25.6,30.2,-4.6
LIN,zweig_a,haelt2,151,133,42.4,51.9,-9.5,156,139,51.3,59.7,-8.4
LIN,zweig_b,gut_a,155,129,30.3,20.2,10.1,161,134,34.2,26.1,8.1
LIN,zweig_b,gut_b,155,129,25.2,20.9,4.3,161,134,31.7,23.1,8.6
LIN,zweig_b,haelt2,155,129,51.6,41.1,10.5,161,134,59.0,50.7,8.3
LIN,hammer,gut_a,6,278,0.0,26.3,,9,286,22.2,30.8,
LIN,hammer,gut_b,6,278,0.0,23.7,,9,286,22.2,28.0,
LIN,hammer,haelt2,6,278,33.3,47.1,,9,286,55.6,55.2,
LIN,doppelboden,gut_a,13,271,15.4,26.2,-10.8,15,280,6.7,31.8,-25.1
LIN,doppelboden,gut_b,13,271,15.4,23.6,-8.2,15,280,0.0,29.3,-29.3
LIN,doppelboden,haelt2,13,271,53.8,46.5,7.3,15,280,60.0,55.0,5.0
LIN,schluss_ueber_vortageshoch,gut_a,91,193,31.9,22.8,9.1,94,201,41.5,25.4,16.1
LIN,schluss_ueber_vortageshoch,gut_b,91,193,29.7,20.2,9.5,94,201,35.1,24.4,10.7
LIN,schluss_ueber_vortageshoch,haelt2,91,193,56.0,42.5,13.5,94,201,69.1,48.8,20.3
LIN,kein_neues_tief,gut_a,146,138,30.8,20.3,10.5,146,149,34.2,26.8,7.4
LIN,kein_neues_tief,gut_b,146,138,25.3,21.0,4.3,146,149,30.1,25.5,4.6
