ticker,merkmal,ziel,n_mit_bis2022,n_ohne_bis2022,q_mit_bis2022,q_ohne_bis2022,diff_bis2022,n_mit_ab2023,n_ohne_ab2023,q_mit_ab2023,q_ohne_ab2023,diff_ab2023
AXP,ausverkauf,haelt2,16,234,56.2,52.1,4.1,9,263,44.4,56.7,
AXP,erschoepfung,gut_a,29,70,27.6,28.6,-1.0,29,70,34.5,31.4,3.1
AXP,erschoepfung,gut_b,29,70,27.6,27.1,0.5,29,70,27.6,32.9,-5.3
AXP,erschoepfung,haelt2,29,70,58.6,54.3,4.3,29,70,65.5,58.6,6.9
AXP,erholung_vol,gut_a,10,240,10.0,24.6,-14.6,10,262,40.0,33.2,6.8
AXP,erholung_vol,gut_b,10,240,20.0,23.8,-3.8,10,262,10.0,34.0,-24.0
AXP,erholung_vol,haelt2,10,240,70.0,51.7,18.3,10,262,60.0,56.1,3.9
AXP,zweig_a,gut_a,124,126,20.2,27.8,-7.6,130,142,30.8,35.9,-5.1
AXP,zweig_a,gut_b,124,126,20.2,27.0,-6.8,130,142,29.2,36.6,-7.4
AXP,zweig_a,haelt2,124,126,44.4,60.3,-15.9,130,142,53.1,59.2,-6.1
AXP,zweig_b,gut_a,133,117,27.1,20.5,6.6,153,119,35.9,30.3,5.6
AXP,zweig_b,gut_b,133,117,25.6,21.4,4.2,153,119,36.6,28.6,8.0
AXP,zweig_b,haelt2,133,117,57.9,46.2,11.7,153,119,60.1,51.3,8.8
AXP,hammer,gut_a,14,236,14.3,24.6,-10.3,13,259,23.1,34.0,-10.9
AXP,hammer,gut_b,14,236,14.3,24.2,-9.9,13,259,23.1,33.6,-10.5
AXP,hammer,haelt2,14,236,64.3,51.7,12.6,13,259,46.2,56.8,-10.6
AXP,doppelboden,gut_a,22,228,40.9,22.4,18.5,25,247,44.0,32.4,11.6
AXP,doppelboden,gut_b,22,228,36.4,22.4,14.0,25,247,44.0,32.0,12.0
AXP,doppelboden,haelt2,22,228,59.1,51.8,7.3,25,247,76.0,54.3,21.7
AXP,schluss_ueber_vortageshoch,gut_a,90,160,31.1,20.0,11.1,88,184,40.9,29.9,11.0
AXP,schluss_ueber_vortageshoch,gut_b,90,160,31.1,19.4,11.7,88,184,38.6,30.4,8.2
AXP,schluss_ueber_vortageshoch,haelt2,90,160,58.9,48.8,10.1,88,184,67.0,51.1,15.9
AXP,kein_neues_tief,gut_a,136,114,27.9,19.3,8.6,144,128,36.8,29.7,7.1
AXP,kein_neues_tief,gut_b,136,114,27.2,19.3,7.9,144,128,36.8,28.9,7.9
AXP,kein_neues_tief,haelt2,136,114,58.1,45.6,12.5,144,128,60.4,51.6,8.8
AXP,ueber_ema200,gut_a,124,71,25.8,31.0,-5.2,200,72,30.5,41.7,-11.2
AXP,ueber_ema200,gut_b,124,71,29.0,23.9,5.1,200,72,30.0,41.7,-11.7
AXP,ueber_ema200,haelt2,124,71,53.2,56.3,-3.1,200,72,48.5,77.8,-29.3
AXP,tief_ab_2,gut_a,121,129,29.8,18.6,11.2,117,155,42.7,26.5,16.2
AXP,tief_ab_2,gut_b,121,129,29.8,17.8,12.0,117,155,41.9,26.5,15.4
AXP,tief_ab_2,haelt2,121,129,61.2,44.2,17.0,117,155,70.9,45.2,25.7
AZN,reif,gut_a,131,146,31.3,24.0,7.3,135,161,34.8,22.4,12.4
AZN,reif,gut_b,131,146,30.5,28.1,2.4,135,161,33.3,27.3,6.0
AZN,reif,haelt2,131,146,41.2,41.1,0.1,135,161,45.2,42.9,2.3
AZN,korr_tief_rang,gut_a,50,204,30.0,27.9,2.1,54,242,48.1,23.6,24.5
AZN,korr_tief_rang,gut_b,50,204,26.0,31.9,-5.9,54,242,42.6,27.3,15.3
AZN,korr_tief_rang,haelt2,50,204,42.0,43.6,-1.6,54,242,55.6,41.3,14.3
AZN,korr_lang_rang,gut_a,47,207,48.9,23.7,25.2,35,261,60.0,23.8,36.2
AZN,korr_lang_rang,gut_b,47,207,44.7,27.5,17.2,35,261,60.0,26.1,33.9
AZN,korr_lang_rang,haelt2,47,207,61.7,39.1,22.6,35,261,65.7,41.0,24.7
AZN,rsi_tief_rang,gut_a,54,200,29.6,28.0,1.6,54,242,35.2,26.4,8.8
AZN,rsi_tief_rang,gut_b,54,200,27.8,31.5,-3.7,54,242,35.2,28.9,6.3
AZN,rsi_tief_rang,haelt2,54,200,50.0,41.5,8.5,54,242,46.3,43.4,2.9
AZN,rsi_unter_50,gut_a,96,181,31.2,25.4,5.8,130,166,29.2,27.1,2.1
AZN,rsi_unter_50,gut_b,96,181,30.2,28.7,1.5,130,166,28.5,31.3,-2.8
AZN,rsi_unter_50,haelt2,96,181,49.0,37.0,12.0,130,166,42.3,45.2,-2.9
AZN,divergenz,gut_a,10,75,20.0,32.0,-12.0,14,75,35.7,36.0,-0.3
AZN,divergenz,gut_b,10,75,40.0,29.3,10.7,14,75,42.9,33.3,9.6
AZN,divergenz,haelt2,10,75,50.0,40.0,10.0,14,75,57.1,44.0,13.1
AZN,ausverkauf,gut_a,23,254,17.4,28.3,-10.9,17,279,47.1,26.9,20.2
AZN,ausverkauf,gut_b,23,254,17.4,30.3,-12.9,17,279,35.3,29.7,5.6
AZN,ausverkauf,haelt2,23,254,43.5,40.9,2.6,17,279,64.7,42.7,22.0
AZN,erschoepfung,gut_a,20,65,45.0,26.2,18.8,29,60,34.5,36.7,-2.2
AZN,erschoepfung,gut_b,20,65,40.0,27.7,12.3,29,60,31.0,36.7,-5.7
AZN,erschoepfung,haelt2,20,65,60.0,35.4,24.6,29,60,44.8,46.7,-1.9
AZN,erholung_vol,gut_a,6,271,16.7,27.7,,11,285,54.5,27.0,27.5
AZN,erholung_vol,gut_b,6,271,33.3,29.2,,11,285,54.5,29.1,25.4
AZN,erholung_vol,haelt2,6,271,50.0,41.0,,11,285,63.6,43.2,20.4
AZN,zweig_a,gut_a,122,155,23.8,30.3,-6.5,151,145,26.5,29.7,-3.2
AZN,zweig_a,gut_b,122,155,27.0,31.0,-4.0,151,145,27.2,33.1,-5.9
AZN,zweig_a,haelt2,122,155,36.1,45.2,-9.1,151,145,39.7,48.3,-8.6
AZN,zweig_b,gut_a,174,103,29.9,23.3,6.6,157,139,30.6,25.2,5.4
AZN,zweig_b,gut_b,174,103,31.6,25.2,6.4,157,139,34.4,25.2,9.2
AZN,zweig_b,haelt2,174,103,44.8,35.0,9.8,157,139,48.4,38.8,9.6
AZN,hammer,gut_a,7,270,28.6,27.4,,5,291,40.0,27.8,
AZN,hammer,gut_b,7,270,42.9,28.9,,5,291,40.0,29.9,
AZN,hammer,haelt2,7,270,85.7,40.0,,5,291,60.0,43.6,
AZN,doppelboden,gut_a,20,257,20.0,28.0,-8.0,18,278,33.3,27.7,5.6
AZN,doppelboden,gut_b,20,257,20.0,30.0,-10.0,18,278,38.9,29.5,9.4
AZN,doppelboden,haelt2,20,257,20.0,42.8,-22.8,18,278,44.4,43.9,0.5
AZN,schluss_ueber_vortageshoch,gut_a,107,170,37.4,21.2,16.2,103,193,22.3,31.1,-8.8
AZN,schluss_ueber_vortageshoch,gut_b,107,170,38.3,23.5,14.8,103,193,29.1,30.6,-1.5
AZN,schluss_ueber_vortageshoch,haelt2,107,170,53.3,33.5,19.8,103,193,46.6,42.5,4.1
AZN,kein_neues_tief,gut_a,160,117,30.0,23.9,6.1,154,142,28.6,27.5,1.1
AZN,kein_neues_tief,gut_b,160,117,30.6,27.4,3.2,154,142,33.1,26.8,6.3
AZN,kein_neues_tief,haelt2,160,117,44.4,36.8,7.6,154,142,46.8,40.8,6.0
AZN,ueber_ema200,gut_a,165,49,18.8,40.8,-22.0,213,83,25.8,33.7,-7.9
AZN,ueber_ema200,gut_b,165,49,18.8,49.0,-30.2,213,83,29.1,32.5,-3.4
AZN,ueber_ema200,haelt2,165,49,29.7,63.3,-33.6,213,83,39.4,55.4,-16.0
AZN,tief_ab_2,gut_a,98,179,33.7,24.0,9.7,127,169,33.9,23.7,10.2
AZN,tief_ab_2,gut_b,98,179,33.7,26.8,6.9,127,169,37.0,24.9,12.1
AZN,tief_ab_2,haelt2,98,179,46.9,38.0,8.9,127,169,55.9,34.9,21.0
BABA,reif,gut_a,150,134,27.3,31.3,-4.0,193,124,33.7,26.6,7.1
BABA,reif,gut_b,150,134,27.3,33.6,-6.3,193,124,33.2,28.2,5.0
BABA,reif,haelt2,150,134,30.7,37.3,-6.6,193,124,40.4,37.9,2.5
BABA,korr_tief_rang,gut_a,43,205,14.0,32.2,-18.2,46,271,34.8,30.3,4.5
BABA,korr_tief_rang,gut_b,43,205,14.0,33.7,-19.7,46,271,37.0,30.3,6.7
BABA,korr_tief_rang,haelt2,43,205,18.6,37.1,-18.5,46,271,47.8,38.0,9.8
BABA,korr_lang_rang,gut_a,40,208,15.0,31.7,-16.7,38,279,42.1,29.4,12.7
BABA,korr_lang_rang,gut_b,40,208,15.0,33.2,-18.2,38,279,44.7,29.4,15.3
BABA,korr_lang_rang,haelt2,40,208,17.5,37.0,-19.5,38,279,44.7,38.7,6.0
BABA,rsi_tief_rang,gut_a,46,202,23.9,30.2,-6.3,40,277,42.5,29.2,13.3
BABA,rsi_tief_rang,gut_b,46,202,23.9,31.7,-7.8,40,277,40.0,30.0,10.0
BABA,rsi_tief_rang,haelt2,46,202,26.1,35.6,-9.5,40,277,47.5,38.3,9.2
BABA,rsi_unter_50,gut_a,157,127,20.4,40.2,-19.8,176,141,29.0,33.3,-4.3
BABA,rsi_unter_50,gut_b,157,127,19.7,43.3,-23.6,176,141,28.4,34.8,-6.4
BABA,rsi_unter_50,haelt2,157,127,22.3,48.0,-25.7,176,141,36.9,42.6,-5.7
BABA,divergenz,gut_a,23,107,43.5,20.6,22.9,12,128,66.7,33.6,33.1
BABA,divergenz,gut_b,23,107,43.5,20.6,22.9,12,128,66.7,33.6,33.1
BABA,divergenz,haelt2,23,107,43.5,23.4,20.1,12,128,66.7,39.8,26.9
BABA,ausverkauf,gut_a,15,269,33.3,29.0,4.3,22,295,50.0,29.5,20.5
BABA,ausverkauf,gut_b,15,269,33.3,30.1,3.2,22,295,45.5,30.2,15.3
BABA,ausverkauf,haelt2,15,269,40.0,33.5,6.5,22,295,59.1,38.0,21.1
BABA,erschoepfung,gut_a,45,85,31.1,21.2,9.9,44,96,34.1,37.5,-3.4
BABA,erschoepfung,gut_b,45,85,31.1,21.2,9.9,44,96,34.1,37.5,-3.4
BABA,erschoepfung,haelt2,45,85,31.1,24.7,6.4,44,96,38.6,43.8,-5.2
BABA,erholung_vol,gut_a,12,272,50.0,28.3,21.7,17,300,29.4,31.0,-1.6
BABA,erholung_vol,gut_b,12,272,58.3,29.0,29.3,17,300,35.3,31.0,4.3
BABA,erholung_vol,haelt2,12,272,66.7,32.4,34.3,17,300,47.1,39.0,8.1
BABA,zweig_a,gut_a,141,143,22.0,36.4,-14.4,177,140,29.9,32.1,-2.2
BABA,zweig_a,gut_b,141,143,22.7,37.8,-15.1,177,140,28.2,35.0,-6.8
BABA,zweig_a,haelt2,141,143,25.5,42.0,-16.5,177,140,36.2,43.6,-7.4
BABA,zweig_b,gut_a,147,137,34.7,23.4,11.3,158,159,31.6,30.2,1.4
BABA,zweig_b,gut_b,147,137,36.7,23.4,13.3,158,159,34.8,27.7,7.1
BABA,zweig_b,haelt2,147,137,40.8,26.3,14.5,158,159,43.0,35.8,7.2
BABA,hammer,gut_a,12,272,33.3,29.0,4.3,0,317,,30.9,
BABA,hammer,gut_b,12,272,33.3,30.1,3.2,0,317,,31.2,
BABA,hammer,haelt2,12,272,41.7,33.5,8.2,0,317,,39.4,
BABA,doppelboden,gut_a,26,258,26.9,29.5,-2.6,17,300,29.4,31.0,-1.6
BABA,doppelboden,gut_b,26,258,26.9,30.6,-3.7,17,300,29.4,31.3,-1.9
BABA,doppelboden,haelt2,26,258,30.8,34.1,-3.3,17,300,29.4,40.0,-10.6
BABA,schluss_ueber_vortageshoch,gut_a,88,196,35.2,26.5,8.7,107,210,33.6,29.5,4.1
BABA,schluss_ueber_vortageshoch,gut_b,88,196,37.5,27.0,10.5,107,210,38.3,27.6,10.7
BABA,schluss_ueber_vortageshoch,haelt2,88,196,42.0,30.1,11.9,107,210,46.7,35.7,11.0
BABA,kein_neues_tief,gut_a,137,147,33.6,25.2,8.4,151,166,33.1,28.9,4.2
BABA,kein_neues_tief,gut_b,137,147,35.8,25.2,10.6,151,166,35.8,27.1,8.7
BABA,kein_neues_tief,haelt2,137,147,40.1,27.9,12.2,151,166,46.4,33.1,13.3
BABA,ueber_ema200,gut_a,60,166,33.3,22.3,11.0,177,140,27.7,35.0,-7.3
BABA,ueber_ema200,gut_b,60,166,33.3,21.1,12.2,177,140,28.8,34.3,-5.5
BABA,ueber_ema200,haelt2,60,166,40.0,23.5,16.5,177,140,37.9,41.4,-3.5
BABA,tief_ab_2,gut_a,160,124,26.9,32.3,-5.4,156,161,34.6,27.3,7.3
BABA,tief_ab_2,gut_b,160,124,25.6,36.3,-10.7,156,161,35.9,26.7,9.2
BABA,tief_ab_2,haelt2,160,124,28.7,40.3,-11.6,156,161,44.2,34.8,9.4
BAC,reif,gut_a,145,133,22.1,27.1,-5.0,126,132,31.7,34.1,-2.4
BAC,reif,gut_b,145,133,20.7,23.3,-2.6,126,132,34.9,37.9,-3.0
BAC,reif,haelt2,145,133,42.1,47.4,-5.3,126,132,51.6,56.8,-5.2
BAC,korr_tief_rang,gut_a,41,213,39.0,23.5,15.5,30,228,36.7,32.5,4.2
BAC,korr_tief_rang,gut_b,41,213,29.3,22.1,7.2,30,228,36.7,36.4,0.3
BAC,korr_tief_rang,haelt2,41,213,51.2,46.9,4.3,30,228,53.3,54.4,-1.1
BAC,korr_lang_rang,gut_a,38,216,39.5,23.6,15.9,29,229,37.9,32.3,5.6
BAC,korr_lang_rang,gut_b,38,216,28.9,22.2,6.7,29,229,34.5,36.7,-2.2
BAC,korr_lang_rang,haelt2,38,216,57.9,45.8,12.1,29,229,58.6,53.7,4.9
BAC,rsi_tief_rang,gut_a,77,177,31.2,23.7,7.5,32,226,34.4,32.7,1.7
BAC,rsi_tief_rang,gut_b,77,177,24.7,22.6,2.1,32,226,28.1,37.6,-9.5
BAC,rsi_tief_rang,haelt2,77,177,42.9,49.7,-6.8,32,226,65.6,52.7,12.9
BAC,rsi_unter_50,gut_a,125,153,24.0,24.8,-0.8,95,163,36.8,30.7,6.1
BAC,rsi_unter_50,gut_b,125,153,22.4,21.6,0.8,95,163,33.7,38.0,-4.3
BAC,rsi_unter_50,haelt2,125,153,43.2,45.8,-2.6,95,163,54.7,54.0,0.7
BAC,divergenz,gut_a,16,76,12.5,30.3,-17.8,14,56,35.7,23.2,12.5
BAC,divergenz,gut_b,16,76,12.5,25.0,-12.5,14,56,42.9,23.2,19.7
BAC,divergenz,haelt2,16,76,31.2,46.1,-14.9,14,56,78.6,41.1,37.5
BAC,ausverkauf,gut_a,4,274,0.0,24.8,,11,247,18.2,33.6,-15.4
BAC,ausverkauf,gut_b,4,274,0.0,22.3,,11,247,27.3,36.8,-9.5
BAC,ausverkauf,haelt2,4,274,25.0,44.9,,11,247,45.5,54.7,-9.2
BAC,erschoepfung,gut_a,25,67,36.0,23.9,12.1,21,49,33.3,22.4,10.9
BAC,erschoepfung,gut_b,25,67,36.0,17.9,18.1,21,49,38.1,22.4,15.7
BAC,erschoepfung,haelt2,25,67,48.0,41.8,6.2,21,49,71.4,38.8,32.6
BAC,erholung_vol,gut_a,10,268,50.0,23.5,26.5,6,252,33.3,32.9,
BAC,erholung_vol,gut_b,10,268,20.0,22.0,-2.0,6,252,33.3,36.5,
BAC,erholung_vol,haelt2,10,268,70.0,43.7,26.3,6,252,33.3,54.8,
BAC,zweig_a,gut_a,150,128,18.7,31.2,-12.5,132,126,30.3,35.7,-5.4
BAC,zweig_a,gut_b,150,128,18.7,25.8,-7.1,132,126,36.4,36.5,-0.1
BAC,zweig_a,haelt2,150,128,40.7,49.2,-8.5,132,126,55.3,53.2,2.1
BAC,zweig_b,gut_a,146,132,29.5,18.9,10.6,148,110,35.1,30.0,5.1
BAC,zweig_b,gut_b,146,132,24.0,19.7,4.3,148,110,38.5,33.6,4.9
BAC,zweig_b,haelt2,146,132,51.4,37.1,14.3,148,110,53.4,55.5,-2.1
BAC,hammer,gut_a,11,267,18.2,24.7,-6.5,10,248,30.0,33.1,-3.1
BAC,hammer,gut_b,11,267,18.2,22.1,-3.9,10,248,40.0,36.3,3.7
BAC,hammer,haelt2,11,267,27.3,45.3,-18.0,10,248,60.0,54.0,6.0
BAC,doppelboden,gut_a,14,264,28.6,24.2,4.4,8,250,62.5,32.0,
BAC,doppelboden,gut_b,14,264,14.3,22.3,-8.0,8,250,62.5,35.6,
BAC,doppelboden,haelt2,14,264,42.9,44.7,-1.8,8,250,62.5,54.0,
BAC,schluss_ueber_vortageshoch,gut_a,87,191,31.0,21.5,9.5,85,173,38.8,30.1,8.7
BAC,schluss_ueber_vortageshoch,gut_b,87,191,25.3,20.4,4.9,85,173,43.5,32.9,10.6
BAC,schluss_ueber_vortageshoch,haelt2,87,191,55.2,39.8,15.4,85,173,60.0,51.4,8.6
BAC,kein_neues_tief,gut_a,129,149,31.8,18.1,13.7,138,120,36.2,29.2,7.0
BAC,kein_neues_tief,gut_b,129,149,25.6,18.8,6.8,138,120,40.6,31.7,8.9
BAC,kein_neues_tief,haelt2,129,149,52.7,37.6,15.1,138,120,58.0,50.0,8.0
BAC,ueber_ema200,gut_a,127,87,30.7,17.2,13.5,178,80,30.3,38.8,-8.5
BAC,ueber_ema200,gut_b,127,87,29.9,16.1,13.8,178,80,36.0,37.5,-1.5
BAC,ueber_ema200,haelt2,127,87,46.5,40.2,6.3,178,80,51.7,60.0,-8.3
BAC,tief_ab_2,gut_a,131,147,38.2,12.2,26.0,107,151,34.6,31.8,2.8
BAC,tief_ab_2,gut_b,131,147,34.4,10.9,23.5,107,151,37.4,35.8,1.6
BAC,tief_ab_2,haelt2,131,147,54.2,36.1,18.1,107,151,55.1,53.6,1.5
BAS.DE,reif,gut_a,131,121,22.1,23.1,-1.0,138,114,44.2,22.8,21.4
BAS.DE,reif,gut_b,131,121,19.1,20.7,-1.6,138,114,47.1,26.3,20.8
BAS.DE,reif,haelt2,131,121,36.6,39.7,-3.1,138,114,57.2,46.5,10.7
BAS.DE,korr_tief_rang,gut_a,22,189,45.5,19.6,25.9,28,224,71.4,29.9,41.5
BAS.DE,korr_tief_rang,gut_b,22,189,31.8,17.5,14.3,28,224,71.4,33.5,37.9
BAS.DE,korr_tief_rang,haelt2,22,189,63.6,36.5,27.1,28,224,82.1,48.7,33.4
BAS.DE,korr_lang_rang,gut_a,32,179,25.0,21.8,3.2,33,219,54.5,31.5,23.0
BAS.DE,korr_lang_rang,gut_b,32,179,15.6,19.6,-4.0,33,219,54.5,35.2,19.3
BAS.DE,korr_lang_rang,haelt2,32,179,50.0,37.4,12.6,33,219,72.7,49.3,23.4
BAS.DE,rsi_tief_rang,gut_a,23,188,30.4,21.3,9.1,35,217,60.0,30.4,29.6
BAS.DE,rsi_tief_rang,gut_b,23,188,21.7,18.6,3.1,35,217,65.7,33.2,32.5
BAS.DE,rsi_tief_rang,haelt2,23,188,39.1,39.4,-0.3,35,217,82.9,47.5,35.4
BAS.DE,rsi_unter_50,gut_a,134,118,19.4,26.3,-6.9,123,129,49.6,20.2,29.4
BAS.DE,rsi_unter_50,gut_b,134,118,17.2,22.9,-5.7,123,129,52.8,23.3,29.5
BAS.DE,rsi_unter_50,haelt2,134,118,35.1,41.5,-6.4,123,129,64.2,41.1,23.1
BAS.DE,divergenz,gut_a,20,110,20.0,22.7,-2.7,14,97,57.1,42.3,14.8
BAS.DE,divergenz,gut_b,20,110,10.0,20.0,-10.0,14,97,57.1,45.4,11.7
BAS.DE,divergenz,haelt2,20,110,35.0,40.0,-5.0,14,97,64.3,55.7,8.6
BAS.DE,ausverkauf,gut_a,15,237,26.7,22.4,4.3,16,236,37.5,34.3,3.2
BAS.DE,ausverkauf,gut_b,15,237,13.3,20.3,-7.0,16,236,37.5,37.7,-0.2
BAS.DE,ausverkauf,haelt2,15,237,26.7,38.8,-12.1,16,236,62.5,51.7,10.8
BAS.DE,erschoepfung,gut_a,33,97,27.3,20.6,6.7,40,71,42.5,45.1,-2.6
BAS.DE,erschoepfung,gut_b,33,97,24.2,16.5,7.7,40,71,45.0,47.9,-2.9
BAS.DE,erschoepfung,haelt2,33,97,39.4,39.2,0.2,40,71,57.5,56.3,1.2
BAS.DE,erholung_vol,gut_a,4,248,25.0,22.6,,12,240,25.0,35.0,-10.0
BAS.DE,erholung_vol,gut_b,4,248,25.0,19.8,,12,240,25.0,38.3,-13.3
BAS.DE,erholung_vol,haelt2,4,248,50.0,37.9,,12,240,50.0,52.5,-2.5
BAS.DE,zweig_a,gut_a,123,129,26.0,19.4,6.6,135,117,29.6,40.2,-10.6
BAS.DE,zweig_a,gut_b,123,129,22.0,17.8,4.2,135,117,31.1,45.3,-14.2
BAS.DE,zweig_a,haelt2,123,129,41.5,34.9,6.6,135,117,45.9,59.8,-13.9
BAS.DE,zweig_b,gut_a,140,112,21.4,24.1,-2.7,132,120,40.2,28.3,11.9
BAS.DE,zweig_b,gut_b,140,112,18.6,21.4,-2.8,132,120,47.0,27.5,19.5
BAS.DE,zweig_b,haelt2,140,112,38.6,37.5,1.1,132,120,61.4,42.5,18.9
BAS.DE,hammer,gut_a,17,235,23.5,22.6,0.9,8,244,50.0,34.0,
BAS.DE,hammer,gut_b,17,235,23.5,19.6,3.9,8,244,50.0,37.3,
BAS.DE,hammer,haelt2,17,235,29.4,38.7,-9.3,8,244,62.5,52.0,
BAS.DE,doppelboden,gut_a,30,222,6.7,24.8,-18.1,30,222,43.3,33.3,10.0
BAS.DE,doppelboden,gut_b,30,222,6.7,21.6,-14.9,30,222,46.7,36.5,10.2
BAS.DE,doppelboden,haelt2,30,222,33.3,38.7,-5.4,30,222,56.7,51.8,4.9
BAS.DE,schluss_ueber_vortageshoch,gut_a,70,182,30.0,19.8,10.2,79,173,38.0,32.9,5.1
BAS.DE,schluss_ueber_vortageshoch,gut_b,70,182,24.3,18.1,6.2,79,173,43.0,35.3,7.7
BAS.DE,schluss_ueber_vortageshoch,haelt2,70,182,47.1,34.6,12.5,79,173,62.0,48.0,14.0
BAS.DE,kein_neues_tief,gut_a,124,128,21.0,24.2,-3.2,140,112,40.7,26.8,13.9
BAS.DE,kein_neues_tief,gut_b,124,128,18.5,21.1,-2.6,140,112,45.0,28.6,16.4
BAS.DE,kein_neues_tief,haelt2,124,128,38.7,37.5,1.2,140,112,58.6,44.6,14.0
BAS.DE,ueber_ema200,gut_a,102,97,19.6,22.7,-3.1,141,111,16.3,57.7,-41.4
BAS.DE,ueber_ema200,gut_b,102,97,16.7,20.6,-3.9,141,111,19.9,60.4,-40.5
BAS.DE,ueber_ema200,haelt2,102,97,36.3,36.1,0.2,141,111,36.2,73.0,-36.8
BAS.DE,tief_ab_2,gut_a,130,122,25.4,19.7,5.7,109,143,39.4,30.8,8.6
BAS.DE,tief_ab_2,gut_b,130,122,22.3,17.2,5.1,109,143,44.0,32.9,11.1
BAS.DE,tief_ab_2,haelt2,130,122,41.5,34.4,7.1,109,143,56.0,49.7,6.3
BAYN.DE,reif,gut_a,134,97,32.8,25.8,7.0,152,107,25.0,26.2,-1.2
BAYN.DE,reif,gut_b,134,97,35.8,27.8,8.0,152,107,23.7,29.9,-6.2
BAYN.DE,reif,haelt2,134,97,46.3,34.0,12.3,152,107,30.9,35.5,-4.6
BAYN.DE,korr_tief_rang,gut_a,51,143,23.5,35.7,-12.2,53,206,24.5,25.7,-1.2
BAYN.DE,korr_tief_rang,gut_b,51,143,27.5,38.5,-11.0,53,206,18.9,28.2,-9.3
BAYN.DE,korr_tief_rang,haelt2,51,143,45.1,45.5,-0.4,53,206,28.3,34.0,-5.7
BAYN.DE,korr_lang_rang,gut_a,29,165,24.1,33.9,-9.8,33,226,36.4,23.9,12.5
BAYN.DE,korr_lang_rang,gut_b,29,165,31.0,36.4,-5.4,33,226,33.3,25.2,8.1
BAYN.DE,korr_lang_rang,haelt2,29,165,37.9,46.7,-8.8,33,226,36.4,32.3,4.1
BAYN.DE,rsi_tief_rang,gut_a,51,143,25.5,35.0,-9.5,46,213,19.6,26.8,-7.2
BAYN.DE,rsi_tief_rang,gut_b,51,143,29.4,37.8,-8.4,46,213,17.4,28.2,-10.8
BAYN.DE,rsi_tief_rang,haelt2,51,143,45.1,45.5,-0.4,46,213,23.9,34.7,-10.8
BAYN.DE,rsi_unter_50,gut_a,112,119,30.4,29.4,1.0,139,120,28.1,22.5,5.6
BAYN.DE,rsi_unter_50,gut_b,112,119,33.0,31.9,1.1,139,120,27.3,25.0,2.3
BAYN.DE,rsi_unter_50,haelt2,112,119,42.0,40.3,1.7,139,120,33.8,31.7,2.1
BAYN.DE,divergenz,gut_a,12,82,25.0,29.3,-4.3,20,80,35.0,25.0,10.0
BAYN.DE,divergenz,gut_b,12,82,25.0,34.1,-9.1,20,80,30.0,23.8,6.2
BAYN.DE,divergenz,haelt2,12,82,33.3,42.7,-9.4,20,80,35.0,32.5,2.5
BAYN.DE,ausverkauf,gut_a,21,210,23.8,30.5,-6.7,18,236,33.3,24.6,8.7
BAYN.DE,ausverkauf,gut_b,21,210,28.6,32.9,-4.3,18,236,22.2,27.1,-4.9
BAYN.DE,ausverkauf,haelt2,21,210,61.9,39.0,22.9,18,236,50.0,31.4,18.6
BAYN.DE,erschoepfung,gut_a,24,70,33.3,27.1,6.2,23,77,43.5,22.1,21.4
BAYN.DE,erschoepfung,gut_b,24,70,41.7,30.0,11.7,23,77,39.1,20.8,18.3
BAYN.DE,erschoepfung,haelt2,24,70,41.7,41.4,0.3,23,77,47.8,28.6,19.2
BAYN.DE,erholung_vol,gut_a,10,221,40.0,29.4,10.6,13,240,38.5,24.6,13.9
BAYN.DE,erholung_vol,gut_b,10,221,40.0,32.1,7.9,13,240,46.2,25.8,20.4
BAYN.DE,erholung_vol,haelt2,10,221,50.0,40.7,9.3,13,240,46.2,32.1,14.1
BAYN.DE,zweig_a,gut_a,107,124,25.2,33.9,-8.7,145,114,28.3,21.9,6.4
BAYN.DE,zweig_a,gut_b,107,124,28.0,36.3,-8.3,145,114,27.6,24.6,3.0
BAYN.DE,zweig_a,haelt2,107,124,38.3,43.5,-5.2,145,114,33.1,32.5,0.6
BAYN.DE,zweig_b,gut_a,135,96,32.6,26.0,6.6,135,124,23.7,27.4,-3.7
BAYN.DE,zweig_b,gut_b,135,96,35.6,28.1,7.5,135,124,25.9,26.6,-0.7
BAYN.DE,zweig_b,haelt2,135,96,43.7,37.5,6.2,135,124,33.3,32.3,1.0
BAYN.DE,hammer,gut_a,11,220,18.2,30.5,-12.3,13,246,30.8,25.2,5.6
BAYN.DE,hammer,gut_b,11,220,18.2,33.2,-15.0,13,246,30.8,26.0,4.8
BAYN.DE,hammer,haelt2,11,220,18.2,42.3,-24.1,13,246,30.8,32.9,-2.1
BAYN.DE,doppelboden,gut_a,17,214,29.4,29.9,-0.5,21,238,33.3,24.8,8.5
BAYN.DE,doppelboden,gut_b,17,214,29.4,32.7,-3.3,21,238,33.3,25.6,7.7
BAYN.DE,doppelboden,haelt2,17,214,35.3,41.6,-6.3,21,238,33.3,32.8,0.5
BAYN.DE,schluss_ueber_vortageshoch,gut_a,79,152,32.9,28.3,4.6,83,176,27.7,24.4,3.3
BAYN.DE,schluss_ueber_vortageshoch,gut_b,79,152,35.4,30.9,4.5,83,176,30.1,24.4,5.7
BAYN.DE,schluss_ueber_vortageshoch,haelt2,79,152,44.3,39.5,4.8,83,176,37.3,30.7,6.6
