ticker,zeitraum,puffer,punkte,faelle,rendite_mittel,rendite_median,ko_quote
GOOGL,bis2022,2.0,0,73,14.7,-22.5,12.3
GOOGL,bis2022,2.0,1,117,17.7,2.2,6.8
GOOGL,bis2022,2.0,2,50,-7.9,-27.7,2.0
GOOGL,bis2022,2.0,3,4,28.6,32.6,0.0
GS,ab2023,2.0,0,88,36.1,-6.4,8.0
GS,ab2023,2.0,1,130,32.1,-4.0,1.5
GS,ab2023,2.0,2,32,90.4,56.4,0.0
GS,ab2023,2.0,3,3,58.4,41.0,0.0
GS,bis2022,2.0,0,89,3.9,-19.0,12.4
GS,bis2022,2.0,1,130,22.2,0.6,4.6
GS,bis2022,2.0,2,34,31.4,8.3,5.9
GS,bis2022,2.0,3,1,190.8,190.8,0.0
GSK,ab2023,2.0,0,80,21.7,-0.8,13.8
GSK,ab2023,2.0,1,165,6.1,-1.9,5.5
GSK,ab2023,2.0,2,36,27.0,-6.5,2.8
GSK,ab2023,2.0,3,4,-14.7,-22.0,0.0
GSK,bis2022,2.0,0,106,15.0,-17.0,19.8
GSK,bis2022,2.0,1,156,14.8,-23.1,10.3
GSK,bis2022,2.0,2,43,2.8,-37.9,16.3
GSK,bis2022,2.0,3,1,-73.2,-73.2,0.0
HD,ab2023,2.0,0,77,12.6,-17.6,11.7
HD,ab2023,2.0,1,134,-0.0,-9.4,5.2
HD,ab2023,2.0,2,47,21.4,-10.3,4.3
HD,ab2023,2.0,3,5,7.5,-14.7,0.0
HD,bis2022,2.0,0,81,40.9,-8.9,8.6
HD,bis2022,2.0,1,132,20.2,-1.2,3.8
HD,bis2022,2.0,2,24,8.0,4.1,0.0
HD,bis2022,2.0,3,5,12.6,-7.9,0.0
HDB,ab2023,2.0,0,88,-20.7,-31.8,19.3
HDB,ab2023,2.0,1,165,-10.0,-30.4,12.7
HDB,ab2023,2.0,2,43,3.0,-7.0,4.7
HDB,bis2022,2.0,0,115,-3.2,-28.8,14.8
HDB,bis2022,2.0,1,128,8.7,1.1,7.8
HDB,bis2022,2.0,2,25,-6.5,-29.7,12.0
HDB,bis2022,2.0,3,1,18.0,18.0,0.0
HEI.DE,ab2023,2.0,0,69,7.7,-19.5,10.1
HEI.DE,ab2023,2.0,1,164,18.1,-10.2,3.7
HEI.DE,ab2023,2.0,2,26,-0.8,-7.5,0.0
HEI.DE,ab2023,2.0,3,1,169.9,169.9,0.0
HEI.DE,bis2022,2.0,0,82,9.3,-24.2,14.6
HEI.DE,bis2022,2.0,1,120,19.4,-6.2,10.0
HEI.DE,bis2022,2.0,2,40,-13.0,-17.5,5.0
HEI.DE,bis2022,2.0,3,4,-57.1,-55.0,25.0
HEN3.DE,ab2023,2.0,0,83,19.5,-19.0,19.3
HEN3.DE,ab2023,2.0,1,119,33.2,0.7,8.4
HEN3.DE,ab2023,2.0,2,36,-27.2,-33.2,16.7
HEN3.DE,ab2023,2.0,3,1,-12.6,-12.6,0.0
HEN3.DE,bis2022,2.0,0,93,-15.7,-48.6,20.4
HEN3.DE,bis2022,2.0,1,138,-20.6,-41.9,11.6
HEN3.DE,bis2022,2.0,2,20,27.1,-13.0,0.0
HEN3.DE,bis2022,2.0,3,3,29.7,36.8,0.0
HNR1.DE,ab2023,2.0,0,58,1.0,-6.5,5.2
HNR1.DE,ab2023,2.0,1,134,2.2,-22.4,2.2
HNR1.DE,ab2023,2.0,2,34,13.9,-6.4,0.0
HNR1.DE,ab2023,2.0,3,3,-35.9,-32.7,0.0
HNR1.DE,bis2022,2.0,0,87,1.9,-26.2,13.8
HNR1.DE,bis2022,2.0,1,118,18.4,-4.2,5.9
HNR1.DE,bis2022,2.0,2,28,-23.5,-22.5,3.6
HNR1.DE,bis2022,2.0,3,1,-48.2,-48.2,0.0
HON,ab2023,2.0,0,67,-31.1,-44.5,23.9
HON,ab2023,2.0,1,148,-5.6,-17.8,7.4
HON,ab2023,2.0,2,42,21.1,-5.6,2.4
HON,ab2023,2.0,3,2,-48.4,-48.4,0.0
HON,bis2022,2.0,0,74,-10.8,-26.4,10.8
HON,bis2022,2.0,1,133,-9.5,-29.4,3.0
HON,bis2022,2.0,2,42,34.4,28.2,4.8
HON,bis2022,2.0,3,3,-8.0,-31.0,0.0
HSBC,ab2023,2.0,0,127,29.8,1.9,12.6
HSBC,ab2023,2.0,1,182,8.5,-11.7,4.9
HSBC,ab2023,2.0,2,26,30.2,25.7,0.0
HSBC,bis2022,2.0,0,127,-12.6,-39.6,20.5
HSBC,bis2022,2.0,1,155,12.7,-14.9,5.8
HSBC,bis2022,2.0,2,35,-3.3,-25.7,8.6
HSBC,bis2022,2.0,3,2,-50.5,-50.5,0.0
IBM,ab2023,2.0,0,75,30.5,-18.8,32.0
IBM,ab2023,2.0,1,120,40.7,1.0,16.7
IBM,ab2023,2.0,2,53,44.5,-1.6,7.5
IBM,ab2023,2.0,3,2,109.9,109.9,0.0
IBM,bis2022,2.0,0,80,3.1,-39.3,30.0
IBM,bis2022,2.0,1,113,16.9,-4.2,16.8
IBM,bis2022,2.0,2,30,12.0,2.0,6.7
IBM,bis2022,2.0,3,1,-62.7,-62.7,0.0
IBN,ab2023,2.0,0,93,-4.1,-45.1,14.0
IBN,ab2023,2.0,1,157,-3.4,-23.3,10.2
IBN,ab2023,2.0,2,41,20.7,-15.2,2.4
IBN,ab2023,2.0,3,5,24.0,25.9,0.0
IBN,bis2022,2.0,0,121,5.4,-21.1,23.1
IBN,bis2022,2.0,1,134,2.5,-17.1,8.2
IBN,bis2022,2.0,2,32,28.1,-0.4,12.5
IBN,bis2022,2.0,3,2,38.9,38.9,0.0
IDXX,ab2023,2.0,0,68,-6.2,-37.8,4.4
IDXX,ab2023,2.0,1,147,-13.1,-36.7,4.1
IDXX,ab2023,2.0,2,43,-31.8,-32.0,11.6
IDXX,ab2023,2.0,3,1,40.7,40.7,0.0
IDXX,bis2022,2.0,0,82,39.7,-1.2,4.9
IDXX,bis2022,2.0,1,129,30.8,1.1,2.3
IDXX,bis2022,2.0,2,28,-7.7,-7.7,7.1
IFX.DE,ab2023,2.0,0,83,23.8,-8.4,12.0
IFX.DE,ab2023,2.0,1,142,-1.3,-25.3,3.5
IFX.DE,ab2023,2.0,2,39,41.0,-9.8,0.0
IFX.DE,ab2023,2.0,3,4,-7.1,-22.0,0.0
IFX.DE,bis2022,2.0,0,59,40.0,19.5,6.8
IFX.DE,bis2022,2.0,1,136,9.5,-12.8,5.9
IFX.DE,bis2022,2.0,2,30,19.3,-5.9,3.3
IFX.DE,bis2022,2.0,3,1,147.0,147.0,0.0
ILMN,ab2023,2.0,0,73,-1.4,-18.7,5.5
ILMN,ab2023,2.0,1,128,-2.6,-30.7,4.7
ILMN,ab2023,2.0,2,58,6.4,-17.1,5.2
ILMN,ab2023,2.0,3,6,68.4,48.9,0.0
ILMN,bis2022,2.0,0,74,-3.2,-38.3,14.9
ILMN,bis2022,2.0,1,121,-4.7,-30.4,13.2
ILMN,bis2022,2.0,2,37,-18.5,-36.2,10.8
ILMN,bis2022,2.0,3,1,-59.0,-59.0,0.0
ING,ab2023,2.0,0,116,9.9,-8.3,10.3
ING,ab2023,2.0,1,171,27.4,-6.4,5.8
ING,ab2023,2.0,2,35,35.4,14.1,11.4
ING,ab2023,2.0,3,3,79.0,88.8,0.0
ING,bis2022,2.0,0,97,-15.1,-34.2,20.6
ING,bis2022,2.0,1,146,9.8,-7.6,6.2
ING,bis2022,2.0,2,47,14.6,-3.5,6.4
ING,bis2022,2.0,3,3,-10.0,-48.6,0.0
INTC,ab2023,2.0,0,83,15.2,-27.4,27.7
INTC,ab2023,2.0,1,121,57.4,-2.6,9.1
INTC,ab2023,2.0,2,58,45.6,27.6,6.9
INTC,ab2023,2.0,3,3,89.1,98.6,0.0
INTC,bis2022,2.0,0,73,-19.9,-62.3,32.9
INTC,bis2022,2.0,1,129,-19.3,-40.7,20.2
INTC,bis2022,2.0,2,41,-23.4,-46.1,12.2
INTC,bis2022,2.0,3,1,133.0,133.0,0.0
INTU,ab2023,2.0,0,63,8.1,-26.4,6.3
INTU,ab2023,2.0,1,155,-5.2,-24.8,9.0
INTU,ab2023,2.0,2,52,26.4,14.4,5.8
INTU,ab2023,2.0,3,3,-20.3,-25.9,0.0
INTU,bis2022,2.0,0,68,35.8,0.6,13.2
INTU,bis2022,2.0,1,125,35.6,8.6,3.2
INTU,bis2022,2.0,2,33,39.2,-5.0,0.0
INTU,bis2022,2.0,3,3,-31.9,-28.0,0.0
ISRG,ab2023,2.0,0,94,-1.8,-23.9,9.6
ISRG,ab2023,2.0,1,136,7.3,-8.1,3.7
ISRG,ab2023,2.0,2,36,22.8,-19.0,5.6
ISRG,ab2023,2.0,3,2,-73.8,-73.8,50.0
ISRG,bis2022,2.0,0,74,34.0,23.6,8.1
ISRG,bis2022,2.0,1,139,7.7,-8.1,2.2
ISRG,bis2022,2.0,2,34,1.2,-3.9,5.9
ISRG,bis2022,2.0,3,2,57.0,57.0,0.0
JNJ,ab2023,2.0,0,98,3.5,-28.7,7.1
JNJ,ab2023,2.0,1,128,-2.4,-17.2,6.2
JNJ,ab2023,2.0,2,23,-20.1,-35.2,4.3
JNJ,ab2023,2.0,3,2,-26.9,-26.9,0.0
JNJ,bis2022,2.0,0,89,-4.6,-25.0,10.1
JNJ,bis2022,2.0,1,124,-7.6,-25.7,3.2
JNJ,bis2022,2.0,2,31,18.5,17.6,0.0
JNJ,bis2022,2.0,3,1,-3.8,-3.8,0.0
JPM,ab2023,2.0,0,79,28.8,7.2,6.3
JPM,ab2023,2.0,1,142,16.8,-6.9,2.1
JPM,ab2023,2.0,2,32,66.3,36.1,0.0
JPM,ab2023,2.0,3,2,145.8,145.8,0.0
JPM,bis2022,2.0,0,88,-10.1,-27.1,13.6
JPM,bis2022,2.0,1,152,-5.1,-10.7,11.8
JPM,bis2022,2.0,2,27,-1.4,-11.0,3.7
JPM,bis2022,2.0,3,4,-46.7,-47.9,0.0
KDP,ab2023,2.0,0,55,-11.2,-30.8,12.7
KDP,ab2023,2.0,1,136,-11.8,-25.2,8.1
KDP,ab2023,2.0,2,43,7.8,-28.2,7.0
KDP,ab2023,2.0,3,1,99.2,99.2,0.0
KDP,bis2022,2.0,0,89,2.1,-17.5,6.7
KDP,bis2022,2.0,1,129,2.7,-17.9,7.8
KDP,bis2022,2.0,2,25,1.2,-0.5,0.0
KHC,ab2023,2.0,0,67,-8.9,-30.9,7.5
KHC,ab2023,2.0,1,131,-16.8,-31.5,6.9
KHC,ab2023,2.0,2,36,15.9,-27.4,0.0
KHC,ab2023,2.0,3,4,21.2,-7.0,0.0
KHC,bis2022,2.0,0,80,4.8,-22.1,3.8
KHC,bis2022,2.0,1,115,16.6,-4.5,6.1
KHC,bis2022,2.0,2,39,-19.9,-21.5,5.1
KHC,bis2022,2.0,3,1,-37.6,-37.6,0.0
KLAC,ab2023,2.0,0,96,17.7,-9.0,6.2
KLAC,ab2023,2.0,1,143,7.9,-16.8,0.7
KLAC,ab2023,2.0,2,37,28.0,10.3,0.0
KLAC,ab2023,2.0,3,5,81.2,93.1,0.0
KLAC,bis2022,2.0,0,81,6.8,-9.8,12.3
KLAC,bis2022,2.0,1,143,9.4,-9.9,4.2
KLAC,bis2022,2.0,2,34,21.9,19.3,5.9
KO,ab2023,2.0,0,87,-0.5,-22.8,5.7
KO,ab2023,2.0,1,141,2.0,-17.1,2.8
KO,ab2023,2.0,2,25,18.3,11.7,0.0
KO,ab2023,2.0,3,2,-9.3,-9.3,0.0
KO,bis2022,2.0,0,79,9.6,-10.2,2.5
KO,bis2022,2.0,1,140,-1.8,-9.4,5.7
KO,bis2022,2.0,2,28,21.6,10.6,0.0
KO,bis2022,2.0,3,2,-36.9,-36.9,0.0
LIN,ab2023,2.0,0,99,-5.9,-10.9,6.1
LIN,ab2023,2.0,1,164,-10.5,-18.0,3.7
LIN,ab2023,2.0,2,29,-11.8,-27.8,17.2
LIN,ab2023,2.0,3,2,125.3,125.3,0.0
LIN,bis2022,2.0,0,95,9.4,-18.5,9.5
LIN,bis2022,2.0,1,150,-6.5,-23.3,4.0
LIN,bis2022,2.0,2,36,8.0,-13.3,5.6
LIN,bis2022,2.0,3,2,-36.9,-36.9,0.0
LLY,ab2023,2.0,0,75,38.3,-5.0,9.3
LLY,ab2023,2.0,1,137,27.4,-3.2,5.1
LLY,ab2023,2.0,2,20,11.9,-2.6,5.0
LLY,ab2023,2.0,3,4,59.3,45.7,0.0
LLY,bis2022,2.0,0,65,35.2,-19.3,13.8
LLY,bis2022,2.0,1,117,37.8,-9.7,10.3
LLY,bis2022,2.0,2,42,39.0,5.8,0.0
LLY,bis2022,2.0,3,3,8.0,-6.9,0.0
LMT,ab2023,2.0,0,64,18.3,-46.5,23.4
LMT,ab2023,2.0,1,148,-11.2,-30.5,16.2
LMT,ab2023,2.0,2,29,47.3,16.5,0.0
LMT,ab2023,2.0,3,3,36.1,44.7,0.0
LMT,bis2022,2.0,0,78,-33.4,-59.3,19.2
LMT,bis2022,2.0,1,143,-6.2,-34.6,7.0
LMT,bis2022,2.0,2,6,19.1,18.0,0.0
LOW,ab2023,2.0,0,84,13.3,-29.1,10.7
LOW,ab2023,2.0,1,140,-6.1,-20.9,9.3
LOW,ab2023,2.0,2,42,-18.6,-25.6,2.4
LOW,ab2023,2.0,3,2,-10.4,-10.4,0.0
LOW,bis2022,2.0,0,75,42.2,3.4,8.0
LOW,bis2022,2.0,1,135,26.6,-5.5,6.7
LOW,bis2022,2.0,2,24,-23.6,-39.6,4.2
LOW,bis2022,2.0,3,1,158.9,158.9,0.0
LRCX,ab2023,2.0,0,95,22.1,5.2,9.5
LRCX,ab2023,2.0,1,156,11.0,-9.9,9.6
LRCX,ab2023,2.0,2,22,42.1,14.7,0.0
LRCX,ab2023,2.0,3,3,13.8,15.4,33.3
LRCX,bis2022,2.0,0,72,-2.8,-28.5,11.1
LRCX,bis2022,2.0,1,126,9.3,-17.2,3.2
LRCX,bis2022,2.0,2,37,-1.3,-19.3,2.7
LRCX,bis2022,2.0,3,1,43.3,43.3,0.0
LULU,ab2023,2.0,0,90,-27.7,-57.0,24.4
LULU,ab2023,2.0,1,123,6.3,-15.0,16.3
LULU,ab2023,2.0,2,44,-30.9,-36.6,13.6
LULU,ab2023,2.0,3,2,-21.7,-21.7,0.0
LULU,bis2022,2.0,0,86,21.8,-17.0,11.6
LULU,bis2022,2.0,1,123,14.3,-8.2,4.1
LULU,bis2022,2.0,2,34,-10.4,-17.1,5.9
LULU,bis2022,2.0,3,2,52.8,52.8,0.0
MA,ab2023,2.0,0,96,-17.8,-33.4,16.7
MA,ab2023,2.0,1,147,-2.7,-18.1,7.5
MA,ab2023,2.0,2,36,22.1,9.8,0.0
MA,bis2022,2.0,0,75,13.3,-2.5,12.0
MA,bis2022,2.0,1,142,7.9,-10.5,8.5
MA,bis2022,2.0,2,28,9.0,8.2,0.0
MA,bis2022,2.0,3,1,-14.0,-14.0,0.0
MAR,ab2023,2.0,0,68,35.9,9.3,7.4
MAR,ab2023,2.0,1,147,9.7,-16.7,2.7
MAR,ab2023,2.0,2,22,56.3,64.4,4.5
MAR,ab2023,2.0,3,2,53.3,53.3,0.0
MAR,bis2022,2.0,0,92,-5.6,-26.2,16.3
MAR,bis2022,2.0,1,139,-4.5,-22.7,10.8
MAR,bis2022,2.0,2,23,43.4,32.5,0.0
MAR,bis2022,2.0,3,1,236.9,236.9,0.0
MBG.DE,ab2023,2.0,0,88,-23.1,-45.0,14.8
MBG.DE,ab2023,2.0,1,125,-13.4,-25.0,9.6
MBG.DE,ab2023,2.0,2,55,3.5,-14.9,1.8
MBG.DE,ab2023,2.0,3,2,-25.3,-25.3,0.0
MBG.DE,bis2022,2.0,0,78,20.3,-1.7,9.0
MBG.DE,bis2022,2.0,1,134,1.1,-12.8,6.7
MBG.DE,bis2022,2.0,2,30,-11.6,-17.8,0.0
MBG.DE,bis2022,2.0,3,2,-25.4,-25.4,0.0
MCD,ab2023,2.0,0,80,-19.3,-28.1,12.5
MCD,ab2023,2.0,1,134,-0.1,-14.9,4.5
MCD,ab2023,2.0,2,47,-26.2,-27.5,0.0
MCD,ab2023,2.0,3,3,37.1,18.5,0.0
MCD,bis2022,2.0,0,68,10.3,-12.4,2.9
MCD,bis2022,2.0,1,141,2.6,-20.0,4.3
MCD,bis2022,2.0,2,34,22.6,1.4,2.9
MCD,bis2022,2.0,3,4,40.0,37.4,0.0
MCHP,ab2023,2.0,0,86,-4.0,-33.9,16.3
MCHP,ab2023,2.0,1,147,-15.4,-32.9,10.9
MCHP,ab2023,2.0,2,49,28.4,-24.8,8.2
MCHP,ab2023,2.0,3,2,195.4,195.4,0.0
MCHP,bis2022,2.0,0,70,16.7,-18.0,14.3
MCHP,bis2022,2.0,1,139,-5.5,-27.3,6.5
MCHP,bis2022,2.0,2,31,2.5,-28.1,0.0
MCHP,bis2022,2.0,3,1,89.1,89.1,0.0
MCK,ab2023,2.0,0,79,23.0,-13.2,13.9
MCK,ab2023,2.0,1,134,11.7,-8.7,9.7
MCK,ab2023,2.0,2,45,8.2,-26.7,13.3
MCK,bis2022,2.0,0,78,11.3,-20.4,1.3
MCK,bis2022,2.0,1,133,7.6,-25.4,3.0
MCK,bis2022,2.0,2,27,20.8,-0.3,3.7
MCK,bis2022,2.0,3,1,125.7,125.7,0.0
MDB,ab2023,2.0,0,88,43.8,-1.2,6.8
MDB,ab2023,2.0,1,134,1.8,-19.9,5.2
MDB,ab2023,2.0,2,53,33.9,18.8,3.8
MDB,ab2023,2.0,3,3,-31.1,-64.6,33.3
MDB,bis2022,2.0,0,67,24.3,-24.8,11.9
MDB,bis2022,2.0,1,104,25.7,-21.3,4.8
MDB,bis2022,2.0,2,36,34.4,3.9,2.8
MDB,bis2022,2.0,3,3,24.0,-16.8,0.0
MDLZ,ab2023,2.0,0,71,-16.9,-29.2,15.5
MDLZ,ab2023,2.0,1,138,-8.2,-22.4,10.9
MDLZ,ab2023,2.0,2,37,-22.9,-44.9,18.9
MDLZ,ab2023,2.0,3,1,-58.0,-58.0,0.0
MDLZ,bis2022,2.0,0,82,-1.4,-20.3,12.2
MDLZ,bis2022,2.0,1,139,-3.7,-11.5,2.9
MDLZ,bis2022,2.0,2,33,29.8,12.0,3.0
MDLZ,bis2022,2.0,3,4,49.5,-29.8,0.0
MDT,ab2023,2.0,0,73,-5.8,-32.2,16.4
MDT,ab2023,2.0,1,130,-1.2,-19.2,10.0
MDT,ab2023,2.0,2,34,0.3,-20.4,2.9
MDT,ab2023,2.0,3,3,29.7,8.2,0.0
MDT,bis2022,2.0,0,86,-15.9,-32.8,18.6
MDT,bis2022,2.0,1,125,-2.4,-17.9,8.8
MDT,bis2022,2.0,2,33,-17.5,-12.4,6.1
MELI,ab2023,2.0,0,81,-24.6,-41.2,17.3
MELI,ab2023,2.0,1,148,-4.1,-26.5,8.8
MELI,ab2023,2.0,2,32,35.4,40.3,3.1
MELI,ab2023,2.0,3,1,85.0,85.0,0.0
MELI,bis2022,2.0,0,63,31.9,7.5,14.3
MELI,bis2022,2.0,1,135,26.7,-22.4,1.5
MELI,bis2022,2.0,2,30,84.2,42.3,0.0
MELI,bis2022,2.0,3,1,22.1,22.1,0.0
META,ab2023,2.0,0,93,44.8,5.7,6.5
META,ab2023,2.0,1,150,13.2,-10.5,6.0
META,ab2023,2.0,2,30,11.0,-12.7,10.0
META,ab2023,2.0,3,2,-35.1,-35.1,0.0
META,bis2022,2.0,0,59,11.3,-11.9,11.9
META,bis2022,2.0,1,129,6.6,-23.8,7.0
META,bis2022,2.0,2,43,-2.5,-31.3,7.0
META,bis2022,2.0,3,2,-69.1,-69.1,0.0
MFG,ab2023,2.0,0,107,37.0,2.7,14.0
MFG,ab2023,2.0,1,127,31.8,2.7,5.5
MFG,ab2023,2.0,2,28,27.4,31.4,3.6
MFG,ab2023,2.0,3,2,61.0,61.0,0.0
MFG,bis2022,2.0,0,69,1.6,-46.5,17.4
MFG,bis2022,2.0,1,89,20.8,-22.4,6.7
MFG,bis2022,2.0,2,36,-19.1,-27.9,2.8
MFG,bis2022,2.0,3,8,-11.1,-27.6,0.0
MMM,ab2023,2.0,0,67,37.8,-2.4,6.0
MMM,ab2023,2.0,1,121,23.4,-6.6,5.0
MMM,ab2023,2.0,2,43,18.7,-20.5,0.0
MMM,ab2023,2.0,3,3,36.7,48.7,0.0
MMM,bis2022,2.0,0,76,-31.3,-45.4,22.4
MMM,bis2022,2.0,1,147,-21.1,-38.5,12.2
MMM,bis2022,2.0,2,26,-12.2,-32.0,3.8
MMM,bis2022,2.0,3,2,42.6,42.6,0.0
MNST,ab2023,2.0,0,62,7.3,-1.6,6.5
MNST,ab2023,2.0,1,146,11.7,-4.9,5.5
MNST,ab2023,2.0,2,35,-0.1,-27.3,8.6
MNST,ab2023,2.0,3,2,-29.3,-29.3,0.0
MNST,bis2022,2.0,0,68,25.5,0.6,8.8
MNST,bis2022,2.0,1,134,13.0,-3.6,5.2
MNST,bis2022,2.0,2,30,-0.8,-18.5,0.0
MNST,bis2022,2.0,3,4,-33.4,-34.1,0.0
MO,ab2023,2.0,0,70,2.9,-19.8,8.6
MO,ab2023,2.0,1,121,-9.6,-26.1,9.1
MO,ab2023,2.0,2,25,10.7,4.2,0.0
MO,bis2022,2.0,0,81,-6.8,-5.9,13.6
MO,bis2022,2.0,1,122,-15.6,-25.0,16.4
MO,bis2022,2.0,2,34,26.9,17.6,5.9
MPC,ab2023,2.0,0,78,25.7,-3.7,9.0
MPC,ab2023,2.0,1,132,15.7,-14.1,6.8
MPC,ab2023,2.0,2,44,42.6,8.0,0.0
MPC,ab2023,2.0,3,1,150.3,150.3,0.0
MPC,bis2022,2.0,0,95,5.8,-10.3,3.2
MPC,bis2022,2.0,1,137,7.9,-4.3,3.6
MPC,bis2022,2.0,2,24,34.3,5.4,0.0
MRK,ab2023,2.0,0,82,17.4,-27.0,15.9
MRK,ab2023,2.0,1,143,-13.0,-31.8,18.2
MRK,ab2023,2.0,2,16,-50.2,-54.7,12.5
MRK,ab2023,2.0,3,2,10.2,10.2,0.0
MRK,bis2022,2.0,0,81,-26.6,-59.0,24.7
MRK,bis2022,2.0,1,150,4.7,-18.9,12.7
MRK,bis2022,2.0,2,25,53.5,58.0,0.0
MRK,bis2022,2.0,3,2,-14.7,-14.7,0.0
MRK.DE,ab2023,2.0,0,88,-15.2,-27.9,15.9
MRK.DE,ab2023,2.0,1,145,2.3,-5.4,10.3
MRK.DE,ab2023,2.0,2,25,8.0,-15.4,4.0
MRK.DE,ab2023,2.0,3,3,15.0,3.7,0.0
MRK.DE,bis2022,2.0,0,65,34.5,-2.9,6.2
MRK.DE,bis2022,2.0,1,130,15.9,-11.9,5.4
MRK.DE,bis2022,2.0,2,31,9.9,-4.9,0.0
MRK.DE,bis2022,2.0,3,3,4.5,-0.3,0.0
MRNA,ab2023,2.0,0,71,-0.2,-34.0,16.9
MRNA,ab2023,2.0,1,129,6.2,-28.1,10.1
MRNA,ab2023,2.0,2,45,-12.5,-22.3,17.8
MRNA,ab2023,2.0,3,5,-37.2,-26.8,20.0
MRNA,bis2022,2.0,0,61,1.5,-20.7,14.8
MRNA,bis2022,2.0,1,90,24.9,-16.4,11.1
MRNA,bis2022,2.0,2,38,7.4,-24.3,2.6
MRNA,bis2022,2.0,3,7,8.1,10.8,0.0
MRVL,ab2023,2.0,0,93,33.7,-10.5,12.9
MRVL,ab2023,2.0,1,151,19.7,-24.9,7.9
MRVL,ab2023,2.0,2,33,12.4,-4.1,3.0
MRVL,ab2023,2.0,3,3,-45.2,-50.9,0.0
MRVL,bis2022,2.0,0,85,7.7,-30.1,8.2
MRVL,bis2022,2.0,1,137,-0.5,-17.7,4.4
MRVL,bis2022,2.0,2,21,0.4,-31.9,0.0
MRVL,bis2022,2.0,3,2,69.9,69.9,0.0
MS,ab2023,2.0,0,81,19.3,-26.5,11.1
MS,ab2023,2.0,1,138,33.8,1.8,8.7
MS,ab2023,2.0,2,44,47.0,21.7,4.5
MS,ab2023,2.0,3,2,-0.7,-0.7,50.0
MS,bis2022,2.0,0,92,13.6,-10.5,7.6
MS,bis2022,2.0,1,132,20.6,4.1,4.5
MS,bis2022,2.0,2,38,19.7,-2.0,5.3
MS,bis2022,2.0,3,3,12.8,15.4,0.0
MSFT,ab2023,2.0,0,77,33.9,-4.1,5.2
MSFT,ab2023,2.0,1,146,18.1,-10.1,2.7
MSFT,ab2023,2.0,2,31,-18.1,-22.9,6.5
MSFT,ab2023,2.0,3,1,-37.9,-37.9,0.0
MSFT,bis2022,2.0,0,67,7.2,-25.2,7.5
MSFT,bis2022,2.0,1,144,16.0,-9.1,1.4
MSFT,bis2022,2.0,2,40,29.8,3.7,2.5
MSFT,bis2022,2.0,3,3,3.2,-41.0,0.0
MSTR,ab2023,2.0,0,96,15.9,-34.7,16.7
MSTR,ab2023,2.0,1,140,26.2,-17.3,3.6
MSTR,ab2023,2.0,2,27,1.9,-16.0,7.4
MSTR,ab2023,2.0,3,4,-5.2,-1.7,25.0
MSTR,bis2022,2.0,0,80,19.9,-46.2,13.8
MSTR,bis2022,2.0,1,136,10.5,-22.2,8.8
MSTR,bis2022,2.0,2,23,1.5,-19.0,4.3
MSTR,bis2022,2.0,3,1,1.8,1.8,0.0
MTX.DE,ab2023,2.0,0,94,10.7,-1.8,11.7
MTX.DE,ab2023,2.0,1,140,2.4,-11.7,5.7
MTX.DE,ab2023,2.0,2,40,31.8,11.2,2.5
MTX.DE,ab2023,2.0,3,1,209.9,209.9,0.0
MTX.DE,bis2022,2.0,0,75,17.7,-22.0,9.3
MTX.DE,bis2022,2.0,1,127,4.1,-19.6,7.1
MTX.DE,bis2022,2.0,2,38,25.2,-2.5,5.3
MTX.DE,bis2022,2.0,3,4,-38.8,-55.6,0.0
MU,ab2023,2.0,0,82,30.8,-9.1,7.3
MU,ab2023,2.0,1,132,40.4,6.2,4.5
MU,ab2023,2.0,2,48,32.6,4.4,4.2
MU,ab2023,2.0,3,5,33.8,2.6,0.0
MU,bis2022,2.0,0,81,11.4,-13.3,3.7
MU,bis2022,2.0,1,132,1.3,-29.4,1.5
MU,bis2022,2.0,2,50,6.3,-5.6,2.0
MU,bis2022,2.0,3,3,-33.2,-37.4,0.0
MUFG,ab2023,2.0,0,143,11.6,-19.9,22.4
MUFG,ab2023,2.0,1,139,30.9,8.6,7.9
MUFG,ab2023,2.0,2,29,36.4,25.3,3.4
MUFG,ab2023,2.0,3,1,-23.2,-23.2,0.0
MUFG,bis2022,2.0,0,95,15.1,-65.8,36.8
MUFG,bis2022,2.0,1,108,67.3,-18.9,11.1
MUFG,bis2022,2.0,2,24,15.9,7.3,4.2
MUFG,bis2022,2.0,3,1,33.4,33.4,0.0
MUV2.DE,ab2023,2.0,0,77,-1.3,-22.8,19.5
MUV2.DE,ab2023,2.0,1,152,11.0,-9.4,10.5
MUV2.DE,ab2023,2.0,2,29,45.2,26.1,0.0
MUV2.DE,ab2023,2.0,3,4,0.0,-25.3,0.0
MUV2.DE,bis2022,2.0,0,78,9.4,-14.7,14.1
MUV2.DE,bis2022,2.0,1,138,3.9,-20.7,10.1
MUV2.DE,bis2022,2.0,2,10,9.2,-6.7,0.0
MUV2.DE,bis2022,2.0,3,1,-68.3,-68.3,0.0
NEE,ab2023,2.0,0,70,10.8,-5.0,11.4
NEE,ab2023,2.0,1,141,-10.1,-17.1,10.6
NEE,ab2023,2.0,2,37,-4.2,-10.7,5.4
NEE,ab2023,2.0,3,3,3.8,25.1,0.0
NEE,bis2022,2.0,0,56,9.2,-17.0,7.1
NEE,bis2022,2.0,1,144,15.7,-5.1,1.4
NEE,bis2022,2.0,2,35,-12.6,-19.5,0.0
