ticker,zeitraum,puffer,punkte,faelle,rendite_mittel,rendite_median,ko_quote
PBR,ab2023,1.0,0,80,13.6,-58.8,42.5
PBR,ab2023,1.0,1,123,1.8,-29.9,26.8
PBR,ab2023,1.0,2,54,75.6,40.6,3.7
PBR,ab2023,1.0,3,1,-3.0,-3.0,0.0
PBR,bis2022,1.0,0,88,-6.1,-58.1,36.4
PBR,bis2022,1.0,1,140,5.9,-35.2,21.4
PBR,bis2022,1.0,2,26,92.4,36.0,19.2
PBR,bis2022,1.0,3,1,73.8,73.8,0.0
PCAR,ab2023,1.0,0,71,7.7,-49.4,39.4
PCAR,ab2023,1.0,1,139,-4.9,-37.7,24.5
PCAR,ab2023,1.0,2,41,7.1,-25.0,22.0
PCAR,ab2023,1.0,3,2,-63.7,-63.7,0.0
PCAR,bis2022,1.0,0,100,1.8,-60.9,39.0
PCAR,bis2022,1.0,1,121,-28.0,-54.9,38.8
PCAR,bis2022,1.0,2,27,2.7,-36.8,3.7
PCAR,bis2022,1.0,3,3,-20.6,-36.8,0.0
PDD,ab2023,1.0,0,114,16.5,-57.5,46.5
PDD,ab2023,1.0,1,148,8.5,-36.3,28.4
PDD,ab2023,1.0,2,50,7.4,-6.9,16.0
PDD,ab2023,1.0,3,5,0.1,-9.7,0.0
PDD,bis2022,1.0,0,88,-4.4,-90.7,50.0
PDD,bis2022,1.0,1,126,-1.2,-54.7,39.7
PDD,bis2022,1.0,2,28,11.8,-22.0,21.4
PDD,bis2022,1.0,3,5,44.0,-7.8,0.0
PEP,ab2023,1.0,0,71,-4.8,-43.5,31.0
PEP,ab2023,1.0,1,149,-12.1,-23.1,26.8
PEP,ab2023,1.0,2,44,-3.9,-31.5,25.0
PEP,ab2023,1.0,3,1,31.2,31.2,0.0
PEP,bis2022,1.0,0,88,4.2,-8.8,27.3
PEP,bis2022,1.0,1,135,-9.2,-23.9,20.0
PEP,bis2022,1.0,2,27,87.3,25.7,18.5
PEP,bis2022,1.0,3,2,36.1,36.1,0.0
PFE,ab2023,1.0,0,66,-28.5,-62.7,42.4
PFE,ab2023,1.0,1,132,-45.4,-68.9,40.9
PFE,ab2023,1.0,2,20,-29.6,-29.8,20.0
PFE,bis2022,1.0,0,79,73.9,-49.7,38.0
PFE,bis2022,1.0,1,143,20.7,-26.1,35.0
PFE,bis2022,1.0,2,20,75.6,49.6,15.0
PG,ab2023,1.0,0,78,-20.3,-49.1,34.6
PG,ab2023,1.0,1,134,-17.9,-36.5,29.9
PG,ab2023,1.0,2,31,13.4,-2.7,9.7
PG,ab2023,1.0,3,1,-35.4,-35.4,0.0
PG,bis2022,1.0,0,84,-1.1,-36.0,31.0
PG,bis2022,1.0,1,113,7.6,-15.7,21.2
PG,bis2022,1.0,2,37,-18.0,-42.9,40.5
PG,bis2022,1.0,3,2,-29.5,-29.5,0.0
PGR,ab2023,1.0,0,75,19.9,-65.5,36.0
PGR,ab2023,1.0,1,139,8.7,-31.2,30.2
PGR,ab2023,1.0,2,34,-7.0,-26.5,17.6
PGR,ab2023,1.0,3,2,222.0,222.0,0.0
PGR,bis2022,1.0,0,77,-7.9,-49.9,36.4
PGR,bis2022,1.0,1,125,20.7,-12.1,14.4
PGR,bis2022,1.0,2,34,-26.9,-35.6,17.6
PH,ab2023,1.0,0,94,80.1,-2.7,28.7
PH,ab2023,1.0,1,135,10.9,-25.7,23.0
PH,ab2023,1.0,2,38,62.9,8.6,15.8
PH,ab2023,1.0,3,1,81.5,81.5,0.0
PH,bis2022,1.0,0,73,0.7,-64.1,39.7
PH,bis2022,1.0,1,149,3.9,-31.6,19.5
PH,bis2022,1.0,2,30,-6.4,-25.7,20.0
PH,bis2022,1.0,3,5,-46.9,-39.7,40.0
PLD,ab2023,1.0,0,92,17.6,-18.5,28.3
PLD,ab2023,1.0,1,153,1.4,-24.0,14.4
PLD,ab2023,1.0,2,32,26.0,-16.1,15.6
PLD,ab2023,1.0,3,2,-49.8,-49.8,0.0
PLD,bis2022,1.0,0,64,65.1,27.2,29.7
PLD,bis2022,1.0,1,143,30.5,-6.5,15.4
PLD,bis2022,1.0,2,37,12.1,-23.4,18.9
PLD,bis2022,1.0,3,1,-65.5,-65.5,0.0
PLTR,ab2023,1.0,0,94,70.5,-12.0,28.7
PLTR,ab2023,1.0,1,129,22.4,-0.9,12.4
PLTR,ab2023,1.0,2,33,60.6,7.5,9.1
PLTR,ab2023,1.0,3,2,257.8,257.8,0.0
PLTR,bis2022,1.0,0,35,-6.3,-13.7,31.4
PLTR,bis2022,1.0,1,80,0.7,-35.6,18.8
PLTR,bis2022,1.0,2,34,0.3,-25.5,23.5
PLTR,bis2022,1.0,3,1,-27.2,-27.2,0.0
PM,ab2023,1.0,0,91,14.2,-44.9,41.8
PM,ab2023,1.0,1,125,18.6,-28.5,27.2
PM,ab2023,1.0,2,35,35.4,-10.1,25.7
PM,ab2023,1.0,3,6,-32.3,-29.4,16.7
PM,bis2022,1.0,0,89,4.8,-43.7,29.2
PM,bis2022,1.0,1,114,16.8,-6.4,20.2
PM,bis2022,1.0,2,34,58.7,6.3,17.6
PM,bis2022,1.0,3,2,-72.7,-72.7,50.0
PSX,ab2023,1.0,0,95,41.9,-7.1,32.6
PSX,ab2023,1.0,1,137,7.9,-14.1,17.5
PSX,ab2023,1.0,2,35,19.8,-1.7,0.0
PSX,bis2022,1.0,0,91,3.3,-50.8,40.7
PSX,bis2022,1.0,1,143,-8.8,-29.1,27.3
PSX,bis2022,1.0,2,20,42.0,-36.8,20.0
PSX,bis2022,1.0,3,1,485.5,485.5,0.0
PYPL,ab2023,1.0,0,81,-15.4,-51.3,43.2
PYPL,ab2023,1.0,1,129,-7.9,-34.3,29.5
PYPL,ab2023,1.0,2,39,-2.9,-39.6,15.4
PYPL,ab2023,1.0,3,3,52.8,64.8,0.0
PYPL,bis2022,1.0,0,63,34.4,-35.8,36.5
PYPL,bis2022,1.0,1,130,32.9,-9.7,25.4
PYPL,bis2022,1.0,2,44,48.4,-41.7,20.5
PYPL,bis2022,1.0,3,3,-47.1,-79.8,33.3
QCOM,ab2023,1.0,0,76,17.6,-83.2,48.7
QCOM,ab2023,1.0,1,166,2.7,-48.6,33.7
QCOM,ab2023,1.0,2,40,5.8,-2.7,32.5
QCOM,ab2023,1.0,3,4,-16.0,-27.8,50.0
QCOM,bis2022,1.0,0,83,48.4,-29.4,41.0
QCOM,bis2022,1.0,1,149,1.5,-26.8,30.9
QCOM,bis2022,1.0,2,28,33.8,-22.3,28.6
QIA.DE,ab2023,1.0,0,93,-0.4,-60.7,41.9
QIA.DE,ab2023,1.0,1,131,16.2,-29.4,29.8
QIA.DE,ab2023,1.0,2,34,4.6,-16.3,26.5
QIA.DE,ab2023,1.0,3,2,74.6,74.6,0.0
QIA.DE,bis2022,1.0,0,73,-17.4,-73.4,39.7
QIA.DE,bis2022,1.0,1,118,-7.9,-22.9,27.1
QIA.DE,bis2022,1.0,2,43,19.7,6.0,16.3
QIA.DE,bis2022,1.0,3,4,-0.4,-14.2,0.0
REGN,ab2023,1.0,0,65,0.6,-69.6,46.2
REGN,ab2023,1.0,1,123,4.7,-28.3,33.3
REGN,ab2023,1.0,2,42,-14.4,-48.0,31.0
REGN,ab2023,1.0,3,1,-100.0,-100.0,100.0
REGN,bis2022,1.0,0,78,12.9,-27.6,34.6
REGN,bis2022,1.0,1,140,7.7,-34.5,27.9
REGN,bis2022,1.0,2,33,25.1,-9.9,15.2
REGN,bis2022,1.0,3,1,-100.0,-100.0,100.0
RHM.DE,ab2023,1.0,0,53,-13.7,-100.0,52.8
RHM.DE,ab2023,1.0,1,159,15.3,-30.7,32.1
RHM.DE,ab2023,1.0,2,36,-10.0,-39.2,8.3
RHM.DE,ab2023,1.0,3,3,-20.3,-22.9,0.0
RHM.DE,bis2022,1.0,0,61,14.3,-39.2,36.1
RHM.DE,bis2022,1.0,1,150,-13.6,-38.0,31.3
RHM.DE,bis2022,1.0,2,15,47.4,7.5,6.7
RIO,ab2023,1.0,0,139,-1.2,-63.1,41.0
RIO,ab2023,1.0,1,171,6.4,-13.5,15.2
RIO,ab2023,1.0,2,34,39.3,0.7,11.8
RIO,ab2023,1.0,3,1,42.0,42.0,0.0
RIO,bis2022,1.0,0,106,62.7,-26.9,33.0
RIO,bis2022,1.0,1,155,31.5,-27.0,25.8
RIO,bis2022,1.0,2,57,9.6,-34.8,19.3
RIO,bis2022,1.0,3,1,-100.0,-100.0,100.0
ROP,ab2023,1.0,0,91,-20.0,-71.3,37.4
ROP,ab2023,1.0,1,143,-24.7,-36.8,22.4
ROP,ab2023,1.0,2,41,8.9,-11.5,14.6
ROP,ab2023,1.0,3,5,18.2,3.0,20.0
ROP,bis2022,1.0,0,76,22.4,-14.4,25.0
ROP,bis2022,1.0,1,140,35.7,-8.3,10.7
ROP,bis2022,1.0,2,23,-8.0,-27.6,21.7
ROP,bis2022,1.0,3,1,-71.2,-71.2,0.0
ROST,ab2023,1.0,0,88,-2.5,-57.3,36.4
ROST,ab2023,1.0,1,140,19.7,-15.9,25.7
ROST,ab2023,1.0,2,32,-16.8,-22.1,25.0
ROST,ab2023,1.0,3,4,11.4,-5.6,25.0
ROST,bis2022,1.0,0,68,-21.0,-41.8,42.6
ROST,bis2022,1.0,1,137,-0.0,-24.2,21.9
ROST,bis2022,1.0,2,29,-25.2,-39.4,24.1
ROST,bis2022,1.0,3,5,68.7,71.3,20.0
RTX,ab2023,1.0,0,72,13.4,-49.5,40.3
RTX,ab2023,1.0,1,156,24.4,-5.1,14.7
RTX,ab2023,1.0,2,32,96.7,14.2,18.8
RTX,ab2023,1.0,3,4,107.1,105.9,0.0
RTX,bis2022,1.0,0,79,-33.5,-73.7,43.0
RTX,bis2022,1.0,1,145,-11.1,-34.1,14.5
RTX,bis2022,1.0,2,22,-7.7,-12.0,13.6
RTX,bis2022,1.0,3,1,12.7,12.7,0.0
RWE.DE,ab2023,1.0,0,57,52.7,-21.7,29.8
RWE.DE,ab2023,1.0,1,146,43.2,-12.6,17.8
RWE.DE,ab2023,1.0,2,33,-6.2,-40.0,27.3
RWE.DE,ab2023,1.0,3,5,-13.4,8.4,0.0
RWE.DE,bis2022,1.0,0,59,14.5,-25.9,28.8
RWE.DE,bis2022,1.0,1,138,-0.4,-32.8,23.9
RWE.DE,bis2022,1.0,2,20,34.7,15.4,10.0
RWE.DE,bis2022,1.0,3,1,-35.1,-35.1,0.0
RY,ab2023,1.0,0,92,35.0,-30.3,34.8
RY,ab2023,1.0,1,140,23.7,-8.6,12.9
RY,ab2023,1.0,2,28,2.4,-29.8,14.3
RY,ab2023,1.0,3,4,118.0,8.6,25.0
RY,bis2022,1.0,0,91,17.6,-38.4,38.5
RY,bis2022,1.0,1,142,29.4,-2.1,18.3
RY,bis2022,1.0,2,19,21.9,11.2,10.5
SAN,ab2023,1.0,0,95,36.7,-8.9,29.5
SAN,ab2023,1.0,1,153,42.3,2.0,15.7
SAN,ab2023,1.0,2,26,10.3,-10.6,3.8
SAN,ab2023,1.0,3,1,52.8,52.8,0.0
SAN,bis2022,1.0,0,109,-8.4,-43.9,36.7
SAN,bis2022,1.0,1,105,-4.5,-32.7,24.8
SAN,bis2022,1.0,2,41,19.1,-9.3,12.2
SAN,bis2022,1.0,3,1,417.3,417.3,0.0
SAP.DE,ab2023,1.0,0,94,4.5,-65.0,42.6
SAP.DE,ab2023,1.0,1,136,1.1,-35.5,24.3
SAP.DE,ab2023,1.0,2,27,5.4,-15.5,18.5
SAP.DE,ab2023,1.0,3,3,-4.2,32.9,33.3
SAP.DE,bis2022,1.0,0,86,-4.2,-100.0,53.5
SAP.DE,bis2022,1.0,1,135,2.6,-29.6,21.5
SAP.DE,bis2022,1.0,2,40,-20.8,-53.8,25.0
SAP.DE,bis2022,1.0,3,3,-56.6,-100.0,66.7
SBUX,ab2023,1.0,0,74,-3.6,-60.6,41.9
SBUX,ab2023,1.0,1,122,3.9,-30.3,23.8
SBUX,ab2023,1.0,2,41,13.1,-20.3,14.6
SBUX,ab2023,1.0,3,2,8.2,8.2,0.0
SBUX,bis2022,1.0,0,72,36.2,3.7,31.9
SBUX,bis2022,1.0,1,142,11.5,-14.4,25.4
SBUX,bis2022,1.0,2,28,-45.9,-56.2,39.3
SBUX,bis2022,1.0,3,4,-12.8,-14.4,0.0
SCCO,ab2023,1.0,0,107,2.5,-48.4,40.2
SCCO,ab2023,1.0,1,144,-2.9,-26.6,21.5
SCCO,ab2023,1.0,2,35,29.5,-8.1,8.6
SCCO,ab2023,1.0,3,4,66.9,14.0,0.0
SCCO,bis2022,1.0,0,99,46.0,-23.9,30.3
SCCO,bis2022,1.0,1,130,42.2,-4.3,21.5
SCCO,bis2022,1.0,2,33,5.2,-13.7,18.2
SCCO,bis2022,1.0,3,3,-38.6,-60.0,0.0
SCHW,ab2023,1.0,0,79,18.5,-69.4,41.8
SCHW,ab2023,1.0,1,138,21.7,-22.7,24.6
SCHW,ab2023,1.0,2,40,22.8,-21.8,25.0
SCHW,ab2023,1.0,3,2,40.4,40.4,0.0
SCHW,bis2022,1.0,0,81,16.6,-32.2,23.5
SCHW,bis2022,1.0,1,136,5.9,-23.9,19.9
SCHW,bis2022,1.0,2,38,11.2,12.4,15.8
SCHW,bis2022,1.0,3,5,56.9,7.1,20.0
SHEL,ab2023,1.0,0,105,3.8,-79.4,46.7
SHEL,ab2023,1.0,1,182,10.1,-24.8,24.7
SHEL,ab2023,1.0,2,27,-14.2,-33.7,3.7
SHEL,bis2022,1.0,0,115,-25.5,-100.0,51.3
SHEL,bis2022,1.0,1,153,-19.6,-38.4,30.7
SHEL,bis2022,1.0,2,18,18.9,-14.5,16.7
SHEL,bis2022,1.0,3,1,-50.9,-50.9,0.0
SHL.DE,ab2023,1.0,0,80,-22.0,-71.3,48.8
SHL.DE,ab2023,1.0,1,150,-21.3,-40.0,30.0
SHL.DE,ab2023,1.0,2,37,5.4,-32.9,10.8
SHL.DE,ab2023,1.0,3,2,-49.2,-49.2,0.0
SHL.DE,bis2022,1.0,0,73,-5.0,-50.4,35.6
SHL.DE,bis2022,1.0,1,130,10.6,-35.9,30.8
SHL.DE,bis2022,1.0,2,12,33.1,34.2,8.3
SHL.DE,bis2022,1.0,3,1,-29.8,-29.8,0.0
SHOP,ab2023,1.0,0,89,-3.3,-83.4,49.4
SHOP,ab2023,1.0,1,132,56.8,-19.0,20.5
SHOP,ab2023,1.0,2,30,16.2,10.7,16.7
SHOP,ab2023,1.0,3,6,1.9,-32.6,33.3
SHOP,bis2022,1.0,0,55,16.8,-19.0,32.7
SHOP,bis2022,1.0,1,118,7.8,-30.0,23.7
SHOP,bis2022,1.0,2,43,27.2,1.5,11.6
SHW,ab2023,1.0,0,70,-9.1,-57.6,41.4
SHW,ab2023,1.0,1,141,16.6,-18.6,24.8
SHW,ab2023,1.0,2,49,0.6,-39.7,26.5
SHW,ab2023,1.0,3,3,-46.6,-39.5,33.3
SHW,bis2022,1.0,0,75,14.5,-37.7,40.0
SHW,bis2022,1.0,1,146,-0.3,-26.3,21.2
SHW,bis2022,1.0,2,26,1.8,-19.3,23.1
SHW,bis2022,1.0,3,2,219.9,219.9,0.0
SIE.DE,ab2023,1.0,0,89,16.4,-48.3,38.2
SIE.DE,ab2023,1.0,1,152,7.4,-24.8,19.1
SIE.DE,ab2023,1.0,2,41,32.3,-7.0,14.6
SIE.DE,ab2023,1.0,3,4,32.2,36.0,0.0
SIE.DE,bis2022,1.0,0,83,36.6,-7.2,26.5
SIE.DE,bis2022,1.0,1,122,17.8,-21.7,25.4
SIE.DE,bis2022,1.0,2,29,-16.6,-28.4,10.3
SIE.DE,bis2022,1.0,3,1,-29.0,-29.0,0.0
SMFG,ab2023,1.0,0,133,38.2,-62.4,44.4
SMFG,ab2023,1.0,1,140,58.2,-2.6,19.3
SMFG,ab2023,1.0,2,26,51.7,21.1,0.0
SMFG,ab2023,1.0,3,1,59.3,59.3,0.0
SMFG,bis2022,1.0,0,80,58.7,-29.6,38.8
SMFG,bis2022,1.0,1,112,62.3,-16.8,16.1
SMFG,bis2022,1.0,2,18,127.5,-42.5,27.8
SMFG,bis2022,1.0,3,2,-20.6,-20.6,50.0
SNDK,ab2023,1.0,0,27,221.1,107.8,22.2
SNDK,ab2023,1.0,1,58,133.4,73.2,5.2
SNDK,ab2023,1.0,2,11,28.0,33.3,0.0
SNOW,ab2023,1.0,0,87,65.8,-32.1,41.4
SNOW,ab2023,1.0,1,127,28.6,-31.0,25.2
SNOW,ab2023,1.0,2,51,44.6,-1.4,17.6
SNOW,ab2023,1.0,3,7,18.4,-12.6,0.0
SNOW,bis2022,1.0,0,61,-37.9,-77.7,47.5
SNOW,bis2022,1.0,1,78,-6.3,-43.9,24.4
SNOW,bis2022,1.0,2,16,9.6,-36.4,25.0
SNOW,bis2022,1.0,3,3,16.4,-7.1,0.0
SNPS,ab2023,1.0,0,81,-14.7,-50.1,38.3
SNPS,ab2023,1.0,1,123,19.3,-27.7,23.6
SNPS,ab2023,1.0,2,53,33.5,-5.5,11.3
SNPS,ab2023,1.0,3,3,28.1,21.4,0.0
SNPS,bis2022,1.0,0,69,70.3,3.4,24.6
SNPS,bis2022,1.0,1,116,62.5,-10.5,16.4
SNPS,bis2022,1.0,2,46,51.2,-2.2,6.5
SNPS,bis2022,1.0,3,1,16.1,16.1,0.0
SNY,ab2023,1.0,0,90,22.1,-63.3,45.6
SNY,ab2023,1.0,1,158,11.1,-31.1,30.4
SNY,ab2023,1.0,2,44,25.2,-10.3,15.9
SNY,ab2023,1.0,3,6,56.6,-0.9,0.0
SNY,bis2022,1.0,0,119,-7.0,-76.0,47.9
SNY,bis2022,1.0,1,155,-11.2,-41.1,22.6
SNY,bis2022,1.0,2,41,21.9,8.7,14.6
SNY,bis2022,1.0,3,3,220.9,214.3,0.0
SO,ab2023,1.0,0,78,42.5,7.2,29.5
SO,ab2023,1.0,1,124,9.9,-13.3,20.2
SO,ab2023,1.0,2,41,2.8,-12.6,14.6
SO,ab2023,1.0,3,2,106.0,106.0,0.0
SO,bis2022,1.0,0,71,13.0,-26.5,22.5
SO,bis2022,1.0,1,132,-8.4,-43.2,15.2
SO,bis2022,1.0,2,30,12.2,-11.7,13.3
SONY,ab2023,1.0,0,129,-4.7,-100.0,56.6
SONY,ab2023,1.0,1,158,4.0,-28.5,37.3
SONY,ab2023,1.0,2,36,-2.7,-16.9,22.2
SONY,ab2023,1.0,3,4,-29.4,-58.4,50.0
SONY,bis2022,1.0,0,82,35.6,-68.5,45.1
SONY,bis2022,1.0,1,143,39.4,-30.1,27.3
SONY,bis2022,1.0,2,41,39.8,-22.1,19.5
SONY,bis2022,1.0,3,6,50.8,19.0,0.0
SPG,ab2023,1.0,0,83,-0.2,-40.5,39.8
SPG,ab2023,1.0,1,155,7.8,-6.9,12.9
SPG,ab2023,1.0,2,27,12.0,-14.0,33.3
SPG,ab2023,1.0,3,2,-41.8,-41.8,0.0
SPG,bis2022,1.0,0,90,7.9,-43.5,40.0
SPG,bis2022,1.0,1,120,12.3,-39.5,27.5
SPG,bis2022,1.0,2,25,9.4,-28.9,24.0
SPG,bis2022,1.0,3,5,-10.8,-29.8,0.0
SPGI,ab2023,1.0,0,86,-14.1,-49.1,33.7
SPGI,ab2023,1.0,1,129,0.6,-19.6,17.1
SPGI,ab2023,1.0,2,42,2.9,-6.8,4.8
SPGI,ab2023,1.0,3,3,33.0,60.7,0.0
SPGI,bis2022,1.0,0,58,31.5,-13.9,22.4
SPGI,bis2022,1.0,1,121,7.4,-26.7,19.8
SPGI,bis2022,1.0,2,51,19.1,4.5,19.6
SPGI,bis2022,1.0,3,5,-51.4,-68.2,20.0
SPOT,ab2023,1.0,0,87,38.4,-19.3,35.6
SPOT,ab2023,1.0,1,148,52.7,11.2,14.2
SPOT,ab2023,1.0,2,26,37.5,-9.9,23.1
SPOT,ab2023,1.0,3,4,22.8,23.7,0.0
SPOT,bis2022,1.0,0,77,48.5,-17.9,32.5
SPOT,bis2022,1.0,1,109,4.3,-24.0,19.3
SPOT,bis2022,1.0,2,50,-13.0,-24.9,20.0
SPOT,bis2022,1.0,3,3,84.2,-35.9,33.3
SRT3.DE,ab2023,1.0,0,81,-12.8,-43.3,39.5
SRT3.DE,ab2023,1.0,1,130,-8.0,-41.1,30.8
SRT3.DE,ab2023,1.0,2,40,-23.2,-54.2,30.0
SRT3.DE,ab2023,1.0,3,1,97.0,97.0,0.0
SRT3.DE,bis2022,1.0,0,70,15.8,-19.6,32.9
SRT3.DE,bis2022,1.0,1,122,20.5,-10.6,15.6
SRT3.DE,bis2022,1.0,2,32,11.0,-24.3,18.8
SRT3.DE,bis2022,1.0,3,5,158.4,28.2,20.0
STX,ab2023,1.0,0,77,85.6,19.9,33.8
STX,ab2023,1.0,1,153,53.3,13.5,19.6
STX,ab2023,1.0,2,35,86.0,-3.4,11.4
STX,ab2023,1.0,3,2,-3.9,-3.9,0.0
STX,bis2022,1.0,0,84,23.8,-31.8,33.3
STX,bis2022,1.0,1,118,5.9,-25.4,25.4
STX,bis2022,1.0,2,33,-33.2,-34.6,15.2
STX,bis2022,1.0,3,2,-30.9,-30.9,0.0
SY1.DE,ab2023,1.0,0,70,-2.3,-32.7,31.4
SY1.DE,ab2023,1.0,1,139,-6.7,-24.5,22.3
SY1.DE,ab2023,1.0,2,31,-14.9,-36.7,25.8
SY1.DE,ab2023,1.0,3,5,-29.3,-22.9,0.0
SY1.DE,bis2022,1.0,0,77,14.3,-23.3,26.0
SY1.DE,bis2022,1.0,1,130,0.3,-20.3,17.7
SY1.DE,bis2022,1.0,2,27,-0.4,6.5,7.4
SY1.DE,bis2022,1.0,3,5,-46.8,-40.3,20.0
SYK,ab2023,1.0,0,99,20.0,-45.7,36.4
SYK,ab2023,1.0,1,135,-1.4,-46.4,30.4
SYK,ab2023,1.0,2,41,21.3,9.2,14.6
SYK,ab2023,1.0,3,1,54.6,54.6,0.0
SYK,bis2022,1.0,0,85,-9.4,-67.1,42.4
SYK,bis2022,1.0,1,127,-4.4,-20.8,22.8
SYK,bis2022,1.0,2,28,-10.0,-25.2,10.7
SYK,bis2022,1.0,3,2,104.6,104.6,0.0
T,ab2023,1.0,0,79,5.7,-42.6,41.8
T,ab2023,1.0,1,116,-15.0,-40.3,29.3
T,ab2023,1.0,2,24,15.2,-5.6,16.7
T,ab2023,1.0,3,2,111.2,111.2,0.0
T,bis2022,1.0,0,71,-50.6,-100.0,56.3
T,bis2022,1.0,1,118,-17.4,-48.7,32.2
T,bis2022,1.0,2,35,-33.0,-69.2,42.9
T,bis2022,1.0,3,7,-16.2,-51.2,0.0
TD,ab2023,1.0,0,90,26.4,-36.1,42.2
TD,ab2023,1.0,1,125,63.5,-7.7,17.6
TD,ab2023,1.0,2,40,-0.5,-27.0,15.0
TD,ab2023,1.0,3,3,80.7,-49.6,33.3
TD,bis2022,1.0,0,84,-8.4,-48.1,41.7
TD,bis2022,1.0,1,142,3.5,-18.4,20.4
TD,bis2022,1.0,2,33,34.8,4.1,18.2
TD,bis2022,1.0,3,2,10.3,10.3,0.0
TEAM,ab2023,1.0,0,82,-6.6,-51.2,43.9
TEAM,ab2023,1.0,1,122,18.0,-25.0,24.6
TEAM,ab2023,1.0,2,43,31.5,-21.8,32.6
TEAM,ab2023,1.0,3,5,121.8,4.5,0.0
TEAM,bis2022,1.0,0,73,10.1,-56.9,42.5
TEAM,bis2022,1.0,1,132,32.6,-8.6,23.5
TEAM,bis2022,1.0,2,38,32.3,15.1,7.9
TEAM,bis2022,1.0,3,4,-16.4,-10.2,25.0
TJX,ab2023,1.0,0,81,52.2,16.7,30.9
TJX,ab2023,1.0,1,134,22.6,-9.1,23.1
TJX,ab2023,1.0,2,28,4.9,-9.7,14.3
TJX,ab2023,1.0,3,2,-11.2,-11.2,0.0
TJX,bis2022,1.0,0,94,-0.7,-19.2,34.0
TJX,bis2022,1.0,1,129,4.7,-13.5,20.9
TJX,bis2022,1.0,2,18,156.7,100.9,11.1
TJX,bis2022,1.0,3,1,54.5,54.5,0.0
TM,ab2023,1.0,0,121,49.4,-100.0,58.7
TM,ab2023,1.0,1,154,40.0,-36.0,31.8
TM,ab2023,1.0,2,45,-6.9,-37.9,40.0
TM,ab2023,1.0,3,4,-1.8,3.2,25.0
TM,bis2022,1.0,0,108,-36.2,-100.0,62.0
TM,bis2022,1.0,1,144,2.3,-56.3,31.9
TM,bis2022,1.0,2,41,-7.9,-14.3,19.5
TM,bis2022,1.0,3,1,137.3,137.3,0.0
TMO,ab2023,1.0,0,78,-13.1,-50.2,30.8
TMO,ab2023,1.0,1,133,3.3,-31.7,25.6
TMO,ab2023,1.0,2,49,-35.7,-50.8,24.5
TMO,ab2023,1.0,3,3,-23.3,-9.8,0.0
TMO,bis2022,1.0,0,81,18.6,-5.0,28.4
TMO,bis2022,1.0,1,133,12.3,-10.7,15.0
TMO,bis2022,1.0,2,24,26.6,25.4,12.5
TMO,bis2022,1.0,3,2,6.6,6.6,0.0
TMUS,ab2023,1.0,0,72,-4.9,-49.2,38.9
TMUS,ab2023,1.0,1,123,7.9,-32.4,30.9
TMUS,ab2023,1.0,2,48,-14.3,-47.7,35.4
TMUS,ab2023,1.0,3,3,-6.7,17.4,0.0
TMUS,bis2022,1.0,0,68,19.5,-35.3,39.7
TMUS,bis2022,1.0,1,126,-2.4,-19.6,21.4
TMUS,bis2022,1.0,2,31,22.6,-23.7,19.4
TMUS,bis2022,1.0,3,6,-23.0,-52.9,16.7
TRV,ab2023,1.0,0,84,2.4,-46.9,36.9
TRV,ab2023,1.0,1,137,26.9,-13.6,18.2
TRV,ab2023,1.0,2,36,32.0,20.6,8.3
TRV,ab2023,1.0,3,1,-64.6,-64.6,0.0
TRV,bis2022,1.0,0,78,-28.1,-72.3,43.6
TRV,bis2022,1.0,1,153,-7.0,-22.7,20.3
TRV,bis2022,1.0,2,25,19.8,-13.6,8.0
TRV,bis2022,1.0,3,1,-25.7,-25.7,0.0
TSLA,ab2023,1.0,0,80,54.8,-49.1,37.5
TSLA,ab2023,1.0,1,143,31.4,-23.6,25.9
TSLA,ab2023,1.0,2,27,47.8,-39.0,7.4
TSLA,ab2023,1.0,3,2,-27.8,-27.8,0.0
TSLA,bis2022,1.0,0,60,99.5,-45.3,36.7
TSLA,bis2022,1.0,1,109,55.7,-31.5,22.0
TSLA,bis2022,1.0,2,42,34.2,3.2,16.7
TSLA,bis2022,1.0,3,6,84.1,73.1,0.0
TSM,ab2023,1.0,0,86,16.4,-40.4,36.0
TSM,ab2023,1.0,1,159,33.6,-23.6,20.8
TSM,ab2023,1.0,2,41,72.7,37.0,9.8
TSM,ab2023,1.0,3,3,54.9,24.8,0.0
TSM,bis2022,1.0,0,60,46.2,-40.2,38.3
TSM,bis2022,1.0,1,147,45.2,-37.7,28.6
TSM,bis2022,1.0,2,58,10.2,-26.1,19.0
TSM,bis2022,1.0,3,1,36.2,36.2,0.0
TTD,ab2023,1.0,0,76,5.8,-74.1,47.4
TTD,ab2023,1.0,1,142,17.1,-9.7,28.2
TTD,ab2023,1.0,2,39,9.1,-37.8,28.2
TTD,ab2023,1.0,3,3,83.9,21.3,0.0
TTD,bis2022,1.0,0,68,-11.7,-96.4,50.0
TTD,bis2022,1.0,1,119,-8.3,-39.5,31.1
TTD,bis2022,1.0,2,32,82.8,34.4,12.5
TTD,bis2022,1.0,3,6,-46.0,-39.8,16.7
TTE,ab2023,1.0,0,109,3.6,-55.6,40.4
TTE,ab2023,1.0,1,190,-11.0,-37.5,27.4
TTE,ab2023,1.0,2,33,-10.6,-39.8,24.2
TTE,ab2023,1.0,3,1,-25.2,-25.2,0.0
TTE,bis2022,1.0,0,125,-21.8,-84.3,48.0
