ticker,zeitraum,band,klasse,n,ew_atr
AMZN,ab2023,mittel,25-40,31,1.198
AMZN,ab2023,weit,10-25,34,1.36
AMZN,ab2023,weit,0-10,19,0.935
AMZN,ab2023,weit,25-40,34,1.155
AMZN,ab2023,weit,40-100,92,2.474
AMZN,ab2023,sehr weit,0-10,55,0.53
AMZN,ab2023,sehr weit,10-25,23,0.686
AMZN,ab2023,mittel,unter Einstieg,94,3.504
AMZN,ab2023,sehr weit,25-40,15,2.108
AMZN,ab2023,sehr weit,40-100,17,3.079
AMZN,ab2023,weit,unter Einstieg,18,4.457
ANET,bis2022,frueh,40-100,14,2.48
ANET,bis2022,frueh,unter Einstieg,24,4.277
ANET,bis2022,frueh,10-25,6,1.86
ANET,bis2022,mittel,40-100,98,1.485
ANET,bis2022,mittel,0-10,44,-0.064
ANET,bis2022,weit,0-10,45,-0.314
ANET,bis2022,weit,10-25,18,0.143
ANET,bis2022,weit,40-100,37,0.738
ANET,bis2022,mittel,unter Einstieg,103,1.311
ANET,bis2022,mittel,10-25,28,0.191
ANET,bis2022,mittel,25-40,28,1.226
ANET,bis2022,weit,25-40,12,0.57
ANET,bis2022,weit,unter Einstieg,16,0.811
ANET,bis2022,sehr weit,0-10,28,-0.554
ANET,bis2022,sehr weit,10-25,13,0.331
ANET,bis2022,sehr weit,25-40,2,0.546
ANET,bis2022,frueh,25-40,3,2.66
ANET,bis2022,frueh,0-10,4,0.357
ANET,bis2022,sehr weit,40-100,3,-3.573
ANET,bis2022,sehr weit,unter Einstieg,5,-1.374
ANET,ab2023,mittel,40-100,96,1.954
ANET,ab2023,mittel,10-25,38,1.321
ANET,ab2023,mittel,0-10,37,0.601
ANET,ab2023,mittel,25-40,49,0.534
ANET,ab2023,mittel,unter Einstieg,65,2.644
ANET,ab2023,weit,0-10,34,-0.109
ANET,ab2023,sehr weit,0-10,24,-0.416
ANET,ab2023,frueh,10-25,7,0.457
ANET,ab2023,weit,10-25,17,-0.816
ANET,ab2023,weit,25-40,8,-0.183
ANET,ab2023,sehr weit,10-25,8,0.569
ANET,ab2023,frueh,0-10,4,-1.23
ANET,ab2023,weit,40-100,21,1.043
ANET,ab2023,frueh,unter Einstieg,6,-1.42
ANET,ab2023,frueh,40-100,5,-0.268
ANET,ab2023,frueh,25-40,1,-3.093
ANET,ab2023,sehr weit,25-40,3,0.355
ANET,ab2023,weit,unter Einstieg,12,4.839
ANET,ab2023,sehr weit,40-100,2,2.641
APH,bis2022,mittel,40-100,108,-0.025
APH,bis2022,mittel,unter Einstieg,151,-1.269
APH,bis2022,mittel,0-10,32,-0.745
APH,bis2022,weit,40-100,86,-0.99
APH,bis2022,weit,10-25,30,-0.837
APH,bis2022,weit,unter Einstieg,103,-1.565
APH,bis2022,mittel,25-40,34,0.216
APH,bis2022,weit,0-10,34,-0.716
APH,bis2022,mittel,10-25,33,-0.313
APH,bis2022,sehr weit,10-25,19,0.499
APH,bis2022,weit,25-40,24,0.483
APH,bis2022,sehr weit,0-10,18,0.134
APH,bis2022,sehr weit,25-40,9,1.151
APH,bis2022,sehr weit,40-100,57,2.214
APH,bis2022,sehr weit,unter Einstieg,30,3.72
APH,ab2023,mittel,10-25,25,0.263
APH,ab2023,mittel,25-40,17,0.207
APH,ab2023,mittel,40-100,71,-0.763
APH,ab2023,mittel,unter Einstieg,50,-0.514
APH,ab2023,mittel,0-10,25,-0.006
APH,ab2023,weit,0-10,35,-0.477
APH,ab2023,sehr weit,0-10,46,-0.91
APH,ab2023,sehr weit,10-25,14,-1.718
APH,ab2023,sehr weit,40-100,43,-2.828
APH,ab2023,sehr weit,unter Einstieg,16,-2.128
APH,ab2023,weit,25-40,47,0.825
APH,ab2023,weit,40-100,92,1.056
APH,ab2023,weit,10-25,41,0.489
APH,ab2023,weit,unter Einstieg,33,1.106
APH,ab2023,sehr weit,25-40,6,-2.54
APP,bis2022,mittel,25-40,29,-1.113
APP,bis2022,mittel,40-100,134,-1.877
APP,bis2022,mittel,0-10,24,-1.559
APP,bis2022,mittel,10-25,37,-1.397
APP,bis2022,mittel,unter Einstieg,235,-1.022
APP,bis2022,weit,0-10,21,-0.749
APP,bis2022,sehr weit,0-10,15,-0.435
APP,bis2022,frueh,unter Einstieg,25,-1.559
APP,bis2022,frueh,40-100,11,-2.684
APP,bis2022,frueh,10-25,2,-3.671
APP,bis2022,weit,25-40,4,-3.351
APP,bis2022,weit,40-100,7,-3.607
APP,bis2022,weit,unter Einstieg,19,-1.705
APP,bis2022,weit,10-25,8,0.234
APP,bis2022,frueh,0-10,2,-3.752
APP,ab2023,mittel,0-10,49,0.742
APP,ab2023,weit,10-25,13,1.535
APP,ab2023,weit,25-40,11,2.361
APP,ab2023,mittel,10-25,34,1.793
APP,ab2023,weit,0-10,24,0.581
APP,ab2023,mittel,40-100,56,2.7
APP,ab2023,weit,40-100,9,4.378
APP,ab2023,sehr weit,40-100,76,2.684
APP,ab2023,sehr weit,10-25,24,0.194
APP,ab2023,sehr weit,25-40,7,0.538
APP,ab2023,sehr weit,unter Einstieg,10,4.6
APP,ab2023,sehr weit,0-10,12,-0.112
APP,ab2023,mittel,25-40,17,2.251
APP,ab2023,mittel,unter Einstieg,75,2.891
ARM,ab2023,frueh,25-40,17,-0.39
ARM,ab2023,frueh,40-100,52,1.528
ARM,ab2023,mittel,0-10,31,1.063
ARM,ab2023,sehr weit,10-25,4,-1.524
ARM,ab2023,frueh,10-25,34,-0.343
ARM,ab2023,frueh,0-10,13,0.603
ARM,ab2023,mittel,25-40,21,1.23
ARM,ab2023,mittel,40-100,40,1.693
ARM,ab2023,weit,0-10,10,0.126
ARM,ab2023,frueh,unter Einstieg,46,0.806
ARM,ab2023,mittel,10-25,35,1.033
ARM,ab2023,weit,40-100,6,1.861
ARM,ab2023,weit,25-40,2,1.17
ARM,ab2023,weit,10-25,5,0.671
ARM,ab2023,sehr weit,0-10,4,-0.937
ARM,ab2023,sehr weit,40-100,1,2.616
ASML,bis2022,mittel,0-10,46,-0.05
ASML,bis2022,mittel,40-100,102,-1.039
ASML,bis2022,mittel,unter Einstieg,181,-0.872
ASML,bis2022,sehr weit,10-25,18,0.062
ASML,bis2022,sehr weit,0-10,32,-0.156
ASML,bis2022,mittel,25-40,41,-0.299
ASML,bis2022,mittel,10-25,53,-1.72
ASML,bis2022,weit,25-40,20,-0.922
ASML,bis2022,weit,40-100,93,-1.703
ASML,bis2022,weit,unter Einstieg,108,-0.134
ASML,bis2022,weit,10-25,48,-0.494
ASML,bis2022,weit,0-10,23,0.257
ASML,bis2022,sehr weit,40-100,49,1.464
ASML,bis2022,sehr weit,unter Einstieg,11,2.216
ASML,bis2022,sehr weit,25-40,5,0.624
ASML,bis2022,frueh,40-100,2,-1.513
ASML,bis2022,frueh,0-10,1,0.462
ASML,ab2023,mittel,40-100,66,1.906
ASML,ab2023,mittel,10-25,33,0.907
ASML,ab2023,weit,0-10,42,0.386
ASML,ab2023,sehr weit,0-10,47,0.742
ASML,ab2023,sehr weit,10-25,22,0.941
ASML,ab2023,mittel,25-40,29,1.193
ASML,ab2023,weit,40-100,123,1.921
ASML,ab2023,weit,25-40,32,1.043
ASML,ab2023,weit,10-25,28,0.639
ASML,ab2023,mittel,unter Einstieg,44,0.83
ASML,ab2023,weit,unter Einstieg,39,2.753
ASML,ab2023,mittel,0-10,28,1.145
ASML,ab2023,sehr weit,40-100,41,-0.205
ASML,ab2023,sehr weit,unter Einstieg,21,-1.226
ASML,ab2023,sehr weit,25-40,7,0.919
AVGO,bis2022,mittel,0-10,40,0.081
AVGO,bis2022,mittel,25-40,40,0.878
AVGO,bis2022,mittel,10-25,50,0.376
AVGO,bis2022,weit,10-25,21,0.889
AVGO,bis2022,sehr weit,0-10,23,-0.081
AVGO,bis2022,sehr weit,40-100,16,2.232
AVGO,bis2022,sehr weit,25-40,13,0.992
AVGO,bis2022,sehr weit,10-25,11,0.665
AVGO,bis2022,frueh,0-10,4,-2.67
AVGO,bis2022,weit,40-100,41,-0.443
AVGO,bis2022,weit,unter Einstieg,16,-1.474
AVGO,bis2022,weit,25-40,15,0.13
AVGO,bis2022,mittel,40-100,66,0.517
AVGO,bis2022,mittel,unter Einstieg,69,-0.955
AVGO,bis2022,weit,0-10,40,-0.003
AVGO,bis2022,frueh,40-100,1,0.444
AVGO,bis2022,frueh,10-25,1,0.14
AVGO,bis2022,frueh,25-40,1,1.132
AVGO,ab2023,mittel,25-40,22,-0.115
AVGO,ab2023,mittel,10-25,38,0.056
AVGO,ab2023,sehr weit,0-10,43,0.691
AVGO,ab2023,mittel,0-10,27,-0.577
AVGO,ab2023,mittel,unter Einstieg,117,0.487
AVGO,ab2023,mittel,40-100,59,0.484
AVGO,ab2023,weit,10-25,19,0.049
AVGO,ab2023,frueh,0-10,3,1.112
AVGO,ab2023,weit,40-100,109,2.151
AVGO,ab2023,weit,unter Einstieg,82,2.656
AVGO,ab2023,weit,25-40,34,1.091
AVGO,ab2023,weit,0-10,21,-0.467
AVGO,ab2023,sehr weit,40-100,59,2.422
AVGO,ab2023,sehr weit,10-25,12,0.357
AVGO,ab2023,sehr weit,unter Einstieg,10,3.945
AVGO,ab2023,sehr weit,25-40,10,1.326
AVGO,ab2023,frueh,40-100,1,2.352
AVGO,ab2023,frueh,25-40,1,1.517
AVGO,ab2023,frueh,10-25,1,4.939
AXON,bis2022,mittel,25-40,55,1.004
AXON,bis2022,mittel,40-100,138,1.518
AXON,bis2022,mittel,10-25,66,0.699
AXON,bis2022,weit,0-10,49,-0.197
AXON,bis2022,weit,10-25,62,0.208
AXON,bis2022,sehr weit,0-10,44,0.159
AXON,bis2022,sehr weit,10-25,18,-0.005
AXON,bis2022,sehr weit,25-40,12,1.348
AXON,bis2022,sehr weit,40-100,19,-0.845
AXON,bis2022,weit,40-100,107,0.629
AXON,bis2022,weit,unter Einstieg,92,0.681
AXON,bis2022,weit,25-40,40,0.286
AXON,bis2022,frueh,25-40,2,1.815
AXON,bis2022,mittel,0-10,52,0.447
AXON,bis2022,mittel,unter Einstieg,153,2.778
AXON,bis2022,frueh,0-10,5,2.11
AXON,bis2022,frueh,10-25,4,-1.742
AXON,bis2022,frueh,40-100,8,-0.371
AXON,bis2022,sehr weit,unter Einstieg,4,-1.57
AXON,bis2022,frueh,unter Einstieg,15,-1.334
AXON,ab2023,mittel,0-10,11,-0.565
AXON,ab2023,sehr weit,40-100,29,-3.438
AXON,ab2023,sehr weit,10-25,12,-1.41
AXON,ab2023,weit,40-100,11,0.325
AXON,ab2023,weit,10-25,5,-0.554
AXON,ab2023,frueh,10-25,1,0.03
AXON,ab2023,mittel,25-40,24,0.454
AXON,ab2023,mittel,40-100,56,1.234
AXON,ab2023,mittel,10-25,19,-1.863
AXON,ab2023,mittel,unter Einstieg,68,-0.801
AXON,ab2023,sehr weit,25-40,5,0.209
AXON,ab2023,sehr weit,0-10,24,-0.15
AXON,ab2023,weit,0-10,8,0.572
AXON,ab2023,weit,25-40,3,0.012
AXON,ab2023,sehr weit,unter Einstieg,21,-1.821
AXON,ab2023,frueh,40-100,1,-3.819
AXON,ab2023,frueh,25-40,1,-4.034
AXON,ab2023,weit,unter Einstieg,15,-2.24
AXP,bis2022,mittel,25-40,50,0.702
AXP,bis2022,mittel,10-25,64,-1.057
AXP,bis2022,sehr weit,10-25,15,0.393
AXP,bis2022,mittel,0-10,47,-0.022
AXP,bis2022,mittel,unter Einstieg,102,1.307
AXP,bis2022,mittel,40-100,184,1.096
AXP,bis2022,weit,0-10,37,-0.251
AXP,bis2022,weit,25-40,30,0.553
AXP,bis2022,weit,40-100,102,1.148
AXP,bis2022,weit,unter Einstieg,42,0.953
AXP,bis2022,weit,10-25,55,-0.399
AXP,bis2022,sehr weit,0-10,29,0.015
AXP,bis2022,sehr weit,25-40,15,1.426
AXP,bis2022,sehr weit,40-100,8,2.192
AXP,ab2023,mittel,0-10,28,-0.351
AXP,ab2023,mittel,40-100,98,0.245
AXP,ab2023,mittel,unter Einstieg,94,0.353
AXP,ab2023,mittel,25-40,33,0.143
AXP,ab2023,mittel,10-25,35,0.953
AXP,ab2023,weit,10-25,27,1.144
AXP,ab2023,sehr weit,0-10,34,0.23
AXP,ab2023,weit,0-10,31,0.015
AXP,ab2023,weit,40-100,20,-0.034
AXP,ab2023,sehr weit,10-25,10,0.469
AXP,ab2023,weit,unter Einstieg,9,-1.353
AXP,ab2023,weit,25-40,15,0.592
AXP,ab2023,sehr weit,25-40,3,1.852
AZN,bis2022,mittel,10-25,35,0.039
AZN,bis2022,weit,0-10,35,0.139
AZN,bis2022,weit,40-100,46,-1.449
AZN,bis2022,weit,10-25,43,-0.468
AZN,bis2022,weit,25-40,17,-0.203
AZN,bis2022,weit,unter Einstieg,23,-1.042
AZN,bis2022,mittel,0-10,28,0.003
AZN,bis2022,mittel,unter Einstieg,84,-0.752
AZN,bis2022,mittel,25-40,45,0.474
AZN,bis2022,sehr weit,0-10,44,0.514
AZN,bis2022,sehr weit,10-25,21,1.259
AZN,bis2022,mittel,40-100,67,-0.313
AZN,bis2022,sehr weit,25-40,4,1.959
AZN,bis2022,sehr weit,40-100,1,1.937
AZN,ab2023,weit,25-40,21,1.024
AZN,ab2023,sehr weit,0-10,28,0.819
AZN,ab2023,sehr weit,10-25,13,1.971
AZN,ab2023,sehr weit,40-100,18,4.273
AZN,ab2023,sehr weit,25-40,11,3.084
AZN,ab2023,sehr weit,unter Einstieg,12,5.893
AZN,ab2023,mittel,40-100,100,0.581
AZN,ab2023,mittel,10-25,29,0.487
AZN,ab2023,mittel,25-40,31,0.754
AZN,ab2023,mittel,0-10,36,0.564
AZN,ab2023,weit,0-10,29,0.59
AZN,ab2023,weit,10-25,17,0.53
AZN,ab2023,weit,40-100,64,0.495
AZN,ab2023,mittel,unter Einstieg,99,-1.242
AZN,ab2023,weit,unter Einstieg,13,3.11
BABA,bis2022,mittel,10-25,29,-1.219
BABA,bis2022,mittel,40-100,94,-1.328
BABA,bis2022,weit,10-25,54,-1.168
BABA,bis2022,sehr weit,0-10,45,-0.665
BABA,bis2022,mittel,25-40,31,-0.881
BABA,bis2022,sehr weit,25-40,42,-1.8
BABA,bis2022,sehr weit,40-100,222,-1.237
BABA,bis2022,sehr weit,10-25,49,-0.014
BABA,bis2022,sehr weit,unter Einstieg,126,-1.402
BABA,bis2022,mittel,unter Einstieg,129,-1.522
BABA,bis2022,mittel,0-10,13,-0.23
BABA,bis2022,weit,25-40,54,-0.453
BABA,bis2022,weit,unter Einstieg,198,-1.039
BABA,bis2022,weit,40-100,175,-0.88
BABA,bis2022,weit,0-10,18,-1.432
BABA,ab2023,mittel,25-40,29,-0.884
BABA,ab2023,mittel,unter Einstieg,142,0.834
BABA,ab2023,weit,10-25,47,-0.071
BABA,ab2023,sehr weit,10-25,47,0.062
BABA,ab2023,mittel,40-100,58,0.228
BABA,ab2023,sehr weit,0-10,63,0.724
BABA,ab2023,mittel,10-25,29,-0.08
BABA,ab2023,mittel,0-10,17,-0.506
BABA,ab2023,weit,40-100,88,0.918
BABA,ab2023,weit,unter Einstieg,160,-0.032
BABA,ab2023,weit,25-40,42,-0.29
BABA,ab2023,sehr weit,40-100,97,0.902
BABA,ab2023,sehr weit,unter Einstieg,138,1.033
BABA,ab2023,sehr weit,25-40,16,0.956
BABA,ab2023,weit,0-10,20,0.142
BAC,bis2022,mittel,25-40,50,1.328
BAC,bis2022,mittel,40-100,94,1.661
BAC,bis2022,mittel,0-10,30,0.444
BAC,bis2022,mittel,unter Einstieg,103,0.978
BAC,bis2022,weit,25-40,49,-0.178
BAC,bis2022,sehr weit,0-10,47,0.511
BAC,bis2022,weit,0-10,32,0.415
BAC,bis2022,sehr weit,10-25,47,-0.25
BAC,bis2022,weit,10-25,71,0.181
BAC,bis2022,mittel,10-25,58,0.338
BAC,bis2022,weit,40-100,121,0.638
BAC,bis2022,weit,unter Einstieg,103,-0.106
BAC,bis2022,sehr weit,25-40,12,0.849
BAC,bis2022,sehr weit,40-100,14,-2.671
BAC,bis2022,sehr weit,unter Einstieg,5,-1.476
BAC,ab2023,mittel,10-25,39,0.84
BAC,ab2023,weit,40-100,68,1.935
BAC,ab2023,weit,unter Einstieg,26,1.767
BAC,ab2023,mittel,25-40,22,1.404
BAC,ab2023,mittel,0-10,18,0.672
BAC,ab2023,weit,0-10,24,0.288
BAC,ab2023,mittel,40-100,28,2.305
BAC,ab2023,weit,10-25,29,1.368
BAC,ab2023,weit,25-40,42,2.201
BAC,ab2023,sehr weit,0-10,38,0.469
BAC,ab2023,sehr weit,25-40,28,1.617
BAC,ab2023,sehr weit,10-25,34,1.156
BAC,ab2023,sehr weit,40-100,54,2.601
BAC,ab2023,sehr weit,unter Einstieg,18,4.304
BAC,ab2023,mittel,unter Einstieg,26,-0.528
BAS.DE,bis2022,weit,40-100,257,-1.738
BAS.DE,bis2022,weit,unter Einstieg,286,-0.836
BAS.DE,bis2022,mittel,40-100,136,-0.678
BAS.DE,bis2022,mittel,unter Einstieg,271,-1.599
BAS.DE,bis2022,mittel,25-40,32,-0.303
BAS.DE,bis2022,weit,25-40,55,-0.74
BAS.DE,bis2022,mittel,10-25,46,-0.632
BAS.DE,bis2022,weit,10-25,50,-0.963
BAS.DE,bis2022,weit,0-10,32,-0.262
BAS.DE,bis2022,sehr weit,0-10,44,-0.051
BAS.DE,bis2022,mittel,0-10,26,0.536
BAS.DE,bis2022,sehr weit,10-25,41,0.438
BAS.DE,bis2022,sehr weit,25-40,50,0.011
BAS.DE,bis2022,sehr weit,40-100,251,0.29
BAS.DE,bis2022,sehr weit,unter Einstieg,149,0.073
BAS.DE,ab2023,weit,10-25,54,1.182
BAS.DE,ab2023,weit,40-100,124,1.889
BAS.DE,ab2023,mittel,10-25,39,1.081
BAS.DE,ab2023,weit,0-10,18,1.285
BAS.DE,ab2023,sehr weit,25-40,93,2.603
BAS.DE,ab2023,sehr weit,40-100,475,3.094
BAS.DE,ab2023,sehr weit,10-25,127,1.838
BAS.DE,ab2023,weit,25-40,33,1.14
BAS.DE,ab2023,sehr weit,0-10,98,1.052
BAS.DE,ab2023,mittel,25-40,28,2.588
BAS.DE,ab2023,mittel,40-100,95,1.507
BAS.DE,ab2023,mittel,0-10,18,1.163
BAS.DE,ab2023,mittel,unter Einstieg,216,2.93
BAS.DE,ab2023,weit,unter Einstieg,74,2.097
BAS.DE,ab2023,sehr weit,unter Einstieg,139,2.929
BAYN.DE,bis2022,mittel,0-10,19,0.588
BAYN.DE,bis2022,mittel,40-100,59,-0.301
BAYN.DE,bis2022,mittel,10-25,28,0.293
BAYN.DE,bis2022,mittel,unter Einstieg,196,-1.912
BAYN.DE,bis2022,weit,40-100,48,-0.904
BAYN.DE,bis2022,weit,25-40,32,1.72
BAYN.DE,bis2022,sehr weit,10-25,43,0.916
BAYN.DE,bis2022,sehr weit,0-10,63,0.81
BAYN.DE,bis2022,sehr weit,40-100,62,0.788
BAYN.DE,bis2022,sehr weit,25-40,29,2.664
BAYN.DE,bis2022,weit,0-10,16,2.264
BAYN.DE,bis2022,weit,10-25,24,0.116
BAYN.DE,bis2022,sehr weit,unter Einstieg,15,-0.209
BAYN.DE,bis2022,mittel,25-40,29,-1.095
BAYN.DE,bis2022,weit,unter Einstieg,50,-1.211
BAYN.DE,ab2023,mittel,0-10,21,0.406
BAYN.DE,ab2023,sehr weit,25-40,12,2.322
BAYN.DE,ab2023,sehr weit,0-10,33,0.681
BAYN.DE,ab2023,mittel,10-25,45,0.246
BAYN.DE,ab2023,mittel,40-100,95,0.008
BAYN.DE,ab2023,mittel,unter Einstieg,65,1.327
BAYN.DE,ab2023,mittel,25-40,32,0.092
BAYN.DE,ab2023,weit,10-25,33,-0.342
BAYN.DE,ab2023,weit,0-10,27,0.649
BAYN.DE,ab2023,weit,25-40,26,0.705
BAYN.DE,ab2023,weit,40-100,56,0.38
BAYN.DE,ab2023,weit,unter Einstieg,50,-0.661
BAYN.DE,ab2023,sehr weit,40-100,29,4.385
BAYN.DE,ab2023,sehr weit,10-25,28,0.942
BAYN.DE,ab2023,sehr weit,unter Einstieg,16,4.854
BBVA,bis2022,sehr weit,0-10,78,0.75
BBVA,bis2022,mittel,25-40,44,0.675
BBVA,bis2022,weit,10-25,27,0.574
BBVA,bis2022,sehr weit,10-25,39,1.547
BBVA,bis2022,sehr weit,25-40,36,2.537
BBVA,bis2022,sehr weit,40-100,74,4.958
BBVA,bis2022,mittel,10-25,47,0.062
BBVA,bis2022,weit,0-10,37,0.202
BBVA,bis2022,weit,25-40,35,0.44
BBVA,bis2022,weit,40-100,112,0.481
BBVA,bis2022,weit,unter Einstieg,95,1.266
BBVA,bis2022,mittel,40-100,92,0.648
BBVA,bis2022,mittel,0-10,33,1.324
BBVA,bis2022,mittel,unter Einstieg,152,0.975
BBVA,bis2022,sehr weit,unter Einstieg,38,6.662
BBVA,ab2023,weit,0-10,44,0.601
BBVA,ab2023,sehr weit,25-40,10,0.654
BBVA,ab2023,sehr weit,40-100,40,0.959
BBVA,ab2023,sehr weit,10-25,12,0.666
BBVA,ab2023,mittel,10-25,31,0.678
BBVA,ab2023,weit,40-100,103,-0.652
BBVA,ab2023,weit,10-25,43,0.652
BBVA,ab2023,weit,25-40,45,0.076
BBVA,ab2023,mittel,25-40,34,0.715
BBVA,ab2023,mittel,unter Einstieg,73,2.788
BBVA,ab2023,mittel,40-100,79,2.019
BBVA,ab2023,sehr weit,0-10,28,-0.143
BBVA,ab2023,mittel,0-10,28,1.147
BBVA,ab2023,weit,unter Einstieg,64,-0.39
BBVA,ab2023,sehr weit,unter Einstieg,61,-1.468
BEI.DE,bis2022,mittel,40-100,105,-1.712
BEI.DE,bis2022,mittel,unter Einstieg,107,-2.156
BEI.DE,bis2022,mittel,25-40,35,-2.067
BEI.DE,bis2022,mittel,10-25,36,-1.44
BEI.DE,bis2022,mittel,0-10,26,-0.962
BEI.DE,bis2022,weit,0-10,23,-1.866
BEI.DE,bis2022,weit,25-40,56,-2.004
BEI.DE,bis2022,weit,40-100,193,-2.614
BEI.DE,bis2022,weit,10-25,32,-2.328
BEI.DE,bis2022,weit,unter Einstieg,161,-2.167
BEI.DE,bis2022,sehr weit,40-100,138,-2.964
BEI.DE,bis2022,sehr weit,10-25,18,-1.261
BEI.DE,bis2022,sehr weit,25-40,25,-3.614
BEI.DE,bis2022,sehr weit,0-10,13,-1.004
BEI.DE,bis2022,sehr weit,unter Einstieg,60,-1.822
BEI.DE,ab2023,mittel,10-25,72,0.847
BEI.DE,ab2023,mittel,40-100,288,0.839
BEI.DE,ab2023,weit,10-25,31,1.495
BEI.DE,ab2023,weit,0-10,45,0.377
BEI.DE,ab2023,sehr weit,0-10,42,-0.034
BEI.DE,ab2023,sehr weit,10-25,27,0.993
BEI.DE,ab2023,mittel,unter Einstieg,301,1.652
BEI.DE,ab2023,weit,40-100,237,0.66
BEI.DE,ab2023,weit,25-40,49,0.617
BEI.DE,ab2023,weit,unter Einstieg,68,0.62
BEI.DE,ab2023,mittel,25-40,61,0.285
BEI.DE,ab2023,mittel,0-10,58,0.166
BEI.DE,ab2023,sehr weit,40-100,86,3.036
BEI.DE,ab2023,sehr weit,25-40,29,2.149
BEI.DE,ab2023,sehr weit,unter Einstieg,17,-0.162
BHP,bis2022,mittel,10-25,57,0.029
BHP,bis2022,mittel,40-100,86,0.134
BHP,bis2022,mittel,unter Einstieg,53,0.368
BHP,bis2022,weit,0-10,43,0.851
BHP,bis2022,weit,unter Einstieg,68,4.795
BHP,bis2022,mittel,25-40,37,0.8
BHP,bis2022,mittel,0-10,38,1.117
BHP,bis2022,weit,10-25,64,1.661
BHP,bis2022,weit,40-100,85,3.544
BHP,bis2022,weit,25-40,41,2.13
BHP,bis2022,sehr weit,0-10,34,0.449
BHP,bis2022,sehr weit,10-25,12,1.392
BHP,bis2022,sehr weit,40-100,3,2.925
BHP,bis2022,sehr weit,25-40,3,2.239
BHP,bis2022,frueh,40-100,4,1.634
BHP,bis2022,frueh,unter Einstieg,12,2.998
BHP,ab2023,mittel,10-25,54,0.144
BHP,ab2023,mittel,0-10,47,0.619
BHP,ab2023,mittel,25-40,87,0.043
BHP,ab2023,mittel,40-100,223,-0.101
BHP,ab2023,mittel,unter Einstieg,293,1.041
BHP,ab2023,weit,0-10,34,0.378
BHP,ab2023,weit,10-25,68,-0.872
BHP,ab2023,weit,40-100,200,-0.243
BHP,ab2023,weit,unter Einstieg,163,0.354
BHP,ab2023,weit,25-40,55,0.073
BHP,ab2023,sehr weit,0-10,40,0.138
BHP,ab2023,sehr weit,10-25,36,0.89
BHP,ab2023,sehr weit,25-40,24,1.396
BHP,ab2023,sehr weit,40-100,35,1.807
BHP,ab2023,sehr weit,unter Einstieg,13,3.028
BHP,ab2023,frueh,25-40,2,1.45
BHP,ab2023,frueh,40-100,2,1.441
BIIB,bis2022,mittel,25-40,20,-1.328
BIIB,bis2022,sehr weit,40-100,200,0.445
BIIB,bis2022,mittel,unter Einstieg,145,-0.609
BIIB,bis2022,mittel,40-100,77,-1.328
BIIB,bis2022,weit,0-10,8,-1.117
BIIB,bis2022,mittel,0-10,9,-1.689
BIIB,bis2022,mittel,10-25,24,-2.14
BIIB,bis2022,weit,40-100,57,0.402
BIIB,bis2022,weit,unter Einstieg,41,0.924
BIIB,bis2022,sehr weit,25-40,33,-1.704
BIIB,bis2022,weit,10-25,16,-1.837
BIIB,bis2022,weit,25-40,20,-0.079
BIIB,bis2022,sehr weit,0-10,14,-3.934
BIIB,bis2022,sehr weit,unter Einstieg,71,-1.719
BIIB,bis2022,sehr weit,10-25,10,-4.842
BIIB,ab2023,sehr weit,40-100,99,-1.504
BIIB,ab2023,sehr weit,25-40,28,-1.381
BIIB,ab2023,sehr weit,10-25,31,-0.423
BIIB,ab2023,sehr weit,0-10,30,-1.216
BIIB,ab2023,mittel,10-25,37,-0.358
BIIB,ab2023,mittel,40-100,112,-1.681
BIIB,ab2023,weit,0-10,22,-0.378
BIIB,ab2023,weit,40-100,94,-2.01
BIIB,ab2023,weit,25-40,15,-1.616
BIIB,ab2023,weit,10-25,21,-1.573
BIIB,ab2023,mittel,25-40,36,-1.406
BIIB,ab2023,weit,unter Einstieg,133,-1.823
BIIB,ab2023,mittel,unter Einstieg,341,-1.635
BIIB,ab2023,mittel,0-10,22,-1.65
BIIB,ab2023,sehr weit,unter Einstieg,54,-1.465
BKNG,bis2022,mittel,10-25,101,0.657
BKNG,bis2022,mittel,40-100,187,0.637
BKNG,bis2022,mittel,0-10,64,0.177
BKNG,bis2022,weit,10-25,63,-0.319
BKNG,bis2022,weit,0-10,58,-0.272
BKNG,bis2022,mittel,25-40,76,0.714
BKNG,bis2022,sehr weit,0-10,30,-0.873
BKNG,bis2022,weit,40-100,149,0.281
BKNG,bis2022,sehr weit,10-25,16,-0.635
BKNG,bis2022,sehr weit,25-40,10,-1.861
BKNG,bis2022,sehr weit,40-100,53,0.501
BKNG,bis2022,mittel,unter Einstieg,125,0.964
BKNG,bis2022,weit,25-40,36,0.399
BKNG,bis2022,weit,unter Einstieg,144,1.515
BKNG,bis2022,frueh,40-100,2,2.491
BKNG,bis2022,frueh,unter Einstieg,1,3.361
BKNG,bis2022,frueh,25-40,2,1.748
BKNG,bis2022,frueh,0-10,3,-1.322
BKNG,bis2022,frueh,10-25,1,0.854
BKNG,bis2022,sehr weit,unter Einstieg,30,2.688
BKNG,ab2023,mittel,10-25,24,0.639
BKNG,ab2023,weit,0-10,18,0.386
BKNG,ab2023,weit,25-40,16,1.422
BKNG,ab2023,weit,40-100,72,1.325
BKNG,ab2023,weit,10-25,22,0.738
BKNG,ab2023,sehr weit,0-10,23,0.244
BKNG,ab2023,mittel,0-10,20,-0.03
