datum,vix,vdax,fg,vdax_quelle
2015-06-02,,,43.00,gemessen:^GDAXI
2015-06-03,,,45.00,gemessen:^GDAXI
2015-06-04,,,44.00,gemessen:^GDAXI
2015-06-05,,,40.00,gemessen:^GDAXI
2015-06-08,,,36.00,gemessen:^GDAXI
2015-06-09,,,36.00,gemessen:^GDAXI
2015-06-10,,,37.00,gemessen:^GDAXI
2015-06-11,,,41.00,gemessen:^GDAXI
2015-06-12,,,30.00,gemessen:^GDAXI
2015-06-15,,,26.00,gemessen:^GDAXI
2015-06-16,,,27.00,gemessen:^GDAXI
2015-06-17,,,26.00,gemessen:^GDAXI
2015-06-18,,,34.00,gemessen:^GDAXI
2015-06-19,,,30.00,gemessen:^GDAXI
2015-06-22,,,42.00,gemessen:^GDAXI
2015-06-23,,,49.00,gemessen:^GDAXI
2015-06-24,,,36.00,gemessen:^GDAXI
2015-06-25,,,34.00,gemessen:^GDAXI
2015-06-26,,,33.00,gemessen:^GDAXI
2015-06-29,,,8.00,gemessen:^GDAXI
2015-06-30,,,11.00,gemessen:^GDAXI
2015-07-01,,,18.00,gemessen:^GDAXI
2015-07-02,,,16.00,gemessen:^GDAXI
2015-07-06,,,13.00,gemessen:^GDAXI
2015-07-07,,,13.00,gemessen:^GDAXI
2015-07-08,,,9.00,gemessen:^GDAXI
2015-07-09,,,12.00,gemessen:^GDAXI
2015-07-10,,,14.00,gemessen:^GDAXI
2015-07-13,,,24.00,gemessen:^GDAXI
2015-07-14,,,24.00,gemessen:^GDAXI
2015-07-15,,,30.00,gemessen:^GDAXI
2015-07-16,,,30.00,gemessen:^GDAXI
2015-07-17,,,34.00,gemessen:^GDAXI
2015-07-20,,,34.00,gemessen:^GDAXI
2015-07-21,,,25.00,gemessen:^GDAXI
2015-07-22,,,20.00,gemessen:^GDAXI
2015-07-23,,,15.00,gemessen:^GDAXI
2015-07-24,,,15.00,gemessen:^GDAXI
2015-07-27,,,7.00,gemessen:^GDAXI
2015-07-28,,,17.00,gemessen:^GDAXI
2015-07-29,,,21.00,gemessen:^GDAXI
2015-07-30,,,21.00,gemessen:^GDAXI
2015-07-31,,,20.00,gemessen:^GDAXI
2015-08-03,,,24.00,gemessen:^GDAXI
2015-08-04,,,28.00,gemessen:^GDAXI
2015-08-05,,,21.00,gemessen:^GDAXI
2015-08-06,,,18.00,gemessen:^GDAXI
2015-08-07,,,10.00,gemessen:^GDAXI
2015-08-10,,,9.00,gemessen:^GDAXI
2015-08-11,,,12.00,gemessen:^GDAXI
2015-08-12,,,9.00,gemessen:^GDAXI
2015-08-13,,,11.00,gemessen:^GDAXI
2015-08-14,,,11.00,gemessen:^GDAXI
2015-08-17,,,14.00,gemessen:^GDAXI
2015-08-18,,,13.00,gemessen:^GDAXI
2015-08-19,,,13.00,gemessen:^GDAXI
2015-08-20,,,8.00,gemessen:^GDAXI
2015-08-21,,,8.00,gemessen:^GDAXI
2015-08-24,,,3.00,gemessen:^GDAXI
2015-08-25,,,9.00,gemessen:^GDAXI
2015-08-26,,,12.00,gemessen:^GDAXI
2015-08-27,,,13.00,gemessen:^GDAXI
2015-08-28,,,14.00,gemessen:^GDAXI
2015-08-31,,,14.00,gemessen:^GDAXI
2015-09-01,,,9.00,gemessen:^GDAXI
2015-09-02,,,13.00,gemessen:^GDAXI
2015-09-03,,,11.00,gemessen:^GDAXI
2015-09-04,,,10.00,gemessen:^GDAXI
2015-09-08,,,13.00,gemessen:^GDAXI
2015-09-09,,,13.00,gemessen:^GDAXI
2015-09-10,,,15.00,gemessen:^GDAXI
2015-09-11,,,14.00,gemessen:^GDAXI
2015-09-14,,,13.00,gemessen:^GDAXI
2015-09-15,,,16.00,gemessen:^GDAXI
2015-09-16,,,16.00,gemessen:^GDAXI
2015-09-17,,,16.00,gemessen:^GDAXI
2015-09-18,,,18.00,gemessen:^GDAXI
2015-09-21,,,23.00,gemessen:^GDAXI
2015-09-22,,,31.00,gemessen:^GDAXI
2015-09-23,,,31.00,gemessen:^GDAXI
2015-09-24,,,22.00,gemessen:^GDAXI
2015-09-25,,,18.00,gemessen:^GDAXI
2015-09-28,,,15.00,gemessen:^GDAXI
2015-09-29,,,13.00,gemessen:^GDAXI
2015-09-30,,,21.00,gemessen:^GDAXI
2015-10-01,,,18.00,gemessen:^GDAXI
2015-10-02,,,24.00,gemessen:^GDAXI
2015-10-05,,,31.00,gemessen:^GDAXI
2015-10-06,,,36.00,gemessen:^GDAXI
2015-10-07,,,37.00,gemessen:^GDAXI
2015-10-08,,,42.00,gemessen:^GDAXI
2015-10-09,,,43.00,gemessen:^GDAXI
2015-10-12,,,41.00,gemessen:^GDAXI
2015-10-13,,,35.00,gemessen:^GDAXI
2015-10-14,,,35.00,gemessen:^GDAXI
2015-10-15,,,41.00,gemessen:^GDAXI
2015-10-16,,,45.00,gemessen:^GDAXI
2015-10-19,,,47.00,gemessen:^GDAXI
2015-10-20,,,51.00,gemessen:^GDAXI
2015-10-21,,,50.00,gemessen:^GDAXI
2015-10-22,,,55.00,gemessen:^GDAXI
2015-10-23,,,59.00,gemessen:^GDAXI
2015-10-26,,,61.00,gemessen:^GDAXI
2015-10-27,,,69.00,gemessen:^GDAXI
2015-10-28,,,69.00,gemessen:^GDAXI
2015-10-29,,,71.00,gemessen:^GDAXI
2015-10-30,,,70.00,gemessen:^GDAXI
2015-11-02,,,73.00,gemessen:^GDAXI
2015-11-03,,,73.00,gemessen:^GDAXI
2015-11-04,,,72.00,gemessen:^GDAXI
2015-11-05,,,73.00,gemessen:^GDAXI
2015-11-06,,,71.00,gemessen:^GDAXI
2015-11-09,,,67.00,gemessen:^GDAXI
2015-11-10,,,66.00,gemessen:^GDAXI
2015-11-11,,,63.00,gemessen:^GDAXI
2015-11-12,,,55.00,gemessen:^GDAXI
2015-11-13,,,45.00,gemessen:^GDAXI
2015-11-16,,,50.00,gemessen:^GDAXI
2015-11-17,,,48.00,gemessen:^GDAXI
2015-11-18,,,53.00,gemessen:^GDAXI
2015-11-19,,,52.00,gemessen:^GDAXI
2015-11-20,,,54.00,gemessen:^GDAXI
2015-11-23,,,53.00,gemessen:^GDAXI
2015-11-24,,,58.00,gemessen:^GDAXI
2015-11-25,,,59.00,gemessen:^GDAXI
2015-11-27,,,58.00,gemessen:^GDAXI
2015-11-30,,,58.00,gemessen:^GDAXI
2015-12-01,,,60.00,gemessen:^GDAXI
2015-12-02,,,55.00,gemessen:^GDAXI
2015-12-03,,,49.00,gemessen:^GDAXI
2015-12-04,,,58.00,gemessen:^GDAXI
2015-12-07,,,47.00,gemessen:^GDAXI
2015-12-08,,,38.00,gemessen:^GDAXI
2015-12-09,,,35.00,gemessen:^GDAXI
2015-12-10,,,36.00,gemessen:^GDAXI
2015-12-11,,,24.00,gemessen:^GDAXI
2015-12-14,,,29.00,gemessen:^GDAXI
2015-12-15,,,35.00,gemessen:^GDAXI
2015-12-16,,,44.00,gemessen:^GDAXI
2015-12-17,,,34.00,gemessen:^GDAXI
2015-12-18,,,29.00,gemessen:^GDAXI
2015-12-21,,,32.00,gemessen:^GDAXI
2015-12-22,,,36.00,gemessen:^GDAXI
2015-12-23,,,42.00,gemessen:^GDAXI
2015-12-24,,,42.00,gemessen:^GDAXI
2015-12-28,,,44.00,gemessen:^GDAXI
2015-12-29,,,51.00,gemessen:^GDAXI
2015-12-30,,,47.00,gemessen:^GDAXI
2015-12-31,,,45.00,gemessen:^GDAXI
2016-01-04,,,40.00,gemessen:^GDAXI
2016-01-05,,,41.00,gemessen:^GDAXI
2016-01-06,,,34.00,gemessen:^GDAXI
2016-01-07,,,25.00,gemessen:^GDAXI
2016-01-08,,,17.00,gemessen:^GDAXI
2016-01-11,,,18.00,gemessen:^GDAXI
2016-01-12,,,17.00,gemessen:^GDAXI
2016-01-13,,,14.00,gemessen:^GDAXI
2016-01-14,,,18.00,gemessen:^GDAXI
2016-01-15,,,10.00,gemessen:^GDAXI
2016-01-19,,,11.00,gemessen:^GDAXI
2016-01-20,,,9.00,gemessen:^GDAXI
2016-01-21,,,13.00,gemessen:^GDAXI
2016-01-22,,,14.00,gemessen:^GDAXI
2016-01-25,,,15.00,gemessen:^GDAXI
2016-01-26,,,18.00,gemessen:^GDAXI
2016-01-27,,,19.00,gemessen:^GDAXI
2016-01-28,,,21.00,gemessen:^GDAXI
2016-01-29,,,27.00,gemessen:^GDAXI
2016-02-01,,,27.00,gemessen:^GDAXI
2016-02-02,,,23.00,gemessen:^GDAXI
2016-02-03,,,25.00,gemessen:^GDAXI
2016-02-04,,,25.00,gemessen:^GDAXI
2016-02-05,,,17.00,gemessen:^GDAXI
2016-02-08,,,14.00,gemessen:^GDAXI
2016-02-09,,,20.00,gemessen:^GDAXI
2016-02-10,,,16.00,gemessen:^GDAXI
2016-02-11,,,18.00,gemessen:^GDAXI
2016-02-12,,,24.00,gemessen:^GDAXI
2016-02-16,,,34.00,gemessen:^GDAXI
2016-02-17,,,45.00,gemessen:^GDAXI
2016-02-18,,,47.00,gemessen:^GDAXI
2016-02-19,,,50.00,gemessen:^GDAXI
2016-02-22,,,51.00,gemessen:^GDAXI
2016-02-23,,,51.00,gemessen:^GDAXI
2016-02-24,,,49.00,gemessen:^GDAXI
2016-02-25,,,54.00,gemessen:^GDAXI
2016-02-26,,,57.00,gemessen:^GDAXI
2016-02-29,,,53.00,gemessen:^GDAXI
2016-03-01,,,64.00,gemessen:^GDAXI
2016-03-02,,,66.00,gemessen:^GDAXI
2016-03-03,,,69.00,gemessen:^GDAXI
2016-03-04,,,71.00,gemessen:^GDAXI
2016-03-07,,,73.00,gemessen:^GDAXI
2016-03-08,,,70.00,gemessen:^GDAXI
2016-03-09,,,71.00,gemessen:^GDAXI
2016-03-10,,,71.00,gemessen:^GDAXI
2016-03-11,,,75.00,gemessen:^GDAXI
2016-03-14,,,73.00,gemessen:^GDAXI
2016-03-15,,,73.00,gemessen:^GDAXI
2016-03-16,,,75.00,gemessen:^GDAXI
2016-03-17,,,78.00,gemessen:^GDAXI
2016-03-18,,,79.00,gemessen:^GDAXI
2016-03-21,,,78.00,gemessen:^GDAXI
2016-03-22,,,78.00,gemessen:^GDAXI
2016-03-23,,,70.00,gemessen:^GDAXI
2016-03-24,,,66.00,gemessen:^GDAXI
2016-03-28,,,64.00,gemessen:^GDAXI
2016-03-29,,,68.00,gemessen:^GDAXI
2016-03-30,,,71.00,gemessen:^GDAXI
2016-03-31,,,73.00,gemessen:^GDAXI
2016-04-01,,,78.00,gemessen:^GDAXI
2016-04-04,,,74.00,gemessen:^GDAXI
2016-04-05,,,67.00,gemessen:^GDAXI
2016-04-06,,,77.00,gemessen:^GDAXI
2016-04-07,,,66.00,gemessen:^GDAXI
2016-04-08,,,68.00,gemessen:^GDAXI
2016-04-11,,,64.00,gemessen:^GDAXI
2016-04-12,,,68.00,gemessen:^GDAXI
2016-04-13,,,71.00,gemessen:^GDAXI
2016-04-14,,,72.00,gemessen:^GDAXI
2016-04-15,,,70.00,gemessen:^GDAXI
2016-04-18,,,75.00,gemessen:^GDAXI
2016-04-19,,,75.00,gemessen:^GDAXI
2016-04-20,,,76.00,gemessen:^GDAXI
2016-04-21,,,74.00,gemessen:^GDAXI
2016-04-22,,,74.00,gemessen:^GDAXI
2016-04-25,,,70.00,gemessen:^GDAXI
2016-04-26,,,72.00,gemessen:^GDAXI
2016-04-27,,,72.00,gemessen:^GDAXI
2016-04-28,,,69.00,gemessen:^GDAXI
2016-04-29,,,63.00,gemessen:^GDAXI
2016-05-02,,,71.00,gemessen:^GDAXI
2016-05-03,,,63.00,gemessen:^GDAXI
2016-05-04,,,57.00,gemessen:^GDAXI
2016-05-05,,,58.00,gemessen:^GDAXI
2016-05-06,,,61.00,gemessen:^GDAXI
2016-05-09,,,60.00,gemessen:^GDAXI
2016-05-10,,,67.00,gemessen:^GDAXI
2016-05-11,,,60.00,gemessen:^GDAXI
2016-05-12,,,61.00,gemessen:^GDAXI
2016-05-13,,,54.00,gemessen:^GDAXI
2016-05-16,,,62.00,gemessen:^GDAXI
2016-05-17,,,53.00,gemessen:^GDAXI
2016-05-18,,,55.00,gemessen:^GDAXI
2016-05-19,,,51.00,gemessen:^GDAXI
2016-05-20,,,56.00,gemessen:^GDAXI
2016-05-23,,,54.00,gemessen:^GDAXI
2016-05-24,,,65.00,gemessen:^GDAXI
2016-05-25,,,73.00,gemessen:^GDAXI
2016-05-26,,,74.00,gemessen:^GDAXI
2016-05-27,,,78.00,gemessen:^GDAXI
2016-05-31,,,75.00,gemessen:^GDAXI
2016-06-01,,,78.00,gemessen:^GDAXI
2016-06-02,,,79.00,gemessen:^GDAXI
2016-06-03,,,75.00,gemessen:^GDAXI
2016-06-06,,,80.00,gemessen:^GDAXI
2016-06-07,,,81.00,gemessen:^GDAXI
2016-06-08,,,80.00,gemessen:^GDAXI
2016-06-09,,,79.00,gemessen:^GDAXI
2016-06-10,,,61.00,gemessen:^GDAXI
2016-06-13,,,53.00,gemessen:^GDAXI
2016-06-14,,,50.00,gemessen:^GDAXI
2016-06-15,,,50.00,gemessen:^GDAXI
2016-06-16,,,51.00,gemessen:^GDAXI
2016-06-17,,,53.00,gemessen:^GDAXI
2016-06-20,,,62.00,gemessen:^GDAXI
2016-06-21,,,67.00,gemessen:^GDAXI
2016-06-22,,,57.00,gemessen:^GDAXI
2016-06-23,,,77.00,gemessen:^GDAXI
2016-06-24,,,42.00,gemessen:^GDAXI
2016-06-27,,,37.00,gemessen:^GDAXI
2016-06-28,,,47.00,gemessen:^GDAXI
2016-06-29,,,60.00,gemessen:^GDAXI
2016-06-30,,,64.00,gemessen:^GDAXI
2016-07-01,,,71.00,gemessen:^GDAXI
2016-07-05,,,67.00,gemessen:^GDAXI
2016-07-06,,,70.00,gemessen:^GDAXI
2016-07-07,,,69.00,gemessen:^GDAXI
2016-07-08,,,78.00,gemessen:^GDAXI
2016-07-11,,,83.00,gemessen:^GDAXI
2016-07-12,,,88.00,gemessen:^GDAXI
2016-07-13,,,86.00,gemessen:^GDAXI
2016-07-14,,,90.00,gemessen:^GDAXI
2016-07-15,,,89.00,gemessen:^GDAXI
2016-07-18,,,91.00,gemessen:^GDAXI
2016-07-19,,,87.00,gemessen:^GDAXI
2016-07-20,,,90.00,gemessen:^GDAXI
2016-07-21,,,85.00,gemessen:^GDAXI
2016-07-22,,,86.00,gemessen:^GDAXI
2016-07-25,,,85.00,gemessen:^GDAXI
2016-07-26,,,85.00,gemessen:^GDAXI
2016-07-27,,,82.00,gemessen:^GDAXI
2016-07-28,,,82.00,gemessen:^GDAXI
2016-07-29,,,79.00,gemessen:^GDAXI
2016-08-01,,,77.00,gemessen:^GDAXI
2016-08-02,,,77.00,gemessen:^GDAXI
2016-08-03,,,81.00,gemessen:^GDAXI
2016-08-04,,,80.00,gemessen:^GDAXI
2016-08-05,,,86.00,gemessen:^GDAXI
2016-08-08,,,84.00,gemessen:^GDAXI
2016-08-09,,,80.00,gemessen:^GDAXI
2016-08-10,,,74.00,gemessen:^GDAXI
2016-08-11,,,80.00,gemessen:^GDAXI
2016-08-12,,,75.00,gemessen:^GDAXI
2016-08-15,,,81.00,gemessen:^GDAXI
2016-08-16,,,77.00,gemessen:^GDAXI
2016-08-17,,,76.00,gemessen:^GDAXI
2016-08-18,,,78.00,gemessen:^GDAXI
2016-08-19,,,77.00,gemessen:^GDAXI
2016-08-22,,,72.00,gemessen:^GDAXI
2016-08-23,,,76.00,gemessen:^GDAXI
2016-08-24,,,69.00,gemessen:^GDAXI
2016-08-25,,,66.00,gemessen:^GDAXI
2016-08-26,,,63.00,gemessen:^GDAXI
2016-08-29,,,64.00,gemessen:^GDAXI
2016-08-30,,,64.00,gemessen:^GDAXI
2016-08-31,,,61.00,gemessen:^GDAXI
2016-09-01,,,62.00,gemessen:^GDAXI
2016-09-02,,,65.00,gemessen:^GDAXI
2016-09-06,,,65.00,gemessen:^GDAXI
2016-09-07,,,65.00,gemessen:^GDAXI
2016-09-08,,,70.00,gemessen:^GDAXI
2016-09-09,,,43.00,gemessen:^GDAXI
2016-09-12,,,58.00,gemessen:^GDAXI
2016-09-13,,,35.00,gemessen:^GDAXI
2016-09-14,,,33.00,gemessen:^GDAXI
2016-09-15,,,43.00,gemessen:^GDAXI
2016-09-16,,,43.00,gemessen:^GDAXI
2016-09-19,,,44.00,gemessen:^GDAXI
2016-09-20,,,45.00,gemessen:^GDAXI
2016-09-21,,,56.00,gemessen:^GDAXI
2016-09-22,,,60.00,gemessen:^GDAXI
2016-09-23,,,54.00,gemessen:^GDAXI
2016-09-26,,,41.00,gemessen:^GDAXI
2016-09-27,,,45.00,gemessen:^GDAXI
2016-09-28,,,51.00,gemessen:^GDAXI
2016-09-29,,,37.00,gemessen:^GDAXI
2016-09-30,,,49.00,gemessen:^GDAXI
2016-10-03,,,45.00,gemessen:^GDAXI
2016-10-04,,,43.00,gemessen:^GDAXI
2016-10-05,,,51.00,gemessen:^GDAXI
2016-10-06,,,53.00,gemessen:^GDAXI
2016-10-07,,,51.00,gemessen:^GDAXI
2016-10-10,,,57.00,gemessen:^GDAXI
2016-10-11,,,43.00,gemessen:^GDAXI
2016-10-12,,,45.00,gemessen:^GDAXI
2016-10-13,,,34.00,gemessen:^GDAXI
2016-10-14,,,41.00,gemessen:^GDAXI
2016-10-17,,,33.00,gemessen:^GDAXI
2016-10-18,,,40.00,gemessen:^GDAXI
2016-10-19,,,39.00,gemessen:^GDAXI
2016-10-20,,,38.00,gemessen:^GDAXI
2016-10-21,,,43.00,gemessen:^GDAXI
2016-10-24,,,53.00,gemessen:^GDAXI
2016-10-25,,,48.00,gemessen:^GDAXI
2016-10-26,,,43.00,gemessen:^GDAXI
2016-10-27,,,46.00,gemessen:^GDAXI
2016-10-28,,,32.00,gemessen:^GDAXI
2016-10-31,,,30.00,gemessen:^GDAXI
2016-11-01,,,21.00,gemessen:^GDAXI
2016-11-02,,,17.00,gemessen:^GDAXI
2016-11-03,,,14.00,gemessen:^GDAXI
2016-11-04,,,14.00,gemessen:^GDAXI
2016-11-07,,,33.00,gemessen:^GDAXI
2016-11-08,,,33.00,gemessen:^GDAXI
2016-11-09,,,43.00,gemessen:^GDAXI
2016-11-10,,,45.00,gemessen:^GDAXI
2016-11-11,,,48.00,gemessen:^GDAXI
2016-11-14,,,53.00,gemessen:^GDAXI
2016-11-15,,,63.00,gemessen:^GDAXI
2016-11-16,,,60.00,gemessen:^GDAXI
2016-11-17,,,63.00,gemessen:^GDAXI
2016-11-18,,,61.00,gemessen:^GDAXI
2016-11-21,,,67.00,gemessen:^GDAXI
2016-11-22,,,67.00,gemessen:^GDAXI
2016-11-23,,,70.00,gemessen:^GDAXI
2016-11-25,,,72.00,gemessen:^GDAXI
2016-11-28,,,70.00,gemessen:^GDAXI
2016-11-29,,,71.00,gemessen:^GDAXI
2016-11-30,,,73.00,gemessen:^GDAXI
2016-12-01,,,71.00,gemessen:^GDAXI
2016-12-02,,,71.00,gemessen:^GDAXI
2016-12-05,,,75.00,gemessen:^GDAXI
2016-12-06,,,77.00,gemessen:^GDAXI
2016-12-07,,,83.00,gemessen:^GDAXI
2016-12-08,,,85.00,gemessen:^GDAXI
2016-12-09,,,87.00,gemessen:^GDAXI
2016-12-12,,,87.00,gemessen:^GDAXI
2016-12-13,,,88.00,gemessen:^GDAXI
2016-12-14,,,86.00,gemessen:^GDAXI
2016-12-15,,,86.00,gemessen:^GDAXI
2016-12-16,,,84.00,gemessen:^GDAXI
2016-12-19,,,82.00,gemessen:^GDAXI
2016-12-20,,,79.00,gemessen:^GDAXI
2016-12-21,,,74.00,gemessen:^GDAXI
2016-12-22,,,71.00,gemessen:^GDAXI
2016-12-23,,,66.00,gemessen:^GDAXI
2016-12-27,,,70.00,gemessen:^GDAXI
2016-12-28,,,64.00,gemessen:^GDAXI
2016-12-29,,,64.00,gemessen:^GDAXI
2016-12-30,,,58.00,gemessen:^GDAXI
2017-01-03,,,71.00,gemessen:^GDAXI
2017-01-04,,,71.00,gemessen:^GDAXI
2017-01-05,,,68.00,gemessen:^GDAXI
2017-01-06,,,70.00,gemessen:^GDAXI
2017-01-09,,,66.00,gemessen:^GDAXI
2017-01-10,,,62.00,gemessen:^GDAXI
2017-01-11,,,61.00,gemessen:^GDAXI
2017-01-12,,,55.00,gemessen:^GDAXI
2017-01-13,,,57.00,gemessen:^GDAXI
2017-01-17,,,57.00,gemessen:^GDAXI
2017-01-18,,,56.00,gemessen:^GDAXI
2017-01-19,,,53.00,gemessen:^GDAXI
2017-01-20,,,54.00,gemessen:^GDAXI
2017-01-23,,,49.00,gemessen:^GDAXI
2017-01-24,,,54.00,gemessen:^GDAXI
2017-01-25,,,62.00,gemessen:^GDAXI
2017-01-26,,,57.00,gemessen:^GDAXI
2017-01-27,,,59.00,gemessen:^GDAXI
2017-01-30,,,53.00,gemessen:^GDAXI
2017-01-31,,,54.00,gemessen:^GDAXI
2017-02-01,,,53.00,gemessen:^GDAXI
2017-02-02,,,51.00,gemessen:^GDAXI
2017-02-03,,,60.00,gemessen:^GDAXI
2017-02-06,,,56.00,gemessen:^GDAXI
2017-02-07,,,56.00,gemessen:^GDAXI
2017-02-08,,,61.00,gemessen:^GDAXI
2017-02-09,,,69.00,gemessen:^GDAXI
2017-02-10,,,69.00,gemessen:^GDAXI
2017-02-13,,,74.00,gemessen:^GDAXI
2017-02-14,,,79.00,gemessen:^GDAXI
2017-02-15,,,80.00,gemessen:^GDAXI
2017-02-16,,,78.00,gemessen:^GDAXI
2017-02-17,,,77.00,gemessen:^GDAXI
2017-02-21,,,83.00,gemessen:^GDAXI
2017-02-22,,,80.00,gemessen:^GDAXI
2017-02-23,,,75.00,gemessen:^GDAXI
2017-02-24,,,68.00,gemessen:^GDAXI
2017-02-27,,,71.00,gemessen:^GDAXI
2017-02-28,,,64.00,gemessen:^GDAXI
2017-03-01,,,81.00,gemessen:^GDAXI
2017-03-02,,,75.00,gemessen:^GDAXI
2017-03-03,,,74.00,gemessen:^GDAXI
2017-03-06,,,69.00,gemessen:^GDAXI
2017-03-07,,,70.00,gemessen:^GDAXI
2017-03-08,,,62.00,gemessen:^GDAXI
2017-03-09,,,62.00,gemessen:^GDAXI
2017-03-10,,,66.00,gemessen:^GDAXI
2017-03-13,,,64.00,gemessen:^GDAXI
2017-03-14,,,51.00,gemessen:^GDAXI
2017-03-15,,,53.00,gemessen:^GDAXI
2017-03-16,,,51.00,gemessen:^GDAXI
2017-03-17,,,45.00,gemessen:^GDAXI
2017-03-20,,,42.00,gemessen:^GDAXI
2017-03-21,,,36.00,gemessen:^GDAXI
2017-03-22,,,32.00,gemessen:^GDAXI
2017-03-23,,,30.00,gemessen:^GDAXI
2017-03-24,,,30.00,gemessen:^GDAXI
2017-03-27,,,29.00,gemessen:^GDAXI
2017-03-28,,,34.00,gemessen:^GDAXI
2017-03-29,,,34.00,gemessen:^GDAXI
2017-03-30,,,43.00,gemessen:^GDAXI
2017-03-31,,,47.00,gemessen:^GDAXI
2017-04-03,,,46.00,gemessen:^GDAXI
2017-04-04,,,46.00,gemessen:^GDAXI
2017-04-05,,,43.00,gemessen:^GDAXI
2017-04-06,,,43.00,gemessen:^GDAXI
2017-04-07,,,40.00,gemessen:^GDAXI
2017-04-10,,,37.00,gemessen:^GDAXI
2017-04-11,,,31.00,gemessen:^GDAXI
2017-04-12,,,28.00,gemessen:^GDAXI
2017-04-13,,,25.00,gemessen:^GDAXI
2017-04-17,,,30.00,gemessen:^GDAXI
2017-04-18,,,30.00,gemessen:^GDAXI
2017-04-19,,,30.00,gemessen:^GDAXI
2017-04-20,,,34.00,gemessen:^GDAXI
2017-04-21,,,35.00,gemessen:^GDAXI
2017-04-24,,,39.00,gemessen:^GDAXI
2017-04-25,,,46.00,gemessen:^GDAXI
2017-04-26,,,48.00,gemessen:^GDAXI
2017-04-27,,,50.00,gemessen:^GDAXI
2017-04-28,,,50.00,gemessen:^GDAXI
2017-05-01,,,49.00,gemessen:^GDAXI
2017-05-02,,,51.00,gemessen:^GDAXI
2017-05-03,,,47.00,gemessen:^GDAXI
2017-05-04,,,45.00,gemessen:^GDAXI
2017-05-05,,,47.00,gemessen:^GDAXI
2017-05-08,,,49.00,gemessen:^GDAXI
2017-05-09,,,50.00,gemessen:^GDAXI
2017-05-10,,,61.00,gemessen:^GDAXI
2017-05-11,,,63.00,gemessen:^GDAXI
2017-05-12,,,62.00,gemessen:^GDAXI
2017-05-15,,,64.00,gemessen:^GDAXI
2017-05-16,,,66.00,gemessen:^GDAXI
2017-05-17,,,45.00,gemessen:^GDAXI
2017-05-18,,,43.00,gemessen:^GDAXI
2017-05-19,,,49.00,gemessen:^GDAXI
2017-05-22,,,50.00,gemessen:^GDAXI
2017-05-23,,,45.00,gemessen:^GDAXI
2017-05-24,,,54.00,gemessen:^GDAXI
2017-05-25,,,57.00,gemessen:^GDAXI
2017-05-26,,,58.00,gemessen:^GDAXI
2017-05-30,,,53.00,gemessen:^GDAXI
2017-05-31,,,50.00,gemessen:^GDAXI
2017-06-01,,,58.00,gemessen:^GDAXI
2017-06-02,,,57.00,gemessen:^GDAXI
2017-06-05,,,58.00,gemessen:^GDAXI
2017-06-06,,,55.00,gemessen:^GDAXI
2017-06-07,,,55.00,gemessen:^GDAXI
2017-06-08,,,55.00,gemessen:^GDAXI
2017-06-09,,,54.00,gemessen:^GDAXI
2017-06-12,,,55.00,gemessen:^GDAXI
2017-06-13,,,55.00,gemessen:^GDAXI
2017-06-14,,,52.00,gemessen:^GDAXI
2017-06-15,,,52.00,gemessen:^GDAXI
2017-06-16,,,50.00,gemessen:^GDAXI
2017-06-19,,,57.00,gemessen:^GDAXI
2017-06-20,,,48.00,gemessen:^GDAXI
2017-06-21,,,42.00,gemessen:^GDAXI
2017-06-22,,,50.00,gemessen:^GDAXI
2017-06-23,,,52.00,gemessen:^GDAXI
2017-06-26,,,53.00,gemessen:^GDAXI
2017-06-27,,,48.00,gemessen:^GDAXI
2017-06-28,,,60.00,gemessen:^GDAXI
2017-06-29,,,47.00,gemessen:^GDAXI
2017-06-30,,,49.00,gemessen:^GDAXI
2017-07-03,,,54.00,gemessen:^GDAXI
2017-07-05,,,57.00,gemessen:^GDAXI
2017-07-06,,,44.00,gemessen:^GDAXI
2017-07-07,,,49.00,gemessen:^GDAXI
2017-07-10,,,46.00,gemessen:^GDAXI
2017-07-11,,,41.00,gemessen:^GDAXI
2017-07-12,,,47.00,gemessen:^GDAXI
2017-07-13,,,54.00,gemessen:^GDAXI
2017-07-14,,,64.00,gemessen:^GDAXI
2017-07-17,,,67.00,gemessen:^GDAXI
2017-07-18,,,62.00,gemessen:^GDAXI
2017-07-19,,,74.00,gemessen:^GDAXI
2017-07-20,,,76.00,gemessen:^GDAXI
2017-07-21,,,73.00,gemessen:^GDAXI
2017-07-24,,,72.00,gemessen:^GDAXI
2017-07-25,,,81.00,gemessen:^GDAXI
2017-07-26,,,78.00,gemessen:^GDAXI
2017-07-27,,,73.00,gemessen:^GDAXI
2017-07-28,,,70.00,gemessen:^GDAXI
2017-07-31,,,70.00,gemessen:^GDAXI
2017-08-01,,,65.00,gemessen:^GDAXI
2017-08-02,,,67.00,gemessen:^GDAXI
2017-08-03,,,59.00,gemessen:^GDAXI
2017-08-04,,,64.00,gemessen:^GDAXI
2017-08-07,,,63.00,gemessen:^GDAXI
2017-08-08,,,61.00,gemessen:^GDAXI
2017-08-09,,,54.00,gemessen:^GDAXI
2017-08-10,,,31.00,gemessen:^GDAXI
2017-08-11,,,28.00,gemessen:^GDAXI
2017-08-14,,,39.00,gemessen:^GDAXI
2017-08-15,,,36.00,gemessen:^GDAXI
2017-08-16,,,34.00,gemessen:^GDAXI
2017-08-17,,,19.00,gemessen:^GDAXI
