datum,vix,vdax,fg,vdax_quelle
2013-03-13,,,77.00,gemessen:^GDAXI
2013-03-14,,,79.00,gemessen:^GDAXI
2013-03-15,,,77.00,gemessen:^GDAXI
2013-03-18,,,70.00,gemessen:^GDAXI
2013-03-19,,,73.00,gemessen:^GDAXI
2013-03-20,,,69.00,gemessen:^GDAXI
2013-03-21,,,69.00,gemessen:^GDAXI
2013-03-22,,,69.00,gemessen:^GDAXI
2013-03-25,,,70.00,gemessen:^GDAXI
2013-03-26,,,68.00,gemessen:^GDAXI
2013-03-27,,,70.00,gemessen:^GDAXI
2013-03-28,,,72.00,gemessen:^GDAXI
2013-04-01,,,63.00,gemessen:^GDAXI
2013-04-02,,,63.00,gemessen:^GDAXI
2013-04-03,,,59.00,gemessen:^GDAXI
2013-04-04,,,55.00,gemessen:^GDAXI
2013-04-05,,,52.00,gemessen:^GDAXI
2013-04-08,,,53.00,gemessen:^GDAXI
2013-04-09,,,56.00,gemessen:^GDAXI
2013-04-10,,,56.00,gemessen:^GDAXI
2013-04-11,,,57.00,gemessen:^GDAXI
2013-04-12,,,57.00,gemessen:^GDAXI
2013-04-15,,,41.00,gemessen:^GDAXI
2013-04-16,,,52.00,gemessen:^GDAXI
2013-04-17,,,47.00,gemessen:^GDAXI
2013-04-18,,,35.00,gemessen:^GDAXI
2013-04-19,,,41.00,gemessen:^GDAXI
2013-04-22,,,42.00,gemessen:^GDAXI
2013-04-23,,,46.00,gemessen:^GDAXI
2013-04-24,,,48.00,gemessen:^GDAXI
2013-04-25,,,53.00,gemessen:^GDAXI
2013-04-26,,,53.00,gemessen:^GDAXI
2013-04-29,,,60.00,gemessen:^GDAXI
2013-04-30,,,61.00,gemessen:^GDAXI
2013-05-01,,,62.00,gemessen:^GDAXI
2013-05-02,,,63.00,gemessen:^GDAXI
2013-05-03,,,64.00,gemessen:^GDAXI
2013-05-06,,,73.00,gemessen:^GDAXI
2013-05-07,,,78.00,gemessen:^GDAXI
2013-05-08,,,77.00,gemessen:^GDAXI
2013-05-09,,,76.00,gemessen:^GDAXI
2013-05-10,,,77.00,gemessen:^GDAXI
2013-05-13,,,80.00,gemessen:^GDAXI
2013-05-14,,,86.00,gemessen:^GDAXI
2013-05-15,,,87.00,gemessen:^GDAXI
2013-05-16,,,85.00,gemessen:^GDAXI
2013-05-17,,,91.00,gemessen:^GDAXI
2013-05-20,,,83.00,gemessen:^GDAXI
2013-05-21,,,83.00,gemessen:^GDAXI
2013-05-22,,,83.00,gemessen:^GDAXI
2013-05-23,,,80.00,gemessen:^GDAXI
2013-05-24,,,75.00,gemessen:^GDAXI
2013-05-28,,,67.00,gemessen:^GDAXI
2013-05-29,,,66.00,gemessen:^GDAXI
2013-05-30,,,72.00,gemessen:^GDAXI
2013-05-31,,,60.00,gemessen:^GDAXI
2013-06-03,,,55.00,gemessen:^GDAXI
2013-06-04,,,48.00,gemessen:^GDAXI
2013-06-05,,,32.00,gemessen:^GDAXI
2013-06-06,,,34.00,gemessen:^GDAXI
2013-06-07,,,40.00,gemessen:^GDAXI
2013-06-10,,,34.00,gemessen:^GDAXI
2013-06-11,,,31.00,gemessen:^GDAXI
2013-06-12,,,30.00,gemessen:^GDAXI
2013-06-13,,,30.00,gemessen:^GDAXI
2013-06-14,,,29.00,gemessen:^GDAXI
2013-06-17,,,24.00,gemessen:^GDAXI
2013-06-18,,,24.00,gemessen:^GDAXI
2013-06-19,,,21.00,gemessen:^GDAXI
2013-06-20,,,19.00,gemessen:^GDAXI
2013-06-21,,,19.00,gemessen:^GDAXI
2013-06-24,,,18.00,gemessen:^GDAXI
2013-06-25,,,19.00,gemessen:^GDAXI
2013-06-26,,,20.00,gemessen:^GDAXI
2013-06-27,,,21.00,gemessen:^GDAXI
2013-06-28,,,22.00,gemessen:^GDAXI
2013-07-01,,,25.00,gemessen:^GDAXI
2013-07-02,,,29.00,gemessen:^GDAXI
2013-07-03,,,30.00,gemessen:^GDAXI
2013-07-05,,,38.00,gemessen:^GDAXI
2013-07-08,,,40.00,gemessen:^GDAXI
2013-07-09,,,48.00,gemessen:^GDAXI
2013-07-10,,,49.00,gemessen:^GDAXI
2013-07-11,,,51.00,gemessen:^GDAXI
2013-07-12,,,61.00,gemessen:^GDAXI
2013-07-15,,,60.00,gemessen:^GDAXI
2013-07-16,,,62.00,gemessen:^GDAXI
2013-07-17,,,57.00,gemessen:^GDAXI
2013-07-18,,,62.00,gemessen:^GDAXI
2013-07-19,,,68.00,gemessen:^GDAXI
2013-07-22,,,63.00,gemessen:^GDAXI
2013-07-23,,,65.00,gemessen:^GDAXI
2013-07-24,,,64.00,gemessen:^GDAXI
2013-07-25,,,62.00,gemessen:^GDAXI
2013-07-26,,,64.00,gemessen:^GDAXI
2013-07-29,,,59.00,gemessen:^GDAXI
2013-07-30,,,62.00,gemessen:^GDAXI
2013-07-31,,,61.00,gemessen:^GDAXI
2013-08-01,,,68.00,gemessen:^GDAXI
2013-08-02,,,62.00,gemessen:^GDAXI
2013-08-05,,,61.00,gemessen:^GDAXI
2013-08-06,,,54.00,gemessen:^GDAXI
2013-08-07,,,47.00,gemessen:^GDAXI
2013-08-08,,,52.00,gemessen:^GDAXI
2013-08-09,,,44.00,gemessen:^GDAXI
2013-08-12,,,50.00,gemessen:^GDAXI
2013-08-13,,,50.00,gemessen:^GDAXI
2013-08-14,,,46.00,gemessen:^GDAXI
2013-08-15,,,43.00,gemessen:^GDAXI
2013-08-16,,,39.00,gemessen:^GDAXI
2013-08-19,,,32.00,gemessen:^GDAXI
2013-08-20,,,26.00,gemessen:^GDAXI
2013-08-21,,,26.00,gemessen:^GDAXI
2013-08-22,,,32.00,gemessen:^GDAXI
2013-08-23,,,27.00,gemessen:^GDAXI
2013-08-26,,,25.00,gemessen:^GDAXI
2013-08-27,,,18.00,gemessen:^GDAXI
2013-08-28,,,24.00,gemessen:^GDAXI
2013-08-29,,,23.00,gemessen:^GDAXI
2013-08-30,,,20.00,gemessen:^GDAXI
2013-09-03,,,17.00,gemessen:^GDAXI
2013-09-04,,,28.00,gemessen:^GDAXI
2013-09-05,,,33.00,gemessen:^GDAXI
2013-09-06,,,36.00,gemessen:^GDAXI
2013-09-09,,,43.00,gemessen:^GDAXI
2013-09-10,,,52.00,gemessen:^GDAXI
2013-09-11,,,47.00,gemessen:^GDAXI
2013-09-12,,,46.00,gemessen:^GDAXI
2013-09-13,,,48.00,gemessen:^GDAXI
2013-09-16,,,50.00,gemessen:^GDAXI
2013-09-17,,,54.00,gemessen:^GDAXI
2013-09-18,,,56.00,gemessen:^GDAXI
2013-09-19,,,62.00,gemessen:^GDAXI
2013-09-20,,,57.00,gemessen:^GDAXI
2013-09-23,,,49.00,gemessen:^GDAXI
2013-09-24,,,48.00,gemessen:^GDAXI
2013-09-25,,,47.00,gemessen:^GDAXI
2013-09-26,,,39.00,gemessen:^GDAXI
2013-09-27,,,41.00,gemessen:^GDAXI
2013-09-30,,,35.00,gemessen:^GDAXI
2013-10-01,,,40.00,gemessen:^GDAXI
2013-10-02,,,35.00,gemessen:^GDAXI
2013-10-03,,,29.00,gemessen:^GDAXI
2013-10-04,,,34.00,gemessen:^GDAXI
2013-10-07,,,27.00,gemessen:^GDAXI
2013-10-08,,,20.00,gemessen:^GDAXI
2013-10-09,,,29.00,gemessen:^GDAXI
2013-10-10,,,35.00,gemessen:^GDAXI
2013-10-11,,,31.00,gemessen:^GDAXI
2013-10-14,,,39.00,gemessen:^GDAXI
2013-10-15,,,39.00,gemessen:^GDAXI
2013-10-16,,,46.00,gemessen:^GDAXI
2013-10-17,,,48.00,gemessen:^GDAXI
2013-10-18,,,56.00,gemessen:^GDAXI
2013-10-21,,,53.00,gemessen:^GDAXI
2013-10-22,,,55.00,gemessen:^GDAXI
2013-10-23,,,61.00,gemessen:^GDAXI
2013-10-24,,,62.00,gemessen:^GDAXI
2013-10-25,,,62.00,gemessen:^GDAXI
2013-10-28,,,64.00,gemessen:^GDAXI
2013-10-29,,,64.00,gemessen:^GDAXI
2013-10-30,,,64.00,gemessen:^GDAXI
2013-10-31,,,66.00,gemessen:^GDAXI
2013-11-01,,,67.00,gemessen:^GDAXI
2013-11-04,,,68.00,gemessen:^GDAXI
2013-11-05,,,68.00,gemessen:^GDAXI
2013-11-06,,,68.00,gemessen:^GDAXI
2013-11-07,,,68.00,gemessen:^GDAXI
2013-11-08,,,68.00,gemessen:^GDAXI
2013-11-11,,,67.00,gemessen:^GDAXI
2013-11-12,,,69.00,gemessen:^GDAXI
2013-11-13,,,70.00,gemessen:^GDAXI
2013-11-14,,,70.00,gemessen:^GDAXI
2013-11-15,,,71.00,gemessen:^GDAXI
2013-11-18,,,71.00,gemessen:^GDAXI
2013-11-19,,,67.00,gemessen:^GDAXI
2013-11-20,,,68.00,gemessen:^GDAXI
2013-11-21,,,68.00,gemessen:^GDAXI
2013-11-22,,,68.00,gemessen:^GDAXI
2013-11-25,,,66.00,gemessen:^GDAXI
2013-11-26,,,64.00,gemessen:^GDAXI
2013-11-27,,,67.00,gemessen:^GDAXI
2013-11-29,,,70.00,gemessen:^GDAXI
2013-12-02,,,66.00,gemessen:^GDAXI
2013-12-03,,,65.00,gemessen:^GDAXI
2013-12-04,,,65.00,gemessen:^GDAXI
2013-12-05,,,57.00,gemessen:^GDAXI
2013-12-06,,,63.00,gemessen:^GDAXI
2013-12-09,,,53.00,gemessen:^GDAXI
2013-12-10,,,52.00,gemessen:^GDAXI
2013-12-11,,,51.00,gemessen:^GDAXI
2013-12-12,,,43.00,gemessen:^GDAXI
2013-12-13,,,38.00,gemessen:^GDAXI
2013-12-16,,,45.00,gemessen:^GDAXI
2013-12-17,,,38.00,gemessen:^GDAXI
2013-12-18,,,49.00,gemessen:^GDAXI
2013-12-19,,,50.00,gemessen:^GDAXI
2013-12-20,,,52.00,gemessen:^GDAXI
2013-12-23,,,61.00,gemessen:^GDAXI
2013-12-24,,,66.00,gemessen:^GDAXI
2013-12-26,,,63.00,gemessen:^GDAXI
2013-12-27,,,72.00,gemessen:^GDAXI
2013-12-30,,,70.00,gemessen:^GDAXI
2013-12-31,,,77.00,gemessen:^GDAXI
2014-01-02,,,71.00,gemessen:^GDAXI
2014-01-03,,,66.00,gemessen:^GDAXI
2014-01-06,,,64.00,gemessen:^GDAXI
2014-01-07,,,67.00,gemessen:^GDAXI
2014-01-08,,,64.00,gemessen:^GDAXI
2014-01-09,,,68.00,gemessen:^GDAXI
2014-01-10,,,66.00,gemessen:^GDAXI
2014-01-13,,,61.00,gemessen:^GDAXI
2014-01-14,,,68.00,gemessen:^GDAXI
2014-01-15,,,65.00,gemessen:^GDAXI
2014-01-16,,,63.00,gemessen:^GDAXI
2014-01-17,,,59.00,gemessen:^GDAXI
2014-01-21,,,62.00,gemessen:^GDAXI
2014-01-22,,,45.00,gemessen:^GDAXI
2014-01-23,,,46.00,gemessen:^GDAXI
2014-01-24,,,27.00,gemessen:^GDAXI
2014-01-27,,,25.00,gemessen:^GDAXI
2014-01-28,,,29.00,gemessen:^GDAXI
2014-01-29,,,20.00,gemessen:^GDAXI
2014-01-30,,,18.00,gemessen:^GDAXI
2014-01-31,,,20.00,gemessen:^GDAXI
2014-02-03,,,13.00,gemessen:^GDAXI
2014-02-04,,,15.00,gemessen:^GDAXI
2014-02-05,,,20.00,gemessen:^GDAXI
2014-02-06,,,17.00,gemessen:^GDAXI
2014-02-07,,,22.00,gemessen:^GDAXI
2014-02-10,,,28.00,gemessen:^GDAXI
2014-02-11,,,29.00,gemessen:^GDAXI
2014-02-12,,,32.00,gemessen:^GDAXI
2014-02-13,,,32.00,gemessen:^GDAXI
2014-02-14,,,30.00,gemessen:^GDAXI
2014-02-18,,,42.00,gemessen:^GDAXI
2014-02-19,,,39.00,gemessen:^GDAXI
2014-02-20,,,45.00,gemessen:^GDAXI
2014-02-21,,,48.00,gemessen:^GDAXI
2014-02-24,,,55.00,gemessen:^GDAXI
2014-02-25,,,57.00,gemessen:^GDAXI
2014-02-26,,,58.00,gemessen:^GDAXI
2014-02-27,,,62.00,gemessen:^GDAXI
2014-02-28,,,56.00,gemessen:^GDAXI
2014-03-03,,,63.00,gemessen:^GDAXI
2014-03-04,,,66.00,gemessen:^GDAXI
2014-03-05,,,78.00,gemessen:^GDAXI
2014-03-06,,,80.00,gemessen:^GDAXI
2014-03-07,,,81.00,gemessen:^GDAXI
2014-03-10,,,81.00,gemessen:^GDAXI
2014-03-11,,,76.00,gemessen:^GDAXI
2014-03-12,,,57.00,gemessen:^GDAXI
2014-03-13,,,49.00,gemessen:^GDAXI
2014-03-14,,,44.00,gemessen:^GDAXI
2014-03-17,,,49.00,gemessen:^GDAXI
2014-03-18,,,51.00,gemessen:^GDAXI
2014-03-19,,,53.00,gemessen:^GDAXI
2014-03-20,,,54.00,gemessen:^GDAXI
2014-03-21,,,56.00,gemessen:^GDAXI
2014-03-24,,,49.00,gemessen:^GDAXI
2014-03-25,,,43.00,gemessen:^GDAXI
2014-03-26,,,43.00,gemessen:^GDAXI
2014-03-27,,,34.00,gemessen:^GDAXI
2014-03-28,,,36.00,gemessen:^GDAXI
2014-03-31,,,50.00,gemessen:^GDAXI
2014-04-01,,,51.00,gemessen:^GDAXI
2014-04-02,,,53.00,gemessen:^GDAXI
2014-04-03,,,51.00,gemessen:^GDAXI
2014-04-04,,,49.00,gemessen:^GDAXI
2014-04-07,,,35.00,gemessen:^GDAXI
2014-04-08,,,34.00,gemessen:^GDAXI
2014-04-09,,,31.00,gemessen:^GDAXI
2014-04-10,,,31.00,gemessen:^GDAXI
2014-04-11,,,21.00,gemessen:^GDAXI
2014-04-14,,,23.00,gemessen:^GDAXI
2014-04-15,,,23.00,gemessen:^GDAXI
2014-04-16,,,28.00,gemessen:^GDAXI
2014-04-17,,,28.00,gemessen:^GDAXI
2014-04-21,,,38.00,gemessen:^GDAXI
2014-04-22,,,40.00,gemessen:^GDAXI
2014-04-23,,,40.00,gemessen:^GDAXI
2014-04-24,,,39.00,gemessen:^GDAXI
2014-04-25,,,35.00,gemessen:^GDAXI
2014-04-28,,,34.00,gemessen:^GDAXI
2014-04-29,,,34.00,gemessen:^GDAXI
2014-04-30,,,33.00,gemessen:^GDAXI
2014-05-01,,,30.00,gemessen:^GDAXI
2014-05-02,,,32.00,gemessen:^GDAXI
2014-05-05,,,34.00,gemessen:^GDAXI
2014-05-06,,,34.00,gemessen:^GDAXI
2014-05-07,,,33.00,gemessen:^GDAXI
2014-05-08,,,33.00,gemessen:^GDAXI
2014-05-09,,,42.00,gemessen:^GDAXI
2014-05-12,,,45.00,gemessen:^GDAXI
2014-05-13,,,39.00,gemessen:^GDAXI
2014-05-14,,,38.00,gemessen:^GDAXI
2014-05-15,,,28.00,gemessen:^GDAXI
2014-05-16,,,28.00,gemessen:^GDAXI
2014-05-19,,,26.00,gemessen:^GDAXI
2014-05-20,,,21.00,gemessen:^GDAXI
2014-05-21,,,29.00,gemessen:^GDAXI
2014-05-22,,,36.00,gemessen:^GDAXI
2014-05-23,,,37.00,gemessen:^GDAXI
2014-05-27,,,40.00,gemessen:^GDAXI
2014-05-28,,,42.00,gemessen:^GDAXI
2014-05-29,,,42.00,gemessen:^GDAXI
2014-05-30,,,45.00,gemessen:^GDAXI
2014-06-02,,,58.00,gemessen:^GDAXI
2014-06-03,,,66.00,gemessen:^GDAXI
2014-06-04,,,66.00,gemessen:^GDAXI
2014-06-05,,,81.00,gemessen:^GDAXI
2014-06-06,,,81.00,gemessen:^GDAXI
2014-06-09,,,89.00,gemessen:^GDAXI
2014-06-10,,,90.00,gemessen:^GDAXI
2014-06-11,,,88.00,gemessen:^GDAXI
2014-06-12,,,83.00,gemessen:^GDAXI
2014-06-13,,,85.00,gemessen:^GDAXI
2014-06-16,,,87.00,gemessen:^GDAXI
2014-06-17,,,88.00,gemessen:^GDAXI
2014-06-18,,,94.00,gemessen:^GDAXI
2014-06-19,,,95.00,gemessen:^GDAXI
2014-06-20,,,95.00,gemessen:^GDAXI
2014-06-23,,,93.00,gemessen:^GDAXI
2014-06-24,,,83.00,gemessen:^GDAXI
2014-06-25,,,83.00,gemessen:^GDAXI
2014-06-26,,,77.00,gemessen:^GDAXI
2014-06-27,,,76.00,gemessen:^GDAXI
2014-06-30,,,87.00,gemessen:^GDAXI
2014-07-01,,,87.00,gemessen:^GDAXI
2014-07-02,,,87.00,gemessen:^GDAXI
2014-07-03,,,86.00,gemessen:^GDAXI
2014-07-07,,,68.00,gemessen:^GDAXI
2014-07-08,,,74.00,gemessen:^GDAXI
2014-07-09,,,62.00,gemessen:^GDAXI
2014-07-10,,,56.00,gemessen:^GDAXI
2014-07-11,,,57.00,gemessen:^GDAXI
2014-07-14,,,59.00,gemessen:^GDAXI
2014-07-15,,,56.00,gemessen:^GDAXI
2014-07-16,,,55.00,gemessen:^GDAXI
2014-07-17,,,32.00,gemessen:^GDAXI
2014-07-18,,,46.00,gemessen:^GDAXI
2014-07-21,,,37.00,gemessen:^GDAXI
2014-07-22,,,38.00,gemessen:^GDAXI
2014-07-23,,,39.00,gemessen:^GDAXI
2014-07-24,,,42.00,gemessen:^GDAXI
2014-07-25,,,34.00,gemessen:^GDAXI
2014-07-28,,,34.00,gemessen:^GDAXI
2014-07-29,,,31.00,gemessen:^GDAXI
2014-07-30,,,26.00,gemessen:^GDAXI
2014-07-31,,,10.00,gemessen:^GDAXI
2014-08-01,,,5.00,gemessen:^GDAXI
2014-08-04,,,5.00,gemessen:^GDAXI
2014-08-05,,,5.00,gemessen:^GDAXI
2014-08-06,,,5.00,gemessen:^GDAXI
2014-08-07,,,5.00,gemessen:^GDAXI
2014-08-08,,,10.00,gemessen:^GDAXI
2014-08-11,,,7.00,gemessen:^GDAXI
2014-08-12,,,8.00,gemessen:^GDAXI
2014-08-13,,,13.00,gemessen:^GDAXI
2014-08-14,,,16.00,gemessen:^GDAXI
2014-08-15,,,14.00,gemessen:^GDAXI
2014-08-18,,,26.00,gemessen:^GDAXI
2014-08-19,,,31.00,gemessen:^GDAXI
2014-08-20,,,37.00,gemessen:^GDAXI
2014-08-21,,,36.00,gemessen:^GDAXI
2014-08-22,,,37.00,gemessen:^GDAXI
2014-08-25,,,35.00,gemessen:^GDAXI
2014-08-26,,,36.00,gemessen:^GDAXI
2014-08-27,,,33.00,gemessen:^GDAXI
2014-08-28,,,33.00,gemessen:^GDAXI
2014-08-29,,,41.00,gemessen:^GDAXI
2014-09-02,,,48.00,gemessen:^GDAXI
2014-09-03,,,48.00,gemessen:^GDAXI
2014-09-04,,,47.00,gemessen:^GDAXI
2014-09-05,,,50.00,gemessen:^GDAXI
2014-09-08,,,47.00,gemessen:^GDAXI
2014-09-09,,,42.00,gemessen:^GDAXI
2014-09-10,,,45.00,gemessen:^GDAXI
2014-09-11,,,44.00,gemessen:^GDAXI
2014-09-12,,,43.00,gemessen:^GDAXI
2014-09-15,,,38.00,gemessen:^GDAXI
2014-09-16,,,37.00,gemessen:^GDAXI
2014-09-17,,,42.00,gemessen:^GDAXI
2014-09-18,,,37.00,gemessen:^GDAXI
2014-09-19,,,36.00,gemessen:^GDAXI
2014-09-22,,,22.00,gemessen:^GDAXI
2014-09-23,,,18.00,gemessen:^GDAXI
2014-09-24,,,17.00,gemessen:^GDAXI
2014-09-25,,,8.00,gemessen:^GDAXI
2014-09-26,,,13.00,gemessen:^GDAXI
2014-09-29,,,11.00,gemessen:^GDAXI
2014-09-30,,,12.00,gemessen:^GDAXI
2014-10-01,,,7.00,gemessen:^GDAXI
2014-10-02,,,3.00,gemessen:^GDAXI
2014-10-03,,,5.00,gemessen:^GDAXI
2014-10-06,,,5.00,gemessen:^GDAXI
2014-10-07,,,6.00,gemessen:^GDAXI
2014-10-08,,,4.00,gemessen:^GDAXI
2014-10-09,,,3.00,gemessen:^GDAXI
2014-10-10,,,1.00,gemessen:^GDAXI
2014-10-13,,,0.00,gemessen:^GDAXI
2014-10-14,,,2.00,gemessen:^GDAXI
2014-10-15,,,1.00,gemessen:^GDAXI
2014-10-16,,,2.00,gemessen:^GDAXI
2014-10-17,,,7.00,gemessen:^GDAXI
2014-10-20,,,5.00,gemessen:^GDAXI
2014-10-21,,,7.00,gemessen:^GDAXI
2014-10-22,,,8.00,gemessen:^GDAXI
2014-10-23,,,11.00,gemessen:^GDAXI
2014-10-24,,,13.00,gemessen:^GDAXI
2014-10-27,,,16.00,gemessen:^GDAXI
2014-10-28,,,21.00,gemessen:^GDAXI
2014-10-29,,,25.00,gemessen:^GDAXI
2014-10-30,,,31.00,gemessen:^GDAXI
2014-10-31,,,32.00,gemessen:^GDAXI
2014-11-03,,,40.00,gemessen:^GDAXI
2014-11-04,,,40.00,gemessen:^GDAXI
2014-11-05,,,49.00,gemessen:^GDAXI
2014-11-06,,,49.00,gemessen:^GDAXI
2014-11-07,,,55.00,gemessen:^GDAXI
2014-11-10,,,57.00,gemessen:^GDAXI
2014-11-11,,,58.00,gemessen:^GDAXI
2014-11-12,,,56.00,gemessen:^GDAXI
2014-11-13,,,54.00,gemessen:^GDAXI
2014-11-14,,,53.00,gemessen:^GDAXI
2014-11-17,,,53.00,gemessen:^GDAXI
2014-11-18,,,54.00,gemessen:^GDAXI
2014-11-19,,,55.00,gemessen:^GDAXI
2014-11-20,,,59.00,gemessen:^GDAXI
2014-11-21,,,59.00,gemessen:^GDAXI
2014-11-24,,,62.00,gemessen:^GDAXI
2014-11-25,,,62.00,gemessen:^GDAXI
2014-11-26,,,63.00,gemessen:^GDAXI
2014-11-28,,,59.00,gemessen:^GDAXI
2014-12-01,,,55.00,gemessen:^GDAXI
2014-12-02,,,55.00,gemessen:^GDAXI
2014-12-03,,,59.00,gemessen:^GDAXI
2014-12-04,,,59.00,gemessen:^GDAXI
2014-12-05,,,61.00,gemessen:^GDAXI
2014-12-08,,,55.00,gemessen:^GDAXI
2014-12-09,,,46.00,gemessen:^GDAXI
2014-12-10,,,41.00,gemessen:^GDAXI
2014-12-11,,,37.00,gemessen:^GDAXI
2014-12-12,,,31.00,gemessen:^GDAXI
2014-12-15,,,22.00,gemessen:^GDAXI
2014-12-16,,,19.00,gemessen:^GDAXI
2014-12-17,,,21.00,gemessen:^GDAXI
2014-12-18,,,33.00,gemessen:^GDAXI
2014-12-19,,,33.00,gemessen:^GDAXI
2014-12-22,,,43.00,gemessen:^GDAXI
2014-12-23,,,45.00,gemessen:^GDAXI
2014-12-24,,,47.00,gemessen:^GDAXI
2014-12-26,,,48.00,gemessen:^GDAXI
2014-12-29,,,47.00,gemessen:^GDAXI
2014-12-30,,,47.00,gemessen:^GDAXI
2014-12-31,,,45.00,gemessen:^GDAXI
2015-01-02,,,37.00,gemessen:^GDAXI
2015-01-05,,,30.00,gemessen:^GDAXI
2015-01-06,,,21.00,gemessen:^GDAXI
2015-01-07,,,21.00,gemessen:^GDAXI
2015-01-08,,,28.00,gemessen:^GDAXI
2015-01-09,,,29.00,gemessen:^GDAXI
2015-01-12,,,30.00,gemessen:^GDAXI
2015-01-13,,,29.00,gemessen:^GDAXI
2015-01-14,,,30.00,gemessen:^GDAXI
2015-01-15,,,30.00,gemessen:^GDAXI
2015-01-16,,,26.00,gemessen:^GDAXI
2015-01-20,,,25.00,gemessen:^GDAXI
2015-01-21,,,28.00,gemessen:^GDAXI
2015-01-22,,,32.00,gemessen:^GDAXI
2015-01-23,,,31.00,gemessen:^GDAXI
2015-01-26,,,28.00,gemessen:^GDAXI
2015-01-27,,,28.00,gemessen:^GDAXI
2015-01-28,,,26.00,gemessen:^GDAXI
2015-01-29,,,26.00,gemessen:^GDAXI
2015-01-30,,,25.00,gemessen:^GDAXI
2015-02-02,,,30.00,gemessen:^GDAXI
2015-02-03,,,46.00,gemessen:^GDAXI
2015-02-04,,,42.00,gemessen:^GDAXI
2015-02-05,,,50.00,gemessen:^GDAXI
2015-02-06,,,52.00,gemessen:^GDAXI
2015-02-09,,,52.00,gemessen:^GDAXI
2015-02-10,,,54.00,gemessen:^GDAXI
2015-02-11,,,61.00,gemessen:^GDAXI
2015-02-12,,,64.00,gemessen:^GDAXI
2015-02-13,,,73.00,gemessen:^GDAXI
2015-02-17,,,77.00,gemessen:^GDAXI
2015-02-18,,,79.00,gemessen:^GDAXI
2015-02-19,,,77.00,gemessen:^GDAXI
2015-02-20,,,80.00,gemessen:^GDAXI
2015-02-23,,,77.00,gemessen:^GDAXI
2015-02-24,,,75.00,gemessen:^GDAXI
2015-02-25,,,77.00,gemessen:^GDAXI
2015-02-26,,,78.00,gemessen:^GDAXI
2015-02-27,,,74.00,gemessen:^GDAXI
2015-03-02,,,74.00,gemessen:^GDAXI
2015-03-03,,,66.00,gemessen:^GDAXI
2015-03-04,,,66.00,gemessen:^GDAXI
2015-03-05,,,65.00,gemessen:^GDAXI
2015-03-06,,,58.00,gemessen:^GDAXI
2015-03-09,,,58.00,gemessen:^GDAXI
2015-03-10,,,52.00,gemessen:^GDAXI
2015-03-11,,,44.00,gemessen:^GDAXI
2015-03-12,,,46.00,gemessen:^GDAXI
2015-03-13,,,39.00,gemessen:^GDAXI
2015-03-16,,,42.00,gemessen:^GDAXI
2015-03-17,,,40.00,gemessen:^GDAXI
2015-03-18,,,39.00,gemessen:^GDAXI
2015-03-19,,,43.00,gemessen:^GDAXI
2015-03-20,,,43.00,gemessen:^GDAXI
2015-03-23,,,48.00,gemessen:^GDAXI
2015-03-24,,,44.00,gemessen:^GDAXI
2015-03-25,,,44.00,gemessen:^GDAXI
2015-03-26,,,37.00,gemessen:^GDAXI
2015-03-27,,,36.00,gemessen:^GDAXI
2015-03-30,,,37.00,gemessen:^GDAXI
2015-03-31,,,37.00,gemessen:^GDAXI
2015-04-01,,,35.00,gemessen:^GDAXI
2015-04-02,,,40.00,gemessen:^GDAXI
2015-04-06,,,43.00,gemessen:^GDAXI
2015-04-07,,,48.00,gemessen:^GDAXI
2015-04-08,,,48.00,gemessen:^GDAXI
2015-04-09,,,56.00,gemessen:^GDAXI
2015-04-10,,,56.00,gemessen:^GDAXI
2015-04-13,,,60.00,gemessen:^GDAXI
2015-04-14,,,60.00,gemessen:^GDAXI
2015-04-15,,,60.00,gemessen:^GDAXI
2015-04-16,,,57.00,gemessen:^GDAXI
2015-04-17,,,57.00,gemessen:^GDAXI
2015-04-20,,,55.00,gemessen:^GDAXI
2015-04-21,,,59.00,gemessen:^GDAXI
2015-04-22,,,59.00,gemessen:^GDAXI
2015-04-23,,,64.00,gemessen:^GDAXI
2015-04-24,,,66.00,gemessen:^GDAXI
2015-04-27,,,59.00,gemessen:^GDAXI
2015-04-28,,,61.00,gemessen:^GDAXI
2015-04-29,,,61.00,gemessen:^GDAXI
2015-04-30,,,53.00,gemessen:^GDAXI
2015-05-01,,,61.00,gemessen:^GDAXI
2015-05-04,,,61.00,gemessen:^GDAXI
2015-05-05,,,58.00,gemessen:^GDAXI
2015-05-06,,,58.00,gemessen:^GDAXI
2015-05-07,,,53.00,gemessen:^GDAXI
2015-05-08,,,58.00,gemessen:^GDAXI
2015-05-11,,,53.00,gemessen:^GDAXI
2015-05-12,,,49.00,gemessen:^GDAXI
2015-05-13,,,55.00,gemessen:^GDAXI
2015-05-14,,,57.00,gemessen:^GDAXI
2015-05-15,,,57.00,gemessen:^GDAXI
2015-05-18,,,62.00,gemessen:^GDAXI
2015-05-19,,,62.00,gemessen:^GDAXI
2015-05-20,,,64.00,gemessen:^GDAXI
2015-05-21,,,64.00,gemessen:^GDAXI
2015-05-22,,,60.00,gemessen:^GDAXI
2015-05-26,,,50.00,gemessen:^GDAXI
2015-05-27,,,47.00,gemessen:^GDAXI
2015-05-28,,,47.00,gemessen:^GDAXI
2015-05-29,,,43.00,gemessen:^GDAXI
2015-06-01,,,40.00,gemessen:^GDAXI
