ticker,wochentag,faelle,schluss_ueber_eroeffnung_pct,erst_runter_pct,mittlere_tagesrendite_pct
GFS,Montag,229,55.0,54.1,0.18
GFS,Dienstag,255,45.9,46.7,-0.034
GFS,Mittwoch,253,45.5,45.5,-0.081
GFS,Donnerstag,247,45.7,49.4,-0.202
GFS,Freitag,248,49.2,49.6,0.163
GILD,Montag,329,53.5,49.8,0.116
GILD,Dienstag,364,49.2,50.5,-0.008
GILD,Mittwoch,360,50.8,53.3,0.096
GILD,Donnerstag,354,47.5,47.7,0.004
GILD,Freitag,352,52.8,48.9,0.099
GLW,Montag,329,54.4,54.4,0.162
GLW,Dienstag,364,47.5,48.4,0.05
GLW,Mittwoch,360,51.1,51.1,-0.02
GLW,Donnerstag,354,52.3,52.0,0.065
GLW,Freitag,352,48.6,45.7,-0.048
GM,Montag,329,52.6,50.5,0.118
GM,Dienstag,364,48.4,48.4,-0.016
GM,Mittwoch,360,46.9,51.4,-0.131
GM,Donnerstag,354,49.2,50.0,-0.043
GM,Freitag,352,50.3,49.4,0.09
GOOG,Montag,329,60.5,60.2,0.287
GOOG,Dienstag,364,53.0,52.5,0.04
GOOG,Mittwoch,360,52.2,52.8,0.075
GOOG,Donnerstag,354,54.0,52.0,0.029
GOOG,Freitag,352,54.5,53.1,0.101
GOOGL,Montag,329,60.2,58.1,0.272
GOOGL,Dienstag,364,51.9,51.9,0.021
GOOGL,Mittwoch,360,52.2,52.2,0.053
GOOGL,Donnerstag,354,54.0,49.7,0.013
GOOGL,Freitag,352,52.3,52.3,0.087
GS,Montag,329,54.7,52.9,0.226
GS,Dienstag,364,50.8,50.3,-0.006
GS,Mittwoch,360,52.2,52.8,0.057
GS,Donnerstag,354,50.8,49.7,0.022
GS,Freitag,352,50.6,46.0,-0.008
GSK,Montag,329,46.5,52.9,-0.012
GSK,Dienstag,364,48.1,49.7,0.006
GSK,Mittwoch,360,51.4,51.1,-0.012
GSK,Donnerstag,354,49.4,49.2,0.014
GSK,Freitag,352,52.6,52.6,0.077
HD,Montag,329,52.6,49.8,0.063
HD,Dienstag,364,52.5,51.4,-0.007
HD,Mittwoch,360,46.7,50.3,-0.075
HD,Donnerstag,354,50.6,51.1,0.032
HD,Freitag,352,59.1,54.0,0.16
HDB,Montag,329,53.2,53.5,-0.022
HDB,Dienstag,364,50.5,53.6,-0.037
HDB,Mittwoch,360,47.5,48.1,-0.054
HDB,Donnerstag,354,50.0,47.5,-0.002
HDB,Freitag,352,47.2,47.2,-0.04
HEI.DE,Montag,352,55.1,52.0,0.126
HEI.DE,Dienstag,360,50.3,50.3,0.001
HEI.DE,Mittwoch,359,53.8,51.3,0.084
HEI.DE,Donnerstag,358,48.6,48.0,-0.143
HEI.DE,Freitag,352,48.9,50.6,-0.014
HEN3.DE,Montag,352,54.3,53.1,0.078
HEN3.DE,Dienstag,360,50.0,51.9,0.02
HEN3.DE,Mittwoch,359,54.0,54.6,0.122
HEN3.DE,Donnerstag,358,46.4,42.7,-0.056
HEN3.DE,Freitag,352,52.6,55.7,0.041
HG=F,Montag,329,52.9,53.5,0.096
HG=F,Dienstag,364,49.7,49.7,0.067
HG=F,Mittwoch,360,52.2,51.1,0.1
HG=F,Donnerstag,356,48.3,44.1,-0.05
HG=F,Freitag,353,49.0,49.0,0.093
HNR1.DE,Montag,352,51.1,50.6,0.114
HNR1.DE,Dienstag,360,52.2,52.8,0.059
HNR1.DE,Mittwoch,359,51.5,48.5,0.057
HNR1.DE,Donnerstag,358,52.5,48.3,-0.098
HNR1.DE,Freitag,352,46.9,44.0,-0.164
HON,Montag,329,49.5,48.0,0.032
HON,Dienstag,364,47.5,46.4,-0.06
HON,Mittwoch,360,45.6,45.3,-0.1
HON,Donnerstag,354,54.2,54.8,0.082
HON,Freitag,352,52.6,49.7,-0.015
HSBC,Montag,329,54.1,54.4,0.083
HSBC,Dienstag,364,48.6,53.0,-0.031
HSBC,Mittwoch,360,50.3,48.9,0.009
HSBC,Donnerstag,354,49.4,50.0,0.03
HSBC,Freitag,352,52.6,51.1,0.034
IBM,Montag,329,56.5,57.4,0.194
IBM,Dienstag,364,48.9,47.8,-0.004
IBM,Mittwoch,360,51.1,50.8,0.026
IBM,Donnerstag,354,50.0,48.6,0.05
IBM,Freitag,352,55.1,50.0,0.073
IBN,Montag,329,50.2,51.1,0.104
IBN,Dienstag,364,51.1,51.9,-0.003
IBN,Mittwoch,360,47.8,48.6,-0.017
IBN,Donnerstag,354,46.6,46.3,-0.032
IBN,Freitag,352,47.4,47.2,-0.037
IDXX,Montag,329,51.7,48.6,0.078
IDXX,Dienstag,364,45.6,46.2,-0.158
IDXX,Mittwoch,360,51.9,50.3,0.025
IDXX,Donnerstag,354,55.1,55.1,0.194
IDXX,Freitag,352,51.4,50.6,0.035
IFX.DE,Montag,352,50.9,48.9,0.096
IFX.DE,Dienstag,360,46.1,47.8,-0.117
IFX.DE,Mittwoch,359,48.2,50.7,-0.011
IFX.DE,Donnerstag,358,47.5,48.0,-0.139
IFX.DE,Freitag,352,48.9,53.1,0.043
ILMN,Montag,329,52.3,49.2,0.271
ILMN,Dienstag,364,45.3,47.3,-0.117
ILMN,Mittwoch,360,50.3,50.3,0.098
ILMN,Donnerstag,354,50.3,49.2,0.167
ILMN,Freitag,352,52.0,51.1,0.052
ING,Montag,329,56.5,57.1,0.108
ING,Dienstag,364,48.6,50.5,-0.098
ING,Mittwoch,360,49.2,49.7,-0.012
ING,Donnerstag,354,49.4,50.0,0.043
ING,Freitag,352,50.9,47.7,-0.034
INTC,Montag,329,51.4,54.1,0.101
INTC,Dienstag,364,47.0,42.9,-0.067
INTC,Mittwoch,360,48.3,46.7,0.068
INTC,Donnerstag,354,51.4,50.6,0.135
INTC,Freitag,352,50.0,48.9,0.009
INTU,Montag,329,54.1,50.2,0.152
INTU,Dienstag,364,46.4,46.4,-0.188
INTU,Mittwoch,360,48.1,49.7,0.02
INTU,Donnerstag,354,54.2,51.4,0.083
INTU,Freitag,352,53.7,51.4,0.043
ISRG,Montag,329,50.5,49.5,0.012
ISRG,Dienstag,364,50.0,47.3,-0.037
ISRG,Mittwoch,360,52.2,53.3,0.095
ISRG,Donnerstag,354,49.2,49.7,-0.023
ISRG,Freitag,352,56.0,49.4,0.104
JNJ,Montag,329,52.3,49.2,0.042
JNJ,Dienstag,364,50.5,49.5,-0.004
JNJ,Mittwoch,360,55.0,51.9,0.092
JNJ,Donnerstag,354,53.7,49.4,0.039
JNJ,Freitag,352,52.6,52.0,0.045
JPM,Montag,329,53.2,54.1,0.1
JPM,Dienstag,364,50.3,54.1,-0.07
JPM,Mittwoch,360,47.2,50.8,-0.023
JPM,Donnerstag,354,54.5,53.1,0.093
JPM,Freitag,352,51.1,50.3,0.079
KDP,Montag,329,48.9,49.5,-0.098
KDP,Dienstag,364,46.7,46.7,-0.079
KDP,Mittwoch,360,51.9,52.8,0.078
KDP,Donnerstag,354,51.7,54.2,0.025
KDP,Freitag,352,52.3,48.9,-0.006
KHC,Montag,329,54.7,55.6,0.078
KHC,Dienstag,364,47.5,45.3,-0.062
KHC,Mittwoch,360,45.0,46.9,-0.085
KHC,Donnerstag,354,50.6,49.4,0.024
KHC,Freitag,352,55.1,55.7,0.191
KLAC,Montag,329,59.6,58.1,0.487
KLAC,Dienstag,364,48.9,46.4,-0.009
KLAC,Mittwoch,360,53.3,53.6,0.056
KLAC,Donnerstag,354,55.4,52.5,0.096
KLAC,Freitag,352,48.0,48.6,-0.032
KO,Montag,329,51.4,48.6,0.034
KO,Dienstag,364,44.5,43.1,-0.131
KO,Mittwoch,360,52.2,50.0,-0.004
KO,Donnerstag,354,50.0,48.9,-0.03
KO,Freitag,352,53.7,50.6,0.046
LIN,Montag,329,48.3,45.9,0.017
LIN,Dienstag,364,50.0,50.3,0.023
LIN,Mittwoch,360,51.7,51.9,0.05
LIN,Donnerstag,354,55.6,49.7,0.115
LIN,Freitag,352,56.2,52.8,0.106
LLY,Montag,329,53.2,50.2,0.063
LLY,Dienstag,364,50.3,49.2,-0.024
LLY,Mittwoch,360,52.5,55.8,0.281
LLY,Donnerstag,354,49.7,48.0,-0.058
LLY,Freitag,352,52.0,53.4,0.03
LMT,Montag,329,50.2,51.7,-0.015
LMT,Dienstag,364,46.7,47.0,-0.12
LMT,Mittwoch,360,48.9,49.2,-0.011
LMT,Donnerstag,354,49.7,52.8,0.037
LMT,Freitag,352,52.3,49.4,0.052
LOW,Montag,329,53.8,51.4,0.063
LOW,Dienstag,364,51.1,50.8,-0.059
LOW,Mittwoch,360,46.9,53.1,-0.066
LOW,Donnerstag,354,49.2,47.7,0.018
LOW,Freitag,352,58.0,54.5,0.13
LRCX,Montag,329,59.0,60.2,0.37
LRCX,Dienstag,364,51.1,46.4,-0.028
LRCX,Mittwoch,360,52.5,51.4,0.136
LRCX,Donnerstag,354,53.1,52.8,0.052
LRCX,Freitag,352,45.5,48.0,-0.18
LULU,Montag,329,56.5,52.9,0.156
LULU,Dienstag,364,47.5,45.6,-0.093
LULU,Mittwoch,360,50.6,48.3,-0.082
LULU,Donnerstag,354,50.6,49.4,-0.042
LULU,Freitag,352,49.4,47.7,0.034
MA,Montag,329,57.4,54.7,0.109
MA,Dienstag,364,48.6,50.5,-0.117
MA,Mittwoch,360,53.3,52.8,0.077
MA,Donnerstag,354,57.6,53.1,0.042
MA,Freitag,352,53.4,51.7,0.043
MAR,Montag,329,50.5,46.8,0.044
MAR,Dienstag,364,51.9,51.9,-0.006
MAR,Mittwoch,360,50.6,51.9,0.046
MAR,Donnerstag,354,52.3,52.8,0.102
MAR,Freitag,352,52.3,49.4,0.052
MBG.DE,Montag,352,52.0,46.3,0.069
MBG.DE,Dienstag,360,49.4,48.1,-0.003
MBG.DE,Mittwoch,359,50.4,50.7,0.025
MBG.DE,Donnerstag,358,46.4,50.6,-0.124
MBG.DE,Freitag,352,50.6,52.3,0.041
MCD,Montag,329,52.0,45.9,0.021
MCD,Dienstag,364,47.8,47.3,-0.035
MCD,Mittwoch,360,45.0,48.9,-0.06
MCD,Donnerstag,354,51.1,48.0,0.068
MCD,Freitag,352,50.3,48.6,-0.019
MCHP,Montag,329,54.7,54.1,0.214
MCHP,Dienstag,364,47.0,46.4,-0.028
MCHP,Mittwoch,360,45.0,47.5,-0.068
MCHP,Donnerstag,354,48.6,47.2,-0.124
MCHP,Freitag,352,45.2,48.3,-0.106
MCK,Montag,329,58.7,56.8,0.211
MCK,Dienstag,364,50.0,46.4,-0.031
MCK,Mittwoch,360,54.2,49.2,0.035
MCK,Donnerstag,354,53.7,54.5,0.03
MCK,Freitag,352,55.4,50.9,0.124
MDB,Montag,329,54.7,55.3,0.134
MDB,Dienstag,364,48.1,49.2,-0.058
MDB,Mittwoch,360,51.1,54.7,0.123
MDB,Donnerstag,354,51.7,50.3,0.18
MDB,Freitag,352,50.0,46.3,0.025
MDLZ,Montag,329,48.3,46.5,-0.067
MDLZ,Dienstag,364,47.3,44.5,-0.029
MDLZ,Mittwoch,360,49.7,50.6,-0.021
MDLZ,Donnerstag,354,51.4,50.6,0.047
MDLZ,Freitag,352,50.6,52.6,0.033
MDT,Montag,329,45.6,48.9,-0.056
MDT,Dienstag,364,49.7,51.1,-0.089
MDT,Mittwoch,360,48.6,51.1,-0.044
MDT,Donnerstag,354,46.9,47.7,-0.043
MDT,Freitag,352,54.5,51.1,0.076
MELI,Montag,329,55.9,55.0,0.141
MELI,Dienstag,364,53.0,47.8,-0.016
MELI,Mittwoch,360,47.2,44.7,-0.185
MELI,Donnerstag,354,51.7,50.8,0.088
MELI,Freitag,352,51.1,47.7,-0.006
META,Montag,329,55.3,56.5,0.244
META,Dienstag,364,49.2,50.3,0.029
META,Mittwoch,360,50.6,50.8,0.064
META,Donnerstag,354,50.6,50.6,-0.007
META,Freitag,352,50.0,48.6,0.017
MFG,Montag,329,44.7,50.2,0.133
MFG,Dienstag,364,47.3,49.7,0.04
MFG,Mittwoch,360,46.4,48.9,0.029
MFG,Donnerstag,354,51.4,47.2,0.142
MFG,Freitag,352,46.6,45.5,0.078
MMM,Montag,329,48.3,47.7,0.057
MMM,Dienstag,364,50.0,49.2,-0.057
MMM,Mittwoch,360,46.9,46.7,-0.05
MMM,Donnerstag,354,48.6,48.0,-0.007
MMM,Freitag,352,51.7,48.6,-0.013
MNST,Montag,329,54.7,50.5,0.031
MNST,Dienstag,364,47.8,46.2,-0.01
MNST,Mittwoch,360,48.6,49.2,-0.05
MNST,Donnerstag,354,51.1,47.7,0.017
MNST,Freitag,352,49.1,49.1,0.019
MO,Montag,329,54.1,53.5,0.086
MO,Dienstag,364,49.7,49.7,-0.063
MO,Mittwoch,360,50.8,55.3,0.01
MO,Donnerstag,354,54.2,53.1,0.035
MO,Freitag,352,56.0,54.0,0.179
MPC,Montag,329,54.7,54.4,0.221
MPC,Dienstag,364,51.1,54.4,0.04
MPC,Mittwoch,360,48.9,50.8,-0.039
MPC,Donnerstag,354,52.8,52.8,-0.034
MPC,Freitag,352,54.0,50.3,0.158
MRK,Montag,329,47.1,46.8,0.025
MRK,Dienstag,364,46.2,44.8,-0.106
MRK,Mittwoch,360,48.1,52.5,0.006
MRK,Donnerstag,354,52.3,49.2,0.089
MRK,Freitag,352,52.8,52.3,0.04
MRK.DE,Montag,352,49.1,50.3,-0.012
MRK.DE,Dienstag,360,51.4,52.5,0.072
MRK.DE,Mittwoch,359,51.3,47.1,0.024
MRK.DE,Donnerstag,358,49.2,52.2,0.038
MRK.DE,Freitag,352,50.0,48.6,-0.042
MRNA,Montag,329,53.2,48.9,0.318
MRNA,Dienstag,364,48.6,50.8,-0.02
MRNA,Mittwoch,360,49.2,48.6,0.314
MRNA,Donnerstag,354,48.0,50.0,-0.025
MRNA,Freitag,352,49.7,49.4,0.283
MRVL,Montag,329,56.8,50.8,0.162
MRVL,Dienstag,364,47.8,44.8,-0.128
MRVL,Mittwoch,360,47.2,48.6,0.032
MRVL,Donnerstag,354,51.1,50.8,0.07
MRVL,Freitag,352,46.3,47.4,-0.082
MS,Montag,329,53.5,52.6,0.127
MS,Dienstag,364,51.4,48.1,-0.036
MS,Mittwoch,360,50.6,54.2,0.072
MS,Donnerstag,354,52.0,51.1,0.027
MS,Freitag,352,54.5,53.1,0.059
MSFT,Montag,329,54.1,51.4,0.194
MSFT,Dienstag,364,49.2,47.3,-0.093
MSFT,Mittwoch,360,53.1,49.4,0.03
MSFT,Donnerstag,354,54.0,49.2,0.022
MSFT,Freitag,352,52.0,50.9,0.077
MSTR,Montag,329,52.9,53.5,0.414
MSTR,Dienstag,364,47.5,45.3,-0.05
MSTR,Mittwoch,360,46.4,47.8,-0.083
MSTR,Donnerstag,354,45.2,44.9,-0.468
MSTR,Freitag,352,49.7,47.4,0.374
MTX.DE,Montag,352,47.7,50.3,-0.065
MTX.DE,Dienstag,360,53.1,53.9,0.067
MTX.DE,Mittwoch,359,51.8,51.0,0.16
MTX.DE,Donnerstag,358,51.4,45.3,0.022
MTX.DE,Freitag,352,49.7,46.0,-0.039
MU,Montag,329,55.0,51.7,0.133
MU,Dienstag,364,49.2,48.9,-0.034
MU,Mittwoch,360,48.3,50.8,0.117
MU,Donnerstag,354,50.3,49.4,-0.005
MU,Freitag,352,52.6,51.7,0.088
MUFG,Montag,329,55.0,59.0,0.207
MUFG,Dienstag,364,50.0,54.7,0.04
MUFG,Mittwoch,360,48.6,52.8,0.054
MUFG,Donnerstag,354,49.2,53.1,0.033
MUFG,Freitag,352,55.7,56.0,0.132
MUV2.DE,Montag,352,52.8,52.6,0.1
MUV2.DE,Dienstag,360,54.2,51.4,0.11
MUV2.DE,Mittwoch,359,52.1,52.4,0.089
MUV2.DE,Donnerstag,358,52.2,48.9,-0.03
MUV2.DE,Freitag,352,48.6,45.5,-0.097
NEE,Montag,329,48.9,46.2,-0.068
NEE,Dienstag,364,51.1,49.2,-0.015
NEE,Mittwoch,360,51.7,49.2,-0.064
NEE,Donnerstag,354,52.5,54.8,0.071
NEE,Freitag,352,51.7,48.6,0.053
NEM,Montag,329,55.9,51.7,0.252
NEM,Dienstag,364,49.7,49.2,0.071
NEM,Mittwoch,360,49.4,51.1,-0.03
NEM,Donnerstag,354,52.5,49.2,0.077
NEM,Freitag,352,51.4,50.3,0.066
NET,Montag,329,59.3,56.2,0.678
NET,Dienstag,364,51.6,50.5,0.217
NET,Mittwoch,360,49.2,50.0,0.057
NET,Donnerstag,354,52.5,50.8,0.224
NET,Freitag,352,49.4,47.7,-0.056
NFLX,Montag,329,58.7,54.4,0.25
NFLX,Dienstag,364,48.4,47.0,-0.008
NFLX,Mittwoch,360,52.5,49.2,0.081
NFLX,Donnerstag,354,49.7,48.3,0.086
NFLX,Freitag,352,46.0,46.0,-0.071
NG=F,Montag,329,50.2,48.0,0.151
NG=F,Dienstag,364,50.0,47.3,-0.14
NG=F,Mittwoch,360,49.4,53.3,0.107
NG=F,Donnerstag,356,45.2,47.5,-0.319
NG=F,Freitag,353,47.6,47.0,-0.148
NKE,Montag,329,52.3,50.5,0.031
NKE,Dienstag,364,48.4,47.3,-0.087
NKE,Mittwoch,360,51.9,53.9,0.058
NKE,Donnerstag,354,46.0,48.3,-0.051
NKE,Freitag,352,49.4,45.7,-0.059
NOW,Montag,329,58.7,56.5,0.278
NOW,Dienstag,364,50.8,48.6,-0.159
NOW,Mittwoch,360,50.3,48.9,0.024
NOW,Donnerstag,354,52.3,50.6,-0.061
NOW,Freitag,352,51.4,50.6,0.039
NVDA,Montag,329,62.0,58.4,0.552
NVDA,Dienstag,364,50.0,45.6,-0.003
NVDA,Mittwoch,360,51.9,49.4,0.107
NVDA,Donnerstag,354,50.0,48.9,-0.053
NVDA,Freitag,352,46.3,48.0,-0.1
NVO,Montag,329,54.7,53.5,0.147
NVO,Dienstag,364,47.0,47.8,-0.115
NVO,Mittwoch,360,51.7,53.3,0.073
NVO,Donnerstag,354,49.2,48.3,0.001
NVO,Freitag,352,54.3,51.1,0.023
NVS,Montag,329,52.6,55.0,0.013
NVS,Dienstag,364,48.9,46.7,-0.066
NVS,Mittwoch,360,45.6,49.7,-0.052
NVS,Donnerstag,354,54.8,52.0,0.021
NVS,Freitag,352,53.1,51.7,0.014
NXPI,Montag,329,54.4,52.3,0.266
NXPI,Dienstag,364,48.6,49.7,-0.081
NXPI,Mittwoch,360,45.6,48.3,0.025
NXPI,Donnerstag,354,52.0,46.6,-0.054
NXPI,Freitag,352,48.0,45.2,-0.152
ODFL,Montag,329,51.7,50.2,0.125
ODFL,Dienstag,364,52.7,53.0,0.047
ODFL,Mittwoch,360,47.5,46.9,-0.168
ODFL,Donnerstag,354,57.1,55.6,0.22
ODFL,Freitag,352,53.1,54.3,0.047
ON,Montag,329,57.1,56.5,0.326
ON,Dienstag,364,46.7,47.0,-0.101
ON,Mittwoch,360,47.8,49.2,-0.008
ON,Donnerstag,354,48.0,48.0,-0.009
ON,Freitag,352,50.9,49.7,0.021
ORCL,Montag,329,53.5,51.4,0.152
ORCL,Dienstag,364,46.4,50.5,-0.152
ORCL,Mittwoch,360,50.8,51.1,0.028
ORCL,Donnerstag,354,49.2,52.3,0.002
ORCL,Freitag,352,55.1,52.0,-0.006
ORLY,Montag,329,54.7,54.4,0.137
ORLY,Dienstag,364,50.8,52.2,0.012
ORLY,Mittwoch,360,53.1,53.3,0.05
ORLY,Donnerstag,354,48.9,48.9,0.079
ORLY,Freitag,352,50.9,53.4,-0.009
P911.DE,Montag,200,45.5,48.0,-0.234
P911.DE,Dienstag,205,44.4,45.9,-0.059
P911.DE,Mittwoch,203,48.8,50.2,-0.051
P911.DE,Donnerstag,204,45.1,44.6,-0.081
P911.DE,Freitag,203,45.8,46.8,-0.093
PA=F,Montag,329,11.6,12.8,0.005
PA=F,Dienstag,364,4.7,4.9,-0.115
PA=F,Mittwoch,360,8.1,10.0,0.012
PA=F,Donnerstag,355,10.4,11.3,-0.078
PA=F,Freitag,352,9.9,10.8,-0.119
PAH3.DE,Montag,352,48.3,46.6,-0.073
PAH3.DE,Dienstag,360,46.9,47.5,-0.036
PAH3.DE,Mittwoch,359,46.2,48.7,-0.081
PAH3.DE,Donnerstag,358,44.7,48.3,-0.134
PAH3.DE,Freitag,352,48.3,50.0,-0.044
PANW,Montag,329,59.3,57.4,0.424
PANW,Dienstag,364,49.2,48.9,0.01
PANW,Mittwoch,360,47.5,47.5,-0.063
PANW,Donnerstag,354,55.4,53.1,0.178
PANW,Freitag,352,51.1,50.6,0.077
PAYX,Montag,329,53.5,51.4,0.148
PAYX,Dienstag,364,48.4,45.6,-0.039
PAYX,Mittwoch,360,49.2,49.2,-0.007
PAYX,Donnerstag,354,48.3,48.0,-0.049
PAYX,Freitag,352,54.0,50.3,0.053
PBR,Montag,329,54.1,53.8,0.188
PBR,Dienstag,364,49.7,50.5,0.079
PBR,Mittwoch,360,51.9,50.8,0.138
PBR,Donnerstag,354,48.0,50.3,-0.056
PBR,Freitag,352,44.9,48.3,-0.073
PCAR,Montag,329,51.1,48.9,0.086
PCAR,Dienstag,364,50.3,48.6,0.096
PCAR,Mittwoch,360,47.8,49.7,-0.035
PCAR,Donnerstag,354,49.7,44.4,-0.011
PCAR,Freitag,352,52.0,48.6,0.013
PDD,Montag,329,50.5,49.8,-0.02
PDD,Dienstag,364,55.5,57.7,0.32
PDD,Mittwoch,360,46.7,52.5,-0.073
PDD,Donnerstag,354,48.6,51.7,0.122
PDD,Freitag,352,42.9,45.5,-0.068
PEP,Montag,329,49.8,50.5,-0.028
PEP,Dienstag,364,46.7,42.0,-0.091
PEP,Mittwoch,360,47.8,49.4,-0.004
PEP,Donnerstag,354,50.0,46.6,-0.009
PEP,Freitag,352,54.3,49.7,0.043
PFE,Montag,329,50.8,50.8,0.052
PFE,Dienstag,364,40.9,45.1,-0.149
PFE,Mittwoch,360,41.4,44.2,-0.076
PFE,Donnerstag,354,48.0,46.6,-0.062
PFE,Freitag,352,52.6,54.5,0.11
PG,Montag,329,52.6,49.8,0.03
PG,Dienstag,364,50.5,48.6,-0.035
PG,Mittwoch,360,51.9,53.9,0.008
PG,Donnerstag,354,49.7,52.3,0.052
PG,Freitag,352,57.7,55.7,0.135
PGR,Montag,329,52.9,51.4,0.121
PGR,Dienstag,364,47.8,48.6,-0.058
PGR,Mittwoch,360,50.0,52.8,0.053
PGR,Donnerstag,354,53.7,52.5,0.12
PGR,Freitag,352,52.3,52.3,0.112
PH,Montag,329,52.0,51.4,0.085
PH,Dienstag,364,51.6,45.9,0.02
PH,Mittwoch,360,47.2,50.8,-0.067
PH,Donnerstag,354,52.8,47.2,-0.021
PH,Freitag,352,48.3,46.6,-0.057
PL=F,Montag,329,15.2,16.7,-0.042
PL=F,Dienstag,364,14.0,15.4,0.057
PL=F,Mittwoch,360,16.7,17.8,0.031
PL=F,Donnerstag,355,17.2,18.3,0.057
PL=F,Freitag,353,15.0,15.3,-0.083
PLD,Montag,329,49.8,49.2,-0.037
PLD,Dienstag,364,50.0,47.0,0.046
PLD,Mittwoch,360,46.7,47.2,-0.066
PLD,Donnerstag,354,56.5,53.4,0.082
PLD,Freitag,352,48.9,47.2,0.018
PLTR,Montag,280,54.6,55.7,0.378
PLTR,Dienstag,311,48.6,47.9,0.19
PLTR,Mittwoch,310,47.7,53.2,-0.003
PLTR,Donnerstag,302,49.3,45.0,-0.088
PLTR,Freitag,301,51.2,53.8,0.38
PM,Montag,329,55.3,52.6,0.111
PM,Dienstag,364,54.1,47.8,0.003
PM,Mittwoch,360,51.9,52.5,0.041
PM,Donnerstag,354,53.1,51.7,0.088
PM,Freitag,352,55.7,52.0,0.091
PSX,Montag,329,54.4,57.1,0.174
PSX,Dienstag,364,47.5,52.5,-0.122
PSX,Mittwoch,360,48.9,50.8,0.002
PSX,Donnerstag,354,50.6,51.1,-0.07
PSX,Freitag,352,50.0,49.4,0.102
PYPL,Montag,329,54.1,55.9,0.191
PYPL,Dienstag,364,50.3,50.3,-0.081
PYPL,Mittwoch,360,48.1,46.1,-0.076
PYPL,Donnerstag,354,50.3,51.7,0.029
PYPL,Freitag,352,50.6,50.0,-0.005
QCOM,Montag,329,56.5,55.3,0.279
QCOM,Dienstag,364,48.6,42.3,-0.082
QCOM,Mittwoch,360,47.5,50.0,-0.01
QCOM,Donnerstag,354,48.0,48.0,-0.064
QCOM,Freitag,352,49.1,47.7,-0.006
QIA.DE,Montag,352,47.7,49.1,-0.12
QIA.DE,Dienstag,360,47.8,48.3,-0.074
QIA.DE,Mittwoch,359,50.1,46.2,-0.074
QIA.DE,Donnerstag,358,57.5,52.2,0.216
QIA.DE,Freitag,352,51.1,51.7,0.062
REGN,Montag,329,56.8,54.1,0.206
REGN,Dienstag,364,49.7,43.7,-0.066
REGN,Mittwoch,360,49.4,49.7,-0.041
REGN,Donnerstag,354,49.4,48.6,0.026
REGN,Freitag,352,53.1,49.1,0.032
RHM.DE,Montag,352,54.3,50.9,0.166
RHM.DE,Dienstag,360,46.1,45.6,-0.073
RHM.DE,Mittwoch,359,46.0,44.6,-0.211
RHM.DE,Donnerstag,358,47.5,44.7,-0.021
RHM.DE,Freitag,352,51.1,50.3,-0.093
RIO,Montag,329,55.0,52.9,0.156
RIO,Dienstag,364,51.1,49.7,0.033
RIO,Mittwoch,360,48.3,44.2,-0.013
RIO,Donnerstag,354,51.1,46.9,-0.009
RIO,Freitag,352,51.1,47.7,0.04
ROP,Montag,329,52.6,48.0,0.013
ROP,Dienstag,364,45.3,46.7,-0.108
ROP,Mittwoch,360,53.3,48.3,-0.002
ROP,Donnerstag,354,54.5,55.6,0.104
ROP,Freitag,352,51.7,49.4,-0.044
ROST,Montag,329,50.5,45.0,0.021
ROST,Dienstag,364,48.9,48.6,-0.057
ROST,Mittwoch,360,47.8,49.2,0.044
ROST,Donnerstag,354,52.8,54.0,0.057
ROST,Freitag,352,50.9,48.9,-0.03
RTX,Montag,329,51.1,51.4,0.044
RTX,Dienstag,364,48.9,47.0,-0.038
RTX,Mittwoch,360,48.6,50.8,-0.057
RTX,Donnerstag,354,48.9,48.6,0.016
RTX,Freitag,352,49.4,48.9,0.007
RWE.DE,Montag,352,47.4,44.9,-0.001
RWE.DE,Dienstag,360,45.0,48.3,-0.102
RWE.DE,Mittwoch,359,49.6,51.8,0.051
RWE.DE,Donnerstag,358,49.2,53.1,0.015
RWE.DE,Freitag,352,50.6,52.8,-0.06
RY,Montag,329,60.5,57.4,0.161
RY,Dienstag,364,50.5,51.6,0.013
RY,Mittwoch,360,51.4,51.4,0.003
RY,Donnerstag,354,54.0,53.1,0.073
RY,Freitag,352,55.7,49.1,0.019
SAN,Montag,329,55.6,55.3,0.184
SAN,Dienstag,364,44.0,50.5,-0.049
SAN,Mittwoch,360,48.6,51.7,0.044
SAN,Donnerstag,354,46.9,51.4,-0.013
SAN,Freitag,352,49.4,51.4,0.046
SAP.DE,Montag,352,57.4,51.1,0.214
SAP.DE,Dienstag,360,48.6,49.4,-0.085
SAP.DE,Mittwoch,359,52.6,51.5,0.053
SAP.DE,Donnerstag,358,50.3,48.0,0.045
SAP.DE,Freitag,352,56.2,54.5,0.114
SB=F,Montag,329,44.1,46.2,-0.158
SB=F,Dienstag,364,49.7,51.4,0.097
SB=F,Mittwoch,360,45.8,46.4,-0.046
SB=F,Donnerstag,356,48.3,49.2,-0.021
SB=F,Freitag,353,47.6,51.3,-0.008
SBUX,Montag,329,50.5,49.8,-0.044
SBUX,Dienstag,364,45.9,45.9,-0.037
SBUX,Mittwoch,360,46.7,50.0,0.025
SBUX,Donnerstag,354,47.7,47.2,-0.021
SBUX,Freitag,352,53.1,48.3,0.089
SCCO,Montag,329,52.9,48.9,0.201
SCCO,Dienstag,364,49.7,47.5,0.065
