ticker,wochentag,faelle,schluss_ueber_eroeffnung_pct,erst_runter_pct,mittlere_tagesrendite_pct
SCCO,Mittwoch,360,46.7,45.8,-0.105
SCCO,Donnerstag,354,50.6,50.0,0.0
SCCO,Freitag,352,51.1,51.1,0.14
SCHW,Montag,329,51.7,51.7,0.092
SCHW,Dienstag,364,50.3,50.8,-0.104
SCHW,Mittwoch,360,51.9,50.8,0.119
SCHW,Donnerstag,354,49.7,50.0,0.108
SCHW,Freitag,352,50.9,50.9,-0.016
SHEL,Montag,329,50.8,49.2,0.027
SHEL,Dienstag,364,44.8,45.6,-0.066
SHEL,Mittwoch,360,49.7,45.6,-0.09
SHEL,Donnerstag,354,47.7,46.9,-0.095
SHEL,Freitag,352,49.4,46.3,-0.044
SHL.DE,Montag,352,51.1,51.1,0.042
SHL.DE,Dienstag,360,52.5,50.6,-0.003
SHL.DE,Mittwoch,359,48.5,49.0,0.061
SHL.DE,Donnerstag,358,49.7,46.6,0.092
SHL.DE,Freitag,352,51.1,51.1,-0.042
SHOP,Montag,329,56.5,56.2,0.437
SHOP,Dienstag,364,48.6,47.3,-0.059
SHOP,Mittwoch,360,48.6,49.2,0.11
SHOP,Donnerstag,354,49.4,50.8,0.034
SHOP,Freitag,352,47.4,45.2,-0.015
SHW,Montag,329,53.2,51.4,0.024
SHW,Dienstag,364,46.7,47.5,-0.056
SHW,Mittwoch,360,46.1,46.7,-0.055
SHW,Donnerstag,354,50.0,48.0,0.052
SHW,Freitag,352,52.0,50.6,0.058
SI=F,Montag,329,42.9,45.0,0.062
SI=F,Dienstag,364,44.8,45.1,0.055
SI=F,Mittwoch,360,41.7,44.7,-0.013
SI=F,Donnerstag,355,43.1,41.4,-0.037
SI=F,Freitag,353,39.1,39.9,-0.193
SIE.DE,Montag,352,56.8,56.2,0.192
SIE.DE,Dienstag,360,53.1,52.2,0.02
SIE.DE,Mittwoch,359,52.4,52.4,0.096
SIE.DE,Donnerstag,358,54.2,51.7,0.014
SIE.DE,Freitag,352,53.1,51.7,0.05
SMFG,Montag,329,53.8,53.2,0.147
SMFG,Dienstag,364,53.3,50.5,-0.006
SMFG,Mittwoch,360,46.7,46.4,-0.018
SMFG,Donnerstag,354,49.7,53.1,0.051
SMFG,Freitag,352,52.8,52.0,0.061
SNDK,Montag,77,51.9,51.9,0.333
SNDK,Dienstag,84,52.4,53.6,0.73
SNDK,Mittwoch,84,52.4,57.1,0.684
SNDK,Donnerstag,81,53.1,54.3,0.507
SNDK,Freitag,80,53.8,52.5,0.882
SNOW,Montag,282,57.4,54.6,0.178
SNOW,Dienstag,313,48.6,52.1,-0.073
SNOW,Mittwoch,312,50.0,53.5,-0.017
SNOW,Donnerstag,304,51.6,51.3,0.112
SNOW,Freitag,303,50.2,49.8,-0.06
SNPS,Montag,329,56.2,55.3,0.223
SNPS,Dienstag,364,50.3,51.4,0.028
SNPS,Mittwoch,360,53.3,52.5,0.037
SNPS,Donnerstag,354,50.8,51.4,-0.038
SNPS,Freitag,352,52.3,48.6,-0.087
SNY,Montag,329,47.4,51.7,0.024
SNY,Dienstag,364,47.0,47.0,-0.036
SNY,Mittwoch,360,46.9,51.4,-0.019
SNY,Donnerstag,354,54.8,52.3,0.062
SNY,Freitag,352,54.8,51.4,0.059
SO,Montag,329,52.0,53.2,0.025
SO,Dienstag,364,50.3,48.6,-0.051
SO,Mittwoch,360,50.6,50.3,0.033
SO,Donnerstag,354,54.2,51.7,0.07
SO,Freitag,352,52.0,47.7,-0.005
SONY,Montag,329,56.8,56.2,0.116
SONY,Dienstag,364,45.6,45.1,-0.063
SONY,Mittwoch,360,44.7,46.4,-0.084
SONY,Donnerstag,354,49.4,47.5,-0.029
SONY,Freitag,352,51.1,51.4,-0.02
SPG,Montag,329,55.0,51.7,0.116
SPG,Dienstag,364,50.8,52.2,0.026
SPG,Mittwoch,360,48.1,50.0,-0.198
SPG,Donnerstag,354,52.8,50.8,0.023
SPG,Freitag,352,48.6,48.0,-0.07
SPGI,Montag,329,53.8,53.5,0.069
SPGI,Dienstag,364,46.7,51.4,-0.142
SPGI,Mittwoch,360,51.7,51.7,0.001
SPGI,Donnerstag,354,54.0,53.1,0.166
SPGI,Freitag,352,52.8,47.7,0.022
SPOT,Montag,329,52.0,53.8,0.282
SPOT,Dienstag,364,48.1,49.5,-0.078
SPOT,Mittwoch,360,50.6,48.6,0.047
SPOT,Donnerstag,354,52.0,54.8,0.144
SPOT,Freitag,352,54.5,52.3,0.059
SRT3.DE,Montag,352,48.9,48.3,-0.02
SRT3.DE,Dienstag,360,52.8,47.2,0.108
SRT3.DE,Mittwoch,359,52.9,50.1,0.002
SRT3.DE,Donnerstag,358,52.8,51.1,0.183
SRT3.DE,Freitag,352,47.7,47.2,-0.129
STX,Montag,329,55.6,55.3,0.197
STX,Dienstag,364,48.4,50.3,-0.052
STX,Mittwoch,360,51.1,50.6,0.228
STX,Donnerstag,354,54.0,53.7,0.105
STX,Freitag,352,52.0,52.8,0.139
SY1.DE,Montag,352,48.3,50.9,-0.047
SY1.DE,Dienstag,360,49.2,47.5,-0.06
SY1.DE,Mittwoch,359,55.2,52.6,0.142
SY1.DE,Donnerstag,358,49.2,49.2,0.056
SY1.DE,Freitag,352,50.6,54.5,-0.018
SYK,Montag,329,47.4,44.7,-0.099
SYK,Dienstag,364,49.2,47.5,-0.063
SYK,Mittwoch,360,53.1,49.2,0.02
SYK,Donnerstag,354,50.0,46.9,0.036
SYK,Freitag,352,52.6,49.4,0.067
T,Montag,329,47.4,49.2,-0.058
T,Dienstag,364,51.9,53.8,0.037
T,Mittwoch,360,47.2,48.6,-0.054
T,Donnerstag,354,52.5,54.0,0.091
T,Freitag,352,57.7,57.7,0.177
TD,Montag,329,56.8,55.3,0.165
TD,Dienstag,364,49.5,51.1,0.026
TD,Mittwoch,360,54.4,55.0,0.051
TD,Donnerstag,354,55.1,52.5,-0.039
TD,Freitag,352,56.5,52.0,0.078
TEAM,Montag,329,53.2,57.1,0.254
TEAM,Dienstag,364,52.2,54.9,0.031
TEAM,Mittwoch,360,51.1,50.3,0.033
TEAM,Donnerstag,354,50.0,54.0,-0.013
TEAM,Freitag,352,55.1,50.6,0.26
TJX,Montag,329,48.3,50.2,0.029
TJX,Dienstag,364,52.7,50.8,0.032
TJX,Mittwoch,360,50.8,50.6,-0.035
TJX,Donnerstag,354,49.2,51.1,0.037
TJX,Freitag,352,50.3,46.6,-0.035
TM,Montag,329,54.1,55.0,0.07
TM,Dienstag,364,50.8,48.9,-0.029
TM,Mittwoch,360,44.7,48.1,-0.04
TM,Donnerstag,354,50.0,45.5,-0.042
TM,Freitag,352,53.1,47.2,-0.008
TMO,Montag,329,50.5,50.2,0.046
TMO,Dienstag,364,47.5,50.0,-0.043
TMO,Mittwoch,360,51.1,51.7,0.029
TMO,Donnerstag,354,53.4,50.8,0.165
TMO,Freitag,352,53.7,49.4,0.055
TMUS,Montag,329,56.5,52.9,0.051
TMUS,Dienstag,364,53.6,49.7,0.024
TMUS,Mittwoch,360,49.2,47.2,-0.022
TMUS,Donnerstag,354,48.3,51.1,0.01
TMUS,Freitag,352,52.8,52.3,0.039
TRV,Montag,329,53.8,53.2,0.014
TRV,Dienstag,364,49.5,51.4,-0.039
TRV,Mittwoch,360,50.0,51.9,-0.041
TRV,Donnerstag,354,53.4,54.0,0.167
TRV,Freitag,352,50.0,48.6,0.02
TSLA,Montag,329,55.3,57.1,0.666
TSLA,Dienstag,364,50.0,47.3,-0.086
TSLA,Mittwoch,360,48.1,48.9,-0.014
TSLA,Donnerstag,354,47.7,46.9,-0.175
TSLA,Freitag,352,51.4,48.6,0.049
TSM,Montag,329,53.8,52.3,0.178
TSM,Dienstag,364,46.2,45.3,-0.081
TSM,Mittwoch,360,50.3,50.3,0.037
TSM,Donnerstag,354,48.9,49.2,-0.009
TSM,Freitag,352,44.0,42.6,-0.263
TTD,Montag,329,55.3,53.5,0.368
TTD,Dienstag,364,53.0,54.1,-0.013
TTD,Mittwoch,360,49.7,50.6,-0.067
TTD,Donnerstag,354,44.9,44.4,-0.111
TTD,Freitag,352,50.6,51.4,0.099
TTE,Montag,329,51.1,49.8,-0.042
TTE,Dienstag,364,45.1,47.8,-0.118
TTE,Mittwoch,360,49.4,50.6,-0.065
TTE,Donnerstag,354,51.1,50.3,-0.051
TTE,Freitag,352,51.4,47.4,0.011
TTWO,Montag,329,55.3,52.6,0.157
TTWO,Dienstag,364,50.8,50.3,0.051
TTWO,Mittwoch,360,48.3,47.5,-0.046
TTWO,Donnerstag,354,48.3,46.6,-0.052
TTWO,Freitag,352,52.3,51.4,0.024
TXN,Montag,329,55.0,54.1,0.184
TXN,Dienstag,364,47.0,47.3,-0.044
TXN,Mittwoch,360,50.3,48.1,0.072
TXN,Donnerstag,354,51.4,50.8,0.016
TXN,Freitag,352,52.3,48.9,-0.044
UBER,Montag,329,51.4,49.8,0.106
UBER,Dienstag,364,44.2,49.2,-0.026
UBER,Mittwoch,360,50.6,47.5,-0.076
UBER,Donnerstag,354,48.9,49.7,0.062
UBER,Freitag,352,47.2,44.0,0.038
UBS,Montag,329,54.1,58.7,0.095
UBS,Dienstag,364,51.1,54.1,-0.011
UBS,Mittwoch,360,44.7,48.3,-0.019
UBS,Donnerstag,354,51.1,49.7,0.049
UBS,Freitag,352,53.7,52.8,0.042
UL,Montag,329,54.7,54.4,0.039
UL,Dienstag,364,50.8,52.7,-0.001
UL,Mittwoch,360,50.8,54.4,0.017
UL,Donnerstag,354,52.5,52.0,0.041
UL,Freitag,352,53.7,51.1,0.055
UNH,Montag,329,52.9,48.6,0.01
UNH,Dienstag,364,48.1,47.3,-0.058
UNH,Mittwoch,360,49.2,51.9,0.13
UNH,Donnerstag,354,52.5,52.5,0.001
UNH,Freitag,352,53.7,54.3,0.099
UNP,Montag,329,49.8,47.1,-0.025
UNP,Dienstag,364,44.0,43.7,-0.115
UNP,Mittwoch,360,48.9,50.0,0.02
UNP,Donnerstag,354,51.1,52.0,0.063
UNP,Freitag,352,54.3,54.5,0.12
UPS,Montag,329,49.8,52.6,0.033
UPS,Dienstag,364,54.4,49.7,-0.084
UPS,Mittwoch,360,43.9,48.6,-0.083
UPS,Donnerstag,354,52.0,50.6,0.075
UPS,Freitag,352,51.4,51.4,0.09
USB,Montag,329,50.8,50.8,0.001
USB,Dienstag,364,47.5,46.7,-0.095
USB,Mittwoch,360,46.1,47.8,-0.135
USB,Donnerstag,354,54.8,49.7,0.091
USB,Freitag,352,54.3,48.6,0.09
V,Montag,329,54.1,53.8,0.115
V,Dienstag,364,52.5,51.9,-0.072
V,Mittwoch,360,50.8,53.6,0.043
V,Donnerstag,354,52.3,52.8,0.065
V,Freitag,352,55.7,55.1,0.044
VLO,Montag,329,57.1,52.9,0.286
VLO,Dienstag,364,49.7,50.0,-0.11
VLO,Mittwoch,360,46.7,50.0,-0.065
VLO,Donnerstag,354,50.0,46.9,-0.038
VLO,Freitag,352,51.1,48.0,0.137
VNA.DE,Montag,352,43.2,45.2,-0.227
VNA.DE,Dienstag,360,45.0,45.8,-0.149
VNA.DE,Mittwoch,359,52.1,49.9,0.052
VNA.DE,Donnerstag,358,49.4,49.7,0.029
VNA.DE,Freitag,352,48.9,46.6,-0.034
VOW3.DE,Montag,352,46.3,45.5,-0.154
VOW3.DE,Dienstag,360,46.1,46.7,0.052
VOW3.DE,Mittwoch,359,46.5,46.2,-0.139
VOW3.DE,Donnerstag,358,48.6,51.1,-0.173
VOW3.DE,Freitag,352,46.9,49.1,-0.036
VRSK,Montag,329,51.1,52.0,0.074
VRSK,Dienstag,364,52.5,50.8,-0.033
VRSK,Mittwoch,360,51.9,53.3,0.041
VRSK,Donnerstag,354,52.8,52.3,0.042
VRSK,Freitag,352,53.4,48.3,0.022
VRTX,Montag,329,55.3,50.5,0.194
VRTX,Dienstag,364,51.4,45.3,-0.019
VRTX,Mittwoch,360,45.8,50.6,-0.023
VRTX,Donnerstag,354,50.3,49.4,0.034
VRTX,Freitag,352,53.4,51.4,0.092
VZ,Montag,329,45.3,47.7,-0.091
VZ,Dienstag,364,49.5,49.7,0.006
VZ,Mittwoch,360,44.2,46.1,-0.117
VZ,Donnerstag,354,53.4,53.4,0.069
VZ,Freitag,352,56.2,54.3,0.142
WBD,Montag,329,49.5,48.6,0.11
WBD,Dienstag,364,49.5,51.6,-0.092
WBD,Mittwoch,360,51.7,53.6,0.171
WBD,Donnerstag,354,51.7,52.0,0.183
WBD,Freitag,352,47.2,52.0,0.036
WDAY,Montag,329,55.0,53.8,0.156
WDAY,Dienstag,364,49.7,49.5,-0.074
WDAY,Mittwoch,360,46.9,50.6,-0.026
WDAY,Donnerstag,354,54.0,51.4,0.166
WDAY,Freitag,352,55.4,53.1,0.142
WDC,Montag,329,54.7,54.1,0.237
WDC,Dienstag,364,47.3,49.5,-0.046
WDC,Mittwoch,360,48.6,53.6,0.035
WDC,Donnerstag,354,51.7,52.0,0.008
WDC,Freitag,352,51.7,52.0,0.053
WELL,Montag,329,51.1,52.9,0.008
WELL,Dienstag,364,54.4,51.4,0.004
WELL,Mittwoch,360,50.6,51.7,-0.09
WELL,Donnerstag,354,50.0,51.7,0.113
WELL,Freitag,352,52.8,50.3,0.027
WFC,Montag,329,50.5,52.0,0.084
WFC,Dienstag,364,46.4,50.3,-0.138
WFC,Mittwoch,360,49.2,53.1,-0.028
WFC,Donnerstag,354,49.4,50.0,0.022
WFC,Freitag,352,54.8,55.1,0.058
WMT,Montag,329,59.0,56.2,0.246
WMT,Dienstag,364,50.8,52.2,0.039
WMT,Mittwoch,360,44.2,47.5,-0.031
WMT,Donnerstag,354,49.2,52.5,0.033
WMT,Freitag,352,53.1,49.4,0.058
XEL,Montag,329,52.0,46.2,-0.023
XEL,Dienstag,364,50.5,48.9,-0.037
XEL,Mittwoch,360,50.3,48.3,0.047
XEL,Donnerstag,354,51.4,50.8,0.028
XEL,Freitag,352,51.4,47.7,-0.042
XOM,Montag,329,56.2,54.1,0.196
XOM,Dienstag,364,47.5,50.8,-0.024
XOM,Mittwoch,360,48.9,51.7,-0.049
XOM,Donnerstag,354,50.3,49.7,0.02
XOM,Freitag,352,48.9,48.6,-0.027
ZAL.DE,Montag,352,52.3,48.6,0.146
ZAL.DE,Dienstag,360,49.2,51.7,-0.053
ZAL.DE,Mittwoch,359,48.7,49.6,-0.055
ZAL.DE,Donnerstag,358,52.8,51.4,0.044
ZAL.DE,Freitag,352,49.7,49.4,0.03
ZS,Montag,329,58.4,57.4,0.416
ZS,Dienstag,364,51.6,47.8,0.096
ZS,Mittwoch,360,48.6,48.3,-0.093
ZS,Donnerstag,354,50.6,51.4,0.058
ZS,Freitag,352,52.0,49.4,-0.047
ZW=F,Montag,329,39.8,41.0,-0.15
ZW=F,Dienstag,364,47.3,44.5,-0.085
ZW=F,Mittwoch,360,47.2,47.8,0.01
ZW=F,Donnerstag,355,43.1,47.0,-0.012
ZW=F,Freitag,352,42.0,48.0,-0.093
