datum,^GSPC,^NDX,^DJI,^GDAXI
2026-04-15,7022.95,26204.58,48463.72,24066.70
2026-04-16,7041.28,26333.00,48578.72,24154.47
2026-04-17,7126.06,26672.43,49447.43,24702.24
2026-04-20,7109.14,26590.34,49442.56,24417.80
2026-04-21,7064.01,26479.47,49149.38,24270.87
2026-04-22,7137.90,26937.28,49490.03,24194.90
2026-04-23,7108.40,26782.63,49310.32,24155.45
2026-04-24,7165.08,27303.67,49230.71,24128.98
2026-04-27,7173.91,27305.68,49167.79,24083.53
2026-04-28,7138.80,27029.01,49141.93,24018.26
2026-04-29,7135.95,27186.98,48861.81,23954.56
2026-04-30,7209.01,27452.12,49652.14,24292.38
2026-05-01,7230.12,27710.36,49499.27,
2026-05-04,7200.75,27651.82,48941.90,23991.27
2026-05-05,7259.22,28015.06,49298.25,24401.70
2026-05-06,7365.12,28599.17,49910.59,24918.69
2026-05-07,7337.11,28563.95,49596.97,24663.61
2026-05-08,7398.93,29234.99,49609.16,24338.63
2026-05-11,7412.84,29320.66,49704.47,24350.28
2026-05-12,7400.96,29064.80,49760.56,23954.93
2026-05-13,7444.25,29366.94,49693.20,24136.81
2026-05-14,7501.24,29580.30,50063.46,24456.26
2026-05-15,7408.50,29125.20,49526.17,23950.57
2026-05-18,7403.05,28994.37,49686.12,24307.92
2026-05-19,7353.61,28818.84,49363.88,24400.65
2026-05-20,7432.97,29297.70,50009.35,24737.24
2026-05-21,7445.72,29357.27,50285.66,24606.77
2026-05-22,7473.47,29481.64,50579.70,24888.56
2026-05-25,,,,25389.10
2026-05-26,7519.12,30001.32,50461.68,25184.89
2026-05-27,7520.36,29973.57,50644.28,25177.80
2026-05-28,7563.63,30223.89,50668.97,25092.25
2026-05-29,7580.06,30333.18,51032.46,25104.70
2026-06-01,7599.96,30513.86,51078.88,25003.04
2026-06-02,7609.78,30660.60,51307.79,25124.17
2026-06-03,7553.68,30571.24,50687.07,24795.94
2026-06-04,7584.31,30407.81,51561.93,24944.95
2026-06-05,7383.74,28957.60,50866.78,24759.05
2026-06-08,7405.73,29414.26,50786.01,24616.22
2026-06-09,7386.65,29084.50,50872.11,24433.06
2026-06-10,7266.99,28508.03,49918.78,24195.31
2026-06-11,7394.30,29446.18,50848.75,24209.71
2026-06-12,7431.46,29635.95,51202.26,24635.30
2026-06-15,7554.29,30543.92,51671.03,24894.01
2026-06-16,7511.35,29968.13,51999.67,24910.41
2026-06-17,7420.10,29670.95,51492.55,24934.67
2026-06-18,7500.58,30406.19,51564.70,25026.80
2026-06-19,,,,24985.82
2026-06-22,7472.79,30347.08,51712.71,25139.69
2026-06-23,7365.46,29347.27,51666.84,24893.58
2026-06-24,7358.22,29220.06,51848.90,24740.36
2026-06-25,7357.49,29440.32,51920.62,24994.83
2026-06-26,7354.02,29118.24,51876.11,24671.22
2026-06-29,7440.43,29774.75,52182.74,24626.89
2026-06-30,7499.36,30276.35,52319.20,24995.81
2026-07-01,7483.23,29809.13,52305.24,25040.28
2026-07-02,7483.24,29329.21,52900.07,25580.88
2026-07-03,,,,25779.31
2026-07-06,7537.43,29697.87,53055.91,25817.89
2026-07-07,7503.85,29173.02,52925.15,25465.25
2026-07-08,7482.71,29252.56,52348.39,24897.45
2026-07-09,7543.64,29727.10,52487.41,25118.27
2026-07-10,7575.39,29825.11,52637.01,25067.09
2026-07-13,7515.34,29264.10,52498.64,25114.25
2026-07-14,7543.59,29586.29,52508.27,25147.03
2026-07-15,7572.40,29502.60,52658.64,24999.53
2026-07-16,7533.77,29025.77,52552.97,24915.49
2026-07-17,7457.69,28592.66,52146.42,24830.98
2026-07-20,7443.28,28604.23,51839.26,24846.69
2026-07-21,7509.20,29155.18,52224.64,25011.35
2026-07-22,7498.96,28998.10,52218.58,25155.41
2026-07-23,7408.30,28454.81,51711.65,24763.12
2026-07-24,7411.98,28128.34,51947.25,25099.00
2026-07-27,7413.18,28039.21,52210.08,25361.03
2026-07-28,7428.78,27763.13,52747.32,25464.01
2026-07-29,7316.15,27192.31,51594.14,25460.48
2026-07-30,7437.63,28106.35,52208.06,25612.03
2026-07-31,7489.72,28274.20,52485.03,25629.24
2026-08-03,7600.50,28776.80,53178.41,26001.31
2026-08-04,7736.52,29733.16,54085.88,26202.35
2026-08-05,7723.55,29487.79,54349.12,26126.30
2026-08-06,7709.96,29373.33,53885.10,26140.13
2026-08-07,7757.64,29722.30,54036.93,26319.45
2026-08-10,7753.11,29621.80,53975.98,26323.88
2026-08-11,7728.20,29525.48,53791.85,26391.42
2026-08-12,7748.50,29742.60,53770.27,26331.07
2026-08-13,7798.99,30084.50,53839.99,26299.74
2026-08-14,7785.76,30046.14,53732.41,26440.31
2026-08-17,7745.06,29995.38,53459.78,26338.61
2026-08-18,7691.76,29490.96,53343.40,26128.36
2026-08-19,7707.98,29426.02,53463.05,26091.33
2026-08-20,7641.16,29213.16,52759.21,25983.04
2026-08-21,7674.37,29308.86,53277.01,26136.56
2026-08-24,7652.86,29023.18,53417.16,26106.60
2026-08-25,7677.28,29209.23,53577.40,26266.14
2026-08-26,7675.70,29224.52,53463.88,26285.96
2026-08-27,7730.99,29641.56,53569.44,26367.24
2026-08-28,7711.76,29433.43,53559.99,26569.99
2026-08-31,7686.14,29456.97,53185.90,26258.11
2026-09-01,7631.47,29077.22,52766.88,25970.11
2026-09-02,7666.60,29143.33,53061.95,25839.33
2026-09-03,7747.71,29482.32,53686.11,26003.32
2026-09-04,7718.60,29544.15,53414.25,26046.40
2026-09-07,,,,26006.53
2026-09-08,7673.52,29507.70,52786.07,26007.63
2026-09-09,7636.36,29421.55,52380.66,25576.45
2026-09-10,7591.70,29103.51,52064.10,25361.15
2026-09-11,7656.98,29368.44,52573.29,25568.56
2026-09-14,7619.98,29127.16,52421.20,25440.81
2026-09-15,7585.73,28937.84,52093.11,25402.28
2026-09-16,7551.81,28945.06,51461.90,25537.75
2026-09-17,7637.76,29446.98,51778.04,25716.71
2026-09-18,7650.50,29644.17,51682.64,25304.06
2026-09-21,7764.70,30482.35,52048.83,25575.01
2026-09-22,7764.64,30732.40,51863.69,25578.85
2026-09-23,7706.03,30470.29,51511.59,25410.63
2026-09-24,7704.13,30478.86,51349.98,25266.53
2026-09-25,7743.41,30608.13,51828.62,25408.64
