datum,^GSPC,^NDX,^DJI,^GDAXI
2024-04-02,5205.81,18121.78,39170.24,18283.13
2024-04-03,5211.49,18160.19,39127.14,18367.72
2024-04-04,5147.21,17878.78,38596.98,18403.13
2024-04-05,5204.34,18108.46,38904.04,18175.04
2024-04-08,5202.39,18100.19,38892.80,18318.97
2024-04-09,5209.91,18169.90,38883.67,18076.69
2024-04-10,5160.64,18011.66,38461.51,18097.30
2024-04-11,5199.06,18307.98,38459.08,17954.48
2024-04-12,5123.41,18003.49,37983.24,17930.32
2024-04-15,5061.82,17706.83,37735.11,18026.58
2024-04-16,5051.41,17713.66,37798.97,17766.23
2024-04-17,5022.21,17493.62,37753.31,17770.02
2024-04-18,5011.12,17394.31,37775.38,17837.40
2024-04-19,4967.23,17037.65,37986.40,17737.36
2024-04-22,5010.60,17210.89,38239.98,17860.80
2024-04-23,5070.55,17471.47,38503.69,18137.65
2024-04-24,5071.63,17526.80,38460.92,18088.70
2024-04-25,5048.42,17430.50,38085.80,17917.28
2024-04-26,5099.96,17718.30,38239.66,18161.01
2024-04-29,5116.17,17782.72,38386.09,18118.32
2024-04-30,5035.69,17440.69,37815.92,17932.17
2024-05-01,5018.39,17318.55,37903.29,
2024-05-02,5064.20,17541.54,38225.66,17896.50
2024-05-03,5127.79,17890.80,38675.68,18001.60
2024-05-06,5180.74,18093.57,38852.27,18175.21
2024-05-07,5187.70,18091.45,38884.26,18430.05
2024-05-08,5187.67,18085.01,39056.39,18498.38
2024-05-09,5214.08,18113.46,39387.76,18686.60
2024-05-10,5222.68,18161.18,39512.84,18772.85
2024-05-13,5221.42,18198.61,39431.51,18742.22
2024-05-14,5246.68,18322.77,39558.11,18716.42
2024-05-15,5308.15,18596.65,39908.00,18869.36
2024-05-16,5297.10,18557.96,39869.38,18738.81
2024-05-17,5303.27,18546.23,40003.59,18704.42
2024-05-20,5308.13,18674.19,39806.77,18768.96
2024-05-21,5321.41,18713.80,39872.99,18726.76
2024-05-22,5307.01,18705.20,39671.04,18680.20
2024-05-23,5267.84,18623.39,39065.26,18691.32
2024-05-24,5304.72,18808.35,39069.59,18693.37
2024-05-27,,,,18774.71
2024-05-28,5306.04,18869.44,38852.86,18677.87
2024-05-29,5266.95,18736.75,38441.54,18473.29
2024-05-30,5235.48,18538.66,38111.48,18496.79
2024-05-31,5277.51,18536.65,38686.32,18497.94
2024-06-03,5283.40,18600.97,38571.03,18608.16
2024-06-04,5291.34,18654.84,38711.29,18405.64
2024-06-05,5354.03,19035.05,38807.33,18575.94
2024-06-06,5352.96,19021.19,38886.17,18652.67
2024-06-07,5346.99,19000.95,38798.99,18557.27
2024-06-10,5360.79,19074.67,38868.04,18494.89
2024-06-11,5375.32,19210.18,38747.42,18369.94
2024-06-12,5421.03,19465.18,38712.21,18630.86
2024-06-13,5433.74,19576.92,38647.10,18265.68
2024-06-14,5431.60,19659.80,38589.16,18002.02
2024-06-17,5473.23,19902.75,38778.10,18068.21
2024-06-18,5487.03,19908.86,38834.86,18131.97
2024-06-19,,,,18067.91
2024-06-20,5473.17,19752.30,39134.76,18254.18
2024-06-21,5464.62,19700.43,39150.33,18163.52
2024-06-24,5447.87,19474.62,39411.21,18325.58
2024-06-25,5469.30,19701.13,39112.16,18177.62
2024-06-26,5477.90,19751.05,39127.80,18155.24
2024-06-27,5482.87,19789.03,39164.06,18210.55
2024-06-28,5460.48,19682.87,39118.86,18235.45
2024-07-01,5475.09,19812.22,39169.52,18290.66
2024-07-02,5509.01,20011.89,39331.85,18164.06
2024-07-03,5537.02,20186.63,39308.00,18374.53
2024-07-04,,,,18450.48
2024-07-05,5567.19,20391.97,39375.87,18475.45
2024-07-08,5572.85,20439.54,39344.79,18472.05
2024-07-09,5576.98,20453.02,39291.97,18236.19
2024-07-10,5633.91,20675.38,39721.36,18407.22
2024-07-11,5584.54,20211.36,39753.75,18534.56
2024-07-12,5615.35,20331.49,40000.90,18748.18
2024-07-15,5631.22,20386.88,40211.72,18590.89
2024-07-16,5667.20,20398.62,40954.48,18518.03
2024-07-17,5588.27,19799.14,41198.08,18437.30
2024-07-18,5544.59,19705.09,40665.02,18354.76
2024-07-19,5505.00,19522.62,40287.53,18171.93
2024-07-22,5564.41,19822.87,40415.44,18407.07
2024-07-23,5555.74,19754.34,40358.09,18557.70
2024-07-24,5427.13,19032.39,39853.87,18387.46
2024-07-25,5399.22,18830.58,39935.07,18298.72
2024-07-26,5459.10,19023.66,40589.34,18417.55
2024-07-29,5463.54,19059.49,40539.93,18320.67
2024-07-30,5436.44,18796.27,40743.33,18411.18
2024-07-31,5522.30,19362.43,40842.79,18508.65
2024-08-01,5446.68,18890.39,40347.97,18083.05
2024-08-02,5346.56,18440.85,39737.26,17661.22
2024-08-05,5186.33,17895.16,38703.27,17339.00
2024-08-06,5240.03,18077.92,38997.66,17354.32
2024-08-07,5199.50,17867.37,38763.45,17615.15
2024-08-08,5319.31,18413.82,39446.49,17680.40
2024-08-09,5344.16,18513.10,39497.54,17722.88
2024-08-12,5344.39,18542.03,39357.01,17726.47
2024-08-13,5434.43,19006.43,39765.64,17812.05
2024-08-14,5455.21,19022.68,40008.39,17885.60
2024-08-15,5543.22,19490.15,40563.06,18183.24
2024-08-16,5554.25,19508.52,40659.76,18322.40
2024-08-19,5608.25,19766.49,40896.53,18421.69
2024-08-20,5597.12,19719.82,40834.97,18357.52
2024-08-21,5620.85,19824.84,40890.49,18448.95
2024-08-22,5570.64,19491.84,40712.78,18493.39
2024-08-23,5634.61,19720.87,41175.08,18633.10
2024-08-26,5616.84,19516.44,41240.52,18617.02
2024-08-27,5625.80,19581.52,41250.50,18681.81
2024-08-28,5592.18,19350.78,41091.42,18782.29
2024-08-29,5591.96,19325.45,41335.05,18912.57
2024-08-30,5648.40,19574.64,41563.08,18906.92
2024-09-02,,,,18930.85
2024-09-03,5528.93,18958.74,40936.93,18747.11
2024-09-04,5520.07,18921.40,40974.97,18591.85
2024-09-05,5503.41,18930.33,40755.75,18576.50
2024-09-06,5408.42,18421.31,40345.41,18301.90
2024-09-09,5471.05,18660.78,40829.59,18443.56
2024-09-10,5495.52,18829.14,40736.96,18265.92
2024-09-11,5554.13,19237.30,40861.71,18330.27
2024-09-12,5595.76,19423.07,41096.77,18518.39
2024-09-13,5626.02,19514.59,41393.78,18699.40
2024-09-16,5633.09,19423.06,41622.08,18633.11
2024-09-17,5634.58,19432.40,41606.18,18726.08
2024-09-18,5618.26,19344.49,41503.10,18711.49
2024-09-19,5713.64,19839.83,42025.19,19002.38
2024-09-20,5702.55,19791.49,42063.36,18720.01
2024-09-23,5718.57,19852.20,42124.65,18846.79
2024-09-24,5732.93,19944.84,42208.22,18996.63
2024-09-25,5722.26,19972.61,41914.75,18918.50
2024-09-26,5745.37,20115.54,42175.11,19238.36
2024-09-27,5738.17,20008.62,42313.00,19473.63
2024-09-30,5762.48,20060.69,42330.15,19324.93
2024-10-01,5708.75,19773.30,42156.97,19213.14
2024-10-02,5709.54,19802.59,42196.52,19164.75
2024-10-03,5699.94,19793.34,42011.59,19015.41
2024-10-04,5751.07,20035.02,42352.75,19120.93
2024-10-07,5695.94,19800.74,41954.24,19104.10
2024-10-08,5751.13,20107.78,42080.37,19066.47
2024-10-09,5792.04,20268.86,42512.00,19254.93
2024-10-10,5780.05,20241.76,42454.12,19210.90
2024-10-11,5815.03,20271.97,42863.86,19373.83
2024-10-14,5859.85,20439.05,43065.22,19508.29
2024-10-15,5815.26,20159.83,42740.42,19486.19
2024-10-16,5842.47,20174.05,43077.70,19432.81
2024-10-17,5841.47,20190.42,43239.05,19583.39
2024-10-18,5864.67,20324.04,43275.91,19657.37
2024-10-21,5853.98,20361.47,42931.60,19461.19
2024-10-22,5851.20,20390.46,42924.89,19421.91
2024-10-23,5797.42,20066.96,42514.95,19377.62
2024-10-24,5809.86,20232.87,42374.36,19443.00
2024-10-25,5808.12,20352.02,42114.40,19463.59
2024-10-28,5823.52,20351.07,42387.57,19531.62
2024-10-29,5832.92,20550.65,42233.05,19478.07
2024-10-30,5813.67,20387.70,42141.54,19257.34
2024-10-31,5705.45,19890.42,41763.46,19077.54
2024-11-01,5728.80,20033.14,42052.19,19254.97
2024-11-04,5712.69,19963.60,41794.60,19147.85
2024-11-05,5782.76,20227.46,42221.88,19256.27
2024-11-06,5929.04,20781.33,43729.93,19039.31
2024-11-07,5973.10,21101.57,43729.34,19362.52
2024-11-08,5995.54,21117.18,43988.99,19215.48
2024-11-11,6001.35,21106.59,44293.13,19448.60
2024-11-12,5983.99,21070.79,43910.98,19033.64
2024-11-13,5985.38,21036.16,43958.19,19003.11
2024-11-14,5949.17,20896.67,43750.86,19263.70
2024-11-15,5870.62,20394.13,43444.99,19210.81
2024-11-18,5893.62,20539.19,43389.60,19189.19
2024-11-19,5916.98,20684.59,43268.94,19060.31
2024-11-20,5917.11,20667.10,43408.47,19004.78
2024-11-21,5948.71,20740.78,43870.35,19146.17
2024-11-22,5969.34,20776.23,44296.51,19322.59
2024-11-25,5987.37,20804.89,44736.57,19405.20
2024-11-26,6021.63,20922.90,44860.31,19295.98
2024-11-27,5998.74,20744.49,44722.06,19261.75
2024-11-28,,,,19425.73
2024-11-29,6032.38,20930.37,44910.65,19626.45
2024-12-02,6047.15,21164.60,44782.00,19933.62
2024-12-03,6049.88,21229.32,44705.53,20016.75
2024-12-04,6086.49,21492.36,45014.04,20232.14
2024-12-05,6075.11,21425.22,44765.71,20358.80
2024-12-06,6090.27,21622.25,44642.52,20384.61
2024-12-09,6052.85,21440.82,44401.93,20345.96
2024-12-10,6034.91,21368.18,44247.83,20329.16
2024-12-11,6084.19,21763.98,44148.56,20399.16
2024-12-12,6051.25,21615.27,43914.12,20426.27
2024-12-13,6051.09,21780.25,43828.06,20405.92
2024-12-16,6074.08,22096.66,43717.48,20313.81
2024-12-17,6050.61,22001.08,43449.90,20246.37
2024-12-18,5872.16,21209.32,42326.87,20242.57
2024-12-19,5867.08,21110.51,42342.24,19969.86
2024-12-20,5930.85,21289.15,42840.26,19884.75
2024-12-23,5974.07,21503.17,42906.95,19848.77
2024-12-24,6040.04,21797.65,43297.03,
2024-12-26,6037.59,21768.31,43325.80,
2024-12-27,5970.84,21473.02,42992.21,19984.32
2024-12-30,5906.94,21197.09,42573.73,19909.14
2024-12-31,5881.63,21012.17,42544.22,
2025-01-02,5868.55,20975.62,42392.27,20024.66
2025-01-03,5942.47,21326.16,42732.13,19906.08
2025-01-06,5975.38,21559.50,42706.56,20216.19
2025-01-07,5909.03,21173.04,42528.36,20340.57
2025-01-08,5918.25,21180.97,42635.20,20329.94
2025-01-09,,,,20317.10
2025-01-10,5827.04,20847.58,41938.45,20214.79
2025-01-13,5836.22,20784.72,42297.12,20132.85
2025-01-14,5842.91,20757.41,42518.28,20271.33
2025-01-15,5949.91,21237.85,43221.55,20574.68
2025-01-16,5937.34,21091.25,43153.13,20655.39
2025-01-17,5996.66,21441.16,43487.83,20903.39
2025-01-20,,,,20990.31
2025-01-21,6049.24,21566.51,44025.81,21042.00
2025-01-22,6086.37,21853.00,44156.73,21254.27
2025-01-23,6118.71,21900.93,44565.07,21411.53
2025-01-24,6101.24,21774.01,44424.25,21394.93
2025-01-27,6012.28,21127.28,44713.58,21282.18
2025-01-28,6067.70,21463.04,44850.35,21430.58
2025-01-29,6039.31,21411.46,44713.52,21637.53
2025-01-30,6071.17,21508.12,44882.13,21727.20
2025-01-31,6040.53,21478.05,44544.66,21732.05
2025-02-03,5994.57,21297.58,44421.91,21428.24
2025-02-04,6037.88,21566.92,44556.04,21505.70
2025-02-05,6061.48,21658.16,44873.28,21585.93
2025-02-06,6083.57,21774.07,44747.63,21902.42
2025-02-07,6025.99,21491.31,44303.40,21787.00
2025-02-10,6066.44,21756.73,44470.41,21911.74
2025-02-11,6068.50,21693.52,44593.65,22037.83
2025-02-12,6051.97,21719.26,44368.56,22148.03
2025-02-13,6115.07,22030.71,44711.43,22612.02
2025-02-14,6114.63,22114.69,44546.08,22513.42
2025-02-17,,,,22798.09
2025-02-18,6129.58,22164.61,44556.34,22844.50
2025-02-19,6144.15,22175.60,44627.59,22433.63
2025-02-20,6117.52,22068.06,44176.65,22314.65
2025-02-21,6013.13,21614.08,43428.02,22287.56
2025-02-24,5983.25,21352.08,43461.21,22425.93
2025-02-25,5955.25,21087.25,43621.16,22410.27
2025-02-26,5956.06,21132.92,43433.12,22794.11
2025-02-27,5861.57,20550.95,43239.50,22550.89
2025-02-28,5954.50,20884.41,43840.91,22551.43
2025-03-03,5849.72,20425.58,43191.24,23147.02
2025-03-04,5778.15,20352.53,42520.99,22326.81
2025-03-05,5842.63,20628.46,43006.59,23081.03
2025-03-06,5738.52,20052.63,42579.08,23419.48
2025-03-07,5770.20,20201.37,42801.72,23008.94
2025-03-10,5614.56,19430.95,41911.71,22620.95
2025-03-11,5572.07,19376.96,41433.48,22328.77
2025-03-12,5599.30,19596.02,41350.93,22676.41
2025-03-13,5521.52,19225.48,40813.57,22567.14
2025-03-14,5638.94,19704.64,41488.19,22986.82
2025-03-17,5675.12,19812.24,41841.63,23154.57
2025-03-18,5614.66,19483.36,41581.31,23380.70
2025-03-19,5675.29,19736.66,41964.63,23288.06
2025-03-20,5662.89,19677.61,41953.32,22999.15
2025-03-21,5667.56,19753.97,41985.35,22891.68
2025-03-24,5767.57,20180.45,42583.32,22852.66
2025-03-25,5776.65,20287.83,42587.50,23109.79
2025-03-26,5712.20,19916.99,42454.79,22839.03
2025-03-27,5693.31,19798.62,42299.70,22678.74
2025-03-28,5580.94,19281.40,41583.90,22461.52
2025-03-31,5611.85,19278.45,42001.76,22163.49
2025-04-01,5633.07,19436.42,41989.96,22539.98
2025-04-02,5670.97,19581.78,42225.32,22390.84
2025-04-03,5396.52,18521.47,40545.93,21717.39
2025-04-04,5074.08,17397.70,38314.86,20641.72
2025-04-07,5062.25,17430.68,37965.60,19789.62
2025-04-08,4982.77,17090.40,37645.59,20280.26
2025-04-09,5456.90,19145.06,40608.45,19670.88
2025-04-10,5268.05,18343.57,39593.66,20562.73
2025-04-11,5363.36,18690.05,40212.71,20374.10
2025-04-14,5405.97,18796.02,40524.79,20954.83
2025-04-15,5396.63,18830.23,40368.96,21253.70
2025-04-16,5275.70,18257.64,39669.39,21311.02
2025-04-17,5282.70,18258.09,39142.23,21205.86
2025-04-21,5158.20,17808.30,38170.41,
2025-04-22,5287.76,18276.41,39186.98,21293.53
2025-04-23,5375.86,18693.26,39606.57,21961.97
2025-04-24,5484.77,19214.40,40093.40,22064.51
2025-04-25,5525.21,19432.56,40113.50,22242.45
2025-04-28,5528.75,19427.29,40227.59,22271.67
2025-04-29,5560.83,19544.95,40527.62,22425.83
2025-04-30,5569.06,19571.02,40669.36,22496.98
2025-05-01,5604.14,19786.71,40752.96,
2025-05-02,5686.67,20102.61,41317.43,23086.65
2025-05-05,5650.38,19967.94,41218.83,23344.54
2025-05-06,5606.91,19791.35,40829.00,23249.65
2025-05-07,5631.28,19867.97,41113.97,23115.96
2025-05-08,5663.94,20063.56,41368.45,23352.69
2025-05-09,5659.91,20061.45,41249.38,23499.32
2025-05-12,5844.19,20868.15,42410.10,23566.54
2025-05-13,5886.55,21197.70,42140.43,23638.56
2025-05-14,5892.58,21319.21,42051.06,23527.01
2025-05-15,5916.93,21335.82,42322.75,23695.59
2025-05-16,5958.38,21427.94,42654.74,23767.43
2025-05-19,5963.60,21447.05,42792.07,23934.98
2025-05-20,5940.46,21367.37,42677.24,24036.11
2025-05-21,5844.61,21080.36,41860.44,24122.40
2025-05-22,5842.01,21112.47,41859.09,23999.17
2025-05-23,5802.82,20915.66,41603.07,23629.58
2025-05-26,,,,24027.65
2025-05-27,5921.54,21414.99,42343.65,24226.49
2025-05-28,5888.55,21318.17,42098.70,24038.19
2025-05-29,5912.17,21363.95,42215.73,23933.23
2025-05-30,5911.69,21340.99,42270.07,23997.48
2025-06-02,5935.94,21491.75,42305.48,23930.67
2025-06-03,5970.37,21662.58,42519.64,24091.62
2025-06-04,5970.81,21721.92,42427.74,24276.48
2025-06-05,5939.30,21547.43,42319.74,24323.58
2025-06-06,6000.36,21761.79,42762.87,24304.46
2025-06-09,6005.88,21797.87,42761.76,24174.32
2025-06-10,6038.81,21941.92,42866.87,23987.56
2025-06-11,6022.24,21860.80,42865.77,23948.90
2025-06-12,6045.26,21913.32,42967.62,23771.45
2025-06-13,5976.97,21631.04,42197.79,23516.23
2025-06-16,6033.11,21937.57,42515.09,23699.12
2025-06-17,5982.72,21719.08,42215.80,23434.65
2025-06-18,5980.87,21719.69,42171.66,23317.81
2025-06-19,,,,23057.38
2025-06-20,5967.84,21626.39,42206.82,23350.55
2025-06-23,6025.17,21856.33,42581.78,23269.01
2025-06-24,6092.18,22190.52,43089.02,23641.58
2025-06-25,6092.16,22237.74,42982.43,23498.33
2025-06-26,6141.02,22447.29,43386.84,23649.30
2025-06-27,6173.07,22534.20,43819.27,24033.22
2025-06-30,6204.95,22679.01,44094.77,23909.61
2025-07-01,6198.01,22478.13,44494.94,23673.29
2025-07-02,6227.42,22641.89,44484.42,23790.11
2025-07-03,6279.35,22866.97,44828.53,23934.13
2025-07-04,,,,23787.45
2025-07-07,6229.98,22685.57,44406.36,24073.67
2025-07-08,6225.52,22702.25,44240.76,24206.91
2025-07-09,6263.26,22864.91,44458.30,24549.56
2025-07-10,6280.46,22829.26,44650.64,24456.81
2025-07-11,6259.75,22780.60,44371.51,24255.31
2025-07-14,6268.56,22855.63,44459.65,24160.64
2025-07-15,6243.76,22884.59,44023.29,24060.29
2025-07-16,6263.70,22907.97,44254.78,24009.38
2025-07-17,6297.36,23081.05,44484.49,24370.93
2025-07-18,6296.79,23065.47,44342.19,24289.51
2025-07-21,6305.60,23180.06,44323.07,24307.80
2025-07-22,6309.62,23063.58,44502.44,24041.90
2025-07-23,6358.91,23162.41,45010.29,24240.82
2025-07-24,6363.35,23219.87,44693.91,24295.93
2025-07-25,6388.64,23272.25,44901.92,24217.50
2025-07-28,6389.77,23356.27,44837.56,23970.36
2025-07-29,6370.86,23308.30,44632.99,24217.37
2025-07-30,6362.90,23345.41,44461.28,24262.22
2025-07-31,6339.39,23218.12,44130.98,24065.47
2025-08-01,6238.01,22763.31,43588.58,23425.97
2025-08-04,6329.94,23188.61,44173.64,23757.69
2025-08-05,6299.19,23018.56,44111.74,23846.07
2025-08-06,6345.06,23315.04,44193.12,23924.36
2025-08-07,6340.00,23389.53,43968.64,24192.50
2025-08-08,6389.45,23611.27,44175.61,24162.86
2025-08-11,6373.45,23526.63,43975.09,24081.34
2025-08-12,6445.76,23839.20,44458.61,24024.78
2025-08-13,6466.58,23849.04,44922.27,24185.59
2025-08-14,6468.54,23832.44,44911.26,24377.50
2025-08-15,6449.80,23712.07,44946.12,24359.30
2025-08-18,6449.15,23713.76,44911.82,24314.77
2025-08-19,6411.37,23384.77,44922.27,24423.07
2025-08-20,6395.78,23249.57,44938.31,24276.97
2025-08-21,6370.17,23142.58,44785.50,24293.34
2025-08-22,6466.91,23498.12,45631.74,24363.09
2025-08-25,6439.32,23425.61,45282.47,24273.12
2025-08-26,6465.94,23525.29,45418.07,24152.87
2025-08-27,6481.40,23565.85,45565.23,24046.21
2025-08-28,6501.86,23703.45,45636.90,24039.92
2025-08-29,6460.26,23415.42,45544.88,23902.21
2025-09-01,,,,24037.33
2025-09-02,6415.54,23231.11,45295.81,23487.33
2025-09-03,6448.26,23414.84,45271.23,23594.80
2025-09-04,6502.08,23633.01,45621.29,23770.33
2025-09-05,6481.50,23652.44,45400.86,23596.98
2025-09-08,6495.15,23762.30,45514.95,23807.13
2025-09-09,6512.61,23839.80,45711.34,23718.45
2025-09-10,6532.04,23849.27,45490.92,23632.95
2025-09-11,6587.47,23992.56,46108.00,23703.65
2025-09-12,6584.29,24092.19,45834.22,23698.15
2025-09-15,6615.28,24293.78,45883.45,23748.86
2025-09-16,6606.76,24274.25,45757.90,23329.24
2025-09-17,6600.35,24223.69,46018.32,23359.18
2025-09-18,6631.96,24454.89,46142.42,23674.53
2025-09-19,6664.36,24626.25,46315.27,23639.41
2025-09-22,6693.75,24761.07,46381.54,23527.05
2025-09-23,6656.92,24580.17,46292.78,23611.33
2025-09-24,6637.97,24503.57,46121.28,23666.81
2025-09-25,6604.72,24397.31,45947.32,23534.83
2025-09-26,6643.70,24503.85,46247.29,23739.47
2025-09-29,6661.21,24611.35,46316.07,23745.06
2025-09-30,6688.46,24679.99,46397.89,23880.72
2025-10-01,6711.20,24800.86,46441.10,24113.62
2025-10-02,6715.35,24892.76,46519.72,24422.56
2025-10-03,6715.79,24785.52,46758.28,24378.80
2025-10-06,6740.28,24978.56,46694.97,24378.29
2025-10-07,6714.59,24840.23,46602.98,24385.78
2025-10-08,6753.72,25136.62,46601.78,24597.13
2025-10-09,6735.11,25098.18,46358.42,24611.25
2025-10-10,6552.51,24221.74,45479.60,24241.46
2025-10-13,6654.72,24750.25,46067.58,24387.93
2025-10-14,6644.31,24579.32,46270.46,24236.94
2025-10-15,6671.06,24745.36,46253.31,24181.37
2025-10-16,6629.07,24657.24,45952.24,24272.19
2025-10-17,6664.01,24817.95,46190.61,23830.99
2025-10-20,6735.13,25141.02,46706.58,24258.80
2025-10-21,6735.35,25127.13,46924.74,24330.03
2025-10-22,6699.40,24879.01,46590.41,24151.13
2025-10-23,6738.44,25097.41,46734.61,24207.79
2025-10-24,6791.69,25358.16,47207.12,24239.89
2025-10-27,6875.16,25821.55,47544.59,24308.78
2025-10-28,6890.89,26012.15,47706.37,24278.63
2025-10-29,6890.59,26119.85,47632.00,24124.21
2025-10-30,6822.34,25734.81,47522.12,24118.89
2025-10-31,6840.20,25858.13,47562.87,23958.30
2025-11-03,6851.97,25972.94,47336.68,24132.41
2025-11-04,6771.55,25435.70,47085.24,23949.11
2025-11-05,6796.29,25620.03,47311.00,24049.74
2025-11-06,6720.32,25130.04,46912.30,23734.02
2025-11-07,6728.80,25059.81,46987.10,23569.96
2025-11-10,6832.43,25611.74,47368.63,23959.99
2025-11-11,6846.61,25533.49,47927.96,24088.06
2025-11-12,6850.92,25517.33,48254.82,24381.46
2025-11-13,6737.49,24993.46,47457.22,24041.62
2025-11-14,6734.11,25008.24,47147.48,23876.55
2025-11-17,6672.41,24799.92,46590.24,23590.52
2025-11-18,6617.32,24503.10,46091.74,23180.53
2025-11-19,6642.16,24640.52,46138.77,23162.92
2025-11-20,6538.76,24054.38,45752.26,23278.85
2025-11-21,6602.99,24239.57,46245.41,23091.87
2025-11-24,6705.12,24873.85,46448.27,23239.18
2025-11-25,6765.88,25018.36,47112.45,23464.63
2025-11-26,6812.61,25236.94,47427.12,23726.22
2025-11-27,,,,23767.96
2025-11-28,6849.09,25434.89,47716.42,23836.79
2025-12-01,6812.63,25342.85,47289.33,23589.44
2025-12-02,6829.37,25555.86,47474.46,23710.86
2025-12-03,6849.72,25606.54,47882.90,23693.71
2025-12-04,6857.12,25581.70,47850.94,23882.03
2025-12-05,6870.40,25692.05,47954.99,24028.14
2025-12-08,6846.51,25627.95,47739.32,24046.01
2025-12-09,6840.51,25668.69,47560.29,24162.65
2025-12-10,6886.68,25776.44,48057.75,24130.14
2025-12-11,6901.00,25686.69,48704.01,24294.61
2025-12-12,6827.41,25196.73,48458.05,24186.49
2025-12-15,6816.51,25067.27,48416.56,24229.91
2025-12-16,6800.26,25132.94,48114.26,24076.87
2025-12-17,6721.43,24647.61,47885.97,23960.59
2025-12-18,6774.76,25019.37,47951.85,24199.50
2025-12-19,6834.50,25346.18,48134.89,24288.40
2025-12-22,6878.49,25461.70,48362.68,24283.97
2025-12-23,6909.79,25587.83,48442.41,24340.06
2025-12-24,6932.05,25656.15,48731.16,
2025-12-26,6929.94,25644.39,48710.97,
2025-12-29,6905.74,25525.56,48461.93,24351.12
2025-12-30,6896.24,25462.56,48367.06,24490.41
2025-12-31,6845.50,25249.85,48063.29,
2026-01-02,6858.47,25206.17,48382.39,24539.34
2026-01-05,6902.05,25401.32,48977.18,24868.69
2026-01-06,6944.82,25639.71,49462.08,24892.20
2026-01-07,6920.93,25653.90,48996.08,25122.26
2026-01-08,6921.46,25507.10,49266.11,25127.46
2026-01-09,6966.28,25766.26,49504.07,25261.64
2026-01-12,6977.27,25787.66,49590.20,25405.34
2026-01-13,6963.74,25741.95,49191.99,25420.66
2026-01-14,6926.60,25465.94,49149.63,25286.24
2026-01-15,6944.47,25547.07,49442.44,25352.39
2026-01-16,6940.01,25529.26,49359.33,25297.13
2026-01-19,,,,24959.06
2026-01-20,6796.86,24987.57,48488.59,24703.12
2026-01-21,6875.62,25326.58,49077.23,24560.98
2026-01-22,6913.35,25518.35,49384.01,24856.47
2026-01-23,6915.61,25605.47,49098.71,24900.71
2026-01-26,6950.23,25713.21,49412.40,24933.08
2026-01-27,6978.60,25939.74,49003.41,24894.44
2026-01-28,6978.03,26022.79,49015.60,24822.79
2026-01-29,6969.01,25884.30,49071.56,24309.46
2026-01-30,6939.03,25552.39,48892.47,24538.81
2026-02-02,6976.44,25738.61,49407.66,24797.52
2026-02-03,6917.81,25338.62,49240.99,24780.79
2026-02-04,6882.72,24891.24,49501.30,24603.04
2026-02-05,6798.40,24548.69,48908.72,24491.06
2026-02-06,6932.30,25075.77,50115.67,24721.46
2026-02-09,6964.82,25268.14,50135.87,25014.87
2026-02-10,6941.81,25127.64,50188.14,24987.85
2026-02-11,6941.47,25201.26,50121.40,24856.15
2026-02-12,6832.76,24687.61,49451.98,24852.69
2026-02-13,6836.17,24732.73,49500.93,24914.88
2026-02-16,,,,24800.91
2026-02-17,6843.22,24701.60,49533.19,24998.40
2026-02-18,6881.31,24898.87,49662.66,25278.21
2026-02-19,6861.89,24797.34,49395.16,25043.57
2026-02-20,6909.51,25012.62,49625.97,25260.69
2026-02-23,6837.75,24708.94,48804.06,24991.97
2026-02-24,6890.07,24977.04,49174.50,24986.25
2026-02-25,6946.13,25329.04,49482.15,25175.94
2026-02-26,6908.86,25034.37,49499.20,25289.02
2026-02-27,6878.88,24960.04,48977.92,25284.26
2026-03-02,6881.62,24992.60,48904.78,24638.00
2026-03-03,6816.63,24720.08,48501.27,23790.65
2026-03-04,6869.50,25093.68,48739.41,24205.36
2026-03-05,6830.71,25020.41,47954.74,23815.75
2026-03-06,6740.02,24643.02,47501.55,23591.03
2026-03-09,6795.99,24967.25,47740.80,23409.37
2026-03-10,6781.48,24956.47,47706.51,23968.63
2026-03-11,6775.80,24965.01,47417.27,23640.03
2026-03-12,6672.62,24533.58,46677.85,23589.65
2026-03-13,6632.19,24380.73,46558.47,23447.29
2026-03-16,6699.38,24655.34,46946.41,23564.01
2026-03-17,6716.09,24780.42,46993.26,23730.92
2026-03-18,6624.70,24425.09,46225.15,23502.25
2026-03-19,6606.49,24355.28,46021.43,22839.56
2026-03-20,6506.48,23898.15,45577.47,22380.19
2026-03-23,6581.00,24188.59,46208.47,22653.86
2026-03-24,6556.37,24002.45,46124.06,22636.91
2026-03-25,6591.90,24162.98,46429.49,22957.08
2026-03-26,6477.16,23586.99,45960.11,22612.97
2026-03-27,6368.85,23132.77,45166.64,22300.75
2026-03-30,6343.72,22953.38,45216.14,22562.88
2026-03-31,6528.52,23740.19,46341.51,22680.04
2026-04-01,6575.32,24019.99,46565.74,23298.89
2026-04-02,6582.69,24045.53,46504.67,23168.08
2026-04-06,6611.83,24192.17,46669.88,
2026-04-07,6616.85,24202.37,46584.46,22921.59
2026-04-08,6782.81,24903.17,47909.92,24080.63
2026-04-09,6824.66,25082.09,48185.80,23806.99
2026-04-10,6816.89,25116.34,47916.57,23803.95
2026-04-13,6886.24,25383.72,48218.25,23742.44
2026-04-14,6967.38,25842.00,48535.99,24044.22
