ticker,klasse_atr,faelle,verlust_atr_median,verlust_pct_median,hoeher_nach_5_pct,schluss_5_median_pct,tiefer_5_median_atr,tiefer_5_p90_atr,hoch_5_median_atr,hoeher_nach_10_pct,schluss_10_median_pct,tiefer_10_median_atr,tiefer_10_p90_atr,hoch_10_median_atr,hoeher_nach_20_pct,schluss_20_median_pct,tiefer_20_median_atr,tiefer_20_p90_atr,hoch_20_median_atr,hoeher_nach_60_pct,schluss_60_median_pct,tiefer_60_median_atr,tiefer_60_p90_atr,hoch_60_median_atr
QCOM,2.5,3,2.58,8.18,66.7,1.59,0.21,0.73,1.25,66.7,4.83,0.21,1.76,1.68,66.7,0.19,0.42,2.16,2.18,66.7,17.92,2.78,3.14,10.63
QCOM,2.75,3,2.89,8.61,33.3,-3.6,1.75,3.35,1.09,33.3,-1.98,3.75,3.93,1.09,66.7,0.28,3.75,5.91,1.99,66.7,15.02,3.75,5.91,4.77
QCOM,3.0,1,3.1,7.73,0.0,-0.59,0.67,0.67,1.02,100.0,7.72,0.67,0.67,3.0,100.0,9.57,0.67,0.67,3.65,100.0,15.77,0.67,0.67,7.24
QIA.DE,0.25,211,0.36,0.73,54.0,0.51,0.84,2.94,1.0,54.0,0.21,1.15,4.43,1.56,53.1,0.62,1.77,6.78,2.41,45.0,-1.06,4.39,9.36,3.84
QIA.DE,0.5,143,0.62,1.23,51.7,0.21,0.96,2.76,1.08,51.7,0.21,1.49,4.08,1.47,48.3,-0.1,2.12,5.76,2.07,51.0,0.17,3.79,8.7,3.91
QIA.DE,0.75,76,0.86,1.62,40.8,-0.46,1.11,2.97,0.76,47.4,-0.27,1.74,4.12,1.18,48.7,-0.23,2.3,5.17,1.81,57.9,0.88,4.2,7.24,3.94
QIA.DE,1.0,53,1.12,2.18,49.1,-0.05,1.86,3.33,0.99,52.8,0.92,1.94,4.9,2.12,58.5,1.58,1.98,7.56,3.1,66.0,2.88,3.27,10.13,6.08
QIA.DE,1.25,33,1.34,2.76,51.5,0.39,0.93,3.59,1.08,51.5,0.71,1.31,5.62,1.34,48.5,-0.19,2.29,7.03,2.1,60.6,2.81,3.97,11.61,4.93
QIA.DE,1.5,14,1.62,3.26,50.0,-0.18,1.79,3.38,0.53,50.0,0.1,2.2,3.38,0.76,50.0,-0.39,2.62,4.71,2.93,71.4,6.95,3.9,6.0,5.42
QIA.DE,1.75,4,1.88,3.48,25.0,-1.92,2.06,3.36,0.69,25.0,-4.32,3.98,5.48,0.69,25.0,-2.73,3.98,8.01,0.79,0.0,-9.03,6.48,11.33,1.64
QIA.DE,2.0,5,2.08,4.15,60.0,3.27,1.39,2.46,1.73,60.0,0.04,1.39,4.67,2.38,40.0,-1.2,2.24,4.67,2.52,80.0,4.16,3.41,6.47,5.85
QIA.DE,2.25,1,2.28,4.71,0.0,-0.02,0.19,0.19,1.33,0.0,-4.49,3.38,3.38,1.33,0.0,-12.53,8.66,8.66,1.33,0.0,-2.96,8.66,8.66,1.33
QIA.DE,2.5,2,2.62,4.93,50.0,-0.13,0.67,0.76,1.21,0.0,-2.47,1.6,1.66,1.27,0.0,-2.67,2.67,2.99,1.27,50.0,3.38,3.16,3.89,4.55
QIA.DE,2.75,1,2.77,10.18,100.0,0.74,0.72,0.72,0.84,100.0,1.89,0.72,0.72,0.84,100.0,3.2,0.72,0.72,1.45,100.0,15.66,0.72,0.72,4.62
QIA.DE,3.5,1,3.52,10.76,100.0,0.41,0.86,0.86,0.59,0.0,-2.66,1.57,1.57,0.59,100.0,6.35,1.57,1.57,2.12,100.0,23.03,1.57,1.57,9.15
QIA.DE,6.0,2,6.37,19.57,50.0,2.55,0.73,0.75,1.16,100.0,6.07,0.73,0.75,1.99,100.0,10.65,0.73,0.75,3.61,100.0,24.26,0.73,0.75,12.2
REGN,0.25,231,0.36,0.95,56.7,0.42,0.77,2.63,1.08,52.8,0.36,1.25,3.98,1.54,59.7,1.9,1.72,5.57,2.17,58.4,2.97,3.27,7.91,3.99
REGN,0.5,153,0.61,1.69,60.1,0.65,0.84,2.34,1.04,54.9,0.73,1.15,3.2,1.45,58.8,1.3,1.57,5.38,2.47,53.6,1.84,2.91,7.3,3.59
REGN,0.75,83,0.88,2.27,49.4,-0.19,0.94,2.38,1.03,54.2,1.2,1.34,3.97,1.5,60.2,2.48,1.67,5.21,2.63,60.2,3.91,2.91,9.22,5.35
REGN,1.0,46,1.12,3.14,50.0,0.0,1.02,2.27,0.97,63.0,1.0,1.16,3.79,1.42,52.2,0.54,1.8,6.11,2.18,45.7,-4.14,3.46,8.67,2.76
REGN,1.25,17,1.41,3.52,58.8,0.75,0.73,2.99,1.04,58.8,0.42,0.91,4.73,1.16,52.9,1.57,1.49,6.41,2.23,52.9,0.1,2.56,7.86,3.59
REGN,1.5,8,1.65,4.82,25.0,-3.0,1.63,2.13,0.96,37.5,-3.85,1.78,2.72,0.96,37.5,-3.87,2.61,4.07,0.98,25.0,-6.62,4.11,7.05,1.76
REGN,1.75,6,1.92,5.12,50.0,0.52,1.39,2.83,0.87,66.7,1.76,1.42,3.12,1.99,66.7,2.11,2.17,3.85,2.53,50.0,-0.25,2.54,9.52,2.85
REGN,2.0,3,2.14,5.68,33.3,-2.2,1.71,1.83,1.24,33.3,-1.75,1.82,1.85,1.24,33.3,-0.94,3.33,3.44,2.27,33.3,-2.65,4.29,8.13,3.18
REGN,2.25,1,2.46,5.76,0.0,-5.4,3.04,3.04,0.38,0.0,-2.12,3.93,3.93,0.38,100.0,10.2,3.93,3.93,4.9,100.0,48.45,3.93,3.93,19.71
REGN,2.5,1,2.63,9.82,100.0,0.94,0.52,0.52,0.85,0.0,-4.11,1.43,1.43,0.85,0.0,-2.23,1.43,1.43,0.85,100.0,28.19,1.43,1.43,7.18
REGN,2.75,2,2.85,6.91,50.0,2.95,0.53,0.73,1.73,50.0,3.03,0.75,1.12,1.77,50.0,5.65,1.16,1.86,3.51,50.0,9.65,2.09,3.54,5.19
REGN,3.0,1,3.17,9.17,0.0,-1.64,0.92,0.92,0.89,0.0,-6.64,2.14,2.14,0.89,0.0,-10.5,3.83,3.83,0.89,0.0,-18.51,6.44,6.44,0.89
REGN,3.75,1,3.94,8.71,100.0,0.24,1.8,1.8,0.34,100.0,0.33,1.8,1.8,0.48,100.0,2.08,1.8,1.8,1.29,100.0,14.98,1.8,1.8,7.57
REGN,4.25,1,4.43,19.01,100.0,0.6,0.53,0.53,0.47,100.0,7.95,0.53,0.53,1.53,100.0,7.08,0.53,0.53,1.84,100.0,20.04,0.53,0.53,4.66
RHM.DE,0.25,211,0.36,1.16,55.0,0.38,0.98,3.33,0.94,60.7,1.32,1.26,4.04,1.47,59.7,1.47,1.87,4.69,2.38,67.8,4.57,2.99,6.65,4.56
RHM.DE,0.5,129,0.61,1.78,54.3,0.37,1.0,2.93,1.15,51.9,0.69,1.48,4.22,1.55,56.6,0.95,2.01,5.14,2.48,62.0,4.23,3.56,8.24,4.14
RHM.DE,0.75,77,0.85,2.63,57.1,0.54,0.82,2.97,1.08,50.6,0.05,1.36,3.93,1.45,44.2,-1.21,2.26,5.32,2.1,57.1,3.09,3.97,10.1,4.02
RHM.DE,1.0,44,1.12,3.34,72.7,2.58,0.72,2.71,1.46,72.7,3.69,1.0,3.27,2.07,63.6,5.04,1.55,4.51,3.47,70.5,5.04,2.43,7.24,5.07
RHM.DE,1.25,24,1.39,4.83,58.3,0.19,0.86,2.92,1.02,50.0,-0.26,1.7,5.86,1.84,58.3,1.61,2.5,6.42,2.15,75.0,9.98,3.38,7.07,4.11
RHM.DE,1.5,17,1.63,5.04,76.5,3.35,0.72,1.91,1.63,52.9,1.67,0.95,3.06,1.88,58.8,3.94,1.62,3.69,2.38,70.6,6.14,2.53,7.87,4.87
RHM.DE,1.75,7,1.84,6.68,57.1,1.74,0.99,3.08,1.22,28.6,-2.23,1.27,3.08,1.63,42.9,-0.48,2.45,4.83,1.73,28.6,-5.03,3.12,6.39,1.73
RHM.DE,2.0,8,2.1,7.08,62.5,0.98,1.27,2.57,0.78,87.5,2.02,1.27,3.26,1.05,75.0,2.67,1.83,7.5,2.13,37.5,-0.63,3.12,8.76,2.15
RHM.DE,2.25,5,2.43,7.77,80.0,0.72,1.59,1.91,0.94,80.0,4.98,1.59,2.35,1.97,40.0,-0.04,1.91,2.43,2.33,100.0,6.58,2.65,4.83,6.07
RHM.DE,2.5,2,2.6,6.44,50.0,0.16,1.33,1.33,0.91,50.0,-4.16,2.91,4.18,0.99,50.0,-1.04,2.91,4.18,1.6,50.0,37.69,2.91,4.18,20.83
ROP,0.25,180,0.37,0.67,57.2,0.55,0.76,2.5,1.07,56.7,0.69,1.27,3.26,1.65,52.2,0.44,1.57,5.44,2.15,56.1,1.13,3.27,15.38,3.8
ROP,0.5,140,0.61,1.15,56.4,0.36,0.84,2.28,1.08,56.4,0.58,1.09,2.94,1.42,55.0,0.67,1.58,4.82,2.19,56.4,1.51,3.07,8.59,3.96
ROP,0.75,91,0.86,1.58,60.4,0.71,0.8,2.77,1.15,58.2,0.53,1.18,3.69,1.66,51.6,0.05,1.78,4.73,2.14,50.5,0.16,3.73,9.75,3.4
ROP,1.0,50,1.09,2.09,48.0,-0.14,1.06,3.34,1.05,48.0,-0.05,1.45,4.66,1.21,52.0,0.17,1.88,6.01,1.81,48.0,-0.69,4.65,8.91,2.94
ROP,1.25,22,1.36,2.26,50.0,-0.0,1.22,3.48,1.15,54.5,0.39,1.69,9.28,1.88,50.0,0.08,2.15,13.21,2.3,72.7,4.43,3.03,14.71,4.23
ROP,1.5,19,1.6,3.13,63.2,0.38,1.05,2.58,1.11,47.4,-0.62,2.3,3.73,1.41,31.6,-2.58,2.61,6.37,1.9,68.4,2.13,4.43,7.93,3.03
ROP,1.75,5,1.82,3.13,20.0,-2.17,1.7,5.11,0.46,20.0,-6.48,3.64,8.76,0.49,20.0,-7.99,5.22,14.63,0.49,60.0,5.62,6.68,15.49,3.81
ROP,2.0,3,2.23,5.7,33.3,-2.85,2.87,2.99,0.26,66.7,1.62,3.02,3.35,2.16,66.7,6.06,3.02,3.35,2.41,66.7,6.35,3.02,5.54,4.34
ROP,2.25,1,2.29,9.99,0.0,-10.17,4.92,4.92,1.74,0.0,-19.35,4.92,4.92,1.74,0.0,-0.86,4.92,4.92,1.74,100.0,27.53,4.92,4.92,5.85
ROP,2.5,1,2.5,7.08,100.0,3.06,0.3,0.3,1.57,100.0,0.79,0.3,0.3,1.57,0.0,-2.03,1.65,1.65,1.57,100.0,13.63,2.32,2.32,4.66
ROP,2.75,2,2.83,5.57,100.0,2.35,0.16,0.23,1.51,50.0,0.28,0.79,0.97,1.71,100.0,1.54,0.97,1.3,2.1,50.0,2.24,2.12,2.85,3.83
ROP,3.0,2,3.14,8.02,50.0,-1.07,2.19,2.27,1.2,0.0,-3.0,2.19,2.27,1.49,50.0,-0.68,3.46,4.38,1.64,50.0,1.62,3.46,4.38,2.38
ROP,4.0,1,4.04,7.37,100.0,2.4,-0.25,-0.25,2.29,0.0,-3.14,1.64,1.64,3.74,100.0,3.67,1.64,1.64,3.74,100.0,6.12,1.64,1.64,3.74
ROST,0.25,212,0.36,0.82,53.8,0.23,1.01,2.37,1.22,55.2,1.53,1.33,3.56,1.74,59.9,2.0,1.78,4.59,2.68,68.9,5.43,2.41,6.9,5.08
ROST,0.5,142,0.61,1.4,54.2,0.37,0.91,2.5,1.08,60.6,0.94,1.11,3.7,1.56,64.8,2.63,1.56,4.64,2.52,69.7,5.49,2.1,7.52,5.21
ROST,0.75,83,0.88,1.95,59.0,0.72,0.98,2.6,1.03,50.6,0.29,1.48,4.51,1.49,50.6,0.23,2.07,5.27,2.08,63.9,4.08,2.84,7.62,4.46
ROST,1.0,50,1.12,2.48,54.0,0.6,1.16,3.35,1.2,58.0,0.83,1.37,3.76,1.87,54.0,1.13,2.15,5.8,2.63,60.0,3.53,3.22,8.09,5.21
ROST,1.25,29,1.37,3.09,58.6,0.35,0.83,2.35,1.34,65.5,1.19,1.15,3.83,2.08,69.0,2.41,1.27,4.45,3.29,55.2,0.82,3.77,9.52,5.91
ROST,1.5,15,1.59,3.9,60.0,0.85,0.99,2.85,1.22,66.7,1.77,1.47,3.36,2.25,66.7,4.01,1.99,3.46,2.88,80.0,7.93,2.29,4.96,7.6
ROST,1.75,8,1.85,4.37,50.0,0.65,0.71,2.55,1.41,50.0,-1.23,1.78,6.51,1.83,37.5,-2.84,2.92,7.63,1.83,50.0,-0.66,4.61,8.86,4.68
ROST,2.0,1,2.13,6.75,100.0,8.11,0.21,0.21,3.16,100.0,22.16,0.21,0.21,11.23,100.0,30.07,0.21,0.21,11.23,100.0,30.93,0.21,0.21,13.31
ROST,2.25,4,2.43,5.15,0.0,-4.03,1.94,4.52,1.07,50.0,4.37,1.94,8.59,2.03,75.0,5.47,1.94,21.98,2.64,75.0,11.13,2.14,21.98,4.89
ROST,2.75,1,2.86,6.09,0.0,-9.16,4.43,4.43,0.93,0.0,-18.39,8.24,8.24,0.93,0.0,-23.29,21.86,21.86,0.93,0.0,-15.88,21.86,21.86,0.93
ROST,3.5,1,3.59,9.85,100.0,3.76,-0.19,-0.19,1.98,100.0,3.57,-0.19,-0.19,1.98,0.0,-6.24,2.78,2.78,1.98,100.0,6.93,2.97,2.97,3.29
ROST,3.75,1,3.82,22.47,100.0,21.48,-0.07,-0.07,3.18,100.0,13.59,-0.07,-0.07,3.18,100.0,4.89,-0.07,-0.07,3.18,100.0,29.64,0.43,0.43,4.2
RTX,0.25,232,0.36,0.73,56.0,0.51,0.92,2.22,0.99,62.1,0.94,1.29,3.09,1.46,62.1,1.59,1.69,5.04,2.45,65.5,4.67,2.86,10.33,5.32
RTX,0.5,132,0.61,1.29,57.6,0.51,0.81,2.69,1.18,67.4,1.94,1.1,3.7,1.92,62.1,2.59,1.54,4.65,2.68,69.7,5.63,2.85,5.68,5.52
RTX,0.75,69,0.84,1.7,52.2,0.02,0.97,2.87,1.22,49.3,-0.08,1.49,4.88,1.39,53.6,1.35,1.96,6.28,2.72,71.0,6.51,2.82,8.71,5.65
RTX,1.0,49,1.11,2.43,69.4,0.93,0.87,3.14,1.48,65.3,0.91,1.16,4.81,1.88,73.5,3.09,1.46,5.54,2.72,69.4,6.61,2.67,7.87,4.75
RTX,1.25,21,1.36,2.53,52.4,0.16,1.15,2.54,0.86,76.2,1.95,1.36,3.33,1.78,66.7,3.96,1.9,4.32,2.9,76.2,7.18,2.24,5.89,5.07
RTX,1.5,14,1.58,3.4,42.9,-0.51,1.51,3.62,0.85,42.9,-1.0,2.19,6.24,1.71,35.7,-1.22,2.22,7.19,2.14,50.0,-0.04,4.12,11.07,2.28
RTX,1.75,9,1.92,3.94,55.6,1.71,0.46,4.23,1.22,55.6,1.36,1.52,5.28,2.13,55.6,1.04,2.03,8.52,2.13,66.7,6.38,2.15,9.09,5.65
RTX,2.0,6,2.17,6.22,66.7,1.17,1.08,3.79,1.63,66.7,4.09,1.08,5.98,2.82,83.3,4.52,1.08,5.98,3.8,66.7,17.07,1.23,11.1,8.25
RTX,2.25,2,2.43,6.17,50.0,-1.81,3.34,3.96,0.97,50.0,3.05,5.46,7.78,3.93,50.0,-2.5,12.37,20.21,6.07,50.0,-7.57,12.37,20.21,6.07
RTX,2.5,1,2.57,4.81,0.0,-2.28,2.46,2.46,0.89,100.0,3.81,2.46,2.46,2.85,100.0,2.7,2.46,2.46,2.85,100.0,11.13,2.46,2.46,8.57
RTX,4.0,3,4.16,9.81,66.7,1.0,1.69,2.0,0.66,33.3,-1.02,1.69,3.33,0.66,33.3,-1.35,1.69,4.58,0.66,66.7,8.32,5.3,7.06,4.49
RWE.DE,0.25,202,0.38,0.87,56.4,0.5,0.92,2.46,1.0,50.0,-0.01,1.31,3.3,1.41,53.5,0.34,1.96,4.93,2.02,60.4,3.68,3.22,7.14,4.22
RWE.DE,0.5,146,0.6,1.4,61.6,0.85,0.8,2.32,1.09,61.0,1.29,1.17,3.06,1.76,63.0,1.86,1.65,4.07,2.68,63.7,3.98,2.93,6.77,4.8
RWE.DE,0.75,83,0.85,1.94,53.0,0.15,0.88,2.49,0.95,50.6,0.1,1.21,3.43,1.38,54.2,0.27,2.01,4.14,1.86,57.8,2.28,3.15,6.82,4.37
RWE.DE,1.0,49,1.11,2.4,53.1,0.81,1.02,2.91,1.06,49.0,-0.53,1.34,4.18,1.66,59.2,1.32,2.22,5.22,2.36,69.4,5.51,3.07,7.23,5.8
RWE.DE,1.25,17,1.37,3.34,70.6,1.8,0.47,1.49,1.59,58.8,0.82,0.71,3.61,1.59,58.8,2.14,0.99,4.89,2.61,70.6,5.07,1.9,10.33,4.72
RWE.DE,1.5,17,1.56,3.81,41.2,-0.5,1.61,3.79,0.81,47.1,-0.12,1.68,5.34,1.42,41.2,-0.93,2.36,7.7,2.34,70.6,3.75,3.49,8.89,4.47
RWE.DE,1.75,5,1.85,4.59,80.0,2.63,0.85,3.93,1.48,80.0,3.5,0.85,4.08,2.15,60.0,6.61,1.0,4.44,3.22,100.0,6.44,3.11,4.93,5.62
RWE.DE,2.0,6,2.05,5.56,50.0,-0.88,1.65,4.09,0.58,66.7,2.25,2.27,4.36,1.59,50.0,0.94,2.89,7.96,2.53,50.0,-2.03,3.25,10.05,3.17
RWE.DE,2.25,2,2.42,5.02,50.0,2.69,1.65,1.86,1.32,100.0,5.58,1.65,1.86,4.13,100.0,5.27,1.65,1.86,4.64,50.0,4.74,2.09,2.64,6.9
RWE.DE,2.5,1,2.51,17.3,0.0,-4.18,1.33,1.33,1.84,100.0,4.4,1.52,1.52,1.84,100.0,11.81,1.52,1.52,1.84,100.0,33.38,1.52,1.52,4.64
RWE.DE,2.75,1,2.9,4.71,0.0,-2.65,2.69,2.69,1.17,0.0,-4.94,3.55,3.55,1.17,0.0,-8.51,5.08,5.08,1.17,0.0,-0.26,10.05,10.05,1.17
RWE.DE,3.5,1,3.66,7.85,100.0,0.82,1.22,1.22,0.91,0.0,-1.74,1.77,1.77,1.62,100.0,3.39,1.77,1.77,1.93,0.0,-2.69,1.77,1.77,3.36
SAP.DE,0.25,223,0.36,0.77,61.9,0.73,0.85,2.48,1.11,53.8,0.49,1.28,3.75,1.69,57.4,1.07,1.95,6.0,2.33,58.7,3.2,3.12,11.46,4.16
SAP.DE,0.5,141,0.61,1.33,55.3,0.49,0.94,2.8,1.07,59.6,1.24,1.31,3.8,1.76,58.2,1.38,1.88,4.38,2.38,61.7,2.99,3.13,9.82,4.39
SAP.DE,0.75,72,0.85,1.72,63.9,1.27,0.64,3.3,1.33,61.1,1.77,0.93,3.79,1.82,59.7,1.68,1.59,5.51,2.59,54.2,4.13,2.62,12.17,3.99
SAP.DE,1.0,52,1.09,2.33,53.8,0.58,0.94,2.98,1.07,53.8,1.09,1.42,4.65,1.46,53.8,0.8,2.08,5.64,2.21,59.6,3.43,3.34,9.13,4.44
SAP.DE,1.25,29,1.37,3.05,62.1,0.89,1.06,3.0,1.19,72.4,1.92,1.31,3.37,1.71,62.1,3.2,1.65,5.27,2.9,51.7,1.67,2.79,13.67,4.87
SAP.DE,1.5,22,1.61,3.61,59.1,0.31,0.71,3.03,1.34,59.1,1.01,1.11,4.66,1.49,63.6,2.87,1.66,6.55,2.4,63.6,5.51,2.21,11.43,5.28
SAP.DE,1.75,6,1.81,3.31,66.7,1.02,0.94,3.33,0.96,16.7,-2.01,2.19,4.05,1.45,83.3,1.96,3.26,4.16,2.12,50.0,6.08,5.14,12.34,4.75
SAP.DE,2.0,8,2.08,3.87,12.5,-1.88,1.82,4.1,0.79,37.5,-2.18,1.95,6.24,1.08,37.5,-0.97,3.21,8.66,2.2,25.0,-11.13,8.0,18.0,2.71
SAP.DE,2.25,2,2.33,4.16,100.0,3.74,1.1,1.1,2.56,100.0,2.99,1.1,1.1,3.23,100.0,6.87,1.1,1.1,4.53,100.0,8.75,1.1,1.1,7.34
SAP.DE,2.75,1,2.76,6.96,100.0,2.11,-0.46,-0.46,1.48,0.0,-0.06,0.27,0.27,1.48,0.0,-0.73,0.75,0.75,1.48,0.0,-2.56,3.54,3.54,1.95
SAP.DE,3.75,1,3.85,16.07,100.0,3.56,0.61,0.61,1.72,100.0,3.09,0.61,0.61,1.75,100.0,4.62,0.61,0.61,1.75,0.0,-9.51,3.31,3.31,1.75
SAP.DE,6.0,1,6.07,21.94,0.0,-7.51,1.68,1.68,0.83,100.0,1.51,1.68,1.68,1.29,100.0,0.8,1.68,1.68,1.29,100.0,7.38,1.68,1.68,2.44
SBUX,0.25,224,0.38,0.84,53.6,0.36,0.92,3.04,1.07,53.1,0.28,1.29,3.46,1.56,51.3,0.27,1.78,4.89,2.19,61.2,3.18,3.28,7.71,4.44
SBUX,0.5,179,0.61,1.35,56.4,0.53,0.88,2.57,1.09,57.5,0.95,1.22,3.44,1.68,59.2,1.57,1.99,4.6,2.31,62.6,3.29,3.31,8.76,4.36
SBUX,0.75,79,0.88,1.86,49.4,0.0,0.86,2.54,1.06,58.2,1.16,1.25,4.0,1.56,53.2,0.62,1.85,6.17,2.27,59.5,2.39,3.61,11.64,4.36
SBUX,1.0,48,1.09,2.49,56.2,0.54,1.08,2.84,1.03,62.5,1.19,1.39,4.55,1.67,54.2,1.91,1.56,4.99,2.73,70.8,4.97,2.39,12.59,5.51
SBUX,1.25,22,1.41,3.0,50.0,0.21,1.05,3.19,1.11,63.6,3.08,1.36,5.9,2.22,72.7,2.61,1.68,5.99,2.85,68.2,12.15,2.64,8.94,5.27
SBUX,1.5,15,1.59,3.33,33.3,-2.42,1.71,4.21,0.58,13.3,-4.34,2.63,5.79,0.58,33.3,-1.73,3.85,7.48,0.89,40.0,-2.71,4.62,12.66,2.1
SBUX,1.75,7,1.87,3.81,71.4,0.96,0.76,2.05,2.15,42.9,-0.89,1.36,2.48,2.22,57.1,0.8,2.02,3.94,2.42,57.1,11.85,2.62,15.34,6.01
SBUX,2.0,5,2.15,4.41,20.0,-3.48,2.03,3.01,1.35,40.0,-0.54,2.03,3.01,1.44,60.0,1.41,2.66,3.77,1.49,80.0,6.44,3.9,5.59,4.85
SBUX,2.25,3,2.28,4.99,33.3,-2.53,1.96,3.31,0.53,66.7,2.95,1.96,3.31,2.24,33.3,-1.4,1.96,5.84,2.49,66.7,3.3,3.09,9.79,4.83
SBUX,2.5,1,2.64,8.15,100.0,5.15,-0.51,-0.51,2.61,100.0,1.76,0.23,0.23,2.61,100.0,2.37,0.62,0.62,2.61,100.0,19.52,0.62,0.62,6.93
SBUX,2.75,1,2.82,6.51,100.0,3.22,0.81,0.81,1.98,100.0,8.17,0.81,0.81,4.0,100.0,6.17,0.81,0.81,4.0,100.0,20.63,0.81,0.81,8.95
SBUX,3.0,1,3.11,6.3,100.0,10.22,-0.49,-0.49,4.91,100.0,5.78,-0.49,-0.49,4.97,100.0,4.84,-0.49,-0.49,4.97,0.0,-9.5,4.91,4.91,5.34
SBUX,3.75,1,3.78,11.22,0.0,-4.15,4.11,4.11,0.29,0.0,-7.66,4.11,4.11,0.29,0.0,-4.04,4.33,4.33,0.29,100.0,8.3,4.33,4.33,2.82
SBUX,4.5,1,4.52,9.17,100.0,2.9,0.07,0.07,1.79,100.0,2.17,0.07,0.07,1.79,0.0,-5.73,3.0,3.0,1.79,0.0,-1.81,3.42,3.42,1.79
SBUX,5.5,1,5.54,15.88,0.0,-1.26,1.04,1.04,0.42,100.0,1.69,1.04,1.04,0.95,100.0,6.61,1.04,1.04,2.84,100.0,1.79,1.04,1.04,3.79
SCHW,0.25,227,0.37,0.98,62.6,1.05,0.8,2.45,1.19,58.6,0.99,1.06,3.84,1.71,62.1,2.77,1.5,5.82,2.54,64.3,8.87,2.21,9.69,5.33
SCHW,0.5,122,0.61,1.63,54.9,0.98,0.77,3.05,1.18,61.5,2.21,1.02,4.01,1.97,58.2,1.74,1.49,4.77,2.51,67.2,6.67,2.07,8.42,5.22
SCHW,0.75,76,0.84,2.26,44.7,-0.31,1.17,3.11,1.05,52.6,0.27,1.64,4.0,1.4,60.5,1.72,2.17,5.87,2.21,69.7,7.44,2.84,8.42,5.76
SCHW,1.0,50,1.1,2.92,56.0,0.25,0.96,1.86,1.1,62.0,1.68,1.23,3.3,1.83,56.0,2.27,1.63,4.28,2.28,72.0,8.15,2.4,8.16,4.85
SCHW,1.25,25,1.38,3.32,68.0,2.33,0.47,2.66,1.59,76.0,3.21,0.62,3.0,2.45,60.0,3.35,2.24,4.7,3.35,64.0,7.69,3.66,18.36,6.02
SCHW,1.5,15,1.61,4.2,60.0,0.94,1.12,2.47,0.98,60.0,1.34,1.12,9.08,1.43,46.7,-0.39,1.8,10.58,1.67,46.7,-1.45,2.72,16.21,2.32
SCHW,1.75,7,1.89,5.19,42.9,-1.36,1.55,4.9,0.87,71.4,4.52,1.55,7.32,2.22,71.4,11.73,1.55,8.74,4.66,57.1,14.7,4.65,8.74,6.95
SCHW,2.0,4,2.17,4.87,50.0,0.7,0.76,3.32,1.26,75.0,1.25,1.33,3.32,1.59,75.0,2.98,1.33,4.25,2.88,25.0,-1.48,5.98,11.63,3.27
SCHW,2.25,3,2.35,7.63,0.0,-4.5,1.92,3.26,0.49,0.0,-1.36,2.64,3.4,0.49,0.0,-3.09,3.44,3.56,0.49,33.3,-12.53,4.63,8.01,0.99
SCHW,2.5,3,2.65,7.76,33.3,-3.57,2.23,4.03,0.79,33.3,-3.61,2.58,4.09,0.79,33.3,-6.31,2.6,4.1,0.79,33.3,-6.48,3.74,4.33,0.79
SCHW,3.0,1,3.08,5.72,100.0,1.62,0.34,0.34,1.35,100.0,2.48,0.86,0.86,1.39,100.0,2.21,0.86,0.86,2.9,100.0,0.98,1.35,1.35,3.56
SCHW,3.25,1,3.39,9.73,0.0,-6.7,2.65,2.65,-0.33,100.0,5.24,2.65,2.65,2.06,100.0,8.47,2.65,2.65,3.34,100.0,29.14,2.65,2.65,11.73
SCHW,3.75,1,3.91,12.77,0.0,-12.92,8.64,8.64,-0.33,0.0,-20.43,8.64,8.64,-0.33,0.0,-25.76,8.64,8.64,-0.33,0.0,-17.71,8.64,8.64,-0.33
SCHW,4.25,1,4.35,10.18,0.0,-3.4,3.66,3.66,-0.47,0.0,-3.74,3.66,3.66,-0.02,0.0,-6.96,3.66,3.66,-0.02,0.0,-0.69,3.66,3.66,-0.02
SHL.DE,0.25,245,0.36,0.77,49.4,-0.08,0.92,2.51,0.92,53.9,0.62,1.32,3.58,1.46,57.1,1.28,2.0,5.03,2.32,53.5,0.96,3.19,9.46,4.12
SHL.DE,0.5,133,0.6,1.27,48.1,-0.11,0.98,2.72,0.92,55.6,0.51,1.67,3.35,1.36,54.1,0.55,2.0,4.61,2.17,53.4,1.33,3.5,7.79,3.73
SHL.DE,0.75,81,0.88,1.86,51.9,0.23,1.08,3.43,0.98,51.9,0.55,1.92,4.11,1.52,53.1,0.51,2.35,6.65,1.82,45.7,-2.07,4.43,10.63,3.2
SHL.DE,1.0,51,1.09,2.22,51.0,0.35,0.99,3.26,1.17,52.9,0.26,1.08,4.36,1.47,43.1,-1.8,2.44,8.34,1.69,49.0,-0.43,4.14,9.15,3.51
SHL.DE,1.25,23,1.35,3.28,65.2,1.21,0.94,3.3,1.13,60.9,0.95,1.4,5.67,1.8,56.5,1.44,1.99,5.85,2.47,56.5,0.98,4.07,10.27,4.11
SHL.DE,1.5,17,1.59,3.14,52.9,0.15,0.74,1.96,1.11,76.5,1.8,1.07,2.27,1.84,35.3,-0.6,1.44,4.12,1.93,70.6,1.2,2.13,9.01,3.56
SHL.DE,1.75,6,1.84,4.06,33.3,-3.31,1.61,4.59,1.18,50.0,0.72,1.88,4.59,1.41,66.7,3.07,2.63,4.59,1.83,50.0,2.59,4.31,10.96,4.42
