ticker,klasse_atr,faelle,verlust_atr_median,verlust_pct_median,hoeher_nach_5_pct,schluss_5_median_pct,tiefer_5_median_atr,tiefer_5_p90_atr,hoch_5_median_atr,hoeher_nach_10_pct,schluss_10_median_pct,tiefer_10_median_atr,tiefer_10_p90_atr,hoch_10_median_atr,hoeher_nach_20_pct,schluss_20_median_pct,tiefer_20_median_atr,tiefer_20_p90_atr,hoch_20_median_atr,hoeher_nach_60_pct,schluss_60_median_pct,tiefer_60_median_atr,tiefer_60_p90_atr,hoch_60_median_atr
CSCO,2.25,2,2.31,5.22,50.0,-0.76,1.24,1.72,0.87,50.0,-1.65,2.3,3.63,1.27,50.0,1.65,2.54,4.06,2.77,100.0,6.02,2.88,4.67,7.38
CSCO,2.5,1,2.73,4.51,0.0,-3.12,2.16,2.16,-0.47,0.0,-4.33,2.62,2.62,-0.47,0.0,-0.85,2.98,2.98,-0.34,100.0,6.57,2.98,2.98,5.42
CSCO,2.75,2,2.83,5.93,50.0,2.06,0.53,1.12,1.74,100.0,1.87,0.61,1.26,1.74,50.0,2.04,1.5,2.86,1.77,0.0,-4.82,2.83,3.33,2.24
CSCO,3.0,2,3.07,4.48,100.0,2.16,0.64,1.03,1.67,100.0,3.26,0.64,1.03,2.81,100.0,4.73,0.64,1.03,4.83,0.0,-5.52,8.03,9.18,4.83
CSCO,3.25,1,3.34,6.68,0.0,-1.26,4.24,4.24,0.91,0.0,-2.7,4.24,4.24,0.91,100.0,3.52,4.24,4.24,1.72,100.0,20.57,4.24,4.24,10.17
CSCO,3.5,3,3.69,12.32,66.7,5.6,0.49,0.53,1.47,100.0,5.95,0.49,0.53,1.54,100.0,4.0,0.54,1.37,2.1,100.0,13.11,0.54,1.37,6.01
CSCO,4.25,1,4.25,11.19,0.0,-0.96,0.78,0.78,0.13,0.0,-1.01,1.0,1.0,0.13,0.0,-6.65,2.61,2.61,0.13,0.0,-11.34,5.62,5.62,0.13
CSCO,4.5,1,4.64,9.83,100.0,0.67,0.43,0.43,0.32,100.0,0.9,0.43,0.43,0.66,100.0,3.81,0.43,0.43,1.75,100.0,5.48,0.43,0.43,4.42
CSGP,0.25,221,0.37,1.05,48.9,-0.11,0.93,2.84,0.85,45.2,-0.46,1.46,4.09,1.22,46.6,-0.44,2.21,5.42,1.97,45.7,-1.55,4.01,10.36,2.88
CSGP,0.5,141,0.61,1.72,56.0,0.57,0.84,2.54,0.96,48.2,-0.07,1.25,3.78,1.53,41.1,-1.16,2.08,4.82,1.86,51.1,0.16,3.72,9.85,3.08
CSGP,0.75,95,0.86,2.31,44.2,-0.91,1.13,3.36,0.88,42.1,-0.9,1.52,4.11,1.22,48.4,-0.15,2.14,6.19,1.79,52.6,0.59,3.87,8.96,3.15
CSGP,1.0,40,1.09,3.12,57.5,1.08,0.9,2.97,1.1,42.5,-1.29,1.27,4.3,1.48,50.0,-0.14,2.21,5.16,2.23,55.0,2.42,3.43,8.17,3.15
CSGP,1.25,24,1.37,3.9,66.7,1.42,0.7,2.49,1.37,75.0,3.71,0.75,3.67,2.03,70.8,3.01,1.43,4.68,3.04,62.5,2.82,2.61,10.19,5.63
CSGP,1.5,16,1.6,4.07,50.0,-0.36,1.03,2.98,0.84,62.5,0.81,1.08,3.22,0.92,68.8,3.49,1.63,5.23,1.86,62.5,3.86,2.95,6.07,3.01
CSGP,1.75,11,1.85,4.37,63.6,0.95,0.7,2.7,1.57,90.9,3.11,0.7,2.7,2.48,54.5,2.11,1.3,3.65,3.86,54.5,3.94,3.19,11.34,5.47
CSGP,2.0,1,2.07,5.27,0.0,-5.73,2.16,2.16,1.21,100.0,1.43,3.08,3.08,1.35,0.0,-0.36,3.08,3.08,1.35,0.0,-19.88,7.7,7.7,1.35
CSGP,2.5,2,2.63,8.44,100.0,3.02,0.15,0.21,1.53,100.0,4.25,0.15,0.21,1.89,50.0,0.03,2.05,3.46,2.18,50.0,-2.84,6.33,10.68,5.05
CSGP,2.75,1,2.96,9.87,0.0,-0.1,1.57,1.57,0.1,0.0,-2.11,1.63,1.63,0.1,0.0,-3.82,2.22,2.22,0.1,0.0,-6.08,5.18,5.18,0.1
CSGP,3.0,4,3.11,11.62,50.0,0.94,1.2,2.18,1.06,50.0,0.77,2.25,2.59,1.89,25.0,-4.67,2.6,5.06,2.76,50.0,-14.37,4.22,10.56,3.42
CSGP,3.5,1,3.58,8.08,0.0,-2.61,2.08,2.08,0.22,0.0,-3.71,2.08,2.08,0.22,0.0,-4.81,3.48,3.48,0.22,0.0,-12.37,5.11,5.11,0.22
CSGP,4.0,1,4.25,9.95,0.0,-6.01,2.89,2.89,0.7,0.0,-8.47,3.42,3.42,0.7,0.0,-11.27,4.51,4.51,0.7,0.0,-22.46,10.05,10.05,0.7
CSX,0.25,229,0.36,0.77,58.1,0.63,0.77,2.64,1.07,59.8,1.0,1.2,3.41,1.58,59.4,1.7,1.71,4.81,2.52,61.1,2.53,2.87,7.81,4.48
CSX,0.5,129,0.6,1.36,62.8,0.51,0.6,2.44,1.11,67.4,1.8,0.9,3.59,1.78,66.7,2.81,1.42,4.21,2.91,67.4,6.09,2.46,5.63,5.24
CSX,0.75,84,0.85,1.73,50.0,0.02,1.07,2.45,1.08,54.8,0.36,1.42,3.56,1.48,51.2,0.23,2.06,5.04,2.33,67.9,4.29,3.02,7.65,4.79
CSX,1.0,54,1.1,2.25,55.6,0.71,1.12,2.52,1.35,63.0,0.98,1.45,3.88,1.93,53.7,0.79,1.73,4.67,2.72,70.4,5.02,2.5,6.03,5.12
CSX,1.25,28,1.34,2.78,64.3,1.04,1.02,3.22,1.33,71.4,1.61,1.11,4.94,1.76,67.9,3.53,1.23,4.94,2.32,71.4,6.19,2.25,8.95,5.11
CSX,1.5,14,1.62,3.15,50.0,-0.6,0.94,2.98,1.02,57.1,0.54,1.07,2.98,1.7,57.1,0.55,1.75,6.38,1.87,64.3,3.44,3.25,8.97,4.03
CSX,1.75,6,1.85,4.02,0.0,-3.59,1.67,3.95,0.68,33.3,-4.26,2.51,12.91,0.71,33.3,-6.42,3.96,19.46,0.93,33.3,-5.78,5.27,19.46,0.97
CSX,2.0,6,2.17,3.84,50.0,0.2,0.88,2.12,1.64,33.3,-1.12,1.8,2.67,1.64,16.7,-4.17,3.01,7.21,2.21,33.3,-2.96,6.42,10.84,2.8
CSX,2.5,1,2.59,11.52,0.0,-18.98,4.22,4.22,0.91,0.0,-21.08,4.47,4.47,0.91,100.0,1.46,4.47,4.47,0.91,100.0,24.08,4.47,4.47,4.85
CSX,2.75,1,2.83,5.88,0.0,-0.61,2.86,2.86,1.28,0.0,-1.11,2.86,2.86,1.28,100.0,2.54,2.86,2.86,1.31,100.0,20.08,2.86,2.86,9.64
CSX,3.0,2,3.09,6.43,100.0,1.4,-0.23,0.21,1.6,100.0,3.61,0.4,0.47,2.6,100.0,5.78,0.4,0.47,4.35,0.0,-1.64,2.06,2.14,5.18
CTAS,0.25,193,0.38,0.74,65.3,1.18,0.66,2.39,1.21,68.4,1.39,0.93,2.85,1.86,65.8,2.16,1.43,4.37,2.7,75.1,6.18,2.14,9.05,5.08
CTAS,0.5,150,0.62,1.24,57.3,0.37,0.85,2.16,1.02,61.3,1.29,1.18,3.19,1.58,64.7,2.07,1.48,4.46,2.53,73.3,7.48,2.05,7.68,5.35
CTAS,0.75,75,0.88,1.74,57.3,1.08,0.85,2.59,1.06,62.7,1.26,1.1,4.02,1.74,65.3,2.05,1.61,4.9,2.82,64.0,5.6,2.41,8.49,5.57
CTAS,1.0,52,1.11,2.18,61.5,1.01,0.84,2.7,1.17,57.7,0.64,1.33,4.21,1.6,63.5,2.99,1.5,5.93,3.26,65.4,6.96,2.3,8.23,5.82
CTAS,1.25,25,1.35,2.32,56.0,1.04,1.05,3.33,1.01,56.0,2.48,1.2,3.82,2.13,68.0,2.36,1.22,4.75,2.88,72.0,10.82,1.56,8.35,6.78
CTAS,1.5,15,1.63,3.22,53.3,0.06,1.37,3.68,1.42,60.0,1.37,1.55,3.9,1.96,73.3,1.99,1.55,4.52,2.2,73.3,13.79,3.13,8.06,6.85
CTAS,1.75,6,1.84,3.48,33.3,-2.24,1.67,3.52,1.02,50.0,-1.11,2.27,6.4,1.52,16.7,-3.0,3.31,6.4,1.84,66.7,6.64,4.15,8.99,4.29
CTAS,2.0,4,2.1,3.9,25.0,-2.02,2.65,2.86,0.28,50.0,-2.04,2.81,2.86,1.4,25.0,-2.05,2.92,4.74,1.55,100.0,9.27,3.46,6.61,5.49
CTAS,2.25,3,2.43,5.06,100.0,2.04,0.96,2.14,2.87,66.7,2.9,1.75,7.77,2.87,66.7,3.19,1.75,15.81,2.9,33.3,-5.1,6.47,16.76,3.15
CTAS,3.0,1,3.13,5.27,100.0,0.42,0.48,0.48,1.18,100.0,5.8,0.48,0.48,3.61,100.0,5.63,0.48,0.48,5.45,100.0,15.91,0.48,0.48,11.63
CTAS,3.5,1,3.57,6.89,100.0,1.68,0.33,0.33,1.3,0.0,-10.17,6.3,6.3,1.3,0.0,-7.51,6.38,6.38,1.3,0.0,-3.51,6.38,6.38,1.3
CTAS,3.75,1,3.76,10.57,100.0,0.32,0.29,0.29,0.98,100.0,1.26,0.35,0.35,0.98,100.0,8.88,0.35,0.35,3.4,100.0,6.59,0.35,0.35,4.83
CTSH,0.25,211,0.37,0.72,53.6,0.2,0.94,2.53,1.03,49.3,-0.07,1.38,3.57,1.52,55.5,0.83,1.91,5.48,2.12,58.3,4.64,3.58,10.14,4.82
CTSH,0.5,157,0.59,1.29,51.0,0.1,0.96,2.54,0.98,51.6,0.1,1.46,3.73,1.52,52.2,0.31,1.98,5.74,2.09,51.0,0.43,4.14,11.66,3.99
CTSH,0.75,83,0.87,1.81,48.2,-0.13,1.12,3.31,0.91,49.4,-0.22,1.69,4.43,1.36,49.4,0.0,2.33,6.07,2.14,54.2,1.81,3.9,11.43,4.02
CTSH,1.0,51,1.09,2.26,49.0,0.0,1.07,2.29,0.99,54.9,1.21,1.32,2.93,1.64,62.7,2.01,1.87,4.6,2.68,60.8,2.34,2.95,9.7,5.27
CTSH,1.25,29,1.34,3.05,37.9,-1.47,1.46,3.26,0.85,41.4,-0.72,1.96,4.41,1.12,41.4,-1.88,2.71,5.87,1.61,41.4,-1.33,4.48,12.19,2.42
CTSH,1.5,9,1.58,3.63,44.4,-0.71,0.9,4.42,0.82,33.3,-1.41,1.67,5.29,0.82,44.4,-2.81,3.97,6.47,1.36,66.7,3.0,5.05,9.6,2.08
CTSH,1.75,11,1.89,4.27,54.5,0.06,0.72,2.17,1.11,54.5,0.48,1.63,2.55,1.55,45.5,-1.28,2.46,4.71,1.94,45.5,-1.05,4.16,8.69,2.81
CTSH,2.0,9,2.1,4.1,77.8,2.08,0.61,1.34,1.54,44.4,-0.99,1.29,2.53,1.54,66.7,3.95,1.29,3.46,2.11,88.9,11.38,1.29,4.18,8.31
CTSH,2.25,1,2.36,17.18,0.0,-4.52,0.93,0.93,1.85,100.0,8.72,0.93,0.93,1.85,100.0,24.07,0.93,0.93,3.05,100.0,32.56,0.93,0.93,4.21
CTSH,2.75,1,2.79,4.64,100.0,3.01,0.05,0.05,2.07,100.0,6.61,0.05,0.05,4.66,0.0,-0.07,1.15,1.15,4.66,0.0,-7.94,5.71,5.71,4.66
CTSH,3.25,2,3.28,8.96,50.0,-2.5,1.64,2.18,0.87,0.0,-7.31,3.41,3.77,0.87,0.0,-8.32,4.24,5.27,0.87,0.0,-15.11,6.52,8.15,1.04
CTSH,3.5,1,3.6,12.75,0.0,-0.08,0.62,0.62,1.34,0.0,-4.09,1.3,1.3,1.34,100.0,0.33,1.33,1.33,1.34,0.0,-7.84,3.38,3.38,1.34
CTSH,4.0,1,4.22,13.77,100.0,10.26,0.26,0.26,2.77,100.0,14.98,0.26,0.26,4.23,100.0,20.62,0.26,0.26,6.05,100.0,33.09,0.26,0.26,8.96
CVS,0.25,203,0.36,0.82,52.7,0.16,0.95,2.48,0.89,49.3,-0.33,1.4,4.21,1.53,55.7,0.56,2.01,5.56,2.21,56.7,2.11,3.06,10.14,3.97
CVS,0.5,157,0.59,1.36,46.5,-0.23,1.0,2.5,0.96,58.0,0.95,1.48,4.2,1.7,57.3,1.13,1.82,6.99,2.24,56.7,2.47,3.38,10.92,4.3
CVS,0.75,88,0.86,1.99,54.5,0.44,1.03,2.43,1.19,60.2,0.81,1.26,4.23,1.6,54.5,0.71,1.94,5.43,2.54,59.1,2.55,3.4,10.1,4.47
CVS,1.0,34,1.09,2.48,52.9,0.46,1.01,2.19,0.83,61.8,1.33,1.25,2.96,1.82,52.9,0.8,1.83,5.54,2.71,61.8,6.86,2.77,8.79,5.37
CVS,1.25,19,1.37,2.96,57.9,0.23,1.05,3.57,1.37,47.4,-0.04,1.81,4.45,1.37,42.1,-0.61,2.2,6.13,1.45,57.9,2.44,3.49,11.1,4.48
CVS,1.5,14,1.54,4.28,42.9,-2.12,1.63,2.59,1.2,50.0,-1.48,1.76,3.56,1.22,57.1,1.09,2.16,3.92,2.32,42.9,-2.02,2.86,10.16,4.11
CVS,1.75,9,1.86,4.28,44.4,-0.53,0.97,3.8,0.97,44.4,-0.93,2.04,3.93,1.35,55.6,0.7,2.51,6.26,1.35,55.6,0.31,2.98,7.41,3.84
CVS,2.0,10,2.16,5.58,50.0,0.56,0.87,5.06,1.01,50.0,-0.21,1.68,5.27,1.26,50.0,1.39,1.72,5.55,2.14,50.0,1.85,2.52,6.81,4.54
CVS,2.5,2,2.61,6.46,50.0,2.05,0.01,0.28,2.11,50.0,2.25,0.22,0.66,2.42,100.0,7.73,0.24,0.69,4.27,100.0,6.78,0.26,0.72,7.06
CVS,2.75,1,2.99,7.21,0.0,-0.62,0.37,0.37,0.76,0.0,-6.49,2.87,2.87,0.76,0.0,-7.39,3.35,3.35,0.76,0.0,-20.18,10.7,10.7,0.76
CVS,3.25,2,3.41,9.12,100.0,2.67,0.15,0.56,1.36,100.0,4.43,0.15,0.56,2.1,100.0,10.3,0.15,0.56,3.73,100.0,4.43,0.78,0.87,6.27
CVS,4.25,1,4.25,14.15,100.0,6.71,0.21,0.21,1.75,100.0,5.14,0.21,0.21,2.49,100.0,5.82,0.21,0.21,2.78,100.0,10.49,0.89,0.89,3.47
CVS,5.25,1,5.26,16.84,0.0,-2.49,1.2,1.2,0.36,0.0,-0.09,1.2,1.2,0.57,0.0,-0.48,1.63,1.63,1.58,100.0,10.58,1.63,1.63,2.97
CVX,0.25,201,0.36,0.79,48.3,-0.24,1.01,3.04,1.16,53.2,0.27,1.45,4.11,1.56,57.7,1.1,1.82,5.89,2.2,56.2,2.27,3.17,9.44,3.97
CVX,0.5,127,0.61,1.39,55.9,0.5,0.82,3.32,1.11,58.3,0.73,1.1,4.3,1.46,59.8,2.23,1.72,5.73,2.31,57.5,1.57,2.87,9.02,3.78
CVX,0.75,88,0.85,1.81,59.1,0.43,0.71,3.17,1.04,54.5,1.27,1.33,4.21,1.77,60.2,1.34,1.6,6.48,2.28,58.0,4.19,2.66,10.01,4.71
CVX,1.0,50,1.09,2.32,58.0,0.34,0.93,2.42,1.2,60.0,1.75,1.23,3.91,1.69,66.0,2.36,1.46,5.1,2.28,54.0,2.78,2.68,7.18,4.4
CVX,1.25,36,1.35,2.82,58.3,0.67,1.13,2.57,1.06,66.7,1.71,1.18,3.18,1.47,55.6,1.37,1.78,4.82,2.5,66.7,6.34,2.9,7.31,4.9
CVX,1.5,14,1.59,3.15,57.1,1.17,1.09,3.96,1.19,50.0,-0.87,1.89,5.93,1.72,28.6,-1.94,2.55,6.93,2.05,42.9,-1.17,3.51,6.93,2.61
CVX,1.75,10,1.86,4.51,30.0,-2.63,2.28,5.16,0.8,40.0,-3.44,2.71,7.03,1.21,40.0,-1.26,3.49,9.15,1.38,20.0,-6.1,6.54,10.09,2.6
CVX,2.0,4,2.17,11.49,25.0,-3.04,1.87,2.9,0.44,75.0,6.88,1.87,3.42,2.02,75.0,20.51,1.87,3.42,3.85,75.0,30.15,1.87,3.98,6.02
CVX,2.25,6,2.31,4.38,66.7,1.99,0.75,4.67,1.85,50.0,1.88,0.84,7.73,2.4,33.3,-4.8,2.26,18.81,2.4,33.3,-6.3,4.02,29.79,2.43
CVX,2.5,1,2.72,6.72,100.0,2.26,0.14,0.14,1.22,0.0,-0.97,0.69,0.69,1.3,100.0,1.06,0.69,0.69,1.3,100.0,4.0,0.85,0.85,3.04
CVX,3.25,3,3.28,8.22,0.0,-13.54,2.87,6.32,1.07,0.0,-11.69,6.47,7.4,1.07,0.0,-5.43,6.47,7.4,1.07,66.7,4.54,6.47,7.4,2.74
DASH,0.25,183,0.35,1.57,47.5,-0.35,0.89,2.26,0.95,49.2,-0.05,1.24,3.18,1.38,49.7,-0.18,1.64,4.59,2.01,55.7,4.22,2.98,9.15,4.33
DASH,0.5,104,0.61,2.77,52.9,0.18,0.92,2.15,0.98,49.0,-0.07,1.33,3.33,1.44,49.0,-0.29,1.96,5.0,2.22,52.9,1.5,2.98,8.52,4.09
DASH,0.75,78,0.85,4.51,48.7,-0.61,0.99,2.35,0.88,52.6,1.08,1.35,3.39,1.25,51.3,0.4,1.94,4.17,1.96,61.5,8.93,2.32,6.8,4.94
DASH,1.0,54,1.11,5.52,68.5,3.96,0.85,1.88,1.4,55.6,2.22,0.96,2.39,2.12,50.0,0.63,1.31,6.08,2.46,42.6,-5.22,2.28,7.49,4.17
DASH,1.25,11,1.38,5.88,36.4,-3.05,0.98,2.34,1.18,27.3,-1.47,1.6,3.18,1.55,63.6,2.89,1.69,4.4,3.21,72.7,22.64,2.41,4.4,6.02
DASH,1.5,9,1.63,6.11,33.3,-1.01,2.09,2.55,1.16,55.6,4.17,2.09,3.38,1.66,44.4,-2.55,2.09,4.95,2.3,44.4,-0.12,2.71,5.82,3.31
DASH,1.75,4,1.86,7.78,75.0,3.45,1.26,1.66,1.02,75.0,7.81,1.66,2.66,2.72,50.0,2.33,2.32,3.13,3.63,25.0,-11.67,3.03,10.08,6.38
DASH,2.25,2,2.38,8.44,100.0,2.38,0.42,0.66,1.07,100.0,3.7,0.42,0.66,1.35,50.0,2.01,0.75,1.26,1.73,50.0,4.53,1.35,2.33,5.67
DASH,3.5,1,3.55,17.45,0.0,-0.64,0.12,0.12,1.04,0.0,-4.44,0.82,0.82,1.71,100.0,14.53,1.23,1.23,2.67,0.0,-0.32,1.23,1.23,3.63
DB1.DE,0.25,195,0.35,0.65,53.3,0.24,0.94,2.48,1.0,57.4,0.68,1.33,3.64,1.59,55.4,0.91,2.04,5.09,2.09,61.5,2.62,2.78,7.9,4.36
DB1.DE,0.5,138,0.6,1.09,50.7,0.12,1.15,2.48,0.95,58.0,0.61,1.41,3.36,1.52,59.4,0.91,1.7,4.3,2.31,65.9,1.79,2.79,6.93,4.12
DB1.DE,0.75,78,0.85,1.52,61.5,0.93,0.79,2.82,1.31,62.8,1.0,1.21,3.85,1.77,55.1,0.89,1.94,4.25,2.23,67.9,3.74,2.86,8.15,5.04
DB1.DE,1.0,65,1.09,1.99,50.8,0.11,0.94,3.22,1.11,53.8,0.82,1.36,5.15,1.85,56.9,0.94,2.05,6.78,2.22,69.2,4.06,2.79,10.84,4.7
DB1.DE,1.25,27,1.34,2.43,59.3,0.12,0.94,2.09,1.09,44.4,-0.04,1.3,2.8,1.13,48.1,-0.31,2.29,5.0,1.72,70.4,3.66,2.94,6.31,3.14
DB1.DE,1.5,12,1.57,2.91,75.0,2.73,0.56,2.56,2.04,66.7,2.44,0.7,3.07,2.46,58.3,4.57,0.73,3.75,3.5,66.7,4.8,1.36,5.05,5.31
DB1.DE,1.75,7,1.81,3.09,42.9,0.0,0.61,1.3,1.02,71.4,1.7,0.61,1.65,1.6,57.1,2.03,1.13,2.69,1.83,71.4,2.71,1.93,7.72,5.27
DB1.DE,2.0,3,2.06,4.14,33.3,-1.09,0.93,0.99,0.71,33.3,-0.6,1.17,1.89,0.71,66.7,1.11,2.07,2.84,1.25,33.3,-2.39,3.75,4.76,3.68
DB1.DE,2.25,2,2.4,7.92,50.0,-6.49,1.95,3.33,1.0,100.0,5.17,1.95,3.33,2.16,100.0,8.39,2.08,3.36,3.01,100.0,19.45,2.08,3.36,6.05
DB1.DE,3.0,1,3.16,7.2,100.0,2.0,2.36,2.36,0.99,100.0,6.61,2.36,2.36,2.76,100.0,11.88,2.36,2.36,5.34,100.0,4.83,2.36,2.36,5.61
DB1.DE,3.75,1,3.75,7.73,100.0,3.99,-0.4,-0.4,2.25,100.0,2.96,-0.4,-0.4,2.25,0.0,-0.39,0.72,0.72,2.25,100.0,1.09,1.57,1.57,2.25
DBK.DE,0.25,216,0.36,1.07,57.9,0.9,0.94,3.29,1.13,57.4,1.66,1.38,4.36,1.76,62.5,2.51,1.8,5.45,2.76,69.9,7.36,2.81,11.22,5.32
DBK.DE,0.5,134,0.63,1.75,55.2,0.69,0.87,2.99,1.01,54.5,1.18,1.61,3.83,1.51,60.4,2.25,1.95,5.92,2.39,73.1,9.07,2.58,11.4,5.73
DBK.DE,0.75,74,0.87,2.38,52.7,0.43,0.86,2.87,1.04,63.5,1.81,1.22,4.54,1.72,73.0,5.12,1.84,6.35,2.88,63.5,8.34,2.61,11.92,5.3
DBK.DE,1.0,46,1.11,3.1,63.0,1.29,0.8,2.83,1.19,56.5,0.58,1.27,3.58,1.47,60.9,3.35,1.87,4.09,2.65,76.1,10.55,2.37,6.38,5.47
DBK.DE,1.25,24,1.37,3.74,41.7,-1.01,1.58,3.48,0.7,54.2,0.25,1.8,5.21,1.06,58.3,1.93,2.15,5.73,1.73,62.5,9.46,3.13,8.99,4.99
DBK.DE,1.5,12,1.6,4.14,75.0,1.53,0.99,1.89,1.06,75.0,2.07,1.21,2.55,2.42,83.3,2.43,1.21,2.57,3.54,91.7,11.37,1.83,5.39,6.1
DBK.DE,1.75,7,1.85,4.92,42.9,-0.29,0.98,1.65,1.51,57.1,1.5,1.43,3.04,2.58,71.4,1.27,1.43,5.16,3.11,57.1,14.31,1.43,7.02,6.53
DBK.DE,2.0,4,2.11,6.58,75.0,1.62,1.54,4.86,1.36,50.0,1.32,1.94,5.1,1.71,100.0,11.04,1.94,5.1,3.99,100.0,12.82,4.68,6.85,9.52
DBK.DE,2.25,7,2.4,7.93,85.7,3.89,0.87,2.55,1.49,71.4,0.16,0.88,2.75,1.89,71.4,3.36,1.16,3.28,2.99,85.7,22.08,2.47,5.17,8.97
DBK.DE,2.5,6,2.67,7.43,66.7,0.81,0.91,3.52,1.21,66.7,2.79,0.91,6.83,1.64,66.7,3.69,0.91,6.83,2.06,50.0,0.9,3.18,10.16,2.19
DBK.DE,3.0,2,3.04,9.92,50.0,3.22,0.75,0.95,2.5,50.0,-0.91,1.41,2.14,2.74,50.0,5.71,1.52,2.33,3.43,100.0,7.14,1.52,2.33,4.08
DBK.DE,3.25,1,3.47,8.32,100.0,0.4,1.28,1.28,0.98,0.0,-9.32,5.61,5.61,0.98,0.0,-2.57,5.61,5.61,0.98,100.0,11.85,5.61,5.61,5.36
DDOG,0.25,210,0.38,1.65,54.8,0.59,0.83,2.43,1.06,52.9,0.76,1.24,3.19,1.58,51.9,1.16,1.82,4.24,2.15,55.7,5.39,3.06,7.58,4.44
DDOG,0.5,136,0.6,3.07,47.8,-0.29,1.1,2.76,1.04,52.2,0.88,1.42,3.34,1.31,55.1,2.09,2.06,4.63,1.99,58.8,5.6,3.09,6.39,4.49
DDOG,0.75,89,0.86,4.39,58.4,0.97,1.05,2.46,1.12,53.9,1.34,1.32,3.12,1.67,56.2,1.49,1.63,4.93,2.26,58.4,9.27,2.81,7.62,4.37
DDOG,1.0,48,1.11,5.08,47.9,-0.2,1.11,1.79,0.84,56.2,1.4,1.47,2.69,1.62,56.2,1.13,1.8,4.23,2.51,56.2,3.37,3.58,7.67,3.93
DDOG,1.25,24,1.39,7.14,54.2,1.33,1.18,2.8,1.5,58.3,0.87,1.4,3.15,2.01,58.3,3.02,2.09,4.04,2.35,50.0,4.93,3.06,5.96,4.62
DDOG,1.5,12,1.57,7.21,58.3,1.02,0.74,3.08,0.95,50.0,-0.49,1.03,3.1,1.58,41.7,-3.98,2.23,4.68,2.28,58.3,28.12,3.07,5.66,8.87
DDOG,1.75,5,1.84,8.24,40.0,-1.37,2.46,3.38,1.04,40.0,-1.6,3.16,3.61,1.04,40.0,-11.88,3.16,5.31,1.83,80.0,4.42,3.16,6.82,4.25
DDOG,2.0,3,2.09,6.19,33.3,-0.64,0.86,1.34,0.92,66.7,6.95,1.46,1.62,3.14,66.7,8.13,1.46,4.22,6.17,100.0,7.37,3.22,4.58,6.97
DDOG,2.25,3,2.41,7.61,33.3,-2.57,2.22,2.31,1.23,33.3,-0.42,3.4,3.88,1.81,33.3,-1.71,4.2,5.41,2.29,33.3,-4.58,4.2,6.81,3.71
DDOG,2.75,2,2.85,16.77,100.0,4.23,0.54,0.55,1.22,100.0,10.41,0.54,0.55,1.77,100.0,8.31,0.54,0.55,2.22,50.0,4.16,0.99,1.37,5.25
DE,0.25,215,0.37,0.89,60.5,0.84,0.92,2.28,1.14,59.1,1.12,1.25,3.48,1.61,59.1,1.24,1.87,4.59,2.44,67.4,5.38,3.1,7.33,4.68
DE,0.5,126,0.62,1.45,54.8,0.37,0.94,2.42,1.19,57.1,1.25,1.34,3.28,1.83,57.9,1.83,1.83,4.17,2.7,69.8,5.07,2.82,6.22,4.83
DE,0.75,86,0.87,2.1,58.1,0.37,0.88,2.64,1.03,54.7,0.5,1.51,3.63,1.62,53.5,0.19,2.08,4.39,2.28,67.4,6.22,3.35,6.18,5.03
DE,1.0,55,1.1,2.48,56.4,0.49,0.87,2.52,1.3,56.4,2.26,1.26,4.44,1.85,54.5,0.7,2.0,5.16,2.9,69.1,6.51,3.08,6.81,5.04
DE,1.25,19,1.31,3.14,42.1,-0.84,1.49,3.62,1.44,47.4,-0.98,1.99,5.41,1.63,47.4,-0.11,2.71,7.02,2.39,42.1,-4.32,4.22,12.11,4.51
DE,1.5,10,1.59,3.52,50.0,0.6,1.07,2.01,1.15,70.0,2.37,1.77,3.54,1.65,40.0,-0.71,1.86,5.81,2.23,50.0,0.11,3.99,9.06,4.31
DE,1.75,11,1.82,4.95,63.6,1.03,0.6,3.33,0.98,45.5,-0.5,1.09,3.33,1.99,54.5,4.37,1.39,5.62,2.1,72.7,6.16,2.97,5.62,4.42
DE,2.0,8,2.12,4.23,62.5,1.0,1.17,2.56,1.03,62.5,1.92,1.83,2.96,1.67,75.0,3.33,1.97,2.96,3.12,50.0,4.12,3.49,10.09,4.98
DE,2.25,5,2.36,5.28,40.0,0.0,1.33,1.67,0.37,80.0,1.29,1.33,2.81,1.39,40.0,-0.2,1.33,2.81,1.75,40.0,-1.97,3.02,5.36,2.88
DE,2.5,1,2.58,6.05,0.0,-2.63,1.47,1.47,1.05,0.0,-2.38,1.47,1.47,1.05,0.0,-4.4,2.9,2.9,2.51,0.0,-5.32,4.99,4.99,2.51
DE,3.0,1,3.15,14.07,100.0,15.14,-0.18,-0.18,2.92,100.0,15.83,-0.18,-0.18,3.1,100.0,5.09,-0.08,-0.08,3.39,100.0,16.83,1.75,1.75,3.78
DHL.DE,0.25,185,0.36,0.71,50.8,0.1,0.99,2.92,1.06,57.8,1.12,1.29,4.04,1.72,62.2,1.91,1.68,6.13,2.67,61.1,4.61,3.55,10.01,5.08
DHL.DE,0.5,148,0.61,1.26,48.6,-0.27,1.06,3.57,0.98,49.3,-0.01,1.56,5.31,1.55,49.3,-0.09,2.24,6.62,2.13,62.8,4.23,3.35,9.79,4.45
