reihe,ticker,tief,lage,faelle,haelt_1_pct,haelt_1.5_pct,haelt_2_pct,haelt_2.5_pct,haelt_3_pct,median_benoetigt_atr
vdax,BEI.DE,1,normal,21,28.6,38.1,38.1,42.9,57.1,2.679
vdax,BEI.DE,1,unruhig,10,20.0,20.0,30.0,40.0,40.0,3.338
vdax,BEI.DE,2,ruhig,26,23.1,30.8,34.6,46.2,53.8,2.8
vdax,BEI.DE,2,normal,8,12.5,25.0,25.0,50.0,62.5,2.627
vdax,BEI.DE,2,unruhig,3,66.7,66.7,66.7,66.7,66.7,0.773
vdax,BEI.DE,3+,ruhig,19,26.3,36.8,47.4,52.6,52.6,2.122
vdax,BEI.DE,3+,normal,9,0.0,11.1,33.3,55.6,77.8,2.125
vdax,BEI.DE,3+,unruhig,1,0.0,100.0,100.0,100.0,100.0,1.25
vdax,BMW.DE,1,ruhig,68,27.9,30.9,41.2,44.1,50.0,3.075
vdax,BMW.DE,1,normal,16,43.8,43.8,43.8,56.2,56.2,2.353
vdax,BMW.DE,1,unruhig,8,25.0,50.0,50.0,62.5,62.5,1.611
vdax,BMW.DE,2,ruhig,28,21.4,32.1,32.1,32.1,35.7,4.928
vdax,BMW.DE,2,normal,7,57.1,57.1,57.1,57.1,57.1,0.0
vdax,BMW.DE,2,unruhig,4,50.0,75.0,75.0,75.0,75.0,0.625
vdax,BMW.DE,3+,ruhig,24,37.5,41.7,45.8,54.2,58.3,2.24
vdax,BMW.DE,3+,normal,1,0.0,0.0,0.0,0.0,100.0,2.807
vdax,BMW.DE,3+,unruhig,5,60.0,60.0,60.0,80.0,80.0,0.0
vdax,BNR.DE,1,ruhig,74,21.6,27.0,32.4,37.8,44.6,3.611
vdax,BNR.DE,1,normal,23,52.2,56.5,60.9,60.9,65.2,0.406
vdax,BNR.DE,1,unruhig,14,50.0,57.1,64.3,64.3,71.4,1.184
vdax,BNR.DE,2,ruhig,31,12.9,19.4,32.3,45.2,48.4,3.125
vdax,BNR.DE,2,normal,8,37.5,37.5,37.5,50.0,62.5,2.48
vdax,BNR.DE,2,unruhig,3,0.0,0.0,0.0,0.0,0.0,6.685
vdax,BNR.DE,3+,ruhig,26,23.1,26.9,30.8,30.8,34.6,3.987
vdax,BNR.DE,3+,normal,3,0.0,0.0,0.0,0.0,0.0,5.958
vdax,BNR.DE,3+,unruhig,7,71.4,71.4,71.4,71.4,85.7,0.008
vdax,CBK.DE,1,ruhig,81,33.3,42.0,49.4,59.3,61.7,2.006
vdax,CBK.DE,1,normal,22,22.7,31.8,36.4,54.5,59.1,2.449
vdax,CBK.DE,1,unruhig,16,56.2,56.2,62.5,75.0,75.0,0.369
vdax,CBK.DE,2,ruhig,20,40.0,45.0,65.0,75.0,80.0,1.55
vdax,CBK.DE,2,normal,7,57.1,57.1,71.4,71.4,71.4,0.56
vdax,CBK.DE,2,unruhig,5,80.0,80.0,80.0,100.0,100.0,0.0
vdax,CBK.DE,3+,ruhig,19,36.8,47.4,57.9,57.9,68.4,1.59
vdax,CBK.DE,3+,normal,3,66.7,66.7,66.7,66.7,66.7,0.023
vdax,CBK.DE,3+,unruhig,2,100.0,100.0,100.0,100.0,100.0,0.0
vdax,CON.DE,1,ruhig,67,19.4,22.4,26.9,32.8,38.8,3.922
vdax,CON.DE,1,normal,19,26.3,31.6,57.9,63.2,73.7,1.692
vdax,CON.DE,1,unruhig,9,55.6,77.8,88.9,88.9,88.9,0.728
vdax,CON.DE,2,ruhig,24,33.3,33.3,37.5,50.0,54.2,2.57
vdax,CON.DE,2,normal,7,28.6,28.6,28.6,42.9,57.1,2.716
vdax,CON.DE,2,unruhig,8,87.5,87.5,87.5,87.5,87.5,0.0
vdax,CON.DE,3+,ruhig,18,33.3,38.9,38.9,38.9,44.4,4.034
vdax,CON.DE,3+,normal,4,50.0,50.0,50.0,50.0,50.0,2.115
vdax,CON.DE,3+,unruhig,3,100.0,100.0,100.0,100.0,100.0,0.0
vdax,DB1.DE,1,ruhig,67,38.8,44.8,55.2,59.7,62.7,1.836
vdax,DB1.DE,1,normal,20,10.0,15.0,20.0,25.0,45.0,3.228
vdax,DB1.DE,1,unruhig,20,45.0,60.0,65.0,75.0,75.0,1.34
vdax,DB1.DE,2,ruhig,27,37.0,55.6,55.6,66.7,77.8,1.327
vdax,DB1.DE,2,normal,12,25.0,25.0,33.3,50.0,58.3,2.373
vdax,DB1.DE,2,unruhig,4,100.0,100.0,100.0,100.0,100.0,0.203
vdax,DB1.DE,3+,ruhig,19,31.6,47.4,47.4,57.9,57.9,2.12
vdax,DB1.DE,3+,normal,4,50.0,50.0,75.0,75.0,75.0,1.066
vdax,DB1.DE,3+,unruhig,3,66.7,66.7,66.7,66.7,66.7,0.0
vdax,DBK.DE,1,ruhig,86,31.4,40.7,48.8,52.3,59.3,2.035
vdax,DBK.DE,1,normal,18,27.8,27.8,27.8,27.8,33.3,4.375
vdax,DBK.DE,1,unruhig,17,23.5,47.1,47.1,52.9,64.7,2.167
vdax,DBK.DE,2,ruhig,31,48.4,54.8,61.3,67.7,67.7,1.191
vdax,DBK.DE,2,normal,10,30.0,30.0,40.0,40.0,50.0,2.841
vdax,DBK.DE,2,unruhig,9,44.4,66.7,77.8,88.9,88.9,1.074
vdax,DBK.DE,3+,ruhig,8,87.5,100.0,100.0,100.0,100.0,0.0
vdax,DBK.DE,3+,normal,8,50.0,62.5,75.0,87.5,100.0,0.869
vdax,DBK.DE,3+,unruhig,7,85.7,85.7,100.0,100.0,100.0,0.0
vdax,DHL.DE,1,ruhig,79,35.4,38.0,45.6,48.1,48.1,3.146
vdax,DHL.DE,1,normal,19,52.6,63.2,63.2,63.2,63.2,0.132
vdax,DHL.DE,1,unruhig,18,72.2,77.8,83.3,83.3,83.3,0.0
vdax,DHL.DE,2,ruhig,31,32.3,35.5,41.9,48.4,48.4,3.04
vdax,DHL.DE,2,normal,8,37.5,37.5,37.5,37.5,37.5,5.843
vdax,DHL.DE,2,unruhig,3,33.3,33.3,33.3,33.3,66.7,2.874
vdax,DHL.DE,3+,ruhig,14,14.3,42.9,50.0,57.1,57.1,1.957
vdax,DHL.DE,3+,normal,9,22.2,33.3,44.4,55.6,66.7,2.169
vdax,DHL.DE,3+,unruhig,5,80.0,100.0,100.0,100.0,100.0,0.115
vdax,DTE.DE,1,ruhig,80,43.8,52.5,57.5,60.0,61.3,1.423
vdax,DTE.DE,1,normal,19,21.1,21.1,21.1,31.6,31.6,5.12
vdax,DTE.DE,1,unruhig,11,45.5,63.6,72.7,72.7,72.7,1.21
vdax,DTE.DE,2,ruhig,22,40.9,54.5,54.5,54.5,59.1,1.165
vdax,DTE.DE,2,normal,5,40.0,40.0,40.0,40.0,60.0,2.826
vdax,DTE.DE,2,unruhig,6,50.0,83.3,83.3,83.3,83.3,0.755
vdax,DTE.DE,3+,ruhig,19,42.1,47.4,47.4,57.9,68.4,2.05
vdax,DTE.DE,3+,normal,5,20.0,20.0,40.0,60.0,60.0,2.249
vdax,DTE.DE,3+,unruhig,2,50.0,50.0,50.0,50.0,50.0,2.689
vdax,DTG.DE,1,ruhig,53,37.7,45.3,50.9,52.8,54.7,1.743
vdax,DTG.DE,1,normal,11,18.2,18.2,36.4,36.4,36.4,5.452
vdax,DTG.DE,1,unruhig,5,40.0,40.0,60.0,80.0,100.0,1.803
vdax,DTG.DE,2,ruhig,15,33.3,40.0,40.0,46.7,53.3,2.711
vdax,DTG.DE,2,normal,7,28.6,42.9,57.1,57.1,57.1,1.646
vdax,DTG.DE,2,unruhig,3,33.3,33.3,33.3,66.7,66.7,2.201
vdax,DTG.DE,3+,ruhig,25,28.0,40.0,44.0,44.0,56.0,2.899
vdax,DTG.DE,3+,normal,8,25.0,50.0,62.5,75.0,75.0,1.562
vdax,DTG.DE,3+,unruhig,3,66.7,66.7,66.7,66.7,100.0,0.179
vdax,ENR.DE,1,ruhig,76,48.7,64.5,67.1,72.4,80.3,1.131
vdax,ENR.DE,1,normal,12,33.3,33.3,33.3,33.3,41.7,3.813
vdax,ENR.DE,1,unruhig,10,30.0,30.0,30.0,30.0,40.0,3.149
vdax,ENR.DE,2,ruhig,19,26.3,36.8,52.6,57.9,57.9,1.745
vdax,ENR.DE,2,normal,3,66.7,66.7,66.7,66.7,66.7,0.23
vdax,ENR.DE,2,unruhig,5,0.0,20.0,20.0,20.0,20.0,4.441
vdax,ENR.DE,3+,ruhig,13,38.5,46.2,46.2,46.2,61.5,2.527
vdax,ENR.DE,3+,normal,13,15.4,15.4,30.8,46.2,53.8,2.881
vdax,ENR.DE,3+,unruhig,2,100.0,100.0,100.0,100.0,100.0,0.0
vdax,EOAN.DE,1,ruhig,83,37.3,45.8,53.0,56.6,60.2,1.704
vdax,EOAN.DE,1,normal,14,21.4,28.6,28.6,28.6,28.6,5.081
vdax,EOAN.DE,1,unruhig,16,75.0,75.0,75.0,81.2,87.5,0.25
vdax,EOAN.DE,2,ruhig,28,25.0,35.7,46.4,53.6,71.4,2.397
vdax,EOAN.DE,2,normal,10,30.0,30.0,30.0,30.0,30.0,4.486
vdax,EOAN.DE,2,unruhig,3,33.3,33.3,66.7,100.0,100.0,1.651
vdax,EOAN.DE,3+,ruhig,22,31.8,40.9,45.5,59.1,81.8,2.106
vdax,EOAN.DE,3+,normal,7,28.6,42.9,42.9,42.9,42.9,4.533
vdax,EOAN.DE,3+,unruhig,4,75.0,75.0,75.0,75.0,100.0,0.52
vdax,FRE.DE,1,ruhig,67,32.8,38.8,44.8,49.3,52.2,2.565
vdax,FRE.DE,1,normal,20,25.0,25.0,30.0,30.0,30.0,6.348
vdax,FRE.DE,1,unruhig,10,10.0,10.0,20.0,20.0,30.0,3.67
vdax,FRE.DE,2,ruhig,27,25.9,29.6,40.7,44.4,48.1,3.203
vdax,FRE.DE,2,normal,10,40.0,40.0,50.0,50.0,50.0,3.421
vdax,FRE.DE,2,unruhig,5,60.0,60.0,60.0,60.0,60.0,0.0
vdax,FRE.DE,3+,ruhig,13,46.2,46.2,61.5,69.2,69.2,1.694
vdax,FRE.DE,3+,normal,8,25.0,25.0,37.5,37.5,37.5,4.513
vdax,FRE.DE,3+,unruhig,3,0.0,0.0,0.0,0.0,0.0,4.069
vdax,HEI.DE,1,ruhig,82,34.1,40.2,42.7,45.1,52.4,2.748
vdax,HEI.DE,1,normal,17,41.2,41.2,47.1,47.1,47.1,3.864
vdax,HEI.DE,1,unruhig,11,27.3,45.5,54.5,63.6,72.7,1.836
vdax,HEI.DE,2,ruhig,28,32.1,35.7,42.9,50.0,57.1,2.534
vdax,HEI.DE,2,normal,4,25.0,25.0,25.0,50.0,50.0,2.854
vdax,HEI.DE,2,unruhig,5,40.0,40.0,60.0,60.0,60.0,1.73
vdax,HEI.DE,3+,ruhig,10,30.0,30.0,40.0,40.0,50.0,3.169
vdax,HEI.DE,3+,normal,7,42.9,42.9,57.1,57.1,57.1,1.695
vdax,HEI.DE,3+,unruhig,5,40.0,40.0,40.0,40.0,60.0,2.868
vdax,HEN3.DE,1,ruhig,62,21.0,24.2,32.3,37.1,40.3,3.675
vdax,HEN3.DE,1,normal,14,28.6,42.9,57.1,64.3,71.4,1.917
vdax,HEN3.DE,1,unruhig,7,42.9,57.1,71.4,85.7,85.7,1.414
vdax,HEN3.DE,2,ruhig,26,19.2,19.2,26.9,26.9,34.6,3.891
vdax,HEN3.DE,2,normal,8,25.0,37.5,50.0,50.0,62.5,2.303
vdax,HEN3.DE,2,unruhig,3,66.7,66.7,66.7,66.7,100.0,0.0
vdax,HEN3.DE,3+,ruhig,15,26.7,26.7,33.3,33.3,46.7,3.696
vdax,HEN3.DE,3+,normal,7,71.4,71.4,71.4,71.4,71.4,0.0
vdax,HEN3.DE,3+,unruhig,6,66.7,83.3,83.3,83.3,83.3,0.463
vdax,HNR1.DE,1,ruhig,85,34.1,38.8,48.2,54.1,62.4,2.069
vdax,HNR1.DE,1,normal,9,0.0,0.0,11.1,22.2,22.2,5.635
vdax,HNR1.DE,1,unruhig,12,33.3,41.7,41.7,50.0,58.3,2.438
vdax,HNR1.DE,2,ruhig,25,32.0,32.0,44.0,52.0,68.0,2.462
vdax,HNR1.DE,2,normal,8,12.5,12.5,25.0,37.5,62.5,2.671
vdax,HNR1.DE,2,unruhig,6,33.3,33.3,33.3,33.3,33.3,4.848
vdax,HNR1.DE,3+,ruhig,15,60.0,66.7,73.3,86.7,100.0,0.393
vdax,HNR1.DE,3+,normal,3,66.7,100.0,100.0,100.0,100.0,0.884
vdax,HNR1.DE,3+,unruhig,3,33.3,66.7,66.7,66.7,66.7,1.331
vdax,IFX.DE,1,ruhig,83,30.1,36.1,39.8,43.4,48.2,3.045
vdax,IFX.DE,1,normal,27,33.3,33.3,48.1,48.1,59.3,2.794
vdax,IFX.DE,1,unruhig,10,80.0,80.0,80.0,80.0,90.0,0.0
vdax,IFX.DE,2,ruhig,27,33.3,37.0,37.0,51.9,63.0,2.342
vdax,IFX.DE,2,normal,11,36.4,36.4,36.4,36.4,45.5,3.602
vdax,IFX.DE,2,unruhig,3,33.3,33.3,33.3,33.3,66.7,2.566
vdax,IFX.DE,3+,ruhig,16,50.0,50.0,68.8,81.2,81.2,1.329
vdax,IFX.DE,3+,normal,8,50.0,50.0,50.0,62.5,75.0,1.411
vdax,IFX.DE,3+,unruhig,10,50.0,50.0,50.0,50.0,60.0,1.849
vdax,MBG.DE,1,ruhig,78,37.2,38.5,38.5,43.6,52.6,2.808
vdax,MBG.DE,1,normal,20,40.0,40.0,40.0,50.0,55.0,2.412
vdax,MBG.DE,1,unruhig,12,50.0,58.3,66.7,66.7,66.7,0.99
vdax,MBG.DE,2,ruhig,28,14.3,25.0,25.0,35.7,35.7,3.267
vdax,MBG.DE,2,normal,9,22.2,44.4,44.4,55.6,55.6,2.123
vdax,MBG.DE,2,unruhig,5,40.0,60.0,60.0,60.0,60.0,1.497
vdax,MBG.DE,3+,ruhig,23,30.4,34.8,47.8,47.8,47.8,3.421
vdax,MBG.DE,3+,normal,3,66.7,66.7,66.7,66.7,100.0,0.161
vdax,MBG.DE,3+,unruhig,7,57.1,57.1,57.1,57.1,71.4,0.0
vdax,MRK.DE,1,ruhig,76,25.0,27.6,31.6,39.5,43.4,3.325
vdax,MRK.DE,1,normal,25,52.0,56.0,56.0,56.0,60.0,0.8
vdax,MRK.DE,1,unruhig,16,56.2,68.8,75.0,81.2,81.2,0.585
vdax,MRK.DE,2,ruhig,24,33.3,33.3,45.8,45.8,50.0,2.954
vdax,MRK.DE,2,normal,7,57.1,57.1,85.7,85.7,85.7,0.428
vdax,MRK.DE,2,unruhig,6,83.3,83.3,100.0,100.0,100.0,0.35
vdax,MRK.DE,3+,ruhig,23,21.7,26.1,34.8,43.5,43.5,3.596
vdax,MRK.DE,3+,normal,6,0.0,16.7,33.3,50.0,83.3,2.641
vdax,MRK.DE,3+,unruhig,7,71.4,71.4,71.4,71.4,71.4,0.093
vdax,MTX.DE,1,ruhig,77,31.2,39.0,41.6,54.5,59.7,2.273
vdax,MTX.DE,1,normal,18,50.0,66.7,83.3,88.9,94.4,1.147
vdax,MTX.DE,1,unruhig,9,33.3,33.3,66.7,66.7,66.7,1.577
vdax,MTX.DE,2,ruhig,33,42.4,54.5,54.5,66.7,69.7,1.339
vdax,MTX.DE,2,normal,6,33.3,50.0,66.7,66.7,66.7,1.581
vdax,MTX.DE,2,unruhig,3,66.7,66.7,100.0,100.0,100.0,0.0
vdax,MTX.DE,3+,ruhig,15,26.7,33.3,33.3,40.0,40.0,3.987
vdax,MTX.DE,3+,normal,11,54.5,63.6,81.8,81.8,81.8,0.828
vdax,MTX.DE,3+,unruhig,1,0.0,0.0,100.0,100.0,100.0,1.934
vdax,MUV2.DE,1,ruhig,74,31.1,32.4,36.5,47.3,54.1,2.806
vdax,MUV2.DE,1,normal,15,20.0,20.0,26.7,26.7,40.0,5.129
vdax,MUV2.DE,1,unruhig,12,25.0,50.0,50.0,58.3,58.3,1.69
vdax,MUV2.DE,2,ruhig,27,33.3,33.3,40.7,51.9,66.7,2.379
vdax,MUV2.DE,2,normal,8,37.5,37.5,37.5,50.0,62.5,2.583
vdax,MUV2.DE,2,unruhig,3,100.0,100.0,100.0,100.0,100.0,0.0
vdax,MUV2.DE,3+,ruhig,14,50.0,64.3,64.3,71.4,78.6,0.847
vdax,MUV2.DE,3+,normal,6,33.3,33.3,50.0,50.0,50.0,2.728
vdax,MUV2.DE,3+,unruhig,3,33.3,33.3,33.3,33.3,66.7,2.604
vdax,P911.DE,1,ruhig,33,15.2,24.2,30.3,36.4,45.5,3.295
vdax,P911.DE,1,normal,7,57.1,57.1,57.1,57.1,71.4,0.686
vdax,P911.DE,1,unruhig,3,66.7,66.7,66.7,66.7,66.7,0.926
vdax,P911.DE,2,ruhig,20,20.0,35.0,40.0,55.0,55.0,2.437
vdax,P911.DE,2,normal,1,100.0,100.0,100.0,100.0,100.0,0.459
vdax,P911.DE,2,unruhig,2,0.0,0.0,0.0,0.0,0.0,4.755
vdax,P911.DE,3+,ruhig,23,26.1,39.1,39.1,43.5,56.5,2.749
vdax,P911.DE,3+,normal,1,0.0,0.0,0.0,100.0,100.0,2.456
vdax,P911.DE,3+,unruhig,3,66.7,66.7,66.7,66.7,66.7,0.0
vdax,PAH3.DE,1,ruhig,58,27.6,31.0,32.8,36.2,44.8,3.28
vdax,PAH3.DE,1,normal,10,10.0,10.0,30.0,40.0,50.0,3.675
vdax,PAH3.DE,1,unruhig,5,20.0,20.0,20.0,20.0,20.0,4.147
vdax,PAH3.DE,2,ruhig,28,32.1,35.7,35.7,42.9,50.0,2.945
vdax,PAH3.DE,2,normal,3,0.0,0.0,0.0,33.3,66.7,2.937
vdax,PAH3.DE,2,unruhig,4,0.0,0.0,0.0,25.0,25.0,4.603
vdax,PAH3.DE,3+,ruhig,19,21.1,31.6,31.6,36.8,42.1,3.43
vdax,PAH3.DE,3+,normal,2,0.0,0.0,0.0,0.0,0.0,4.216
vdax,PAH3.DE,3+,unruhig,4,50.0,50.0,75.0,75.0,75.0,0.794
vdax,QIA.DE,1,ruhig,63,25.4,25.4,31.7,34.9,38.1,3.835
vdax,QIA.DE,1,normal,20,20.0,35.0,45.0,50.0,55.0,2.55
vdax,QIA.DE,1,unruhig,16,56.2,56.2,68.8,68.8,68.8,0.486
vdax,QIA.DE,2,ruhig,30,13.3,23.3,26.7,33.3,43.3,3.788
vdax,QIA.DE,2,normal,5,40.0,60.0,60.0,60.0,60.0,1.262
vdax,QIA.DE,2,unruhig,5,40.0,60.0,60.0,60.0,60.0,1.314
vdax,QIA.DE,3+,ruhig,29,41.4,44.8,55.2,55.2,69.0,1.631
vdax,QIA.DE,3+,normal,4,50.0,50.0,75.0,75.0,75.0,1.193
vdax,QIA.DE,3+,unruhig,7,57.1,71.4,71.4,71.4,71.4,0.301
vdax,RHM.DE,1,ruhig,73,34.2,42.5,50.7,56.2,63.0,1.989
vdax,RHM.DE,1,normal,13,23.1,46.2,53.8,61.5,69.2,1.925
vdax,RHM.DE,1,unruhig,9,55.6,55.6,55.6,66.7,77.8,0.319
vdax,RHM.DE,2,ruhig,22,36.4,45.5,50.0,59.1,72.7,1.9
vdax,RHM.DE,2,normal,9,44.4,44.4,44.4,44.4,44.4,3.63
vdax,RHM.DE,2,unruhig,1,100.0,100.0,100.0,100.0,100.0,0.0
vdax,RHM.DE,3+,ruhig,15,60.0,66.7,66.7,66.7,73.3,0.645
vdax,RHM.DE,3+,normal,6,50.0,50.0,50.0,50.0,50.0,2.784
vdax,RHM.DE,3+,unruhig,4,25.0,25.0,25.0,25.0,25.0,5.962
vdax,RWE.DE,1,ruhig,60,23.3,33.3,40.0,46.7,56.7,2.665
vdax,RWE.DE,1,normal,20,30.0,35.0,40.0,50.0,70.0,2.388
vdax,RWE.DE,1,unruhig,23,60.9,69.6,87.0,95.7,100.0,0.377
vdax,RWE.DE,2,ruhig,22,36.4,36.4,50.0,54.5,54.5,2.037
vdax,RWE.DE,2,normal,9,66.7,66.7,77.8,88.9,88.9,0.7
vdax,RWE.DE,2,unruhig,5,80.0,80.0,80.0,80.0,80.0,0.0
vdax,RWE.DE,3+,ruhig,20,55.0,55.0,60.0,60.0,75.0,0.891
vdax,RWE.DE,3+,normal,2,100.0,100.0,100.0,100.0,100.0,0.0
vdax,RWE.DE,3+,unruhig,2,50.0,50.0,100.0,100.0,100.0,0.877
vdax,SAP.DE,1,ruhig,82,30.5,35.4,39.0,47.6,50.0,2.911
vdax,SAP.DE,1,normal,14,28.6,35.7,50.0,50.0,57.1,2.167
vdax,SAP.DE,1,unruhig,14,35.7,42.9,50.0,57.1,85.7,2.118
vdax,SAP.DE,2,ruhig,27,22.2,37.0,40.7,48.1,51.9,2.96
vdax,SAP.DE,2,normal,7,14.3,14.3,28.6,28.6,28.6,3.587
vdax,SAP.DE,2,unruhig,6,33.3,50.0,66.7,66.7,66.7,1.415
vdax,SAP.DE,3+,ruhig,21,47.6,52.4,52.4,57.1,71.4,1.473
vdax,SAP.DE,3+,normal,9,0.0,22.2,33.3,44.4,44.4,3.037
vdax,SAP.DE,3+,unruhig,9,66.7,66.7,88.9,88.9,100.0,0.696
vdax,SHL.DE,1,ruhig,75,34.7,37.3,45.3,46.7,52.0,2.843
vdax,SHL.DE,1,normal,13,30.8,53.8,53.8,53.8,53.8,1.367
vdax,SHL.DE,1,unruhig,6,33.3,50.0,83.3,83.3,83.3,1.386
vdax,SHL.DE,2,ruhig,22,36.4,45.5,45.5,45.5,54.5,2.769
vdax,SHL.DE,2,normal,8,25.0,25.0,25.0,25.0,37.5,3.164
vdax,SHL.DE,2,unruhig,2,50.0,50.0,50.0,50.0,50.0,2.234
vdax,SHL.DE,3+,ruhig,23,60.9,69.6,69.6,69.6,73.9,0.542
vdax,SHL.DE,3+,normal,6,33.3,33.3,66.7,66.7,66.7,1.655
vdax,SHL.DE,3+,unruhig,9,44.4,44.4,44.4,44.4,44.4,3.142
vdax,SIE.DE,1,ruhig,86,34.9,44.2,53.5,60.5,65.1,1.835
vdax,SIE.DE,1,normal,21,42.9,52.4,52.4,61.9,61.9,1.335
vdax,SIE.DE,1,unruhig,16,68.8,75.0,75.0,87.5,87.5,0.0
vdax,SIE.DE,2,ruhig,25,44.0,52.0,64.0,64.0,64.0,1.427
vdax,SIE.DE,2,normal,8,12.5,25.0,25.0,37.5,50.0,3.233
vdax,SIE.DE,2,unruhig,5,40.0,60.0,60.0,60.0,60.0,1.373
vdax,SIE.DE,3+,ruhig,13,46.2,53.8,61.5,61.5,61.5,1.109
vdax,SIE.DE,3+,normal,9,44.4,44.4,55.6,55.6,66.7,1.984
vdax,SIE.DE,3+,unruhig,8,75.0,75.0,87.5,87.5,87.5,0.0
vdax,SRT3.DE,1,ruhig,72,29.2,34.7,37.5,41.7,44.4,3.509
vdax,SRT3.DE,1,normal,23,13.0,13.0,17.4,26.1,43.5,3.52
vdax,SRT3.DE,1,unruhig,17,47.1,47.1,52.9,64.7,70.6,1.665
vdax,SRT3.DE,2,ruhig,26,23.1,30.8,34.6,42.3,50.0,3.218
vdax,SRT3.DE,2,normal,9,33.3,44.4,44.4,44.4,55.6,2.961
vdax,SRT3.DE,2,unruhig,5,40.0,60.0,60.0,100.0,100.0,1.008
vdax,SRT3.DE,3+,ruhig,22,31.8,31.8,36.4,45.5,68.2,2.518
vdax,SRT3.DE,3+,normal,8,25.0,50.0,62.5,62.5,75.0,1.486
vdax,SRT3.DE,3+,unruhig,5,40.0,40.0,40.0,60.0,60.0,2.065
vdax,SY1.DE,1,ruhig,68,26.5,30.9,38.2,41.2,45.6,3.287
vdax,SY1.DE,1,normal,19,26.3,36.8,47.4,57.9,63.2,2.039
vdax,SY1.DE,1,unruhig,17,52.9,52.9,70.6,70.6,76.5,0.676
vdax,SY1.DE,2,ruhig,24,33.3,41.7,41.7,41.7,54.2,2.918
vdax,SY1.DE,2,normal,6,66.7,83.3,83.3,83.3,83.3,0.771
vdax,SY1.DE,2,unruhig,3,0.0,0.0,0.0,0.0,33.3,3.084
vdax,SY1.DE,3+,ruhig,27,29.6,37.0,44.4,51.9,55.6,2.365
vdax,SY1.DE,3+,normal,5,20.0,20.0,40.0,40.0,60.0,2.929
vdax,SY1.DE,3+,unruhig,7,57.1,85.7,100.0,100.0,100.0,0.0
vdax,VNA.DE,1,ruhig,66,18.2,22.7,25.8,31.8,42.4,3.787
vdax,VNA.DE,1,normal,17,17.6,17.6,17.6,17.6,23.5,5.212
vdax,VNA.DE,1,unruhig,9,44.4,44.4,44.4,44.4,66.7,2.831
vdax,VNA.DE,2,ruhig,28,17.9,25.0,35.7,46.4,53.6,2.674
vdax,VNA.DE,2,normal,6,0.0,0.0,16.7,16.7,50.0,3.834
vdax,VNA.DE,2,unruhig,5,20.0,40.0,40.0,40.0,40.0,6.012
vdax,VNA.DE,3+,ruhig,17,0.0,5.9,17.6,35.3,52.9,2.965
vdax,VNA.DE,3+,normal,9,33.3,33.3,44.4,44.4,44.4,4.215
vdax,VNA.DE,3+,unruhig,4,50.0,75.0,75.0,75.0,75.0,0.54
vdax,VOW3.DE,1,ruhig,60,36.7,41.7,45.0,46.7,51.7,2.829
vdax,VOW3.DE,1,normal,20,15.0,30.0,35.0,35.0,35.0,3.946
vdax,VOW3.DE,1,unruhig,6,33.3,33.3,33.3,66.7,66.7,2.253
vdax,VOW3.DE,2,ruhig,30,33.3,33.3,33.3,46.7,46.7,3.125
vdax,VOW3.DE,2,normal,6,16.7,16.7,33.3,33.3,33.3,4.355
vdax,VOW3.DE,2,unruhig,4,75.0,75.0,75.0,75.0,75.0,0.202
vdax,VOW3.DE,3+,ruhig,31,19.4,25.8,32.3,38.7,48.4,3.603
vdax,VOW3.DE,3+,normal,3,100.0,100.0,100.0,100.0,100.0,0.0
vdax,VOW3.DE,3+,unruhig,6,66.7,66.7,66.7,66.7,66.7,0.591
vdax,ZAL.DE,1,ruhig,61,24.6,24.6,26.2,29.5,36.1,4.455
vdax,ZAL.DE,1,normal,18,33.3,38.9,38.9,44.4,50.0,2.894
vdax,ZAL.DE,1,unruhig,15,66.7,66.7,66.7,80.0,80.0,0.0
vdax,ZAL.DE,2,ruhig,27,29.6,33.3,33.3,37.0,40.7,3.646
vdax,ZAL.DE,2,normal,5,0.0,20.0,40.0,40.0,40.0,3.706
vdax,ZAL.DE,2,unruhig,5,20.0,20.0,60.0,60.0,60.0,1.863
vdax,ZAL.DE,3+,ruhig,23,17.4,21.7,30.4,39.1,39.1,4.099
vdax,ZAL.DE,3+,normal,10,40.0,40.0,40.0,40.0,40.0,4.079
vdax,ZAL.DE,3+,unruhig,5,60.0,60.0,80.0,80.0,80.0,0.844
