ticker,datum,position,serie_laenge,typisch,tief,einstieg,atr,abstand_atr,rsi,rsi_rel,benoetigt_atr,benoetigt_ganz_atr,anstieg_atr,anstieg_pivot_atr,typischer_anstieg_atr,ziel_atr,resthistorie
AAPL,2020-11-13,1,1,1.0,114.4294,116.7884,3.9758,0.593,56.03,2.61,1.289,1.289,57.217,0.85,1.122,1.01,1447
AAPL,2020-11-24,1,1,1.0,109.3035,112.6431,2.8973,1.153,47.22,-6.2,0.0,0.0,79.947,2.597,1.122,1.01,1440
AAPL,2020-12-04,1,1,1.0,117.9728,120.1377,2.3951,0.904,59.78,6.36,2.082,2.082,93.58,0.892,1.122,1.01,1433
AAPL,2020-12-10,1,1,1.0,116.6428,124.1472,2.6905,2.789,59.08,5.66,1.359,1.359,81.815,0.613,1.122,1.01,1427
AAPL,2020-12-21,1,1,1.0,119.8465,128.0304,2.8008,2.922,63.82,10.41,2.449,2.449,77.208,2.395,1.122,1.01,1422
AAPL,2021-01-06,1,1,1.0,122.6909,127.0984,3.6066,1.222,48.83,-4.59,2.691,2.691,60.217,0.46,1.122,1.01,1412
AAPL,2021-01-29,1,4,1.0,126.4091,133.3796,4.2515,1.64,49.03,-4.38,3.157,3.157,49.605,0.054,1.122,1.01,1393
AAPL,2021-02-18,2,4,1.0,123.8757,126.2675,2.9266,0.817,41.56,-11.86,3.721,3.721,74.491,-0.382,1.122,1.01,1383
AAPL,2021-02-23,3,4,1.0,115.1059,124.2452,2.9975,3.049,35.21,-18.21,0.707,0.707,73.405,0.302,1.122,1.01,1377
AAPL,2021-03-08,4,4,1.0,112.9864,117.731,4.4356,1.07,31.65,-21.77,0.0,0.0,51.074,0.465,1.122,1.01,1371
AAPL,2021-04-16,1,1,1.0,129.5829,131.0996,2.5695,0.59,63.45,10.04,4.095,4.095,82.961,0.261,1.122,1.01,1343
AAPL,2021-04-21,1,3,1.0,127.6578,128.28,2.5904,0.24,60.66,7.24,3.319,3.319,83.383,1.302,1.122,1.01,1340
AAPL,2021-04-30,2,3,1.0,127.4342,128.8634,2.5827,0.553,52.16,-1.25,3.242,3.242,83.403,-1.669,1.122,1.01,1333
AAPL,2021-05-12,3,3,1.0,119.0608,121.7098,2.8919,0.916,35.49,-17.93,0.0,0.0,76.96,0.983,1.122,1.01,1325
AAPL,2021-06-25,1,1,1.0,129.3452,131.2639,1.9812,0.968,62.18,8.77,0.0,3.711,107.514,1.293,1.122,1.01,1294
AAPL,2021-07-01,1,1,1.0,132.2183,136.3087,1.9819,2.064,70.99,17.58,0.0,5.16,104.931,2.423,1.122,1.01,1290
AAPL,2021-07-08,1,1,1.0,137.0002,141.3244,2.1684,1.994,75.63,22.22,0.985,6.921,93.596,2.196,1.122,1.01,1286
AAPL,2021-07-19,1,1,1.0,137.9741,142.3372,2.9586,1.475,58.2,4.78,1.051,5.402,68.254,1.211,1.122,1.01,1279
AAPL,2021-08-19,1,1,1.0,140.9411,144.5403,2.3512,1.531,52.97,-0.45,2.584,8.059,84.948,1.108,1.122,1.01,1256
AAPL,2021-09-20,1,2,1.0,137.7906,142.2579,3.0209,1.479,35.74,-17.68,0.969,5.23,66.873,0.523,1.122,1.01,1234
AAPL,2021-10-04,2,2,1.0,134.8646,137.6347,2.892,0.958,34.13,-19.29,0.0,4.451,71.452,1.049,1.122,1.01,1225
AAPL,2021-10-21,1,1,1.0,144.2281,145.028,2.5555,0.313,61.53,8.12,0.557,8.701,77.968,0.821,1.122,1.01,1212
AAPL,2021-10-25,1,1,1.0,143.9843,145.6424,2.2636,0.733,58.69,5.28,0.521,9.716,87.752,1.659,1.122,1.01,1210
AAPL,2021-10-27,1,1,1.0,144.8329,148.8124,2.0852,1.908,58.6,5.18,0.973,10.954,93.737,-0.066,1.122,1.01,1208
AAPL,2021-10-29,1,1,1.0,142.8041,146.3251,2.4935,1.412,57.62,4.21,0.0,8.346,79.387,0.943,1.122,1.01,1205
AAPL,2021-11-23,1,2,1.0,155.369,158.1822,2.8569,0.985,76.02,22.6,2.348,11.683,65.136,2.858,1.122,1.01,1189
AAPL,2021-11-26,2,2,1.0,152.7316,156.5215,3.1467,1.204,59.27,5.85,1.293,9.769,59.667,3.123,1.122,1.01,1187
AAPL,2021-12-02,1,1,1.0,154.1382,158.0844,4.2093,0.938,67.16,13.75,1.301,7.637,44.233,4.708,1.122,1.01,1183
AAPL,2021-12-14,1,2,1.0,168.2138,175.1393,5.1372,1.348,67.43,14.01,4.168,8.997,32.923,0.35,1.122,1.01,1175
AAPL,2021-12-20,2,2,1.0,163.574,168.9757,5.6242,0.96,55.65,2.23,2.982,7.393,31.168,1.448,1.122,1.01,1171
AAPL,2021-12-31,1,1,1.0,173.1466,177.7864,4.2156,1.101,61.38,7.97,6.249,12.135,39.493,0.216,1.122,1.01,1163
AAPL,2022-01-10,1,4,1.0,164.2676,171.0172,3.4195,1.974,49.41,-4.01,5.107,12.363,50.667,0.6,1.122,1.01,1157
AAPL,2022-01-24,2,4,1.0,151.1101,156.0723,4.2372,1.171,34.37,-19.04,1.016,6.872,44.416,3.794,1.122,1.01,1148
AAPL,2022-02-24,3,4,1.0,148.662,161.2298,4.411,2.849,40.48,-12.93,4.256,6.046,41.497,0.9,1.122,1.01,1126
AAPL,2022-03-14,4,4,1.0,146.8037,151.6841,5.3394,0.914,32.56,-20.86,3.383,4.647,36.069,4.491,1.122,1.01,1114
AAPL,2022-04-01,1,3,1.0,168.1641,174.5213,3.8241,1.662,59.01,5.6,10.923,12.074,44.39,-1.834,1.122,1.01,1100
AAPL,2022-04-11,2,3,1.0,161.8655,163.9781,3.6495,0.579,44.03,-9.38,9.72,10.926,49.403,0.967,1.122,1.01,1094
AAPL,2022-04-18,3,3,1.0,159.9779,163.7237,3.822,0.98,44.01,-9.41,8.788,9.939,47.239,1.057,1.122,1.01,1090
AAPL,2022-04-27,1,2,1.0,151.9677,160.0463,4.3767,1.846,34.68,-18.73,5.844,6.849,42.092,0.572,1.122,1.01,1083
AAPL,2022-05-02,2,2,1.0,149.9041,155.9776,5.1326,1.183,40.44,-12.98,4.581,5.438,36.686,1.334,1.122,1.01,1080
AAPL,2022-05-09,1,3,1.0,148.3809,151.3389,5.9839,0.494,38.03,-15.38,3.675,4.41,32.242,-0.776,1.122,1.01,1075
AAPL,2022-05-12,2,3,1.0,135.9513,144.0907,6.4927,1.254,32.15,-21.26,1.472,2.15,30.832,0.401,1.122,1.01,1072
AAPL,2022-05-20,3,3,1.0,129.8883,140.1728,6.3888,1.61,33.25,-20.17,0.547,1.236,31.947,1.323,1.122,1.01,1066
