ticker,datum,position,serie_laenge,typisch,tief,einstieg,atr,abstand_atr,rsi,rsi_rel,benoetigt_atr,benoetigt_ganz_atr,anstieg_atr,anstieg_pivot_atr,typischer_anstieg_atr,ziel_atr,resthistorie
CSCO,2023-08-16,1,1,1.0,48.846,50.5644,0.7048,2.438,54.06,3.92,1.85,9.098,112.543,4.536,1.126,1.014,756
CSCO,2023-09-27,1,4,1.0,48.5319,49.7791,0.6995,1.783,35.28,-14.86,7.92,8.718,114.515,0.687,1.126,1.014,727
CSCO,2023-10-24,2,4,1.0,48.445,48.7614,0.7245,0.437,43.35,-6.79,7.527,8.297,111.969,-0.321,1.126,1.014,708
CSCO,2023-10-26,3,4,1.0,47.7471,47.9797,0.7398,0.314,32.6,-17.53,6.428,7.182,110.712,2.44,1.126,1.014,706
CSCO,2023-10-30,4,4,1.0,47.5424,48.5101,0.7518,1.287,34.79,-15.34,6.053,6.796,108.244,1.696,1.126,1.014,704
CSCO,2023-11-09,1,4,1.0,48.1565,48.9382,0.7052,1.108,40.66,-9.48,7.323,8.115,114.779,1.108,1.126,1.014,696
CSCO,2023-11-16,2,4,1.0,42.9919,44.4436,1.0502,1.382,27.21,-22.93,0.0,0.532,81.356,0.567,1.126,1.014,691
CSCO,2024-06-10,3,4,1.0,42.8011,43.2739,0.7064,0.669,39.28,-10.86,0.52,0.52,122.609,0.415,1.126,1.014,551
CSCO,2024-06-17,4,4,1.0,42.4986,43.463,0.6774,1.424,39.1,-11.04,0.096,0.096,127.586,2.61,1.126,1.014,546
CSCO,2024-06-27,1,1,1.0,44.2193,44.919,0.6693,1.045,57.47,7.34,2.668,2.668,126.955,2.328,1.126,1.014,539
CSCO,2024-07-09,1,1,1.0,43.5302,44.1214,0.65,0.91,41.59,-8.55,1.687,1.687,131.944,3.624,1.126,1.014,532
CSCO,2024-07-24,1,1,1.0,44.0928,45.0463,0.7159,1.332,49.95,-0.19,2.318,2.318,118.513,2.038,1.126,1.014,521
CSCO,2024-08-06,1,2,1.0,42.5671,43.0248,0.9324,0.491,37.89,-12.25,0.143,0.143,93.152,1.176,1.126,1.014,512
CSCO,2024-08-12,2,2,1.0,42.4336,43.3299,1.0428,0.86,38.03,-12.1,0.0,0.0,83.003,5.103,1.126,1.014,507
CSCO,2024-08-28,1,2,1.0,47.1156,48.0501,0.9999,0.935,60.78,10.64,1.488,1.488,81.844,0.982,1.126,1.014,496
CSCO,2024-09-11,2,2,1.0,45.628,47.3063,0.7233,2.32,52.47,2.33,0.0,0.0,114.161,2.386,1.126,1.014,487
CSCO,2024-09-18,1,1,1.0,47.9356,49.0513,0.7846,1.422,60.75,10.61,0.0,0.0,103.018,2.273,1.126,1.014,482
CSCO,2024-10-01,1,1,1.0,49.8809,50.56,0.705,0.963,67.96,17.82,0.0,0.0,112.523,0.395,1.126,1.014,473
CSCO,2024-10-08,1,1,1.0,50.1564,51.4632,0.6056,2.158,67.36,17.22,0.0,0.0,129.496,5.553,1.126,1.014,468
CSCO,2024-10-28,1,2,1.0,53.0486,53.5002,0.8263,0.547,62.63,12.49,0.791,2.784,92.437,4.302,1.126,1.014,454
CSCO,2024-11-01,2,2,1.0,52.3952,53.6443,0.8751,1.427,60.35,10.21,0.0,1.883,87.125,3.898,1.126,1.014,450
CSCO,2024-11-19,1,1,1.0,54.144,55.2489,1.0,1.105,55.59,5.45,0.0,3.396,74.637,2.623,1.126,1.014,438
CSCO,2024-12-10,1,3,1.0,55.8543,56.2963,0.7076,0.625,55.5,5.36,1.168,7.217,103.997,1.562,1.126,1.014,424
CSCO,2024-12-16,2,3,1.0,55.5852,56.229,0.6712,0.959,50.84,0.7,0.83,7.207,109.733,2.205,1.126,1.014,420
CSCO,2024-12-20,3,3,1.0,55.0279,56.671,0.7735,2.124,52.92,2.78,0.0,5.534,94.654,1.342,1.126,1.014,416
CSCO,2024-12-30,1,1,1.0,56.1233,56.7863,0.8977,0.739,55.3,5.17,3.46,5.988,81.427,0.948,1.126,1.014,410
CSCO,2025-01-27,1,1,1.0,56.8443,59.3402,0.9736,2.564,46.66,-3.47,6.262,6.262,72.455,1.898,1.126,1.014,389
CSCO,2025-02-12,1,1,1.0,59.2048,61.7587,1.1498,2.221,64.1,13.97,7.355,7.355,59.249,0.286,1.126,1.014,382
CSCO,2025-03-04,1,3,1.0,60.5688,61.8748,1.4525,0.899,53.77,3.63,6.762,6.762,46.823,-1.832,1.126,1.014,369
CSCO,2025-03-13,2,3,1.0,57.299,58.5276,1.4131,0.869,33.76,-16.38,4.636,4.636,50.497,0.486,1.126,1.014,362
CSCO,2025-04-07,3,3,1.0,50.7477,56.6103,1.5399,3.807,24.79,-25.35,0.0,0.0,47.584,0.961,1.126,1.014,344
CSCO,2025-05-14,1,1,1.0,59.2592,62.5801,1.01,3.288,64.4,14.27,0.0,0.0,66.636,-0.26,1.126,1.014,319
CSCO,2025-05-23,1,2,1.0,60.8953,62.0834,1.2389,0.959,64.23,14.09,0.181,0.181,54.727,0.189,1.126,1.014,312
CSCO,2025-05-30,2,2,1.0,60.6713,62.1808,1.2215,1.236,61.33,11.19,0.0,0.0,55.427,2.001,1.126,1.014,308
CSCO,2025-06-11,1,1,1.0,62.2003,63.3981,0.9245,1.296,58.07,7.93,0.0,0.0,71.918,4.93,1.126,1.014,300
CSCO,2025-07-02,1,1,1.0,66.3976,67.9627,1.0003,1.565,67.03,16.89,1.981,1.981,61.903,-0.519,1.126,1.014,286
CSCO,2025-07-16,1,2,1.0,65.6212,66.9144,0.872,1.483,53.49,3.36,1.382,1.382,72.21,0.607,1.126,1.014,277
CSCO,2025-08-01,2,2,1.0,65.1705,67.1006,0.9188,2.101,46.18,-3.96,0.821,0.821,68.33,4.329,1.126,1.014,265
CSCO,2025-08-18,1,1,1.0,64.4162,65.4057,1.7236,0.574,43.94,-6.2,0.0,0.0,37.409,1.603,1.126,1.014,254
CSCO,2025-11-07,1,1,1.0,69.5263,71.054,1.3595,1.124,51.94,1.8,0.0,0.0,43.274,5.372,1.126,1.014,196
CSCO,2025-11-14,1,1,1.0,74.7501,76.6623,1.9614,0.975,72.8,22.66,1.332,1.332,27.135,1.528,1.126,1.014,191
CSCO,2025-12-17,1,2,1.0,74.829,77.2931,1.4017,1.758,47.38,-2.76,1.92,1.92,37.519,-1.769,1.126,1.014,168
CSCO,2026-01-12,2,2,1.0,72.1378,74.7835,0.9381,2.82,36.47,-13.67,0.0,0.0,58.736,0.613,1.126,1.014,153
CSCO,2026-02-05,1,1,1.0,80.0749,84.0484,1.9266,2.062,67.43,17.29,3.801,3.801,23.791,1.733,1.126,1.014,136
CSCO,2026-02-13,1,1,1.0,72.7521,76.1509,2.9869,1.138,44.89,-5.25,0.0,0.0,17.99,1.433,1.126,1.014,130
CSCO,2026-04-28,1,1,1.0,85.4603,89.2362,2.0609,1.832,60.19,10.05,0.0,0.0,19.724,2.49,1.126,1.014,80
CSCO,2026-05-06,1,1,1.0,90.6608,96.2101,2.1961,2.527,64.09,13.95,0.0,0.0,15.334,10.353,1.126,1.014,73
CSCO,2026-05-21,1,1,1.0,113.1467,119.9612,4.2363,1.609,79.51,29.38,1.326,1.326,2.342,2.342,1.126,1.014,63
CSGP,2019-09-11,1,2,1.0,56.123,58.367,1.5596,1.439,10.07,-34.08,3.283,19.385,27.368,1.149,0.775,0.697,1745
CSGP,2019-10-23,2,2,1.0,51.003,56.936,2.0976,2.829,36.0,-8.14,0.0,11.972,21.031,0.275,0.775,0.697,1715
CSGP,2019-12-04,1,2,1.0,58.581,59.088,1.3404,0.378,49.19,5.04,1.431,24.39,31.307,1.299,0.775,0.697,1685
CSGP,2019-12-12,2,2,1.0,56.663,58.937,1.2796,1.777,39.96,-4.19,2.766,24.048,32.91,1.479,0.775,0.697,1679
CSGP,2019-12-24,1,2,1.0,59.258,60.149,1.3783,0.646,55.91,11.77,6.7,24.21,29.675,0.43,0.775,0.697,1672
CSGP,2019-12-30,2,2,1.0,58.878,59.83,1.385,0.687,53.46,9.31,6.393,23.818,29.762,3.654,0.775,0.697,1669
CSGP,2020-01-14,1,1,1.0,63.31,64.899,1.1819,1.344,67.97,23.82,11.242,31.662,30.588,1.828,0.775,0.697,1659
CSGP,2020-01-27,1,1,1.0,63.946,65.993,1.2846,1.593,62.23,18.09,10.837,29.624,27.289,0.483,0.775,0.697,1651
CSGP,2020-02-07,1,1,1.0,65.912,67.251,1.6325,0.82,59.88,15.73,9.732,24.516,20.704,4.545,0.775,0.697,1642
CSGP,2020-02-24,1,2,1.0,68.491,69.825,2.2506,0.593,58.81,14.67,8.205,18.928,13.874,1.674,0.775,0.697,1632
CSGP,2020-02-28,2,2,1.0,64.302,70.58,2.455,2.557,44.15,0.0,5.816,15.646,12.411,1.227,0.775,0.697,1628
CSGP,2020-03-09,1,3,1.0,64.917,69.401,3.2986,1.359,44.58,0.44,4.515,11.831,9.595,-3.011,0.775,0.697,1622
CSGP,2020-03-18,2,3,1.0,53.123,56.001,4.8567,0.593,34.78,-9.37,0.638,5.607,9.276,0.714,0.775,0.697,1615
CSGP,2020-03-23,3,3,1.0,50.024,58.318,5.1681,1.605,31.14,-13.01,0.0,4.67,8.268,0.499,0.775,0.697,1610
CSGP,2020-04-03,1,1,1.0,52.017,58.585,4.2205,1.556,36.35,-7.8,0.0,6.19,10.062,0.816,0.775,0.697,1603
CSGP,2020-04-08,1,1,1.0,58.396,63.128,4.1134,1.15,52.83,8.69,0.616,7.902,9.219,0.555,0.775,0.697,1600
CSGP,2020-04-13,1,1,1.0,60.209,64.495,3.6608,1.171,54.25,10.1,1.188,9.375,9.986,0.25,0.775,0.697,1598
CSGP,2020-04-21,1,1,1.0,55.861,58.727,3.3712,0.85,41.45,-2.69,0.0,8.89,12.554,2.518,0.775,0.697,1591
CSGP,2020-05-14,1,1,1.0,60.496,64.917,2.8557,1.548,54.42,10.27,0.0,12.118,12.653,1.348,0.775,0.697,1575
CSGP,2020-05-21,1,2,1.0,63.633,65.91,2.6133,0.871,51.43,7.28,0.051,14.443,13.447,0.775,0.775,0.697,1570
CSGP,2020-05-27,2,2,1.0,63.5,64.709,2.7019,0.447,53.88,9.73,0.0,13.92,13.45,0.816,0.775,0.697,1567
CSGP,2020-06-15,1,1,1.0,64.646,67.775,2.1222,1.474,51.55,7.4,0.0,18.262,15.679,3.268,0.775,0.697,1554
CSGP,2020-06-25,1,2,1.0,68.0,69.107,2.3135,0.478,58.01,13.86,0.776,18.202,13.807,2.084,0.775,0.697,1546
CSGP,2020-07-14,2,2,1.0,66.204,69.174,2.2816,1.302,44.16,0.01,0.0,17.669,13.971,1.181,0.775,0.697,1534
CSGP,2020-09-11,1,1,1.0,77.728,81.471,2.7661,1.353,40.46,-3.68,0.0,18.741,7.078,1.271,0.775,0.697,1492
CSGP,2020-12-30,1,3,1.0,90.622,92.428,2.5311,0.714,59.92,15.78,6.446,25.574,3.406,0.493,0.775,0.697,1416
CSGP,2021-01-05,2,3,1.0,88.395,89.67,2.7854,0.458,49.66,5.52,5.058,22.44,4.086,0.997,0.775,0.697,1413
CSGP,2021-01-19,3,3,1.0,85.124,89.977,2.6448,1.835,44.83,0.69,4.09,22.397,4.187,0.85,0.775,0.697,1404
CSGP,2021-02-02,1,1,1.0,89.756,91.941,2.8701,0.761,56.35,12.21,5.383,22.252,3.174,0.711,0.775,0.697,1393
CSGP,2021-02-08,1,3,1.0,89.5,92.499,2.784,1.077,49.48,5.33,5.458,22.848,3.071,0.533,0.775,0.697,1389
CSGP,2021-02-17,2,3,1.0,87.094,91.983,2.9536,1.655,50.98,6.83,4.33,20.722,3.07,0.342,0.775,0.697,1384
CSGP,2021-03-04,3,3,1.0,74.306,79.869,3.3406,1.665,23.23,-20.92,0.0,14.493,6.34,1.225,0.775,0.697,1373
CSGP,2021-04-19,1,1,1.0,89.198,91.293,2.3141,0.905,61.28,17.14,3.752,27.358,4.216,1.321,0.775,0.697,1342
CSGP,2021-05-06,1,2,1.0,81.684,85.067,2.4038,1.407,37.0,-7.15,0.701,23.211,6.649,-0.938,0.775,0.697,1329
CSGP,2021-05-13,2,2,1.0,80.516,82.19,2.7969,0.599,38.05,-6.1,0.184,19.531,6.743,1.349,0.775,0.697,1324
CSGP,2021-05-26,1,1,1.0,83.502,84.483,2.2949,0.427,50.89,6.74,1.526,25.104,7.219,0.79,0.775,0.697,1315
CSGP,2021-06-03,1,2,1.0,83.299,84.1,1.8538,0.432,45.35,1.21,1.78,30.969,9.143,3.734,0.775,0.697,1310
CSGP,2021-06-07,2,2,1.0,82.534,84.553,1.8252,1.106,42.72,-1.43,1.388,31.034,9.038,3.544,0.775,0.697,1308
CSGP,2021-06-30,1,2,1.0,82.44,83.25,2.275,0.356,39.45,-4.69,1.073,24.857,7.824,1.538,0.775,0.697,1291
CSGP,2021-07-06,2,2,1.0,82.07,85.83,2.2219,1.692,43.18,-0.96,0.932,25.285,6.85,0.414,0.775,0.697,1288
CSGP,2021-07-14,1,1,1.0,85.04,87.33,2.0865,1.098,50.91,6.76,2.416,28.349,6.576,0.417,0.775,0.697,1282
CSGP,2021-07-19,1,1,1.0,85.6,88.1,1.8843,1.327,50.46,6.31,2.972,31.688,6.873,1.146,0.775,0.697,1279
CSGP,2021-07-28,1,1,1.0,80.0,87.5,2.1293,3.522,49.73,5.58,0.0,25.412,6.364,0.996,0.775,0.697,1272
CSGP,2021-09-16,1,3,1.0,88.33,89.38,1.4793,0.71,61.72,17.58,8.95,42.21,7.889,-0.041,0.775,0.697,1237
CSGP,2021-09-20,2,3,1.0,87.61,88.15,1.5071,0.358,58.45,14.31,8.307,40.952,8.559,0.955,0.775,0.697,1235
CSGP,2021-09-28,3,3,1.0,85.02,87.77,1.5336,1.793,38.99,-5.15,6.475,38.557,8.66,0.372,0.775,0.697,1227
CSGP,2021-11-03,1,4,1.0,83.07,84.21,2.5343,0.45,34.84,-9.31,7.217,22.563,6.381,0.197,0.775,0.697,1203
CSGP,2021-11-11,2,4,1.0,81.09,82.86,2.4957,0.709,29.72,-14.42,6.535,22.118,7.02,0.741,0.775,0.697,1197
CSGP,2021-11-26,3,4,1.0,77.37,79.99,1.6014,1.636,25.95,-18.2,17.715,32.146,12.732,-0.112,0.775,0.697,1187
CSGP,2021-12-02,4,4,1.0,75.09,78.77,2.1029,1.75,40.1,-4.04,12.407,23.397,10.276,0.571,0.775,0.697,1183
CSGP,2022-01-10,1,3,1.0,69.58,75.29,1.6614,3.437,24.66,-19.48,12.387,26.297,15.101,0.632,0.775,0.697,1157
CSGP,2022-01-28,2,3,1.0,64.78,70.16,2.4736,2.175,30.0,-14.15,6.379,15.722,12.217,0.424,0.775,0.697,1144
CSGP,2022-02-23,3,3,1.0,49.0,60.6,2.9614,3.917,19.9,-24.24,0.0,7.804,13.433,0.503,0.775,0.697,1127
CSGP,2022-04-01,1,3,1.0,65.45,67.64,2.2743,0.963,54.26,10.11,5.25,17.394,14.396,0.33,0.775,0.697,1100
CSGP,2022-04-18,2,3,1.0,60.27,63.33,2.0907,1.464,40.73,-3.42,3.233,16.444,17.721,0.55,0.775,0.697,1090
CSGP,2022-04-26,3,3,1.0,59.89,63.72,2.2279,1.719,40.32,-3.83,2.864,15.261,16.455,0.992,0.775,0.697,1084
CSGP,2022-05-12,1,1,1.0,53.51,58.19,2.9907,1.565,36.25,-7.9,0.0,9.235,14.107,1.943,0.775,0.697,1072
CSGP,2022-08-02,1,1,1.0,70.15,72.52,2.2629,1.047,69.37,25.23,1.162,19.559,12.312,0.592,0.775,0.697,1017
CSGP,2022-08-09,1,1,1.0,71.67,74.73,2.1729,1.408,72.27,28.12,1.91,21.069,11.805,0.566,0.775,0.697,1012
CSGP,2022-08-22,1,2,1.0,70.63,71.44,1.5036,0.539,56.13,11.98,2.068,29.756,19.247,5.201,0.775,0.697,1003
CSGP,2022-09-01,2,2,1.0,67.52,70.89,1.4043,2.4,48.96,4.82,0.0,29.645,21.0,5.96,0.775,0.697,995
CSGP,2022-09-22,1,1,1.0,68.16,69.59,2.7757,0.515,43.23,-0.92,0.0,15.229,11.093,0.984,0.775,0.697,980
CSGP,2022-11-04,1,1,1.0,77.81,80.35,2.835,0.896,61.27,17.12,1.287,18.314,7.065,0.423,0.775,0.697,950
CSGP,2022-11-14,1,4,1.0,82.14,82.71,2.82,0.202,62.0,17.85,2.83,19.947,6.266,0.177,0.775,0.697,944
CSGP,2022-11-17,2,4,1.0,80.27,80.8,2.4157,0.219,55.92,11.77,3.97,22.511,8.105,0.087,0.775,0.697,941
CSGP,2022-11-23,3,4,1.0,79.0,79.98,2.1257,0.461,53.01,8.87,4.413,24.985,9.597,1.788,0.775,0.697,937
CSGP,2022-11-29,4,4,1.0,77.91,81.04,1.9736,1.586,46.37,2.23,4.201,26.358,9.799,1.388,0.775,0.697,934
CSGP,2022-12-07,1,1,1.0,79.8,82.39,1.8964,1.366,50.4,6.25,7.129,28.427,9.486,0.285,0.775,0.697,928
CSGP,2022-12-22,1,2,1.0,75.61,76.89,2.1179,0.604,42.26,-1.88,4.953,23.477,11.091,0.548,0.775,0.697,917
CSGP,2023-01-06,2,2,1.0,74.16,77.08,1.945,1.501,46.26,2.11,4.648,24.817,11.979,2.093,0.775,0.697,908
CSGP,2023-01-20,1,3,1.0,76.03,78.75,2.0814,1.307,50.04,5.89,5.242,24.089,10.392,0.067,0.775,0.697,899
CSGP,2023-02-06,2,3,1.0,74.91,77.86,1.9071,1.547,41.54,-2.6,5.133,25.703,11.808,0.755,0.775,0.697,888
CSGP,2023-02-10,3,3,1.0,74.71,77.08,1.91,1.241,43.73,-0.42,5.021,25.56,12.199,1.162,0.775,0.697,884
CSGP,2023-02-24,1,3,1.0,69.62,70.89,2.1986,0.578,32.12,-12.03,2.047,19.89,13.413,0.882,0.775,0.697,875
CSGP,2023-03-13,2,3,1.0,66.28,67.62,1.8136,0.739,27.83,-16.32,0.64,22.271,18.064,0.254,0.775,0.697,864
CSGP,2023-03-15,3,3,1.0,66.07,67.75,1.4364,1.17,31.21,-12.93,0.661,27.972,22.716,0.132,0.775,0.697,862
CSGP,2023-03-20,1,2,1.0,66.39,67.86,1.4507,1.013,30.76,-13.38,0.875,27.917,22.417,0.269,0.775,0.697,859
CSGP,2023-03-23,2,2,1.0,65.12,67.14,1.5121,1.336,31.41,-12.74,0.0,25.943,21.982,0.734,0.775,0.697,856
CSGP,2023-03-28,1,1,1.0,67.03,68.21,1.5043,0.784,40.33,-3.82,0.0,27.349,21.386,0.538,0.775,0.697,853
CSGP,2023-04-10,1,1,1.0,67.22,68.8,1.2507,1.263,48.77,4.62,0.0,33.045,25.25,1.167,0.775,0.697,845
CSGP,2023-04-20,1,1,1.0,68.75,70.0,1.0779,1.16,48.84,4.69,0.603,39.764,28.186,0.306,0.775,0.697,837
CSGP,2023-04-26,1,1,1.0,68.1,77.17,1.37,6.62,61.04,16.9,0.0,30.81,16.942,1.058,0.775,0.697,833
CSGP,2023-05-04,1,1,1.0,73.06,74.6,1.8664,0.825,59.97,15.83,0.0,25.273,13.812,0.889,0.775,0.697,827
CSGP,2023-05-26,1,1,1.0,77.07,78.65,1.3293,1.189,63.43,19.28,0.0,38.502,16.347,3.16,0.775,0.697,811
CSGP,2023-06-08,1,1,1.0,78.9,81.96,1.5121,2.024,62.8,18.65,1.144,35.056,12.181,6.183,0.775,0.697,801
CSGP,2023-06-29,1,1,1.0,88.11,89.0,2.0271,0.439,75.79,31.65,6.082,30.693,5.614,0.395,0.775,0.697,789
CSGP,2023-07-05,1,3,1.0,86.64,88.54,2.2386,0.849,65.55,21.41,5.352,27.138,5.289,0.563,0.775,0.697,782
CSGP,2023-08-11,2,3,1.0,79.5,81.31,2.45,0.739,38.27,-5.88,4.959,21.882,7.784,-0.057,0.775,0.697,759
CSGP,2023-08-18,3,3,1.0,77.17,78.52,1.4821,0.911,33.51,-10.63,6.626,34.599,14.749,1.788,0.775,0.697,754
CSGP,2023-08-31,1,1,1.0,81.94,82.57,1.4136,0.446,50.87,6.73,10.321,39.651,12.599,1.125,0.775,0.697,745
CSGP,2023-09-15,1,3,1.0,78.34,81.13,1.4686,1.9,36.64,-7.5,7.483,35.715,13.108,-2.084,0.775,0.697,733
CSGP,2023-09-27,2,3,1.0,75.78,76.81,1.5686,0.657,31.66,-12.48,5.374,31.806,15.026,0.803,0.775,0.697,727
CSGP,2023-10-03,3,3,1.0,74.66,79.49,1.7021,2.838,29.49,-14.66,4.295,28.652,12.273,1.962,0.775,0.697,722
CSGP,2023-10-13,1,2,1.0,79.38,81.62,1.9979,1.121,52.49,8.35,6.021,26.774,9.39,-4.58,0.775,0.697,715
CSGP,2023-10-25,2,2,1.0,67.35,70.86,2.4593,1.427,29.32,-14.82,0.0,16.859,12.003,3.066,0.775,0.697,707
CSGP,2023-11-16,1,1,1.0,81.58,83.29,2.1429,0.798,64.33,20.19,0.821,25.989,7.975,0.705,0.775,0.697,689
CSGP,2023-11-30,1,1,1.0,82.47,85.28,1.6571,1.696,60.34,16.19,1.599,34.143,9.112,0.266,0.775,0.697,682
CSGP,2023-12-05,1,2,1.0,83.22,83.79,1.525,0.374,61.0,16.86,2.23,37.593,10.879,3.489,0.775,0.697,679
CSGP,2023-12-08,2,2,1.0,81.72,84.01,1.5393,1.488,52.77,8.63,1.234,36.27,10.635,3.313,0.775,0.697,676
CSGP,2024-01-05,1,2,1.0,80.48,82.9,1.5479,1.563,36.41,-7.73,0.426,35.268,11.293,0.879,0.775,0.697,658
CSGP,2024-01-17,2,2,1.0,80.17,81.83,1.7421,0.953,41.52,-2.63,0.201,31.157,10.648,1.601,0.775,0.697,651
CSGP,2024-01-23,1,1,1.0,82.63,83.76,1.77,0.638,51.43,7.28,1.588,32.056,9.39,1.435,0.775,0.697,647
CSGP,2024-02-05,1,3,1.0,80.18,83.88,1.7729,2.087,41.77,-2.37,0.203,30.623,9.307,1.044,0.775,0.697,638
CSGP,2024-02-13,2,3,1.0,80.02,82.32,2.2243,1.034,43.82,-0.33,0.09,24.336,8.119,0.647,0.775,0.697,632
CSGP,2024-02-20,3,3,1.0,79.82,83.98,2.2586,1.842,43.22,-0.92,0.0,23.878,7.261,2.386,0.775,0.697,628
CSGP,2024-03-07,1,1,1.0,84.93,87.81,2.4243,1.188,51.31,7.16,4.075,24.354,5.185,5.185,0.775,0.697,613
CSGP,2024-03-19,1,4,1.0,93.95,97.73,2.7229,1.388,67.6,23.45,8.098,24.996,0.066,-0.033,0.775,0.697,607
CSGP,2024-04-05,2,4,1.0,91.69,95.69,2.5814,1.55,58.13,13.98,8.069,25.49,0.674,-0.814,0.775,0.697,595
CSGP,2024-04-10,3,4,1.0,89.6,92.79,2.4343,1.31,46.45,2.3,7.698,26.172,1.906,0.472,0.775,0.697,593
CSGP,2024-04-22,4,4,1.0,83.16,91.95,2.7964,3.143,38.86,-5.29,4.398,20.48,1.96,0.479,0.775,0.697,584
CSGP,2024-04-25,1,4,1.0,88.79,92.65,3.1971,1.207,51.65,7.5,5.608,19.674,1.495,0.2,0.775,0.697,582
CSGP,2024-05-20,2,4,1.0,86.0,86.85,1.8493,0.46,43.26,-0.89,8.187,32.504,5.721,-4.088,0.775,0.697,565
CSGP,2024-06-03,3,4,1.0,76.49,78.62,1.935,1.101,24.15,-20.0,2.91,26.15,9.721,0.625,0.775,0.697,556
CSGP,2024-06-11,4,4,1.0,75.05,77.64,1.8686,1.386,25.61,-18.53,2.242,26.309,10.591,-1.429,0.775,0.697,550
CSGP,2024-06-18,1,2,1.0,71.9,73.94,1.8314,1.114,21.63,-22.52,0.568,25.122,12.826,0.562,0.775,0.697,544
CSGP,2024-07-10,2,2,1.0,70.86,75.2,1.3257,3.274,29.66,-14.49,0.0,33.921,16.768,1.494,0.775,0.697,531
CSGP,2024-07-19,1,1,1.0,73.65,75.51,1.6329,1.139,44.35,0.21,1.2,29.249,13.424,3.748,0.775,0.697,524
CSGP,2024-08-06,1,2,1.0,72.32,73.94,2.875,0.563,40.7,-3.44,1.412,16.15,8.17,0.289,0.775,0.697,512
CSGP,2024-08-12,2,2,1.0,71.69,73.54,2.8714,0.644,36.01,-8.14,1.195,15.95,8.32,0.428,0.775,0.697,507
CSGP,2024-08-28,1,2,1.0,75.9,77.11,1.4557,0.831,54.78,10.64,5.248,34.354,13.959,2.294,0.775,0.697,496
CSGP,2024-09-03,2,2,1.0,75.33,77.36,1.46,1.39,50.67,6.53,4.842,33.863,13.747,2.116,0.775,0.697,492
CSGP,2024-09-18,1,3,1.0,73.84,79.29,2.2779,2.393,49.55,5.4,2.45,21.05,7.964,-0.202,0.775,0.697,482
CSGP,2024-10-07,2,3,1.0,72.76,75.15,1.8793,1.272,39.69,-4.45,2.395,24.94,11.856,1.958,0.775,0.697,469
CSGP,2024-10-23,3,3,1.0,68.26,73.91,2.3593,2.395,39.17,-4.98,0.0,17.959,9.969,0.725,0.775,0.697,457
CSGP,2024-11-26,1,1,1.0,79.48,81.97,2.275,1.095,61.28,17.14,4.866,23.556,6.796,0.229,0.775,0.697,433
CSGP,2024-12-03,1,3,1.0,79.09,79.75,2.2721,0.29,59.04,14.9,4.7,23.414,7.781,-2.742,0.775,0.697,429
CSGP,2024-12-20,2,3,1.0,69.61,72.74,2.5164,1.244,38.5,-5.65,0.477,17.374,9.812,0.31,0.775,0.697,416
CSGP,2025-01-14,3,3,1.0,68.41,73.22,1.7421,2.761,38.21,-5.94,0.0,24.407,13.897,2.48,0.775,0.697,402
CSGP,2025-01-29,1,1,1.0,75.46,76.52,1.9914,0.532,58.25,14.1,2.134,24.892,10.5,0.793,0.775,0.697,392
CSGP,2025-02-05,1,1,1.0,75.64,78.19,1.8586,1.372,65.37,21.22,2.384,26.768,10.352,0.678,0.775,0.697,387
CSGP,2025-02-13,1,1,1.0,72.52,74.06,1.8236,0.844,42.83,-1.32,0.718,25.571,12.816,2.956,0.775,0.697,381
CSGP,2025-02-24,1,2,1.0,76.34,76.92,2.11,0.275,56.28,12.14,2.431,23.91,9.72,0.204,0.775,0.697,374
CSGP,2025-02-27,2,2,1.0,73.65,75.39,2.1429,0.812,44.6,0.45,1.139,22.288,10.285,3.565,0.775,0.697,371
CSGP,2025-03-13,1,2,1.0,75.21,78.73,2.3936,1.471,46.66,2.52,1.671,20.605,7.813,0.852,0.775,0.697,362
CSGP,2025-04-09,2,2,1.0,71.21,79.53,2.9414,2.829,52.57,8.43,0.0,15.407,6.085,0.524,0.775,0.697,341
CSGP,2025-04-21,1,1,1.0,76.92,80.87,3.6107,1.094,49.69,5.55,1.543,14.133,4.586,0.778,0.775,0.697,336
CSGP,2025-05-01,1,3,1.0,73.94,77.96,2.9557,1.36,45.67,1.52,0.876,16.257,6.587,-0.362,0.775,0.697,328
CSGP,2025-05-23,2,3,1.0,73.25,74.61,1.6436,0.827,41.69,-2.45,1.156,28.815,13.884,5.397,0.775,0.697,312
CSGP,2025-06-02,3,3,1.0,71.35,75.69,1.4443,3.005,39.89,-4.26,0.0,31.476,15.052,5.394,0.775,0.697,307
CSGP,2025-06-13,1,2,1.0,80.53,81.94,1.8321,0.77,63.16,19.02,0.824,29.823,8.455,-0.524,0.775,0.697,298
CSGP,2025-06-18,2,2,1.0,79.02,79.65,1.9707,0.32,55.03,10.89,0.0,26.96,9.022,1.192,0.775,0.697,295
CSGP,2025-07-16,1,1,1.0,83.37,84.95,1.7286,0.914,63.65,19.51,5.27,33.253,7.22,7.058,0.775,0.697,277
CSGP,2025-08-01,1,1,1.0,93.7,96.83,2.0879,1.499,74.85,30.7,14.311,32.478,0.287,0.287,0.775,0.697,265
CSGP,2025-08-13,1,3,1.0,84.57,87.97,2.2757,1.494,42.13,-2.02,9.118,25.785,1.723,0.769,0.775,0.697,257
