ticker,position,faelle,serien,anteil_serien,rsi_min,rsi_p25,rsi_median,rsi_p75,rsi_max
CSGP,9,1,86,1.2,28.94,28.94,28.94,28.94,28.94
CSGP,10,1,86,1.2,29.27,29.27,29.27,29.27,29.27
CSGP,11,1,86,1.2,30.61,30.61,30.61,30.61,30.61
CSGP,12,1,86,1.2,28.04,28.04,28.04,28.04,28.04
CSX,1,128,128,100.0,26.58,48.13,55.03,61.74,77.61
CSX,2,45,128,35.2,20.25,40.28,47.11,50.69,66.71
CSX,3,19,128,14.8,24.13,32.52,35.37,39.25,58.6
CSX,4,7,128,5.5,24.51,28.98,31.64,32.73,36.82
CSX,5,4,128,3.1,23.28,23.81,25.38,29.55,37.9
CSX,6,3,128,2.3,25.64,28.06,30.48,31.79,33.09
CSX,7,1,128,0.8,42.77,42.77,42.77,42.77,42.77
CSX,8,1,128,0.8,42.43,42.43,42.43,42.43,42.43
CSX,9,1,128,0.8,35.34,35.34,35.34,35.34,35.34
CTAS,1,129,129,100.0,25.4,49.7,55.38,62.74,76.17
CTAS,2,41,129,31.8,19.78,38.84,44.05,50.3,69.71
CTAS,3,12,129,9.3,19.66,34.29,41.9,46.09,55.67
CTAS,4,6,129,4.7,27.82,29.88,35.08,42.11,46.59
CTAS,5,4,129,3.1,25.12,28.53,30.45,31.41,31.97
CTAS,6,2,129,1.6,33.61,34.14,34.67,35.21,35.74
CTSH,1,95,95,100.0,26.72,45.22,52.48,59.14,78.81
CTSH,2,44,95,46.3,23.58,34.85,44.4,51.01,66.32
CTSH,3,23,95,24.2,24.76,35.12,36.29,45.42,66.97
CTSH,4,11,95,11.6,16.88,26.25,30.94,44.81,55.26
CTSH,5,5,95,5.3,23.17,23.84,26.73,34.06,45.6
CTSH,6,3,95,3.2,23.48,25.27,27.06,30.39,33.73
CTSH,7,2,95,2.1,23.41,26.25,29.08,31.91,34.75
CVS,1,121,121,100.0,21.2,45.85,53.91,62.77,78.17
CVS,2,40,121,33.1,20.36,34.25,40.56,50.45,65.13
CVS,3,21,121,17.4,19.69,32.11,36.48,41.21,58.95
CVS,4,8,121,6.6,19.95,29.02,30.92,34.35,55.48
CVS,5,5,121,4.1,13.56,30.98,31.41,32.59,36.46
CVS,6,3,121,2.5,23.37,23.59,23.82,26.98,30.14
CVS,7,1,121,0.8,36.33,36.33,36.33,36.33,36.33
CVX,1,100,100,100.0,27.6,48.41,54.74,60.55,78.86
CVX,2,40,100,40.0,17.07,40.36,46.69,52.79,67.52
CVX,3,17,100,17.0,22.43,29.63,35.91,40.2,46.93
CVX,4,8,100,8.0,24.21,31.88,34.97,38.5,43.2
CVX,5,3,100,3.0,27.61,28.82,30.03,34.01,37.99
CVX,6,1,100,1.0,32.31,32.31,32.31,32.31,32.31
CVX,7,1,100,1.0,24.39,24.39,24.39,24.39,24.39
CVX,8,1,100,1.0,31.05,31.05,31.05,31.05,31.05
DASH,1,104,104,100.0,29.79,49.88,57.2,62.99,70.97
DASH,2,37,104,35.6,13.46,38.78,46.99,52.25,65.23
DASH,3,20,104,19.2,16.8,32.33,40.73,43.69,49.98
DASH,4,9,104,8.7,28.72,34.33,35.31,37.05,38.3
DASH,5,5,104,4.8,28.97,30.34,34.69,34.86,38.15
DASH,6,3,104,2.9,20.73,25.31,29.89,33.55,37.2
DASH,7,2,104,1.9,39.09,40.69,42.3,43.9,45.5
DASH,8,1,104,1.0,38.47,38.47,38.47,38.47,38.47
DASH,9,1,104,1.0,35.27,35.27,35.27,35.27,35.27
DB1.DE,1,109,109,100.0,30.88,47.78,56.87,62.61,78.51
DB1.DE,2,44,109,40.4,19.11,36.86,40.91,49.42,64.15
DB1.DE,3,15,109,13.8,14.88,35.31,37.98,39.36,48.12
DB1.DE,4,4,109,3.7,24.16,27.75,32.02,38.5,48.77
DB1.DE,5,1,109,0.9,35.65,35.65,35.65,35.65,35.65
DB1.DE,6,1,109,0.9,15.73,15.73,15.73,15.73,15.73
DB1.DE,7,1,109,0.9,34.54,34.54,34.54,34.54,34.54
DB1.DE,8,1,109,0.9,36.66,36.66,36.66,36.66,36.66
DB1.DE,9,1,109,0.9,37.0,37.0,37.0,37.0,37.0
DBK.DE,1,122,122,100.0,18.35,47.45,56.53,64.97,76.8
DBK.DE,2,50,122,41.0,19.38,36.6,43.7,49.41,67.94
DBK.DE,3,15,122,12.3,21.74,29.07,38.93,45.88,53.5
DBK.DE,4,6,122,4.9,26.28,26.38,27.75,32.91,39.99
DBK.DE,5,2,122,1.6,31.07,32.13,33.19,34.25,35.31
DDOG,1,104,104,100.0,23.59,48.6,57.38,65.86,82.97
DDOG,2,37,104,35.6,27.22,40.61,44.49,50.29,68.4
DDOG,3,18,104,17.3,22.8,29.87,37.82,39.87,60.17
DDOG,4,11,104,10.6,29.21,34.81,36.0,38.06,40.94
DDOG,5,7,104,6.7,20.05,31.06,34.21,36.97,42.75
DDOG,6,5,104,4.8,30.74,32.46,33.65,36.78,38.01
DDOG,7,2,104,1.9,25.89,28.56,31.23,33.89,36.56
DE,1,118,118,100.0,24.05,46.56,56.27,64.66,80.05
DE,2,45,118,38.1,27.06,38.36,46.0,52.6,70.48
DE,3,19,118,16.1,26.35,33.69,35.04,42.19,58.14
DE,4,8,118,6.8,29.99,33.95,38.35,41.28,43.94
DE,5,2,118,1.7,31.96,34.87,37.78,40.68,43.59
DE,6,1,118,0.8,38.74,38.74,38.74,38.74,38.74
DHL.DE,1,116,116,100.0,19.16,45.94,54.36,62.54,78.54
DHL.DE,2,41,116,35.3,11.24,33.55,42.88,49.62,61.61
DHL.DE,3,14,116,12.1,17.18,30.9,36.33,37.76,56.69
DHL.DE,4,7,116,6.0,20.9,26.26,36.23,38.2,41.44
DHL.DE,5,4,116,3.4,20.23,24.05,30.36,35.69,36.56
DHL.DE,6,2,116,1.7,30.62,31.6,32.59,33.57,34.55
DHL.DE,7,1,116,0.9,41.85,41.85,41.85,41.85,41.85
DHR,1,123,123,100.0,25.14,46.84,55.06,63.65,84.38
DHR,2,42,123,34.1,22.22,34.47,42.58,50.43,68.36
DHR,3,19,123,15.4,19.33,31.88,36.58,42.08,56.18
DHR,4,10,123,8.1,25.08,33.55,37.38,39.89,54.7
DHR,5,2,123,1.6,25.49,26.13,26.77,27.42,28.06
DHR,6,1,123,0.8,22.16,22.16,22.16,22.16,22.16
DIS,1,94,94,100.0,16.68,45.0,54.09,61.56,78.52
DIS,2,46,94,48.9,19.62,35.49,40.34,50.92,64.98
DIS,3,23,94,24.5,18.3,30.73,36.52,38.75,57.62
DIS,4,10,94,10.6,24.94,28.23,30.99,35.17,38.68
DIS,5,2,94,2.1,24.6,25.89,27.17,28.45,29.74
DIS,6,1,94,1.1,28.03,28.03,28.03,28.03,28.03
DIS,7,1,94,1.1,29.79,29.79,29.79,29.79,29.79
DTE.DE,1,112,112,100.0,30.82,50.59,59.36,64.47,80.7
DTE.DE,2,32,112,28.6,14.06,33.4,42.8,47.57,62.49
DTE.DE,3,13,112,11.6,28.03,34.49,36.21,39.28,45.56
DTE.DE,4,9,112,8.0,23.41,27.75,32.57,36.61,37.75
DTE.DE,5,4,112,3.6,18.19,26.08,30.58,33.32,35.92
DTG.DE,1,69,69,100.0,31.29,49.5,57.83,63.57,77.56
DTG.DE,2,25,69,36.2,23.79,38.09,46.24,55.02,63.77
DTG.DE,3,14,69,20.3,21.39,35.13,37.38,47.07,57.61
DTG.DE,4,10,69,14.5,32.05,34.62,36.4,39.84,44.41
DTG.DE,5,8,69,11.6,21.36,24.06,31.72,38.71,41.88
DTG.DE,6,2,69,2.9,24.14,26.19,28.24,30.29,32.34
DTG.DE,7,1,69,1.4,37.29,37.29,37.29,37.29,37.29
DTG.DE,8,1,69,1.4,36.73,36.73,36.73,36.73,36.73
DUK,1,105,105,100.0,30.58,48.48,55.93,63.71,79.3
DUK,2,41,105,39.0,22.77,36.74,41.87,47.93,67.73
DUK,3,20,105,19.0,20.85,34.45,38.69,44.15,47.6
DUK,4,9,105,8.6,22.27,31.88,34.53,39.47,44.57
DUK,5,2,105,1.9,24.9,27.85,30.81,33.77,36.72
DXCM,1,92,92,100.0,25.24,48.55,56.66,65.17,79.87
DXCM,2,37,92,40.2,26.12,38.32,47.1,54.76,69.31
DXCM,3,14,92,15.2,24.39,32.34,38.89,45.12,50.46
DXCM,4,9,92,9.8,18.56,27.76,28.94,32.57,41.37
DXCM,5,5,92,5.4,22.67,25.73,28.22,32.35,39.73
DXCM,6,1,92,1.1,37.82,37.82,37.82,37.82,37.82
DXCM,7,1,92,1.1,30.26,30.26,30.26,30.26,30.26
DXCM,8,1,92,1.1,11.68,11.68,11.68,11.68,11.68
DXCM,9,1,92,1.1,24.22,24.22,24.22,24.22,24.22
EMR,1,121,121,100.0,28.87,49.1,55.36,62.03,76.13
EMR,2,43,121,35.5,28.38,38.2,47.93,53.37,75.67
EMR,3,14,121,11.6,23.76,33.21,37.25,42.79,48.2
EMR,4,8,121,6.6,24.5,26.51,31.34,33.55,43.77
EMR,5,4,121,3.3,27.41,27.95,28.99,29.98,30.35
EMR,6,2,121,1.7,29.27,29.77,30.28,30.79,31.29
EMR,7,1,121,0.8,29.54,29.54,29.54,29.54,29.54
ENR.DE,1,100,100,100.0,23.76,49.71,57.03,63.92,90.04
ENR.DE,2,28,100,28.0,28.37,42.03,45.92,51.05,65.43
ENR.DE,3,13,100,13.0,12.43,23.72,40.35,46.24,56.42
ENR.DE,4,5,100,5.0,22.06,26.87,34.37,34.61,34.77
ENR.DE,5,4,100,4.0,27.43,29.55,32.52,35.34,37.02
ENR.DE,6,2,100,2.0,24.93,27.01,29.09,31.18,33.26
ENR.DE,7,1,100,1.0,27.1,27.1,27.1,27.1,27.1
ENR.DE,8,1,100,1.0,30.53,30.53,30.53,30.53,30.53
EOAN.DE,1,116,116,100.0,23.16,48.37,55.06,62.55,73.08
EOAN.DE,2,42,116,36.2,24.78,40.66,44.25,51.8,68.32
EOAN.DE,3,21,116,18.1,22.78,31.74,36.73,45.48,54.23
EOAN.DE,4,9,116,7.8,23.65,31.85,37.21,37.57,44.59
EOAN.DE,5,2,116,1.7,24.06,28.12,32.19,36.26,40.32
EOAN.DE,6,1,116,0.9,29.14,29.14,29.14,29.14,29.14
EXC,1,84,84,100.0,21.16,48.94,57.5,63.36,77.87
EXC,2,30,84,35.7,18.69,36.68,44.0,51.24,59.43
EXC,3,14,84,16.7,28.89,33.6,38.97,42.92,68.26
EXC,4,7,84,8.3,29.87,34.63,36.64,38.7,50.0
EXC,5,4,84,4.8,33.21,33.33,34.68,38.41,45.66
EXC,6,1,84,1.2,36.91,36.91,36.91,36.91,36.91
FANG,1,121,121,100.0,28.79,48.87,56.16,62.35,80.39
FANG,2,38,121,31.4,11.22,31.01,40.81,48.17,69.69
FANG,3,22,121,18.2,14.68,32.7,37.08,40.68,48.58
FANG,4,8,121,6.6,13.61,33.83,36.01,40.39,45.52
FANG,5,2,121,1.7,30.3,30.81,31.32,31.83,32.34
FANG,6,1,121,0.8,30.28,30.28,30.28,30.28,30.28
FAST,1,121,121,100.0,25.18,48.74,56.28,62.76,74.28
FAST,2,37,121,30.6,25.64,40.02,46.46,50.72,62.82
FAST,3,17,121,14.0,20.9,33.38,38.08,40.27,50.76
FAST,4,10,121,8.3,25.68,32.26,34.98,40.76,42.76
FAST,5,4,121,3.3,27.97,28.03,28.98,32.42,39.91
FAST,6,4,121,3.3,30.19,30.67,31.25,32.66,35.63
FAST,7,2,121,1.7,32.52,33.16,33.8,34.43,35.07
FDX,1,112,112,100.0,26.98,46.23,54.48,61.94,82.21
FDX,2,42,112,37.5,19.33,37.62,42.08,49.88,70.37
FDX,3,15,112,13.4,13.54,28.09,33.89,38.98,57.88
FDX,4,5,112,4.5,23.42,26.18,35.04,39.38,44.97
FDX,5,4,112,3.6,26.1,28.92,33.32,37.92,41.33
FDX,6,3,112,2.7,21.81,25.7,29.58,33.83,38.07
FDX,7,2,112,1.8,29.27,31.84,34.41,36.98,39.55
FRE.DE,1,98,98,100.0,22.81,45.57,52.28,61.14,72.9
FRE.DE,2,43,98,43.9,6.54,33.3,43.21,50.5,67.03
FRE.DE,3,15,98,15.3,23.31,29.18,31.89,39.4,57.0
FRE.DE,4,6,98,6.1,26.18,28.91,34.52,37.38,38.74
FRE.DE,5,3,98,3.1,28.76,30.17,31.58,32.2,32.82
FRE.DE,6,1,98,1.0,25.25,25.25,25.25,25.25,25.25
FTNT,1,88,88,100.0,26.04,47.67,56.95,63.37,80.86
FTNT,2,28,88,31.8,16.78,34.9,42.9,52.84,73.61
FTNT,3,9,88,10.2,28.65,34.73,39.69,42.87,58.32
FTNT,4,5,88,5.7,35.01,36.6,37.74,40.61,51.19
FTNT,5,3,88,3.4,35.8,36.38,36.95,38.58,40.21
FTNT,6,1,88,1.1,34.62,34.62,34.62,34.62,34.62
GC=F,1,79,79,100.0,31.02,49.79,58.42,66.5,82.08
GC=F,2,24,79,30.4,27.65,37.87,44.41,49.18,62.97
GC=F,3,9,79,11.4,25.22,30.13,32.89,39.97,49.4
GC=F,4,2,79,2.5,31.67,32.7,33.72,34.75,35.77
GC=F,5,2,79,2.5,25.2,29.11,33.02,36.93,40.84
GC=F,6,1,79,1.3,43.4,43.4,43.4,43.4,43.4
GC=F,7,1,79,1.3,38.27,38.27,38.27,38.27,38.27
GD,1,126,126,100.0,21.01,50.76,56.53,62.44,79.6
GD,2,49,126,38.9,22.98,38.2,45.75,51.27,64.41
GD,3,20,126,15.9,24.2,33.8,39.2,44.73,58.38
GD,4,10,126,7.9,22.13,28.96,31.98,35.48,44.09
GD,5,2,126,1.6,27.32,28.23,29.15,30.07,30.98
GE,1,109,109,100.0,30.55,50.42,57.5,65.57,85.21
GE,2,35,109,32.1,20.79,36.7,46.64,53.05,63.85
GE,3,13,109,11.9,20.58,28.44,32.68,35.58,44.33
GE,4,8,109,7.3,22.67,28.32,35.02,38.04,41.85
GE,5,4,109,3.7,28.53,31.04,34.63,39.13,44.32
GE,6,2,109,1.8,26.76,29.22,31.69,34.15,36.61
GE,7,1,109,0.9,28.82,28.82,28.82,28.82,28.82
GE,8,1,109,0.9,26.0,26.0,26.0,26.0,26.0
GEHC,1,39,39,100.0,12.19,44.14,52.18,58.82,72.59
GEHC,2,16,39,41.0,19.1,28.44,38.96,45.15,53.83
GEHC,3,8,39,20.5,23.86,32.09,34.5,35.95,38.6
GEHC,4,3,39,7.7,29.69,31.42,33.15,33.7,34.25
GEHC,5,1,39,2.6,38.85,38.85,38.85,38.85,38.85
GEHC,6,1,39,2.6,36.24,36.24,36.24,36.24,36.24
GEHC,7,1,39,2.6,36.92,36.92,36.92,36.92,36.92
GEV,1,46,46,100.0,38.16,46.41,59.16,66.95,76.56
GEV,2,17,46,37.0,29.36,41.21,47.09,53.42,68.38
GEV,3,5,46,10.9,37.25,44.58,46.28,47.08,55.44
GEV,4,1,46,2.2,28.34,28.34,28.34,28.34,28.34
GFS,1,64,64,100.0,28.98,45.4,52.78,58.26,78.62
GFS,2,31,64,48.4,25.35,33.59,42.75,46.3,68.33
GFS,3,14,64,21.9,23.65,30.12,38.41,39.91,52.68
GFS,4,10,64,15.6,23.42,33.52,39.09,42.2,50.73
GFS,5,1,64,1.6,33.55,33.55,33.55,33.55,33.55
GILD,1,112,112,100.0,25.01,47.53,54.83,60.54,78.29
GILD,2,41,112,36.6,30.23,37.4,44.47,48.21,66.33
GILD,3,20,112,17.9,27.2,32.98,36.02,41.3,50.82
GILD,4,9,112,8.0,23.48,30.09,34.12,38.83,49.42
GILD,5,3,112,2.7,24.34,25.34,26.35,29.57,32.78
GILD,6,2,112,1.8,19.78,21.88,23.98,26.09,28.19
GILD,7,1,112,0.9,23.89,23.89,23.89,23.89,23.89
GILD,8,1,112,0.9,24.93,24.93,24.93,24.93,24.93
GM,1,114,114,100.0,30.13,47.45,55.3,61.13,74.02
GM,2,41,114,36.0,28.54,36.41,44.23,50.93,64.44
GM,3,25,114,21.9,11.1,29.81,35.09,39.34,47.45
GM,4,13,114,11.4,25.03,26.58,33.92,37.86,46.66
GM,5,7,114,6.1,21.77,26.69,32.01,33.58,41.58
GM,6,3,114,2.6,28.51,31.73,34.96,35.72,36.48
GM,7,1,114,0.9,28.19,28.19,28.19,28.19,28.19
GM,8,1,114,0.9,34.89,34.89,34.89,34.89,34.89
GOOG,1,139,139,100.0,29.35,50.73,56.97,62.71,84.42
GOOG,2,49,139,35.3,23.95,38.3,45.4,51.67,65.91
GOOG,3,17,139,12.2,27.58,31.69,35.42,42.22,46.9
GOOG,4,6,139,4.3,27.59,33.44,34.99,35.9,36.77
GOOG,5,4,139,2.9,26.59,31.32,33.75,35.12,36.66
GOOGL,1,144,144,100.0,24.85,49.53,56.38,61.92,84.05
GOOGL,2,51,144,35.4,28.62,38.77,44.79,51.51,68.29
GOOGL,3,18,144,12.5,27.05,30.8,34.33,40.88,62.47
GOOGL,4,8,144,5.6,27.67,33.91,36.25,37.09,45.2
GOOGL,5,3,144,2.1,27.11,30.12,33.14,33.79,34.44
GS,1,134,134,100.0,26.54,47.43,56.03,62.31,82.77
GS,2,43,134,32.1,26.03,39.02,46.21,51.59,65.93
GS,3,13,134,9.7,19.94,32.17,36.63,40.48,56.93
GS,4,6,134,4.5,20.57,25.09,27.2,33.6,47.79
GS,5,2,134,1.5,21.66,23.22,24.78,26.34,27.9
GS,6,2,134,1.5,26.42,28.38,30.35,32.31,34.27
HD,1,112,112,100.0,17.63,46.07,53.26,61.17,79.25
HD,2,37,112,33.0,22.65,36.55,41.98,49.13,67.05
HD,3,17,112,15.2,24.19,30.18,33.88,40.17,46.34
HD,4,11,112,9.8,29.32,30.52,34.64,37.04,48.23
HD,5,6,112,5.4,22.48,23.54,28.11,33.16,33.5
HD,6,2,112,1.8,33.69,36.73,39.77,42.8,45.84
HD,7,1,112,0.9,34.34,34.34,34.34,34.34,34.34
HEI.DE,1,111,111,100.0,29.38,47.0,54.7,62.87,77.19
HEI.DE,2,38,111,34.2,26.51,39.05,43.8,53.08,67.1
HEI.DE,3,13,111,11.7,7.74,27.72,34.13,40.11,57.56
HEI.DE,4,5,111,4.5,20.81,24.79,29.56,36.22,40.23
HEI.DE,5,3,111,2.7,23.63,25.75,27.88,29.7,31.53
HEI.DE,6,2,111,1.8,24.8,25.43,26.06,26.69,27.32
HEN3.DE,1,83,83,100.0,21.65,45.56,51.18,58.9,79.18
HEN3.DE,2,38,83,45.8,22.92,33.83,39.52,46.66,58.72
HEN3.DE,3,18,83,21.7,20.4,27.32,30.21,36.0,51.89
HEN3.DE,4,7,83,8.4,14.44,25.39,31.21,35.73,42.48
HEN3.DE,5,3,83,3.6,12.76,24.78,36.8,38.07,39.34
HG=F,1,95,95,100.0,24.58,45.7,52.41,60.18,80.26
HG=F,2,37,95,38.9,19.98,38.57,44.59,48.23,62.37
HG=F,3,12,95,12.6,16.12,34.78,39.66,45.45,55.7
HG=F,4,6,95,6.3,19.98,25.13,31.35,38.04,41.01
HNR1.DE,1,108,108,100.0,27.45,46.9,55.78,64.28,76.37
HNR1.DE,2,39,108,36.1,22.6,35.98,41.77,50.45,62.85
HNR1.DE,3,17,108,15.7,20.46,29.19,35.44,40.03,50.19
HNR1.DE,4,5,108,4.6,10.41,25.86,29.8,31.51,33.0
HNR1.DE,5,1,108,0.9,28.0,28.0,28.0,28.0,28.0
HON,1,120,120,100.0,28.5,45.94,55.74,62.64,73.81
HON,2,43,120,35.8,25.83,34.09,42.16,49.5,62.62
HON,3,23,120,19.2,19.77,32.7,35.2,42.58,52.22
HON,4,8,120,6.7,23.51,28.65,29.67,34.82,38.44
HON,5,3,120,2.5,28.68,31.42,34.16,36.81,39.46
HON,6,1,120,0.8,33.45,33.45,33.45,33.45,33.45
IBM,1,90,90,100.0,22.68,46.23,55.64,65.29,78.65
IBM,2,48,90,53.3,23.59,36.04,46.08,52.28,66.48
IBM,3,15,90,16.7,20.48,28.01,33.03,40.06,48.39
IBM,4,5,90,5.6,20.15,28.84,31.1,32.57,46.08
IBM,5,2,90,2.2,22.34,22.5,22.66,22.82,22.98
IDXX,1,114,114,100.0,28.89,47.49,55.16,61.16,80.57
IDXX,2,40,114,35.1,20.74,36.36,41.17,44.56,58.78
IDXX,3,19,114,16.7,18.72,31.07,37.58,42.81,49.91
IDXX,4,10,114,8.8,24.48,33.72,35.74,36.2,38.35
IDXX,5,4,114,3.5,28.75,32.0,34.88,38.32,43.28
IDXX,6,1,114,0.9,22.98,22.98,22.98,22.98,22.98
IDXX,7,1,114,0.9,31.36,31.36,31.36,31.36,31.36
IDXX,8,1,114,0.9,32.18,32.18,32.18,32.18,32.18
IFX.DE,1,120,120,100.0,28.37,48.8,53.42,60.31,73.8
IFX.DE,2,40,120,33.3,26.57,36.61,40.66,47.74,66.16
IFX.DE,3,17,120,14.2,12.8,32.25,34.25,38.38,57.19
IFX.DE,4,9,120,7.5,21.82,32.29,35.16,38.04,47.36
IFX.DE,5,4,120,3.3,17.44,20.51,26.04,31.39,33.93
IFX.DE,6,2,120,1.7,17.74,20.44,23.14,25.85,28.55
IFX.DE,7,2,120,1.7,19.38,20.68,21.99,23.3,24.6
ILMN,1,100,100,100.0,16.77,44.69,54.03,60.44,78.46
ILMN,2,40,100,40.0,20.14,36.93,42.52,53.2,65.71
ILMN,3,18,100,18.0,14.2,25.5,32.14,40.75,61.7
ILMN,4,8,100,8.0,14.4,26.41,30.93,33.16,37.11
ILMN,5,3,100,3.0,24.65,29.29,33.94,34.47,35.0
ILMN,6,2,100,2.0,17.89,19.09,20.3,21.51,22.71
ILMN,7,2,100,2.0,19.36,21.05,22.73,24.42,26.11
INTC,1,89,89,100.0,16.14,44.04,52.7,62.13,82.22
INTC,2,38,89,42.7,21.18,32.85,39.83,46.45,68.6
INTC,3,16,89,18.0,24.02,33.58,36.06,44.39,57.78
INTC,4,6,89,6.7,27.55,29.13,32.61,37.75,39.09
INTC,5,4,89,4.5,27.19,28.26,31.66,35.93,39.63
INTC,6,3,89,3.4,29.24,32.91,36.59,37.47,38.34
INTC,7,1,89,1.1,20.18,20.18,20.18,20.18,20.18
INTC,8,1,89,1.1,39.34,39.34,39.34,39.34,39.34
INTU,1,98,98,100.0,29.75,45.45,54.02,61.53,79.64
INTU,2,41,98,41.8,29.91,38.31,43.49,49.81,67.08
INTU,3,20,98,20.4,18.26,35.69,40.2,44.55,62.74
INTU,4,9,98,9.2,21.58,30.23,32.17,40.58,41.76
INTU,5,5,98,5.1,17.38,27.23,28.61,36.5,40.13
INTU,6,4,98,4.1,18.44,23.49,28.48,33.56,38.9
INTU,7,1,98,1.0,34.6,34.6,34.6,34.6,34.6
ISRG,1,110,110,100.0,28.67,46.92,57.98,63.56,80.11
ISRG,2,39,110,35.5,19.87,34.92,40.1,47.98,65.82
ISRG,3,15,110,13.6,19.78,29.05,33.73,35.39,61.12
ISRG,4,7,110,6.4,24.66,27.22,29.56,32.78,35.62
ISRG,5,4,110,3.6,25.92,26.77,29.91,33.56,35.99
ISRG,6,2,110,1.8,33.19,33.35,33.51,33.67,33.83
ISRG,7,1,110,0.9,43.43,43.43,43.43,43.43,43.43
JNJ,1,125,125,100.0,31.09,50.72,59.06,66.1,82.09
JNJ,2,49,125,39.2,23.76,37.36,45.72,52.24,75.0
JNJ,3,20,125,16.0,19.63,29.04,33.41,42.66,55.63
JNJ,4,9,125,7.2,25.21,29.09,31.64,40.36,40.57
JNJ,5,6,125,4.8,27.47,31.15,36.45,37.82,38.16
JNJ,6,2,125,1.6,25.58,26.48,27.38,28.27,29.17
JNJ,7,2,125,1.6,20.65,23.29,25.92,28.55,31.19
JNJ,8,1,125,0.8,32.72,32.72,32.72,32.72,32.72
JNJ,9,1,125,0.8,35.89,35.89,35.89,35.89,35.89
JPM,1,131,131,100.0,25.64,48.09,56.38,63.7,81.14
JPM,2,37,131,28.2,18.41,33.62,40.11,45.34,59.54
JPM,3,17,131,13.0,17.79,32.7,35.81,38.43,48.64
JPM,4,6,131,4.6,22.66,31.74,32.55,33.9,46.1
JPM,5,1,131,0.8,37.44,37.44,37.44,37.44,37.44
KDP,1,101,101,100.0,26.47,48.18,56.18,61.72,75.14
KDP,2,38,101,37.6,25.53,36.39,41.78,51.5,61.6
KDP,3,20,101,19.8,18.63,32.09,35.4,40.61,55.31
KDP,4,10,101,9.9,22.31,28.52,33.02,36.22,39.62
KDP,5,4,101,4.0,22.4,23.4,29.65,36.45,39.1
KDP,6,1,101,1.0,27.44,27.44,27.44,27.44,27.44
KDP,7,1,101,1.0,30.09,30.09,30.09,30.09,30.09
KHC,1,108,108,100.0,21.02,48.77,55.79,62.2,81.66
KHC,2,39,108,36.1,18.96,32.9,41.08,50.31,65.47
KHC,3,25,108,23.1,21.91,29.69,33.93,39.91,48.26
KHC,4,13,108,12.0,26.52,30.15,33.84,37.75,42.52
KHC,5,6,108,5.6,22.35,32.79,35.34,37.67,41.85
KHC,6,2,108,1.9,33.06,33.48,33.9,34.32,34.74
KHC,7,2,108,1.9,34.24,35.23,36.21,37.2,38.18
KLAC,1,139,139,100.0,29.9,45.61,55.48,63.54,82.17
KLAC,2,52,139,37.4,30.09,39.61,44.98,51.27,64.97
KLAC,3,16,139,11.5,30.5,36.06,39.17,41.05,53.47
KLAC,4,5,139,3.6,33.1,37.19,38.12,39.27,43.25
KO,1,120,120,100.0,23.75,49.44,55.5,61.84,72.91
KO,2,42,120,35.0,18.0,37.38,43.12,48.81,68.72
KO,3,16,120,13.3,23.4,33.57,36.92,39.87,47.0
KO,4,5,120,4.2,26.79,28.0,34.79,36.18,39.06
KO,5,3,120,2.5,23.19,23.71,24.24,30.83,37.42
KO,6,1,120,0.8,36.86,36.86,36.86,36.86,36.86
LIN,1,132,132,100.0,24.71,50.0,55.99,62.13,75.41
LIN,2,42,132,31.8,24.18,38.39,44.11,49.14,60.87
LIN,3,16,132,12.1,20.94,32.77,37.11,39.04,49.93
LIN,4,7,132,5.3,16.88,29.76,31.12,37.27,44.38
LIN,5,2,132,1.5,32.96,33.28,33.61,33.94,34.26
LIN,6,2,132,1.5,23.94,27.35,30.76,34.16,37.57
LIN,7,1,132,0.8,33.06,33.06,33.06,33.06,33.06
LLY,1,111,111,100.0,31.26,48.37,59.09,66.01,85.05
LLY,2,36,111,32.4,27.36,37.35,40.88,44.82,60.09
LLY,3,17,111,15.3,23.85,32.86,36.46,41.48,48.99
LLY,4,7,111,6.3,27.73,31.23,38.54,41.34,62.66
LLY,5,5,111,4.5,19.52,24.63,30.74,34.63,43.66
LLY,6,3,111,2.7,24.05,26.62,29.19,30.25,31.31
LMT,1,102,102,100.0,19.27,46.75,53.86,59.99,83.66
LMT,2,38,102,37.3,19.16,34.97,41.28,48.69,66.09
LMT,3,24,102,23.5,18.6,29.51,36.02,41.14,48.12
LMT,4,9,102,8.8,25.1,28.36,31.21,37.72,46.2
LMT,5,2,102,2.0,36.44,36.7,36.96,37.22,37.48
