ticker,position,faelle,puffer_x_n,puffer_x_p5,puffer_x_p10,puffer_x_p25,puffer_x_p50,puffer_x_p75,puffer_x_p80,puffer_x_p85,puffer_x_p90,puffer_x_p95,puffer_x_p99,puffer_x_min,puffer_x_max,anstieg_x_n,anstieg_x_p5,anstieg_x_p10,anstieg_x_p25,anstieg_x_p50,anstieg_x_p75,anstieg_x_p80,anstieg_x_p85,anstieg_x_p90,anstieg_x_p95,anstieg_x_p99,anstieg_x_min,anstieg_x_max,abstand_x_n,abstand_x_p5,abstand_x_p10,abstand_x_p25,abstand_x_p50,abstand_x_p75,abstand_x_p80,abstand_x_p85,abstand_x_p90,abstand_x_p95,abstand_x_p99,abstand_x_min,abstand_x_max,rsi_x_n,rsi_x_p5,rsi_x_p10,rsi_x_p25,rsi_x_p50,rsi_x_p75,rsi_x_p80,rsi_x_p85,rsi_x_p90,rsi_x_p95,rsi_x_p99,rsi_x_min,rsi_x_max,ohne_puffer_pct,ziel_atr,ziel_zuerst_0.25_pct,ko_zuerst_0.25_pct,tage_ziel_0.25,tage_ko_0.25,ziel_zuerst_0.5_pct,ko_zuerst_0.5_pct,tage_ziel_0.5,tage_ko_0.5,ziel_zuerst_0.75_pct,ko_zuerst_0.75_pct,tage_ziel_0.75,tage_ko_0.75,ziel_zuerst_1.0_pct,ko_zuerst_1.0_pct,tage_ziel_1.0,tage_ko_1.0,ziel_zuerst_1.25_pct,ko_zuerst_1.25_pct,tage_ziel_1.25,tage_ko_1.25,ziel_zuerst_1.5_pct,ko_zuerst_1.5_pct,tage_ziel_1.5,tage_ko_1.5,ziel_zuerst_1.75_pct,ko_zuerst_1.75_pct,tage_ziel_1.75,tage_ko_1.75,ziel_zuerst_2.0_pct,ko_zuerst_2.0_pct,tage_ziel_2.0,tage_ko_2.0,ziel_zuerst_2.25_pct,ko_zuerst_2.25_pct,tage_ziel_2.25,tage_ko_2.25,ziel_zuerst_2.5_pct,ko_zuerst_2.5_pct,tage_ziel_2.5,tage_ko_2.5,ziel_zuerst_2.75_pct,ko_zuerst_2.75_pct,tage_ziel_2.75,tage_ko_2.75,ziel_zuerst_3.0_pct,ko_zuerst_3.0_pct,tage_ziel_3.0,tage_ko_3.0,ziel_zuerst_3.25_pct,ko_zuerst_3.25_pct,tage_ziel_3.25,tage_ko_3.25,ziel_zuerst_3.5_pct,ko_zuerst_3.5_pct,tage_ziel_3.5,tage_ko_3.5,ziel_zuerst_3.75_pct,ko_zuerst_3.75_pct,tage_ziel_3.75,tage_ko_3.75,ziel_zuerst_4.0_pct,ko_zuerst_4.0_pct,tage_ziel_4.0,tage_ko_4.0
SNPS,alle,202,202,0.0,0.0,0.167,2.241,5.687,6.584,7.88,9.557,11.923,16.213,0.0,16.577,202,-0.662,-0.05,0.49,1.066,1.876,2.079,2.594,3.078,4.149,7.428,-3.478,11.458,202,0.276,0.411,0.698,1.015,1.524,1.627,1.751,2.051,2.242,3.008,0.036,4.866,202,29.478,32.406,40.819,51.174,59.929,61.28,63.301,65.655,69.19,76.034,15.999,82.154,23.8,0.958,62.9,37.1,2.0,2.0,69.3,30.7,2.0,3.0,73.3,26.7,3.0,4.0,75.2,24.8,3.0,4.0,76.7,23.3,3.0,6.0,78.7,21.3,3.0,6.0,79.2,20.8,3.0,7.0,80.2,19.8,3.0,7.5,80.7,19.3,3.0,9.0,81.7,18.3,3.0,9.0,81.7,18.3,3.0,9.0,82.2,17.8,3.0,9.0,83.7,16.3,3.0,10.0,85.1,14.9,3.0,11.0,86.1,13.9,3.0,11.5,86.1,13.9,3.0,12.5
SNPS,Tief 1,127,127,0.0,0.0,0.267,3.038,6.207,7.56,8.382,10.043,11.887,15.871,0.0,16.577,127,-1.225,-0.027,0.479,1.079,1.881,2.199,2.611,3.289,4.091,9.745,-3.478,11.458,127,0.266,0.401,0.686,1.025,1.518,1.68,1.853,2.153,2.269,2.9,0.036,4.866,127,39.799,43.037,49.281,57.853,62.371,64.526,65.758,67.812,72.861,76.535,15.999,82.154,19.7,0.958,63.0,37.0,2.0,2.0,66.9,33.1,2.0,3.0,72.4,27.6,3.0,4.0,75.6,24.4,3.0,4.0,77.2,22.8,3.0,4.0,80.3,19.7,3.0,4.0,81.1,18.9,3.0,5.5,81.9,18.1,3.0,6.0,82.7,17.3,3.0,6.5,83.5,16.5,3.0,8.0,83.5,16.5,3.0,9.0,83.5,16.5,3.0,9.0,84.3,15.7,3.0,9.5,85.8,14.2,3.0,11.0,86.6,13.4,3.0,13.0,86.6,13.4,3.0,14.0
SNPS,Tief 2,42,42,0.0,0.0,0.0,1.16,5.335,5.689,6.718,8.173,10.188,13.684,0.0,14.652,42,-0.452,-0.368,0.666,1.09,1.93,2.038,2.279,2.654,6.172,7.089,-0.906,7.436,42,0.322,0.345,0.717,1.031,1.6,1.648,1.751,1.904,2.404,2.93,0.235,3.245,42,28.079,29.212,35.655,43.246,50.422,51.34,55.352,58.224,59.354,66.526,23.926,71.087,35.7,0.958,66.7,33.3,1.5,2.0,78.6,21.4,2.0,2.0,81.0,19.0,2.0,4.0,81.0,19.0,2.0,4.0,83.3,16.7,2.0,6.0,83.3,16.7,2.0,7.0,83.3,16.7,2.0,7.0,83.3,16.7,2.0,8.0,83.3,16.7,2.0,9.0,83.3,16.7,2.0,9.0,83.3,16.7,2.0,9.0,83.3,16.7,2.0,9.0,83.3,16.7,2.0,9.0,83.3,16.7,2.0,11.0,83.3,16.7,2.0,11.0,83.3,16.7,2.0,13.0
SNPS,Tief 3,17,17,0.0,0.0,0.308,2.897,3.544,4.151,5.186,6.022,8.16,13.816,0.0,15.23,17,-0.708,-0.011,0.436,0.57,1.748,1.823,2.171,2.521,2.893,3.454,-3.311,3.594,17,0.516,0.678,0.882,0.991,1.262,1.38,1.606,1.863,2.075,2.144,0.273,2.161,17,30.355,31.446,34.377,39.453,44.819,47.41,48.312,48.579,49.846,53.433,29.862,54.33,17.6,0.958,52.9,47.1,3.0,3.5,58.8,41.2,3.0,3.0,58.8,41.2,3.0,5.0,58.8,41.2,3.0,8.0,58.8,41.2,3.0,8.0,58.8,41.2,3.0,9.0,58.8,41.2,3.0,10.0,58.8,41.2,3.0,10.0,58.8,41.2,3.0,10.0,64.7,35.3,3.0,11.5,64.7,35.3,3.0,11.5,70.6,29.4,3.5,12.0,76.5,23.5,4.0,12.0,82.4,17.6,4.5,12.0,88.2,11.8,5.0,9.5,88.2,11.8,5.0,9.5
SNPS,Tief 4,10,10,0.0,0.0,0.095,1.059,2.769,3.226,3.816,5.487,10.944,15.31,0.0,16.401,10,0.649,0.816,0.948,1.301,1.739,2.037,2.527,3.033,3.592,4.04,0.482,4.151,10,0.351,0.454,0.698,0.912,1.077,1.169,1.29,1.403,1.486,1.552,0.248,1.568,10,27.891,28.854,30.147,33.407,37.214,38.773,41.738,44.356,45.76,46.883,26.928,47.164,30.0,0.958,70.0,30.0,3.0,3.0,80.0,20.0,3.5,3.5,80.0,20.0,3.5,6.5,80.0,20.0,3.5,12.0,80.0,20.0,3.5,12.0,80.0,20.0,3.5,12.0,80.0,20.0,3.5,12.5,80.0,20.0,3.5,12.5,80.0,20.0,3.5,12.5,80.0,20.0,3.5,12.5,80.0,20.0,3.5,12.5,80.0,20.0,3.5,12.5,80.0,20.0,3.5,12.5,80.0,20.0,3.5,13.5,80.0,20.0,3.5,13.5,80.0,20.0,3.5,13.5
SNPS,Tief 5,4,4,0.296,0.592,1.479,2.571,3.359,3.474,3.588,3.702,3.816,3.908,0.0,3.93,4,0.616,0.643,0.725,0.9,1.456,1.713,1.97,2.226,2.483,2.688,0.589,2.739,4,0.505,0.568,0.757,0.972,1.202,1.274,1.346,1.417,1.489,1.546,0.442,1.561,4,26.339,27.062,29.23,31.699,35.642,37.25,38.858,40.465,42.073,43.359,25.616,43.681,25.0,0.958,50.0,50.0,3.0,8.5,50.0,50.0,3.0,8.5,50.0,50.0,3.0,8.5,50.0,50.0,3.0,9.0,50.0,50.0,3.0,9.5,50.0,50.0,3.0,9.5,50.0,50.0,3.0,11.0,75.0,25.0,4.0,15.0,75.0,25.0,4.0,16.0,75.0,25.0,4.0,16.0,75.0,25.0,4.0,16.0,75.0,25.0,4.0,16.0,100.0,0.0,8.0,,100.0,0.0,8.0,,100.0,0.0,8.0,,100.0,0.0,8.0,
SNPS,Tief 6,1,1,0.406,0.406,0.406,0.406,0.406,0.406,0.406,0.406,0.406,0.406,0.406,0.406,1,1.054,1.054,1.054,1.054,1.054,1.054,1.054,1.054,1.054,1.054,1.054,1.054,1,0.761,0.761,0.761,0.761,0.761,0.761,0.761,0.761,0.761,0.761,0.761,0.761,1,33.966,33.966,33.966,33.966,33.966,33.966,33.966,33.966,33.966,33.966,33.966,33.966,0.0,0.958,0.0,100.0,,2.0,100.0,0.0,5.0,,100.0,0.0,5.0,,100.0,0.0,5.0,,100.0,0.0,5.0,,100.0,0.0,5.0,,100.0,0.0,5.0,,100.0,0.0,5.0,,100.0,0.0,5.0,,100.0,0.0,5.0,,100.0,0.0,5.0,,100.0,0.0,5.0,,100.0,0.0,5.0,,100.0,0.0,5.0,,100.0,0.0,5.0,,100.0,0.0,5.0,
SNPS,Tief 7,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.644,0.644,0.644,0.644,0.644,0.644,0.644,0.644,0.644,0.644,0.644,0.644,1,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1,36.158,36.158,36.158,36.158,36.158,36.158,36.158,36.158,36.158,36.158,36.158,36.158,100.0,0.958,100.0,0.0,4.0,,100.0,0.0,4.0,,100.0,0.0,4.0,,100.0,0.0,4.0,,100.0,0.0,4.0,,100.0,0.0,4.0,,100.0,0.0,4.0,,100.0,0.0,4.0,,100.0,0.0,4.0,,100.0,0.0,4.0,,100.0,0.0,4.0,,100.0,0.0,4.0,,100.0,0.0,4.0,,100.0,0.0,4.0,,100.0,0.0,4.0,,100.0,0.0,4.0,
SPGI,alle,196,196,0.0,0.0,0.236,2.69,6.433,7.2,8.704,9.804,14.748,22.788,0.0,30.037,196,-0.648,0.039,0.467,0.919,1.653,1.93,2.154,2.555,3.615,5.193,-3.92,7.691,196,0.38,0.483,0.79,1.149,1.517,1.73,1.855,2.023,2.299,3.219,0.139,3.751,196,28.045,31.007,41.689,52.965,60.434,61.478,63.189,64.907,69.63,76.321,20.899,78.451,22.4,0.825,68.9,31.1,2.0,3.0,73.5,26.5,2.0,4.0,76.5,23.5,2.0,4.0,80.1,19.9,2.0,5.0,83.2,16.8,3.0,5.0,85.2,14.8,3.0,6.0,86.2,13.8,3.0,7.0,86.7,13.3,3.0,7.5,87.2,12.8,3.0,11.0,87.8,12.2,3.0,12.5,88.8,11.2,3.0,14.0,89.8,10.2,3.0,14.5,90.8,9.2,3.0,16.5,91.3,8.7,3.0,18.0,91.8,8.2,3.0,20.0,92.3,7.7,3.0,21.0
SPGI,Tief 1,130,130,0.0,0.0,0.081,2.69,7.081,8.225,9.628,10.528,17.935,22.897,0.0,30.037,130,-0.422,0.095,0.469,0.898,1.647,1.887,2.149,2.832,3.552,6.453,-3.92,7.691,130,0.452,0.596,0.783,1.096,1.482,1.725,1.888,2.042,2.339,3.101,0.165,3.751,130,39.728,44.299,51.729,57.478,61.841,63.603,64.95,67.052,72.456,76.7,28.012,78.451,23.8,0.825,65.4,34.6,2.0,3.0,70.0,30.0,3.0,4.0,73.1,26.9,3.0,4.0,77.7,22.3,3.0,5.0,80.8,19.2,3.0,6.0,83.8,16.2,3.0,5.0,84.6,15.4,3.0,5.5,85.4,14.6,3.0,6.0,86.2,13.8,3.0,9.0,86.9,13.1,3.0,13.0,88.5,11.5,3.0,13.0,89.2,10.8,3.0,15.0,90.0,10.0,3.0,17.0,90.8,9.2,3.0,21.5,90.8,9.2,3.0,21.5,91.5,8.5,3.0,24.0
SPGI,Tief 2,36,36,0.0,0.0,0.401,3.035,6.145,6.524,7.533,8.936,10.585,19.504,0.0,22.288,36,-1.794,-0.922,0.282,0.915,1.344,1.706,2.072,2.316,3.115,4.749,-2.58,4.911,36,0.263,0.411,0.972,1.263,1.683,1.791,1.828,2.01,2.224,2.609,0.152,2.737,36,27.584,29.419,32.461,42.38,50.986,53.223,54.312,55.423,58.626,62.39,24.201,62.526,22.2,0.825,77.8,22.2,2.0,3.0,80.6,19.4,2.0,3.0,83.3,16.7,2.0,3.0,83.3,16.7,2.0,4.0,83.3,16.7,2.0,4.5,83.3,16.7,2.0,6.0,83.3,16.7,2.0,7.5,83.3,16.7,2.0,8.5,83.3,16.7,2.0,9.5,83.3,16.7,2.0,10.0,83.3,16.7,2.0,13.5,86.1,13.9,2.0,12.0,88.9,11.1,2.5,11.0,88.9,11.1,2.5,11.5,91.7,8.3,3.0,15.0,91.7,8.3,3.0,15.0
SPGI,Tief 3,17,17,0.0,0.566,1.564,2.464,5.41,5.704,6.154,6.609,7.218,8.189,0.0,8.432,17,0.002,0.04,0.718,1.434,1.659,1.876,2.065,2.21,2.847,4.625,-0.113,5.069,17,0.193,0.224,0.404,0.9,1.236,1.252,1.411,1.555,1.683,1.897,0.139,1.95,17,21.596,23.537,30.705,37.86,42.533,43.336,45.257,47.137,48.624,49.863,20.899,50.173,11.8,0.825,64.7,35.3,1.0,2.5,76.5,23.5,1.0,3.0,82.4,17.6,1.5,3.0,82.4,17.6,1.5,3.0,94.1,5.9,2.0,3.0,94.1,5.9,2.0,3.0,100.0,0.0,2.0,,100.0,0.0,2.0,,100.0,0.0,2.0,,100.0,0.0,2.0,,100.0,0.0,2.0,,100.0,0.0,2.0,,100.0,0.0,2.0,,100.0,0.0,2.0,,100.0,0.0,2.0,,100.0,0.0,2.0,
SPGI,Tief 4,10,10,0.0,0.0,0.099,0.951,1.929,2.492,3.271,4.396,6.728,8.594,0.0,9.06,10,0.412,0.452,0.648,0.917,1.284,1.484,1.887,2.487,3.78,4.815,0.372,5.073,10,0.722,0.805,1.053,1.288,1.814,1.858,1.901,1.941,1.972,1.996,0.64,2.002,10,25.762,25.777,27.671,31.792,37.376,38.376,40.258,41.901,42.706,43.35,25.748,43.511,30.0,0.825,90.0,10.0,2.0,9.0,90.0,10.0,2.0,10.0,90.0,10.0,2.0,10.0,90.0,10.0,2.0,10.0,90.0,10.0,2.0,16.0,90.0,10.0,2.0,17.0,90.0,10.0,2.0,17.0,90.0,10.0,2.0,63.0,90.0,10.0,2.0,64.0,90.0,10.0,2.0,65.0,90.0,10.0,2.0,65.0,90.0,10.0,2.0,65.0,90.0,10.0,2.0,66.0,90.0,10.0,2.0,67.0,90.0,10.0,2.0,68.0,90.0,10.0,2.0,68.0
SPGI,Tief 5,2,2,0.738,0.93,1.507,2.469,3.431,3.624,3.816,4.009,4.201,4.355,0.545,4.393,2,0.721,0.785,0.976,1.295,1.614,1.678,1.742,1.806,1.869,1.92,0.657,1.933,2,0.944,1.069,1.445,2.071,2.697,2.822,2.947,3.072,3.198,3.298,0.818,3.323,2,29.861,30.317,31.683,33.961,36.238,36.694,37.149,37.605,38.06,38.425,29.406,38.516,0.0,0.825,50.0,50.0,10.0,6.0,50.0,50.0,10.0,6.0,50.0,50.0,10.0,6.0,100.0,0.0,9.5,,100.0,0.0,9.5,,100.0,0.0,9.5,,100.0,0.0,9.5,,100.0,0.0,9.5,,100.0,0.0,9.5,,100.0,0.0,9.5,,100.0,0.0,9.5,,100.0,0.0,9.5,,100.0,0.0,9.5,,100.0,0.0,9.5,,100.0,0.0,9.5,,100.0,0.0,9.5,
SPGI,Tief 6,1,1,3.61,3.61,3.61,3.61,3.61,3.61,3.61,3.61,3.61,3.61,3.61,3.61,1,2.437,2.437,2.437,2.437,2.437,2.437,2.437,2.437,2.437,2.437,2.437,2.437,1,1.515,1.515,1.515,1.515,1.515,1.515,1.515,1.515,1.515,1.515,1.515,1.515,1,36.713,36.713,36.713,36.713,36.713,36.713,36.713,36.713,36.713,36.713,36.713,36.713,0.0,0.825,100.0,0.0,2.0,,100.0,0.0,2.0,,100.0,0.0,2.0,,100.0,0.0,2.0,,100.0,0.0,2.0,,100.0,0.0,2.0,,100.0,0.0,2.0,,100.0,0.0,2.0,,100.0,0.0,2.0,,100.0,0.0,2.0,,100.0,0.0,2.0,,100.0,0.0,2.0,,100.0,0.0,2.0,,100.0,0.0,2.0,,100.0,0.0,2.0,,100.0,0.0,2.0,
SRT3.DE,alle,189,189,0.0,0.0,0.51,2.681,5.153,6.031,6.805,7.939,9.259,11.327,0.0,11.959,189,-0.858,0.004,0.432,0.95,1.855,2.066,2.422,2.938,3.748,5.916,-4.488,7.909,189,0.401,0.483,0.759,1.072,1.63,1.744,1.854,2.144,2.495,4.049,0.045,4.972,189,28.565,31.9,39.158,48.841,59.335,62.025,63.683,65.931,68.511,77.373,18.472,79.781,19.6,0.855,67.7,32.3,2.0,4.0,73.0,27.0,2.0,4.0,76.7,23.3,2.0,6.0,77.8,22.2,2.0,8.5,81.0,19.0,3.0,9.0,83.1,16.9,3.0,10.0,83.6,16.4,3.0,10.0,84.7,15.3,3.0,11.0,84.7,15.3,3.0,13.0,84.7,15.3,3.0,14.0,86.2,13.2,3.0,14.0,87.3,12.2,3.0,17.0,87.3,12.2,3.0,17.0,88.4,11.1,3.0,21.0,88.4,11.1,3.0,21.0,88.4,11.1,3.0,22.0
SRT3.DE,Tief 1,112,112,0.0,0.0,0.472,3.086,5.171,5.885,7.488,8.503,9.446,11.446,0.0,11.959,112,-1.322,-0.086,0.392,0.827,1.813,2.152,2.461,3.305,3.855,6.003,-4.488,7.909,112,0.347,0.459,0.737,1.137,1.635,1.705,1.851,2.142,2.584,3.902,0.045,4.314,112,36.868,41.952,48.335,57.373,63.199,64.837,65.999,68.133,71.307,78.234,28.488,79.781,19.6,0.855,64.3,35.7,2.0,4.0,71.4,28.6,2.0,5.0,73.2,26.8,2.0,6.0,75.0,25.0,2.0,9.0,78.6,21.4,2.0,9.0,81.2,18.8,2.0,10.0,82.1,17.9,2.5,10.0,82.1,17.9,2.5,11.0,82.1,17.9,2.5,12.5,82.1,17.9,2.5,14.0,83.0,16.1,3.0,14.5,84.8,14.3,3.0,17.0,84.8,14.3,3.0,19.5,85.7,13.4,3.0,22.0,85.7,13.4,3.0,22.0,85.7,13.4,3.0,22.0
SRT3.DE,Tief 2,41,41,0.0,0.0,0.839,2.787,5.32,6.285,7.53,7.767,8.106,10.184,0.0,11.292,41,-0.433,0.212,0.558,1.181,1.937,2.088,2.384,2.655,3.83,4.662,-1.701,4.76,41,0.529,0.564,0.817,1.006,1.583,1.786,1.854,2.25,2.446,2.529,0.386,2.547,41,28.27,31.688,35.854,44.079,50.866,52.469,53.718,59.335,63.661,66.677,23.89,68.67,19.5,0.855,75.6,24.4,3.0,2.5,75.6,24.4,3.0,3.0,82.9,17.1,3.0,4.0,82.9,17.1,3.0,5.0,87.8,12.2,3.0,8.0,87.8,12.2,3.0,8.0,87.8,12.2,3.0,8.0,90.2,9.8,3.0,12.5,90.2,9.8,3.0,13.5,90.2,9.8,3.0,13.5,90.2,9.8,3.0,13.5,90.2,9.8,3.0,13.5,90.2,9.8,3.0,13.5,92.7,7.3,3.0,18.0,92.7,7.3,3.0,18.0,92.7,7.3,3.0,19.0
SRT3.DE,Tief 3,16,16,0.0,0.0,0.013,2.192,4.391,4.432,5.735,6.502,6.883,7.0,0.0,7.03,16,0.208,0.489,0.7,1.111,1.861,1.877,2.4,2.675,2.886,3.152,-0.265,3.218,16,0.525,0.603,0.739,0.955,1.268,1.376,1.706,1.834,1.908,2.042,0.398,2.076,16,24.819,26.948,31.502,35.108,39.809,41.919,43.859,46.523,48.606,48.764,23.634,48.804,25.0,0.855,75.0,25.0,2.5,5.5,81.2,18.8,3.0,6.0,81.2,18.8,3.0,7.0,81.2,18.8,3.0,7.0,81.2,18.8,3.0,10.0,81.2,18.8,3.0,10.0,81.2,18.8,3.0,10.0,87.5,12.5,3.5,16.5,87.5,12.5,3.5,22.5,87.5,12.5,3.5,22.5,87.5,12.5,3.5,22.5,87.5,12.5,3.5,22.5,87.5,12.5,3.5,22.5,87.5,12.5,3.5,22.5,87.5,12.5,3.5,22.5,87.5,12.5,3.5,27.5
SRT3.DE,Tief 4,8,8,0.367,0.734,2.133,3.407,6.173,6.546,6.92,7.218,7.504,7.733,0.0,7.79,8,-1.558,-0.894,0.58,0.951,1.432,1.721,2.01,2.124,2.208,2.276,-2.222,2.293,8,0.289,0.397,0.664,1.02,1.39,1.428,1.467,2.522,3.747,4.727,0.181,4.972,8,28.082,31.184,36.208,39.528,40.586,41.48,42.374,43.236,44.092,44.777,24.981,44.948,12.5,0.855,62.5,37.5,1.0,4.0,75.0,25.0,1.5,11.0,75.0,25.0,1.5,11.0,75.0,25.0,1.5,11.5,75.0,25.0,1.5,11.5,75.0,25.0,1.5,12.0,75.0,25.0,1.5,13.0,75.0,25.0,1.5,13.5,75.0,25.0,1.5,13.5,75.0,25.0,1.5,14.0,87.5,12.5,2.0,3.0,87.5,12.5,2.0,3.0,87.5,12.5,2.0,3.0,87.5,12.5,2.0,3.0,87.5,12.5,2.0,4.0,87.5,12.5,2.0,4.0
SRT3.DE,Tief 5,6,6,0.0,0.0,0.168,0.972,2.235,2.556,3.531,4.505,5.48,6.26,0.0,6.455,6,0.286,0.304,0.354,0.901,2.755,3.207,3.704,4.202,4.699,5.097,0.268,5.197,6,0.54,0.656,0.901,1.096,1.922,2.145,2.239,2.333,2.428,2.503,0.424,2.522,6,20.748,21.463,24.462,31.37,35.392,35.999,37.519,39.04,40.561,41.778,20.033,42.082,33.3,0.855,66.7,33.3,1.0,2.5,66.7,33.3,1.0,2.5,100.0,0.0,2.5,,100.0,0.0,2.5,,100.0,0.0,2.5,,100.0,0.0,2.5,,100.0,0.0,2.5,,100.0,0.0,2.5,,100.0,0.0,2.5,,100.0,0.0,2.5,,100.0,0.0,2.5,,100.0,0.0,2.5,,100.0,0.0,2.5,,100.0,0.0,2.5,,100.0,0.0,2.5,,100.0,0.0,2.5,
SRT3.DE,Tief 6,3,3,0.095,0.154,0.331,0.627,3.314,3.851,4.389,4.926,5.464,5.894,0.036,6.001,3,1.108,1.12,1.155,1.215,1.556,1.624,1.692,1.76,1.829,1.883,1.096,1.897,3,0.899,0.944,1.079,1.304,1.632,1.698,1.763,1.829,1.894,1.947,0.854,1.96,3,19.903,21.334,25.627,32.783,35.638,36.209,36.78,37.351,37.922,38.378,18.472,38.493,0.0,0.855,100.0,0.0,3.0,,100.0,0.0,3.0,,100.0,0.0,3.0,,100.0,0.0,3.0,,100.0,0.0,3.0,,100.0,0.0,3.0,,100.0,0.0,3.0,,100.0,0.0,3.0,,100.0,0.0,3.0,,100.0,0.0,3.0,,100.0,0.0,3.0,,100.0,0.0,3.0,,100.0,0.0,3.0,,100.0,0.0,3.0,,100.0,0.0,3.0,,100.0,0.0,3.0,
SRT3.DE,Tief 7,1,1,2.524,2.524,2.524,2.524,2.524,2.524,2.524,2.524,2.524,2.524,2.524,2.524,1,0.327,0.327,0.327,0.327,0.327,0.327,0.327,0.327,0.327,0.327,0.327,0.327,1,1.807,1.807,1.807,1.807,1.807,1.807,1.807,1.807,1.807,1.807,1.807,1.807,1,29.694,29.694,29.694,29.694,29.694,29.694,29.694,29.694,29.694,29.694,29.694,29.694,0.0,0.855,0.0,100.0,,16.0,0.0,100.0,,21.0,0.0,100.0,,22.0,0.0,100.0,,22.0,0.0,100.0,,23.0,0.0,100.0,,39.0,0.0,100.0,,39.0,0.0,100.0,,39.0,0.0,100.0,,39.0,0.0,100.0,,45.0,100.0,0.0,67.0,,100.0,0.0,67.0,,100.0,0.0,67.0,,100.0,0.0,67.0,,100.0,0.0,67.0,,100.0,0.0,67.0,
SRT3.DE,Tief 8,1,1,2.842,2.842,2.842,2.842,2.842,2.842,2.842,2.842,2.842,2.842,2.842,2.842,1,0.743,0.743,0.743,0.743,0.743,0.743,0.743,0.743,0.743,0.743,0.743,0.743,1,1.084,1.084,1.084,1.084,1.084,1.084,1.084,1.084,1.084,1.084,1.084,1.084,1,29.925,29.925,29.925,29.925,29.925,29.925,29.925,29.925,29.925,29.925,29.925,29.925,0.0,0.855,0.0,100.0,,4.0,0.0,100.0,,5.0,0.0,100.0,,5.0,0.0,100.0,,6.0,0.0,100.0,,6.0,100.0,0.0,14.0,,100.0,0.0,14.0,,100.0,0.0,14.0,,100.0,0.0,14.0,,100.0,0.0,14.0,,100.0,0.0,14.0,,100.0,0.0,14.0,,100.0,0.0,14.0,,100.0,0.0,14.0,,100.0,0.0,14.0,,100.0,0.0,14.0,
SRT3.DE,Tief 9,1,1,1.608,1.608,1.608,1.608,1.608,1.608,1.608,1.608,1.608,1.608,1.608,1.608,1,0.481,0.481,0.481,0.481,0.481,0.481,0.481,0.481,0.481,0.481,0.481,0.481,1,1.072,1.072,1.072,1.072,1.072,1.072,1.072,1.072,1.072,1.072,1.072,1.072,1,28.918,28.918,28.918,28.918,28.918,28.918,28.918,28.918,28.918,28.918,28.918,28.918,0.0,0.855,100.0,0.0,4.0,,100.0,0.0,4.0,,100.0,0.0,4.0,,100.0,0.0,4.0,,100.0,0.0,4.0,,100.0,0.0,4.0,,100.0,0.0,4.0,,100.0,0.0,4.0,,100.0,0.0,4.0,,100.0,0.0,4.0,,100.0,0.0,4.0,,100.0,0.0,4.0,,100.0,0.0,4.0,,100.0,0.0,4.0,,100.0,0.0,4.0,,100.0,0.0,4.0,
SY1.DE,alle,182,182,0.0,0.0,0.433,2.435,5.866,7.012,7.635,8.972,10.83,15.208,0.0,18.504,182,-0.775,0.092,0.532,1.021,1.553,1.746,1.974,2.26,2.736,5.151,-2.496,7.006,182,0.406,0.636,0.857,1.173,1.588,1.685,1.853,1.972,2.397,2.679,0.059,2.959,182,25.876,29.456,35.711,48.586,60.835,62.924,65.972,68.704,70.702,76.193,17.262,83.927,18.1,0.919,66.5,33.5,3.0,3.0,70.9,29.1,3.0,3.0,73.1,26.9,3.0,4.0,73.6,26.4,3.0,4.0,75.8,24.2,3.0,5.0,78.0,22.0,3.0,6.0,80.2,19.8,3.0,6.5,80.8,19.2,3.0,8.0,82.4,17.6,3.0,9.0,83.0,17.0,3.0,9.0,84.1,15.9,3.0,10.0,84.6,15.4,3.0,11.5,85.7,14.3,3.0,11.5,85.7,14.3,3.0,12.5,85.7,14.3,3.0,13.0,86.3,13.7,3.0,14.0
SY1.DE,Tief 1,108,108,0.0,0.0,0.311,2.544,6.948,7.335,7.755,9.769,11.313,15.586,0.0,18.504,108,-0.164,0.34,0.615,1.123,1.555,1.694,1.964,2.164,2.73,3.421,-2.496,5.133,108,0.473,0.611,0.842,1.1,1.401,1.502,1.626,1.835,1.972,2.488,0.161,2.959,108,34.315,38.702,48.064,58.776,65.762,67.328,68.741,70.38,71.476,79.284,26.184,83.927,21.3,0.919,69.4,30.6,3.0,2.0,73.1,26.9,3.0,3.0,75.9,24.1,3.0,4.0,76.9,23.1,3.0,4.0,78.7,21.3,3.0,5.0,81.5,18.5,3.0,6.0,82.4,17.6,3.0,6.0,82.4,17.6,3.0,8.0,83.3,16.7,3.0,9.0,83.3,16.7,3.0,10.0,84.3,15.7,3.0,13.0,84.3,15.7,3.0,13.0,86.1,13.9,3.0,11.0,86.1,13.9,3.0,13.0,86.1,13.9,3.0,13.0,87.0,13.0,3.0,17.0
