ticker,position,faelle,puffer_x_n,puffer_x_p5,puffer_x_p10,puffer_x_p25,puffer_x_p50,puffer_x_p75,puffer_x_p80,puffer_x_p85,puffer_x_p90,puffer_x_p95,puffer_x_p99,puffer_x_min,puffer_x_max,anstieg_x_n,anstieg_x_p5,anstieg_x_p10,anstieg_x_p25,anstieg_x_p50,anstieg_x_p75,anstieg_x_p80,anstieg_x_p85,anstieg_x_p90,anstieg_x_p95,anstieg_x_p99,anstieg_x_min,anstieg_x_max,abstand_x_n,abstand_x_p5,abstand_x_p10,abstand_x_p25,abstand_x_p50,abstand_x_p75,abstand_x_p80,abstand_x_p85,abstand_x_p90,abstand_x_p95,abstand_x_p99,abstand_x_min,abstand_x_max,rsi_x_n,rsi_x_p5,rsi_x_p10,rsi_x_p25,rsi_x_p50,rsi_x_p75,rsi_x_p80,rsi_x_p85,rsi_x_p90,rsi_x_p95,rsi_x_p99,rsi_x_min,rsi_x_max,ohne_puffer_pct,ziel_atr,ziel_zuerst_0.25_pct,ko_zuerst_0.25_pct,tage_ziel_0.25,tage_ko_0.25,ziel_zuerst_0.5_pct,ko_zuerst_0.5_pct,tage_ziel_0.5,tage_ko_0.5,ziel_zuerst_0.75_pct,ko_zuerst_0.75_pct,tage_ziel_0.75,tage_ko_0.75,ziel_zuerst_1.0_pct,ko_zuerst_1.0_pct,tage_ziel_1.0,tage_ko_1.0,ziel_zuerst_1.25_pct,ko_zuerst_1.25_pct,tage_ziel_1.25,tage_ko_1.25,ziel_zuerst_1.5_pct,ko_zuerst_1.5_pct,tage_ziel_1.5,tage_ko_1.5,ziel_zuerst_1.75_pct,ko_zuerst_1.75_pct,tage_ziel_1.75,tage_ko_1.75,ziel_zuerst_2.0_pct,ko_zuerst_2.0_pct,tage_ziel_2.0,tage_ko_2.0,ziel_zuerst_2.25_pct,ko_zuerst_2.25_pct,tage_ziel_2.25,tage_ko_2.25,ziel_zuerst_2.5_pct,ko_zuerst_2.5_pct,tage_ziel_2.5,tage_ko_2.5,ziel_zuerst_2.75_pct,ko_zuerst_2.75_pct,tage_ziel_2.75,tage_ko_2.75,ziel_zuerst_3.0_pct,ko_zuerst_3.0_pct,tage_ziel_3.0,tage_ko_3.0,ziel_zuerst_3.25_pct,ko_zuerst_3.25_pct,tage_ziel_3.25,tage_ko_3.25,ziel_zuerst_3.5_pct,ko_zuerst_3.5_pct,tage_ziel_3.5,tage_ko_3.5,ziel_zuerst_3.75_pct,ko_zuerst_3.75_pct,tage_ziel_3.75,tage_ko_3.75,ziel_zuerst_4.0_pct,ko_zuerst_4.0_pct,tage_ziel_4.0,tage_ko_4.0
CTAS,Tief 2,41,41,0.0,0.0,0.0,0.692,3.378,4.661,6.072,6.604,7.99,18.701,0.0,24.69,41,0.18,0.306,0.639,1.264,2.466,2.8,3.019,3.49,4.417,5.66,-2.063,6.209,41,0.477,0.555,0.786,1.125,1.839,1.975,2.262,2.549,2.924,3.519,0.21,3.864,41,25.272,33.245,38.593,44.047,50.302,51.453,54.762,55.677,57.064,63.59,19.781,64.806,39.0,0.855,80.5,19.5,2.0,3.0,92.7,7.3,2.0,4.0,92.7,7.3,2.0,4.0,92.7,7.3,2.0,4.0,92.7,7.3,2.0,4.0,92.7,7.3,2.0,8.0,92.7,7.3,2.0,9.0,92.7,7.3,2.0,9.0,92.7,7.3,2.0,9.0,92.7,7.3,2.0,9.0,92.7,7.3,2.0,9.0,95.1,4.9,2.0,8.0,95.1,4.9,2.0,8.5,95.1,4.9,2.0,8.5,95.1,4.9,2.0,8.5,95.1,4.9,2.0,9.0
CTAS,Tief 3,11,11,0.0,0.0,0.483,1.151,3.654,3.702,4.69,5.679,6.012,6.28,0.0,6.346,11,-2.098,-0.849,-0.112,0.933,1.219,1.388,2.088,2.789,4.953,6.684,-3.347,7.116,11,0.63,0.917,1.008,1.216,1.4,1.428,1.62,1.813,1.86,1.898,0.342,1.908,11,25.074,30.49,33.243,41.807,45.185,45.717,46.463,47.208,51.44,54.826,19.658,55.672,27.3,0.855,54.5,45.5,1.5,2.0,54.5,45.5,1.5,2.0,54.5,45.5,1.5,3.0,54.5,45.5,1.5,5.0,72.7,27.3,3.0,3.0,72.7,27.3,3.0,6.0,72.7,27.3,3.0,6.0,72.7,27.3,3.0,6.0,72.7,27.3,3.0,7.0,72.7,27.3,3.0,7.0,72.7,27.3,3.0,8.0,72.7,27.3,3.0,10.0,72.7,27.3,3.0,10.0,72.7,27.3,3.0,10.0,81.8,18.2,4.0,18.0,81.8,18.2,4.0,20.0
CTAS,Tief 4,6,6,0.297,0.332,0.445,1.385,3.512,3.951,4.389,4.827,5.264,5.614,0.263,5.702,6,-1.126,-0.68,0.355,0.942,1.858,2.11,2.278,2.447,2.616,2.751,-1.572,2.785,6,0.521,0.545,0.605,0.98,1.409,1.438,1.64,1.841,2.042,2.203,0.496,2.243,6,28.183,28.549,29.883,35.076,42.104,43.319,44.138,44.957,45.776,46.431,27.817,46.595,0.0,0.855,33.3,66.7,6.5,1.5,50.0,50.0,3.0,2.0,66.7,33.3,3.0,5.5,66.7,33.3,3.0,6.0,66.7,33.3,3.0,6.5,66.7,33.3,3.0,7.5,66.7,33.3,3.0,7.5,66.7,33.3,3.0,7.5,66.7,33.3,3.0,13.0,66.7,33.3,3.0,15.0,66.7,33.3,3.0,16.0,66.7,33.3,3.0,16.0,66.7,33.3,3.0,24.5,66.7,33.3,3.0,25.0,66.7,33.3,3.0,26.0,83.3,16.7,3.0,23.0
CTAS,Tief 5,4,4,0.0,0.0,0.0,0.76,2.425,2.968,3.511,4.053,4.596,5.031,0.0,5.139,4,0.714,0.76,0.898,1.043,1.496,1.727,1.958,2.189,2.419,2.604,0.668,2.65,4,0.61,0.645,0.75,1.007,1.225,1.237,1.248,1.26,1.271,1.281,0.575,1.283,4,25.799,26.482,28.53,30.446,31.41,31.522,31.634,31.745,31.857,31.946,25.116,31.969,50.0,0.855,75.0,25.0,1.0,3.0,75.0,25.0,1.0,4.0,75.0,25.0,1.0,4.0,100.0,0.0,2.0,,100.0,0.0,2.0,,100.0,0.0,2.0,,100.0,0.0,2.0,,100.0,0.0,2.0,,100.0,0.0,2.0,,100.0,0.0,2.0,,100.0,0.0,2.0,,100.0,0.0,2.0,,100.0,0.0,2.0,,100.0,0.0,2.0,,100.0,0.0,2.0,,100.0,0.0,2.0,
CTAS,Tief 6,2,2,0.814,0.946,1.344,2.007,2.67,2.803,2.935,3.068,3.2,3.306,0.681,3.333,2,0.8,0.814,0.856,0.927,0.997,1.011,1.026,1.04,1.054,1.065,0.786,1.068,2,1.055,1.138,1.386,1.8,2.214,2.297,2.38,2.463,2.545,2.612,0.973,2.628,2,33.717,33.823,34.143,34.675,35.208,35.314,35.42,35.527,35.633,35.719,33.61,35.74,0.0,0.855,100.0,0.0,3.0,,100.0,0.0,3.0,,100.0,0.0,3.0,,100.0,0.0,3.0,,100.0,0.0,3.0,,100.0,0.0,3.0,,100.0,0.0,3.0,,100.0,0.0,3.0,,100.0,0.0,3.0,,100.0,0.0,3.0,,100.0,0.0,3.0,,100.0,0.0,3.0,,100.0,0.0,3.0,,100.0,0.0,3.0,,100.0,0.0,3.0,,100.0,0.0,3.0,
CTSH,alle,179,179,0.0,0.0,0.747,3.651,6.871,7.754,9.363,10.696,12.939,24.324,0.0,25.12,179,-1.392,-0.152,0.411,0.85,1.704,1.987,2.262,3.021,3.962,6.727,-8.344,8.851,179,0.291,0.408,0.657,1.111,1.533,1.579,1.695,1.859,2.66,3.602,0.05,4.796,179,24.6,28.409,35.33,47.652,56.261,57.708,60.644,63.514,67.17,74.157,16.881,78.809,15.6,0.765,64.8,35.2,2.0,3.0,67.6,32.4,2.0,3.5,71.5,28.5,2.0,4.0,73.2,26.8,2.0,4.0,75.4,24.6,2.0,5.5,77.7,22.3,2.0,6.5,78.8,21.2,2.0,8.5,80.4,19.6,2.0,9.0,81.0,19.0,2.0,12.0,82.1,17.9,2.0,13.0,83.2,16.8,2.0,14.0,83.2,16.8,2.0,14.0,83.2,16.8,2.0,15.0,83.2,16.8,2.0,15.0,83.2,16.8,2.0,17.0,84.9,15.1,2.0,20.0
CTSH,Tief 1,92,92,0.0,0.0,0.537,3.762,6.959,9.204,10.359,11.091,13.416,24.595,0.0,25.12,92,-1.481,0.08,0.42,0.879,1.938,2.135,2.512,3.071,4.08,6.15,-8.344,8.851,92,0.271,0.36,0.675,1.115,1.488,1.578,1.681,1.81,2.133,2.788,0.05,3.507,92,31.727,36.68,45.744,53.462,60.475,62.541,63.993,67.031,71.551,76.167,26.719,78.809,13.0,0.765,67.4,32.6,1.0,3.5,69.6,30.4,1.5,4.0,73.9,26.1,2.0,4.0,76.1,23.9,2.0,5.5,77.2,22.8,2.0,6.0,79.3,20.7,2.0,7.0,80.4,19.6,2.0,9.5,81.5,18.5,2.0,11.0,82.6,17.4,2.0,12.0,83.7,16.3,2.0,13.0,84.8,15.2,2.0,14.0,84.8,15.2,2.0,14.5,84.8,15.2,2.0,15.0,84.8,15.2,2.0,17.0,84.8,15.2,2.0,17.0,87.0,13.0,2.0,17.0
CTSH,Tief 2,43,43,0.0,0.0,0.848,3.203,6.797,7.615,8.699,10.324,14.625,22.522,0.0,23.842,43,-0.137,0.084,0.431,0.822,1.828,1.901,2.152,2.843,3.417,5.864,-2.305,6.528,43,0.374,0.537,0.815,1.196,1.564,1.575,1.831,2.318,3.459,4.437,0.184,4.796,43,24.834,28.15,32.867,44.692,50.7,51.98,53.802,57.072,60.973,66.163,23.576,66.321,18.6,0.765,67.4,32.6,2.0,3.0,69.8,30.2,2.0,3.0,74.4,25.6,2.0,3.0,74.4,25.6,2.0,3.0,79.1,20.9,2.0,8.0,81.4,18.6,2.0,9.5,83.7,16.3,2.0,11.0,86.0,14.0,2.0,10.5,86.0,14.0,2.0,10.5,88.4,11.6,2.0,13.0,88.4,11.6,2.0,13.0,88.4,11.6,2.0,13.0,88.4,11.6,2.0,15.0,88.4,11.6,2.0,15.0,88.4,11.6,2.0,20.0,90.7,9.3,2.0,20.0
CTSH,Tief 3,21,21,0.0,0.0,1.147,4.806,7.499,8.247,9.9,10.574,10.757,21.561,0.0,24.262,21,-2.136,-1.316,0.158,0.704,1.568,1.613,1.642,2.032,2.971,4.343,-3.343,4.686,21,0.28,0.546,0.643,1.111,1.514,1.69,1.708,1.721,1.852,3.17,0.266,3.5,21,25.32,28.517,35.025,36.161,45.262,45.594,49.441,55.206,57.456,65.064,24.759,66.966,14.3,0.765,61.9,38.1,1.0,2.0,66.7,33.3,2.0,3.0,71.4,28.6,2.0,3.5,76.2,23.8,2.5,4.0,76.2,23.8,2.5,4.0,76.2,23.8,2.5,4.0,76.2,23.8,2.5,5.0,81.0,19.0,3.0,4.5,81.0,19.0,3.0,4.5,81.0,19.0,3.0,4.5,85.7,14.3,3.0,9.0,85.7,14.3,3.0,11.0,85.7,14.3,3.0,11.0,85.7,14.3,3.0,11.0,85.7,14.3,3.0,11.0,85.7,14.3,3.0,12.0
CTSH,Tief 4,11,11,0.0,0.0,0.0,4.326,5.656,5.676,6.385,7.093,7.905,8.554,0.0,8.716,11,-1.889,-1.246,0.099,0.891,1.292,1.617,2.763,3.91,5.67,7.079,-2.532,7.431,11,0.424,0.438,0.592,0.758,1.504,1.595,2.418,3.241,3.306,3.358,0.411,3.371,11,18.133,19.385,26.254,30.942,41.537,42.894,46.166,49.438,52.351,54.681,16.881,55.264,36.4,0.765,54.5,45.5,1.5,2.0,54.5,45.5,1.5,2.0,54.5,45.5,1.5,3.0,54.5,45.5,1.5,3.0,54.5,45.5,1.5,3.0,63.6,36.4,2.0,5.0,63.6,36.4,2.0,5.0,63.6,36.4,2.0,6.5,63.6,36.4,2.0,7.5,63.6,36.4,2.0,10.0,63.6,36.4,2.0,10.0,63.6,36.4,2.0,10.5,63.6,36.4,2.0,10.5,63.6,36.4,2.0,11.0,63.6,36.4,2.0,13.5,63.6,36.4,2.0,18.0
CTSH,Tief 5,6,6,0.243,0.487,1.259,3.334,5.134,5.328,5.806,6.283,6.761,7.143,0.0,7.239,6,-0.053,0.154,0.623,0.867,1.208,1.297,1.902,2.507,3.112,3.595,-0.259,3.716,6,0.377,0.405,0.501,0.783,1.239,1.336,1.384,1.431,1.479,1.517,0.348,1.527,6,23.339,23.505,24.561,30.396,34.798,35.045,37.683,40.32,42.958,45.068,23.173,45.596,16.7,0.765,50.0,50.0,1.0,3.0,66.7,33.3,2.0,3.5,66.7,33.3,2.0,3.5,66.7,33.3,2.0,4.5,83.3,16.7,3.0,19.0,83.3,16.7,3.0,33.0,83.3,16.7,3.0,34.0,83.3,16.7,3.0,43.0,83.3,16.7,3.0,43.0,83.3,16.7,3.0,43.0,83.3,16.7,3.0,44.0,83.3,16.7,3.0,47.0,83.3,16.7,3.0,47.0,83.3,16.7,3.0,50.0,83.3,16.7,3.0,51.0,83.3,16.7,3.0,55.0
CTSH,Tief 6,4,4,1.983,2.078,2.364,3.445,4.549,4.659,4.769,4.878,4.988,5.076,1.887,5.098,4,0.602,0.62,0.674,0.712,0.84,0.912,0.985,1.057,1.129,1.187,0.584,1.201,4,0.322,0.353,0.444,0.764,1.206,1.31,1.414,1.518,1.622,1.705,0.291,1.726,4,24.015,24.554,26.168,30.399,34.501,34.962,35.423,35.884,36.345,36.714,23.477,36.806,0.0,0.765,25.0,75.0,0.0,4.0,25.0,75.0,0.0,4.0,25.0,75.0,0.0,19.0,25.0,75.0,0.0,20.0,25.0,75.0,0.0,21.0,25.0,75.0,0.0,23.0,25.0,75.0,0.0,23.0,25.0,75.0,0.0,39.0,25.0,75.0,0.0,40.0,25.0,75.0,0.0,41.0,25.0,75.0,0.0,46.0,25.0,75.0,0.0,46.0,25.0,75.0,0.0,50.0,25.0,75.0,0.0,51.0,25.0,75.0,0.0,51.0,25.0,75.0,0.0,52.0
CTSH,Tief 7,2,2,1.125,1.162,1.273,1.458,1.643,1.68,1.717,1.754,1.791,1.821,1.088,1.828,2,1.086,1.104,1.158,1.247,1.336,1.353,1.371,1.389,1.407,1.421,1.069,1.425,2,0.753,0.758,0.774,0.8,0.827,0.832,0.837,0.842,0.848,0.852,0.747,0.853,2,23.975,24.542,26.244,29.08,31.916,32.484,33.051,33.618,34.185,34.639,23.408,34.753,0.0,0.765,100.0,0.0,2.0,,100.0,0.0,2.0,,100.0,0.0,2.0,,100.0,0.0,2.0,,100.0,0.0,2.0,,100.0,0.0,2.0,,100.0,0.0,2.0,,100.0,0.0,2.0,,100.0,0.0,2.0,,100.0,0.0,2.0,,100.0,0.0,2.0,,100.0,0.0,2.0,,100.0,0.0,2.0,,100.0,0.0,2.0,,100.0,0.0,2.0,,100.0,0.0,2.0,
CVX,alle,170,170,0.0,0.0,0.444,2.641,4.878,5.398,6.219,7.084,8.199,19.772,0.0,29.071,170,-0.731,-0.189,0.494,1.087,1.771,1.998,2.317,3.036,4.178,8.451,-9.477,12.289,170,0.347,0.484,0.736,1.041,1.46,1.557,1.756,1.964,2.191,2.77,0.063,3.869,170,27.694,31.322,39.981,48.979,57.278,58.532,61.917,65.103,67.452,73.59,17.065,78.865,20.6,0.978,65.9,34.1,2.0,2.5,67.6,32.4,2.0,3.0,72.4,27.6,2.0,3.0,74.7,25.3,2.0,4.0,77.6,22.4,2.0,5.0,80.0,20.0,2.5,5.5,81.8,18.2,3.0,7.0,82.4,17.6,3.0,7.0,84.7,15.3,3.0,7.5,85.9,14.1,3.0,8.0,86.5,13.5,3.0,10.0,88.8,11.2,3.0,13.0,88.8,11.2,3.0,15.0,88.8,11.2,3.0,15.0,88.8,11.2,3.0,17.0,90.6,9.4,3.0,18.0
CVX,Tief 1,99,99,0.0,0.0,0.381,2.649,5.322,6.056,6.538,7.623,8.074,12.001,0.0,29.071,99,-0.921,-0.056,0.555,1.09,1.799,2.141,2.628,3.293,4.439,7.413,-9.477,10.92,99,0.338,0.48,0.723,1.063,1.512,1.617,1.848,2.054,2.223,3.068,0.063,3.869,99,39.245,41.854,48.232,54.757,60.864,63.335,65.161,66.791,69.231,76.046,27.595,78.865,19.2,0.978,70.7,29.3,2.0,3.0,72.7,27.3,2.0,3.0,74.7,25.3,2.0,3.0,75.8,24.2,2.0,3.5,77.8,22.2,2.0,4.5,78.8,21.2,2.0,6.0,80.8,19.2,2.0,7.0,81.8,18.2,2.0,7.0,84.8,15.2,3.0,8.0,84.8,15.2,3.0,8.0,85.9,14.1,3.0,12.0,87.9,12.1,3.0,15.5,87.9,12.1,3.0,15.5,87.9,12.1,3.0,16.0,87.9,12.1,3.0,16.0,87.9,12.1,3.0,18.0
CVX,Tief 2,40,40,0.0,0.0,0.685,2.799,4.018,4.521,4.995,6.928,7.601,12.991,0.0,15.711,40,0.13,0.341,0.611,1.314,1.791,1.992,2.251,2.843,4.358,9.914,-4.494,12.289,40,0.388,0.496,0.751,1.048,1.474,1.511,1.629,1.797,1.9,2.623,0.27,2.644,40,26.882,30.086,39.235,45.856,52.787,52.915,53.545,54.681,56.908,67.461,17.065,67.519,22.5,0.978,65.0,35.0,2.0,2.0,65.0,35.0,2.0,2.0,70.0,30.0,2.0,3.0,75.0,25.0,2.0,4.5,77.5,22.5,2.0,10.0,82.5,17.5,2.0,6.0,85.0,15.0,2.5,6.5,85.0,15.0,2.5,6.5,85.0,15.0,2.5,7.0,90.0,10.0,3.0,7.0,90.0,10.0,3.0,8.5,95.0,5.0,3.0,28.5,95.0,5.0,3.0,29.5,95.0,5.0,3.0,29.5,95.0,5.0,3.0,43.0,97.5,2.5,3.0,19.0
CVX,Tief 3,17,17,0.0,0.0,0.193,2.971,4.904,5.251,5.767,7.44,13.378,25.724,0.0,28.811,17,-1.396,-0.598,0.313,0.883,1.719,1.851,1.995,2.285,2.903,3.841,-4.13,4.076,17,0.39,0.57,0.78,1.162,1.552,1.792,1.856,1.882,1.981,2.19,0.322,2.242,17,23.102,25.988,29.629,35.906,40.198,41.871,42.608,43.38,44.763,46.499,22.419,46.933,23.5,0.978,58.8,41.2,2.5,1.0,64.7,35.3,2.0,3.0,70.6,29.4,2.5,2.0,70.6,29.4,2.5,3.0,82.4,17.6,4.0,3.0,88.2,11.8,5.0,3.0,88.2,11.8,5.0,3.0,88.2,11.8,5.0,3.0,88.2,11.8,5.0,3.0,88.2,11.8,5.0,4.5,88.2,11.8,5.0,4.5,88.2,11.8,5.0,5.0,88.2,11.8,5.0,5.5,88.2,11.8,5.0,6.0,88.2,11.8,5.0,8.0,94.1,5.9,5.5,12.0
CVX,Tief 4,8,8,0.0,0.0,0.387,1.638,3.964,4.528,5.092,5.493,5.867,6.167,0.0,6.242,8,-0.107,0.052,0.265,0.874,1.235,1.296,1.356,1.634,1.949,2.201,-0.267,2.263,8,0.615,0.62,0.879,0.996,1.013,1.014,1.015,1.031,1.049,1.064,0.61,1.067,8,26.367,28.525,31.875,34.972,38.499,39.056,39.613,40.747,41.976,42.959,24.209,43.205,25.0,0.978,37.5,62.5,2.0,3.0,37.5,62.5,2.0,5.0,75.0,25.0,6.0,2.5,87.5,12.5,10.0,4.0,87.5,12.5,10.0,8.0,87.5,12.5,10.0,8.0,87.5,12.5,10.0,10.0,87.5,12.5,10.0,10.0,87.5,12.5,10.0,10.0,87.5,12.5,10.0,10.0,87.5,12.5,10.0,10.0,87.5,12.5,10.0,11.0,87.5,12.5,10.0,11.0,87.5,12.5,10.0,11.0,87.5,12.5,10.0,16.0,87.5,12.5,10.0,17.0
CVX,Tief 5,3,3,0.164,0.328,0.82,1.639,3.439,3.799,4.159,4.519,4.879,5.167,0.0,5.239,3,-0.361,-0.223,0.192,0.883,1.446,1.558,1.671,1.783,1.896,1.986,-0.5,2.008,3,0.817,0.845,0.928,1.068,1.165,1.184,1.203,1.223,1.242,1.257,0.789,1.261,3,27.851,28.093,28.818,30.028,34.009,34.805,35.601,36.397,37.193,37.83,27.609,37.989,33.3,0.978,66.7,33.3,4.5,3.0,66.7,33.3,4.5,3.0,66.7,33.3,4.5,5.0,66.7,33.3,4.5,5.0,66.7,33.3,4.5,5.0,66.7,33.3,4.5,5.0,66.7,33.3,4.5,5.0,66.7,33.3,4.5,6.0,66.7,33.3,4.5,6.0,66.7,33.3,4.5,6.0,66.7,33.3,4.5,11.0,66.7,33.3,4.5,12.0,66.7,33.3,4.5,12.0,66.7,33.3,4.5,30.0,66.7,33.3,4.5,30.0,66.7,33.3,4.5,30.0
CVX,Tief 6,1,1,3.982,3.982,3.982,3.982,3.982,3.982,3.982,3.982,3.982,3.982,3.982,3.982,1,-0.322,-0.322,-0.322,-0.322,-0.322,-0.322,-0.322,-0.322,-0.322,-0.322,-0.322,-0.322,1,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,1,32.315,32.315,32.315,32.315,32.315,32.315,32.315,32.315,32.315,32.315,32.315,32.315,0.0,0.978,0.0,100.0,,1.0,0.0,100.0,,1.0,0.0,100.0,,1.0,0.0,100.0,,1.0,0.0,100.0,,2.0,0.0,100.0,,2.0,0.0,100.0,,7.0,0.0,100.0,,8.0,0.0,100.0,,8.0,0.0,100.0,,26.0,0.0,100.0,,26.0,0.0,100.0,,26.0,0.0,100.0,,26.0,0.0,100.0,,27.0,0.0,100.0,,27.0,100.0,0.0,34.0,
CVX,Tief 7,1,1,2.036,2.036,2.036,2.036,2.036,2.036,2.036,2.036,2.036,2.036,2.036,2.036,1,0.149,0.149,0.149,0.149,0.149,0.149,0.149,0.149,0.149,0.149,0.149,0.149,1,1.308,1.308,1.308,1.308,1.308,1.308,1.308,1.308,1.308,1.308,1.308,1.308,1,24.389,24.389,24.389,24.389,24.389,24.389,24.389,24.389,24.389,24.389,24.389,24.389,0.0,0.978,0.0,100.0,,4.0,0.0,100.0,,4.0,0.0,100.0,,22.0,0.0,100.0,,22.0,0.0,100.0,,22.0,0.0,100.0,,22.0,0.0,100.0,,23.0,0.0,100.0,,23.0,100.0,0.0,30.0,,100.0,0.0,30.0,,100.0,0.0,30.0,,100.0,0.0,30.0,,100.0,0.0,30.0,,100.0,0.0,30.0,,100.0,0.0,30.0,,100.0,0.0,30.0,
CVX,Tief 8,1,1,1.414,1.414,1.414,1.414,1.414,1.414,1.414,1.414,1.414,1.414,1.414,1.414,1,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.626,1,1.499,1.499,1.499,1.499,1.499,1.499,1.499,1.499,1.499,1.499,1.499,1.499,1,31.053,31.053,31.053,31.053,31.053,31.053,31.053,31.053,31.053,31.053,31.053,31.053,0.0,0.978,100.0,0.0,3.0,,100.0,0.0,3.0,,100.0,0.0,3.0,,100.0,0.0,3.0,,100.0,0.0,3.0,,100.0,0.0,3.0,,100.0,0.0,3.0,,100.0,0.0,3.0,,100.0,0.0,3.0,,100.0,0.0,3.0,,100.0,0.0,3.0,,100.0,0.0,3.0,,100.0,0.0,3.0,,100.0,0.0,3.0,,100.0,0.0,3.0,,100.0,0.0,3.0,
DASH,alle,180,180,0.0,0.0,0.206,1.713,4.734,5.281,5.725,7.089,9.952,12.432,0.0,16.411,180,-0.837,-0.17,0.46,1.008,2.007,2.37,2.894,3.509,4.597,5.543,-2.164,6.581,180,0.337,0.488,0.742,1.04,1.515,1.649,1.787,1.911,2.209,3.135,0.037,3.35,180,29.884,33.908,39.051,50.016,59.774,61.095,63.095,65.196,67.735,70.523,13.456,70.97,21.1,0.907,63.3,36.7,2.0,3.0,70.6,29.4,2.0,4.0,73.3,26.7,2.0,4.0,75.6,24.4,2.0,5.0,77.8,22.2,2.0,6.0,80.0,20.0,2.0,7.0,82.2,17.8,2.5,9.0,84.4,15.6,3.0,11.0,85.0,15.0,3.0,12.0,85.6,14.4,3.0,13.5,86.1,13.9,3.0,16.0,87.2,12.8,3.0,18.0,87.2,12.8,3.0,20.0,87.2,12.8,3.0,24.0,88.3,11.7,3.0,20.0,88.9,11.1,3.0,26.5
DASH,Tief 1,103,103,0.0,0.0,0.24,1.514,5.05,5.291,6.432,7.883,10.307,14.422,0.0,16.411,103,-0.577,0.023,0.523,1.006,1.895,2.32,2.877,3.475,4.346,6.212,-2.164,6.581,103,0.236,0.459,0.728,1.029,1.466,1.551,1.638,1.851,2.649,3.103,0.165,3.246,103,37.776,42.112,50.006,57.282,63.013,64.503,66.044,67.646,68.931,70.893,29.794,70.97,24.3,0.907,64.1,35.9,2.0,3.0,71.8,28.2,2.0,4.0,73.8,26.2,2.0,4.0,76.7,23.3,3.0,6.0,78.6,21.4,3.0,7.0,81.6,18.4,3.0,7.0,81.6,18.4,3.0,9.0,84.5,15.5,3.0,11.0,85.4,14.6,3.0,12.0,86.4,13.6,3.0,13.0,86.4,13.6,3.0,17.5,88.3,11.7,3.0,16.0,88.3,11.7,3.0,16.5,88.3,11.7,3.0,16.5,89.3,10.7,3.0,15.0,90.3,9.7,3.0,22.5
DASH,Tief 2,36,36,0.0,0.0,0.558,1.876,4.355,5.419,6.101,7.089,8.996,11.729,0.0,11.887,36,-1.241,-0.646,0.397,1.052,2.187,2.71,2.988,3.218,4.189,5.354,-1.837,5.36,36,0.383,0.479,0.688,0.926,1.71,1.865,1.907,2.016,2.086,2.948,0.037,3.35,36,31.596,33.698,38.375,47.215,52.849,54.749,55.348,56.629,61.489,64.718,13.456,65.234,16.7,0.907,55.6,44.4,1.5,3.0,63.9,36.1,2.0,3.0,69.4,30.6,2.0,4.0,69.4,30.6,2.0,5.0,72.2,27.8,2.0,5.5,75.0,25.0,2.0,6.0,80.6,19.4,2.0,9.0,83.3,16.7,2.0,18.0,83.3,16.7,2.0,19.5,83.3,16.7,2.0,25.5,86.1,13.9,2.0,27.0,86.1,13.9,2.0,27.0,86.1,13.9,2.0,27.0,86.1,13.9,2.0,27.0,88.9,11.1,2.5,24.5,88.9,11.1,2.5,24.5
DASH,Tief 3,20,20,0.0,0.0,0.061,1.495,4.699,4.953,5.407,5.98,9.618,9.881,0.0,9.947,20,-0.544,0.155,0.336,0.93,2.365,2.887,3.775,4.241,4.669,5.125,-1.911,5.239,20,0.47,0.519,0.765,1.012,1.439,1.45,1.51,1.677,1.703,1.723,0.349,1.728,20,28.449,29.539,32.327,40.726,43.688,45.898,46.207,46.683,47.385,49.458,16.796,49.977,25.0,0.907,70.0,30.0,2.0,3.5,70.0,30.0,2.0,3.5,75.0,25.0,2.0,4.0,80.0,20.0,2.0,4.0,80.0,20.0,2.0,9.0,80.0,20.0,2.0,9.5,80.0,20.0,2.0,10.0,80.0,20.0,2.0,10.5,80.0,20.0,2.0,12.0,80.0,20.0,2.0,13.0,80.0,20.0,2.0,13.5,80.0,20.0,2.0,13.5,80.0,20.0,2.0,13.5,80.0,20.0,2.0,20.0,80.0,20.0,2.0,20.5,80.0,20.0,2.0,24.0
DASH,Tief 4,9,9,0.0,0.0,0.727,1.677,3.165,4.186,5.207,5.979,6.502,6.92,0.0,7.024,9,0.305,0.31,0.551,0.954,2.292,2.498,2.703,3.164,3.88,4.452,0.3,4.595,9,0.722,0.757,0.776,1.146,1.783,1.826,1.87,2.051,2.368,2.621,0.686,2.685,9,30.922,33.123,34.329,35.311,37.054,37.506,37.959,38.207,38.252,38.288,28.72,38.296,22.2,0.907,66.7,33.3,1.0,3.0,77.8,22.2,1.0,18.0,77.8,22.2,1.0,21.0,77.8,22.2,1.0,21.0,77.8,22.2,1.0,24.0,77.8,22.2,1.0,25.0,88.9,11.1,1.0,6.0,88.9,11.1,1.0,6.0,88.9,11.1,1.0,6.0,88.9,11.1,1.0,9.0,88.9,11.1,1.0,9.0,88.9,11.1,1.0,10.0,88.9,11.1,1.0,101.0,88.9,11.1,1.0,101.0,88.9,11.1,1.0,102.0,88.9,11.1,1.0,106.0
